 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
11,coj1m003-fa11-20190628-0060-e91.fits,11,0,58662.85741,2458662.857,2458662.858663,1.119593,70.072,7.256599,2,18,27,0.164855,0.300022,0.328939,0.26517,0.453711,0.000785,0.001256,0.001344,0.001154,0.001717,209.982132,238.789193,244.716214,229.766052,264.186033,279820.0139,492.946161,2042.056055,2089.716844,2042.556055,2006.783156,11.071633,-47.821462,46129.62063,12.566371,204.100349,226.014414,4937.04248,3670.878573,350.386885,975,6.180765,2.773881,2.863101,2.684661,5.7863,0.995697,2195.027269,1998.772858,2195.527269,2097.727142,11.073283,-47.831168,64577.51469,237.348549,272.078826,6933.682617,5138.915338,342.572925,5.963908,2.765704,2.839694,2.691714,10.569917,0.996714,1805.228972,2229.080385,1805.728972,1867.419615,11.069079,-47.80658,69261.0403,245.642411,281.958804,7140.152344,5511.618464,367.908789,5.854368,2.697923,2.723674,2.672172,41.37781,0.977088,1807.783706,2297.956973,1808.283706,1798.543027,11.069101,-47.79913,58648.10408,227.381777,257.9279,6364.38916,4667.067833,353.241034,5.985058,2.685481,2.71681,2.654153,40.279449,0.979774,2785.250027,2150.417615,2785.750027,1946.082385,11.079606,-47.814226,87333.35489,273.164634,319.709596,9313.949219,6949.767564,349.596159,5.918477,2.627655,2.756133,2.499176,24.318253,0.978207
12,coj1m003-fa11-20190628-0061-e91.fits,12,0,58662.85854,2458662.859,2458662.859791,1.12197,70.071,7.402382,2,18,27,0.166253,0.299103,0.331252,0.264352,0.453179,0.00079,0.001256,0.001353,0.001154,0.001719,210.549169,238.163375,244.778348,229.151527,263.659548,278705.3179,491.826353,2042.017544,2089.990998,2042.517544,2006.509002,11.071635,-47.821466,46335.51252,12.566371,204.315436,226.784199,4835.231445,3687.262929,342.69687,985,5.98824,2.575902,2.608251,2.543553,7.131385,0.999329,2194.988707,1999.020197,2195.488707,2097.479803,11.073285,-47.831176,64168.58431,236.556269,271.261399,6482.39502,5106.373692,337.541169,5.990684,2.579953,2.60215,2.557756,11.234995,0.999653,1805.05843,2229.428162,1805.55843,1867.071838,11.06908,-47.806576,69349.60251,245.656661,282.30296,7320.287109,5518.66602,361.638932,5.477068,2.708916,2.887378,2.530454,346.867073,0.978598,1807.583066,2298.192073,1808.083066,1798.307927,11.069102,-47.799138,58271.93126,226.605624,257.151302,6212.010254,4637.132952,348.274719,6.134699,2.627772,2.535595,2.719949,292.938481,0.989871,2785.128083,2150.835664,2785.628083,1945.664336,11.079607,-47.814216,86915.19978,272.464658,318.996234,9004.458984,6916.491837,345.000626,6.164622,2.679247,2.709418,2.649075,319.954038,0.982871
13,coj1m003-fa11-20190628-0062-e91.fits,13,0,58662.85967,2458662.86,2458662.860915,1.124389,70.068,6.873465,2,18,27,0.164158,0.298488,0.331759,0.264116,0.453657,0.000761,0.001217,0.001315,0.001119,0.00167,215.723991,245.211452,252.25703,236.023023,271.630972,294799.2775,505.008792,2042.011241,2089.990749,2042.511241,2006.509251,11.071634,-47.821461,48393.60979,12.566371,208.451103,232.15809,5336.600098,3851.041106,348.547254,950,5.569324,2.566222,2.602802,2.529642,12.967496,0.998995,2194.974303,1998.978768,2195.474303,2097.521232,11.073284,-47.831175,67766.49735,242.693228,279.226981,7312.92627,5392.686514,343.980264,5.430891,2.562326,2.597831,2.52682,17.473034,0.998857,1805.057093,2229.346702,1805.557093,1867.153298,11.069079,-47.80658,73438.38319,252.377378,290.986394,8030.427246,5844.040849,368.931756,5.11835,2.77036,2.823427,2.717294,13.033076,0.998183,1807.668018,2298.096326,1808.168018,1798.403674,11.069102,-47.799144,61593.42814,232.560353,264.84922,6905.831055,4901.449275,355.862766,5.291442,2.768159,2.75064,2.785677,281.816301,0.999809,2785.180742,2150.690232,2785.680742,1945.809768,11.079607,-47.814227,92000.96882,279.920022,328.668768,9898.467773,7321.204478,349.65723,5.554934,2.664126,2.694542,2.63371,320.158665,0.98375
14,coj1m003-fa11-20190628-0063-e91.fits,14,0,58662.86079,2458662.861,2458662.862037,1.126834,70.084,6.576769,2,18,27,0.165891,0.295562,0.331091,0.265798,0.45591,0.000757,0.001197,0.001301,0.001113,0.001661,219.012675,246.887828,254.569407,238.844751,274.479039,299633.976,508.367801,2041.912265,2089.952883,2042.412265,2006.547117,11.071633,-47.821464,49706.67192,12.566371,210.707688,235.903456,5786.214844,3955.531271,338.275608,945,5.192425,2.549077,2.61755,2.480605,10.540071,0.99669,2194.899326,1998.998059,2195.399326,2097.501941,11.073283,-47.83117,68356.80385,243.432841,280.803541,7562.288086,5439.661613,332.663105,5.307268,2.563449,2.624371,2.502527,13.098758,0.997197,1805.026819,2229.436024,1805.526819,1867.063976,11.069079,-47.80657,74529.99607,253.866433,293.579562,8200.678711,5930.908641,357.384422,4.842986,2.69366,2.886271,2.501049,354.141171,0.978885,1807.531527,2298.133706,1808.031527,1798.366294,11.069101,-47.79914,62918.52285,234.571224,268.227798,7141.934082,5006.896962,343.91536,5.193127,2.564036,2.220792,2.907281,87.642815,0.930348,2785.052072,2150.752386,2785.552072,1945.747614,11.079606,-47.814216,93828.65329,282.323303,332.344699,10366.80469,7466.646987,338.735233,5.474573,2.743721,2.830492,2.656949,13.293843,0.995007
15,coj1m003-fa11-20190628-0064-e91.fits,15,0,58662.86191,2458662.862,2458662.863158,1.129321,70.08,6.78687,2,18,27,0.164328,0.297673,0.330802,0.265389,0.454139,0.000762,0.001217,0.001314,0.001124,0.001674,215.539743,244.67383,251.686695,236.068003,271.2439,293246.7829,503.099491,2041.954902,2089.893777,2042.454902,2006.606223,11.071633,-47.821466,48188.62231,12.566371,207.724599,231.983225,5317.293945,3834.72872,335.077859,954,5.668598,2.56017,2.615545,2.504796,10.914371,0.99783,2194.916305,1998.955476,2195.416305,2097.544524,11.073283,-47.831171,67267.79866,241.507995,278.532388,7411.900879,5353.001334,326.816681,5.643253,2.56677,2.610262,2.523277,14.206645,0.998516,1805.03528,2229.181234,1805.53528,1867.318766,11.069079,-47.806593,72893.31715,251.167322,290.218157,7798.373535,5800.665871,352.130995,5.361149,2.676076,2.718645,2.633507,39.030103,0.976363,1807.6262,2298.056121,1808.1262,1798.443879,11.069102,-47.799144,61502.40288,232.035009,265.056567,6594.946777,4894.205715,339.016412,5.438596,2.772981,2.773647,2.772316,43.418665,0.999924,2785.059979,2150.599085,2785.559979,1945.900915,11.079605,-47.814229,91583.26419,279.029956,328.220186,9738.5625,7287.9646,333.645494,5.245983,2.770575,2.844539,2.696611,16.409058,0.995969
16,coj1m003-fa11-20190628-0065-e91.fits,16,0,58662.86302,2458662.863,2458662.864272,1.13185,70.068,6.823258,2,18,27,0.165068,0.30129,0.328545,0.264093,0.454022,0.000767,0.001231,0.001312,0.001124,0.001679,215.328829,244.773731,250.4928,234.993533,270.465688,292121.5968,502.641873,2041.945298,2089.999535,2042.445298,2006.500465,11.071634,-47.821469,48219.95061,12.566371,207.998663,231.828176,5343.223633,3837.221748,343.846806,974,5.516165,2.561321,2.601665,2.520978,14.858156,0.998685,2194.954742,1999.032376,2195.454742,2097.467624,11.073284,-47.831178,67635.44701,242.38505,279.041331,7205.75,5382.25786,339.54287,5.482494,2.563077,2.599082,2.527072,13.968858,0.998989,1805.028172,2229.530538,1805.528172,1866.969462,11.069079,-47.806569,72240.76768,250.328045,288.584397,7951.740234,5748.737634,361.978797,5.072482,2.580158,2.960171,2.200145,2.38461,0.916298,1807.587734,2298.237078,1808.087734,1798.262922,11.069101,-47.799138,61029.68014,231.436748,263.699178,6935.09668,4856.587635,349.217455,5.521274,2.607327,2.518383,2.696272,293.10508,0.990302,2785.095244,2150.840884,2785.595244,1945.659116,11.079606,-47.814218,91215.70193,278.695608,327.295082,9960.551758,7258.714925,344.331238,5.737006,2.652288,2.694637,2.609939,323.284558,0.987467
17,coj1m003-fa11-20190628-0066-e91.fits,17,0,58662.86414,2458662.864,2458662.865393,1.134414,70.087,7.05656,2,18,27,0.167398,0.300615,0.326881,0.263866,0.457168,0.000772,0.001229,0.001307,0.001124,0.001688,216.739214,244.574952,250.051974,234.85857,270.790647,292080.4903,502.686717,2041.934668,2089.975462,2042.434668,2006.524538,11.071633,-47.821475,48893.72038,12.566371,209.30559,233.599688,5431.985352,3890.838642,344.422824,902,5.686412,2.569903,2.619021,2.520786,13.988107,0.998128,2194.941882,1999.025719,2195.441882,2097.474281,11.073284,-47.831181,67509.3656,242.190076,278.745383,7160.084961,5372.22462,340.164982,5.753461,2.570513,2.623892,2.517133,13.195923,0.997852,1805.022214,2229.593691,1805.522214,1866.906309,11.069079,-47.806566,71954.94148,249.962578,287.862855,7925.871094,5725.992308,366.43295,5.234741,2.758669,2.843888,2.67345,9.349392,0.995754,1807.553128,2298.247797,1808.053128,1798.252203,11.069101,-47.79914,60979.65348,231.40788,263.51589,6765.207031,4852.60664,351.142024,5.858165,2.623908,2.54881,2.699006,295.091578,0.992022,2785.065445,2150.937258,2785.565445,1945.562742,11.079606,-47.814209,91636.52978,279.297342,328.096677,9656.71582,7292.203341,343.772822,5.926764,2.562912,2.614511,2.511314,16.283293,0.997719
18,coj1m003-fa11-20190628-0067-e91.fits,18,0,58662.86527,2458662.865,2458662.866518,1.137046,70.092,6.84003,2,18,27,0.167371,0.297744,0.32868,0.263185,0.459522,0.000758,0.001199,0.001289,0.001101,0.001665,220.95002,248.393959,255.051554,239.083921,275.937942,301130.2036,508.918671,2041.979912,2089.951467,2042.479912,2006.548533,11.071634,-47.821465,50400.61219,12.566371,211.608567,238.178505,5376.189941,4010.753283,321.334428,935,5.443063,2.559159,2.582076,2.536242,22.176502,0.999373,2194.957067,1998.961987,2195.457067,2097.538013,11.073284,-47.831176,69088.86838,244.324792,282.774694,7349.612305,5497.917457,317.622437,5.656738,2.565488,2.59168,2.539297,19.089396,0.999325,1805.024128,2229.430061,1805.524128,1867.069939,11.069079,-47.80657,74491.53262,253.504625,293.846838,8082.593262,5927.847817,342.255432,5.044343,2.788485,2.816743,2.760227,24.972098,0.999008,1807.66662,2298.122408,1808.16662,1798.377592,11.069102,-47.79914,62740.64807,233.911922,268.223388,6945.227051,4992.742137,327.703471,5.427673,2.763532,2.747613,2.779451,86.667913,0.999865,2785.12569,2150.678879,2785.62569,1945.821121,11.079606,-47.814226,94809.15448,283.415291,334.52378,10154.23633,7544.672793,322.316277,5.571773,2.665102,2.691159,2.639045,320.139926,0.987996
19,coj1m003-fa11-20190628-0068-e91.fits,19,0,58662.86639,2458662.866,2458662.867635,1.139704,70.095,7.199908,2,18,27,0.164821,0.300308,0.329186,0.26463,0.453771,0.000762,0.001222,0.001307,0.00112,0.00167,216.333807,245.747421,251.814791,236.301508,271.694625,294045.4876,503.544301,2041.940726,2089.961628,2042.440726,2006.538372,11.071633,-47.821461,48465.00064,12.566371,208.088311,232.905925,5297.496582,3856.722209,328.025783,966,5.924398,2.56368,2.598067,2.529292,20.271425,0.998754,2194.956447,1998.983084,2195.456447,2097.516916,11.073283,-47.83117,67910.29576,242.488569,280.055658,7260.059082,5404.129628,322.553821,5.906427,2.567678,2.587591,2.547764,23.589685,0.999479,1805.06062,2229.422484,1805.56062,1867.077516,11.069079,-47.806569,72823.24627,250.961369,290.177116,7657.964355,5795.089808,346.99064,5.460949,2.706762,2.88296,2.530564,353.040716,0.982161,1807.670048,2298.094499,1808.170048,1798.405501,11.069101,-47.799141,61530.4315,231.980543,265.239622,6617.981445,4896.436162,334.45852,5.916414,2.780682,2.764462,2.796903,75.141975,0.99982,2785.083371,2150.678259,2785.583371,1945.821741,11.079605,-47.814222,91781.5141,279.21242,328.715729,9683.34375,7303.740827,328.145435,5.951324,2.755853,2.825486,2.68622,10.139612,0.997101
20,coj1m003-fa11-20190628-0069-e91.fits,20,0,58662.8675,2458662.868,2458662.868752,1.142395,70.072,7.77068,2,18,27,0.166998,0.297499,0.332141,0.265689,0.452366,0.000776,0.001227,0.00133,0.001135,0.001684,215.258932,242.38026,249.645698,233.986643,268.550222,287919.1281,498.537853,2042.015117,2089.980666,2042.515117,2006.519334,11.071633,-47.821461,48081.90367,12.566371,207.272263,231.974616,5006.268555,3826.236321,325.052384,882,6.216779,2.574391,2.594965,2.553817,12.746553,0.999686,2195.04275,1998.990659,2195.54275,2097.509341,11.073284,-47.831172,66015.88989,239.275403,275.89919,6655.585938,5253.377599,319.417261,6.331556,2.576828,2.586256,2.5674,26.032493,0.999858,1805.183378,2229.361382,1805.683378,1867.138618,11.06908,-47.806577,71786.57214,249.242742,288.018707,7581.444336,5712.593902,344.434533,6.115027,2.708814,2.693952,2.723676,47.064378,0.976773,1807.821383,2298.081078,1808.321383,1798.418922,11.069103,-47.799144,60439.03168,230.021345,262.754014,6158.329102,4809.585324,331.016953,6.57307,2.695171,2.699321,2.691022,315.674654,0.9829,2785.366708,2150.620396,2785.866708,1945.879604,11.079608,-47.814233,89677.63438,276.144001,324.74953,9444.979492,7136.319398,325.547519,6.417057,2.507715,2.523828,2.491603,36.379352,0.99812
21,coj1m003-fa11-20190628-0070-e91.fits,21,0,58662.86862,2458662.869,2458662.869866,1.14514,70.067,7.962893,2,18,27,0.165094,0.299889,0.328575,0.262605,0.457717,0.000775,0.00124,0.001326,0.001132,0.001709,213.087913,241.809112,247.718518,232.04206,267.87432,285091.682,495.994939,2041.917355,2089.967688,2042.417355,2006.532312,11.071634,-47.821464,47067.03805,12.566371,205.141495,229.436946,5015.692871,3745.475881,318.298114,925,6.514984,2.58,2.628383,2.531618,10.757503,0.998376,2194.928713,1998.969698,2195.428713,2097.530302,11.073284,-47.831174,65771.65414,238.711397,275.527918,6860.899414,5233.941936,312.285606,6.498584,2.58573,2.618098,2.553363,15.830984,0.999135,1804.990247,2229.42712,1805.490247,1867.07288,11.069079,-47.806573,70507.17423,247.067895,285.375703,7422.591797,5610.782651,338.943532,5.936315,2.811316,2.848252,2.774379,4.186544,0.999295,1807.491074,2298.116628,1807.991074,1798.383372,11.069101,-47.799143,59295.29211,227.846109,260.242724,6205.132324,4718.56942,323.17677,6.370418,2.591366,2.23033,2.952401,89.196852,0.925227,2785.00852,2150.663595,2785.50852,1945.836405,11.079605,-47.814226,89517.56157,275.81054,324.561786,9424.109375,7123.581209,320.341725,6.723483,2.785547,2.854242,2.716853,13.608023,0.996928
22,coj1m003-fa11-20190628-0071-e91.fits,22,0,58662.86974,2458662.87,2458662.870984,1.147931,70.072,7.775475,2,18,27,0.164537,0.296077,0.331266,0.264657,0.456562,0.000755,0.0012,0.001303,0.001111,0.001665,218.051485,246.746418,254.284618,238.270144,274.176569,298020.7443,506.251998,2041.922897,2089.895517,2042.422897,2006.604483,11.071634,-47.821472,49035.50213,12.566371,208.884536,234.749317,5389.679199,3902.121275,316.071301,963,6.269722,2.684437,2.697046,2.671829,43.240289,0.976584,2194.940343,1998.95117,2195.440343,2097.54883,11.073285,-47.831177,68080.14967,242.520342,280.719337,7047.188965,5417.646173,311.041909,6.411357,2.583566,2.5986,2.568532,23.411227,0.999711,1805.013114,2229.361109,1805.513114,1867.138891,11.06908,-47.806579,74158.1626,252.869266,293.266809,7873.84375,5901.319074,336.90664,5.9288,2.782406,2.824728,2.740085,15.425064,0.998745,1807.522691,2298.090092,1808.022691,1798.409908,11.069101,-47.799145,62367.3529,233.174068,267.471222,6748.916016,4963.036251,323.193325,5.848893,2.57471,2.213623,2.935797,89.384868,0.924298,2785.000249,2150.690385,2785.500249,1945.809615,11.079606,-47.814223,93415.0791,281.357349,332.015778,9816.854492,7433.735799,317.871533,6.45571,2.775478,2.837586,2.713369,13.321506,0.997495
23,coj1m003-fa11-20190628-0072-e91.fits,23,0,58662.87086,2458662.871,2458662.872108,1.150777,70.091,7.744748,2,18,27,0.165537,0.30119,0.329507,0.263527,0.453743,0.000758,0.001216,0.001299,0.001109,0.00166,218.419916,247.626363,253.568238,237.595067,273.420178,296770.8322,504.871305,2041.889709,2089.940282,2042.389709,2006.559718,11.071634,-47.821467,49126.68017,12.566371,208.814596,235.264589,5461.504883,3909.376993,305.838639,937,6.213626,2.574148,2.604764,2.543533,22.469714,0.998871,2194.873564,1998.985814,2195.373564,2097.514186,11.073284,-47.831174,68694.41743,243.320849,282.320309,7325.669434,5466.528048,300.762394,6.204903,2.578469,2.620235,2.536702,9.36454,0.99883,1804.985361,2229.333154,1805.485361,1867.166846,11.06908,-47.806583,73552.18025,251.678142,292.246994,7595.773438,5853.096531,325.558251,6.128498,2.786737,2.83846,2.735014,13.540508,0.998263,1807.503423,2298.167623,1808.003423,1798.332377,11.069102,-47.799138,61895.90344,232.180125,266.58571,6683.399414,4925.519495,314.678897,5.964294,2.587029,2.217273,2.956785,88.046479,0.921161,2785.00484,2150.7437,2785.50484,1945.7563,11.079607,-47.814217,92628.3311,280.072315,330.730052,9895.642578,7371.128383,308.678617,6.436946,2.77066,2.839477,2.701844,17.848362,0.996263
24,coj1m003-fa11-20190628-0073-e91.fits,24,0,58662.87198,2458662.872,2458662.873231,1.153668,70.128,7.710472,2,18,27,0.165914,0.297334,0.331019,0.265792,0.453774,0.00075,0.001191,0.001288,0.001102,0.00164,221.274135,249.636602,256.917256,241.119068,276.689751,303569.3067,510.332057,2041.930394,2089.818569,2042.430394,2006.681431,11.071634,-47.821467,50366.44482,12.566371,211.285796,238.380648,5494.111328,4008.034329,310.650378,929,6.240906,2.67629,2.718372,2.634208,39.15752,0.975901,2194.952369,1998.921056,2195.452369,2097.578944,11.073285,-47.831167,69574.64033,244.849111,284.153127,7422.520996,5536.573961,304.990016,6.331552,2.571726,2.615068,2.528385,13.980749,0.998545,1804.990983,2229.208368,1805.490983,1867.291632,11.06908,-47.806583,75496.41436,254.809634,296.285557,7889.881836,6007.813765,328.450151,6.076123,2.776028,2.8349,2.717156,12.140747,0.997837,1807.612317,2298.060729,1808.112317,1798.439271,11.069102,-47.799135,63743.636,235.381831,270.8095,6686.642578,5072.55738,316.722387,6.228462,2.78178,2.784433,2.779127,40.04895,0.999877,2785.024082,2150.603855,2785.524082,1945.896145,11.079606,-47.81422,94754.61604,283.116877,334.683743,10075.49023,7540.332762,309.965477,5.930568,2.782719,2.854381,2.711056,13.965067,0.996606
25,coj1m003-fa11-20190628-0074-e91.fits,25,0,58662.8731,2458662.873,2458662.874350,1.156602,70.092,7.953367,2,18,27,0.165405,0.295291,0.333308,0.26662,0.452526,0.000752,0.001191,0.001301,0.00111,0.001644,220.006521,247.987279,256.178426,240.240755,275.231975,300281.7384,507.180103,2042.001354,2089.933726,2042.501354,2006.566274,11.071634,-47.821465,49668.18095,12.566371,209.592447,236.975051,5156.869141,3952.468257,295.348821,990,6.617856,2.580387,2.631984,2.528791,11.774619,0.998098,2194.931632,1998.942972,2195.431632,2097.557028,11.073284,-47.831176,68456.11337,242.711164,282.04765,7087.42627,5447.564414,290.483459,6.702688,2.585115,2.62776,2.542471,14.612772,0.998572,1805.005922,2229.315755,1805.505922,1867.184245,11.069079,-47.806582,75066.12403,253.860001,295.698904,7841.273438,5973.572349,314.691263,6.247357,2.783757,2.850311,2.717204,16.630866,0.996734,1807.58122,2298.06308,1808.08122,1798.43692,11.069101,-47.799146,63208.42508,234.171949,269.923129,6667.133301,5029.966648,302.673426,6.190653,2.790832,2.797398,2.784266,17.100405,0.999968,2785.002357,2150.628794,2785.502357,1945.871206,11.079606,-47.814227,93551.07594,281.143283,332.752306,9614.367188,7444.558083,295.508696,6.297809,2.78627,2.851844,2.720696,15.162468,0.99703
26,coj1m003-fa11-20190628-0075-e91.fits,26,0,58662.87423,2458662.874,2458662.875476,1.159603,70.072,8.406272,2,18,27,0.166678,0.297381,0.330763,0.262113,0.458905,0.000759,0.001203,0.0013,0.001102,0.001672,219.718931,247.219762,254.345169,237.762885,274.546252,296782.2357,503.850198,2041.981812,2089.964009,2042.481812,2006.535991,11.071634,-47.821465,49467.13389,12.566371,208.888593,236.811083,5051.618652,3936.46944,282.138056,967,6.829731,2.584335,2.614218,2.554452,12.895914,0.99934,2194.971119,1998.978561,2195.471119,2097.521439,11.073284,-47.831175,68027.40889,241.734303,281.413965,6864.729492,5413.449195,277.659523,6.812286,2.583914,2.605707,2.562121,13.213926,0.999645,1805.043964,2229.357755,1805.543964,1867.142245,11.069079,-47.806581,73765.56468,251.514374,293.285682,7682.660645,5870.077124,300.46723,6.519399,2.796546,2.853034,2.740058,7.236005,0.998261,1807.639877,2298.108192,1808.139877,1798.391808,11.069102,-47.799145,61635.15014,231.147849,266.648167,6349.116699,4904.769407,288.113941,6.977811,2.802977,2.788077,2.817878,288.700608,0.999821,2785.082951,2150.75229,2785.582951,1945.74771,11.079606,-47.814217,93354.11195,280.607805,332.685372,9450.298828,7428.884187,281.322319,6.938768,2.696235,2.721509,2.67096,319.362557,0.984728
27,coj1m003-fa11-20190628-0076-e91.fits,27,0,58662.87535,2458662.875,2458662.876596,1.162632,70.072,7.929998,2,18,27,0.167904,0.300414,0.328895,0.262848,0.456349,0.000741,0.00118,0.001262,0.001076,0.001622,226.54338,254.556052,260.691512,244.35995,281.39716,311045.4558,514.46459,2041.90102,2089.987046,2042.40102,2006.512954,11.071634,-47.821474,52225.7004,12.566371,213.737729,244.344789,5615.682129,4155.989187,266.712534,983,6.227436,2.572033,2.621934,2.522131,12.20908,0.998185,2194.862145,1998.991454,2195.362145,2097.508546,11.073284,-47.831185,71855.96348,247.649387,290.151994,7502.393555,5718.115889,261.028147,6.32522,2.576547,2.618423,2.534671,12.268251,0.998724,1804.96681,2229.469125,1805.46681,1867.030875,11.06908,-47.80658,76982.28465,256.273848,300.390715,8304.963867,6126.055566,285.32761,5.78268,2.591701,2.975956,2.207446,3.096778,0.914822,1807.471379,2298.221961,1807.971379,1798.278039,11.069101,-47.799143,64740.62561,236.13413,274.168861,6735.65918,5151.895292,272.98816,6.198485,2.631435,2.561118,2.701751,60.696048,0.989488,2784.99457,2150.768007,2785.49457,1945.731993,11.079606,-47.814227,97466.58211,286.195707,340.559204,10301.36523,7756.144164,269.351084,6.709898,2.776184,2.840789,2.711579,15.53701,0.99705
28,coj1m003-fa11-20190628-0077-e91.fits,28,0,58662.87647,2458662.876,2458662.877718,1.1657,70.075,8.204067,2,18,27,0.164829,0.297081,0.331105,0.263657,0.456815,0.000748,0.001193,0.001292,0.001099,0.001654,220.311464,248.940224,256.259175,239.926466,276.19137,299757.1607,505.309091,2041.740815,2089.953928,2042.240815,2006.546072,11.071633,-47.821459,49408.66762,12.566371,208.227493,237.282152,5242.032715,3931.816841,259.304964,977,6.778656,2.780726,2.787633,2.77382,40.373755,0.999045,2194.817072,1998.952763,2195.317072,2097.547237,11.073284,-47.831171,68655.82784,242.296254,283.354888,7080.536621,5463.457186,254.837109,6.840158,2.699769,2.72856,2.670978,41.149662,0.97467,1804.960221,2229.262239,1805.460221,1867.237761,11.06908,-47.806584,74562.97365,252.282868,295.553061,7789.021973,5933.532914,275.887029,6.574492,2.78674,2.846031,2.727449,12.047378,0.997829,1807.443362,2298.108366,1807.943362,1798.391634,11.069101,-47.799138,62543.13318,232.277579,269.260311,6510.115723,4977.024401,268.250508,6.455423,2.717056,2.571489,2.862624,282.231485,0.986222,2784.946972,2150.600906,2785.446972,1945.899094,11.079606,-47.814226,93995.22606,281.123254,334.355927,9820.001953,7479.902427,259.439721,6.441606,2.799849,2.858287,2.741412,21.013482,0.996845
29,coj1m003-fa11-20190628-0078-e91.fits,29,0,58662.87759,2458662.878,2458662.878834,1.168826,70.084,7.951786,2,18,27,0.164805,0.301133,0.33116,0.26305,0.452475,0.00073,0.001177,0.001262,0.001071,0.001604,225.663876,255.855623,262.31097,245.51638,282.146325,313038.316,515.501465,2041.88015,2089.887582,2042.38015,2006.612418,11.071634,-47.821461,51590.17773,12.566371,212.24321,243.07104,5642.104004,4105.4159,253.982548,967,6.626324,2.685252,2.725001,2.645503,39.759108,0.973528,2194.888463,1998.906963,2195.388463,2097.593037,11.073284,-47.83117,72449.20589,248.349268,291.723049,7864.495605,5765.32462,248.741873,6.439284,2.679391,2.724277,2.634504,39.120636,0.972985,1804.972357,2229.184,1805.472357,1867.316,11.069079,-47.806588,77876.22703,257.419461,302.526571,8412.96875,6197.19324,272.685198,6.254117,2.676031,2.720952,2.63111,322.91934,0.984877,1807.474377,2298.080919,1807.974377,1798.419081,11.069101,-47.799136,65195.22114,236.64328,275.49999,6784.979492,5188.070855,260.965334,6.276743,2.580262,2.228919,2.931604,88.433189,0.928297,2784.955523,2150.522877,2785.455523,1945.977123,11.079605,-47.814229,97517.66195,286.006259,340.963384,10589.63379,7760.208969,254.612108,5.958394,2.591233,2.972287,2.210179,4.017897,0.915471
