 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,JD_MOBS,HJD_MOBS,BJD_MOBS,ALT_OBJ,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4
85,cpt1m012-fa06-20200224-0152-e91.fits,85,0,58904.3906,2458904.390597,NaN,NaN,NaN,2458904.396508,NaN,1.174184,10.250955,14,30,45,0.197389,0.33647,0.685569,0.518629,0.000467,0.000718,0.001256,0.000988,422.490088,468.486324,545.766693,524.786448,1564385.959,1416.356043,1936.638261,2510.720994,1937.138261,1585.779006,11.046036,-16.406459,308792.0112,615.75216,675.302331,457.264838,14378.78516,501.4875,197.92046,3033,5.074168,7.665872,7.601422,7.730321,53.834242,0.996931,9.04244,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402798,393850.4951,735.444062,535.527466,19121.68945,639.625032,198.628825,8.12969,8.697781,7.874712,9.52085,65.492501,0.918201,8.263383,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400607,636280.2392,886.313706,717.895069,29409.10547,1033.338217,201.36054,8.742753,9.095308,10.691119,7.499498,350.68377,0.870933,9.061281,1418.276025,3016.440249,1418.776025,1080.059751,11.042103,-16.352161,534255.2248,824.399469,648.05382,24027.23633,867.64653,196.173206,8.73472,8.995442,10.494037,7.496847,351.519763,0.885124,9.571154
86,cpt1m012-fa06-20200224-0153-e91.fits,86,0,58904.39172,2458904.391718,NaN,NaN,NaN,2458904.397629,NaN,1.170255,10.093177,14,30,45,0.197553,0.335643,0.687578,0.518068,0.000467,0.000716,0.001258,0.000986,423.082011,468.605752,546.615187,525.491346,1569176.494,1418.822592,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.40649,309994.8665,615.75216,676.97483,457.911953,16463.51563,503.440973,199.880897,3021,5.116576,7.424205,7.435777,7.412633,38.094121,0.999829,7.814456,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402828,394329.3086,736.504675,535.406389,21027.21484,640.402639,200.1904,7.534171,8.232652,7.565308,8.899996,63.83527,0.93054,7.71087,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400637,639337.3804,888.623016,719.469752,32793.41016,1038.303106,203.103429,8.727736,8.850336,10.538961,7.161711,355.436932,0.860936,8.290782,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.352189,535509.8047,825.207579,648.939513,27386.61523,869.684005,196.147617,8.74327,8.689321,10.178646,7.199995,355.864816,0.88676,8.414059
87,cpt1m012-fa06-20200224-0154-e91.fits,87,0,58904.39283,2458904.392834,NaN,NaN,NaN,2458904.398745,NaN,1.166404,10.114233,14,30,45,0.198385,0.333077,0.688971,0.520267,0.000467,0.000712,0.001259,0.000988,424.748305,467.884987,547.391386,526.568621,1569809.757,1417.701936,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.406471,311426.9564,615.75216,677.115411,459.931869,16850.41992,505.76673,197.513294,3045,5.272592,7.50224,7.501583,7.502898,45.110431,0.997933,7.621472,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.40281,392226.2674,734.59564,533.934925,21153.64844,636.987237,198.583532,7.901875,8.310369,7.567217,9.053522,63.642345,0.914211,7.579582,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400618,640362.0798,888.262944,720.915,33165.13672,1039.967249,200.996179,8.632213,8.85179,10.489689,7.213891,353.27645,0.864645,8.226555,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.35217,537221.4095,825.370807,650.884917,26566.89648,872.463703,194.461644,8.557077,8.693321,10.177833,7.20881,352.631326,0.882254,8.933939
88,cpt1m012-fa06-20200224-0155-e91.fits,88,0,58904.39395,2458904.393951,NaN,NaN,NaN,2458904.399862,NaN,1.162615,10.032408,14,30,45,0.197817,0.335067,0.685589,0.520429,0.000467,0.000715,0.001255,0.00099,423.591115,468.338565,546.351543,525.679738,1569542.75,1419.519748,1936.638261,2510.720994,1937.138261,1585.779006,11.046038,-16.406477,310482.6834,615.75216,677.055397,458.577961,16374.74902,504.233202,199.075887,2945,5.354903,7.509178,7.526486,7.49187,38.932115,0.999519,7.810128,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402815,393914.0188,736.246247,535.030257,19854.30469,639.728196,199.353536,7.946393,8.425147,7.925399,8.924894,57.800375,0.92515,8.314768,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400624,638388.7858,888.275305,718.683478,33213.32422,1036.76256,203.144497,8.416586,8.648344,10.124404,7.172284,354.779521,0.886247,7.984206,1418.276025,3016.440249,1418.776025,1080.059751,11.042105,-16.352177,537239.9453,827.009529,649.6176,26605.18945,872.493805,196.968991,8.297518,8.570469,9.940196,7.200743,354.355784,0.898986,8.797864
89,cpt1m012-fa06-20200224-0156-e91.fits,89,0,58904.39508,2458904.395075,NaN,NaN,NaN,2458904.400986,NaN,1.158899,9.978785,14,30,45,0.198243,0.334003,0.687417,0.520324,0.000467,0.000713,0.001258,0.000989,424.249934,468.344798,546.586795,526.086252,1567794.975,1417.218147,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.406486,310804.065,615.75216,676.581885,459.373909,15679.92578,504.755136,197.100691,2997,5.03303,7.515915,7.462264,7.569566,65.213355,0.999515,8.040448,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402824,392538.6003,733.816674,534.927338,19486.50781,637.494475,198.520852,7.662256,8.406638,7.814232,8.999045,61.13651,0.931017,8.308716,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400633,638685.6144,888.383802,718.929828,30586.13477,1037.244619,201.893797,8.588607,8.924169,10.432237,7.416101,355.332472,0.889111,8.771736,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.352186,536570.7604,825.102772,650.30779,25214.5,871.407029,194.219537,8.598838,8.8519,10.280081,7.423718,355.031427,0.898056,9.084082
90,cpt1m012-fa06-20200224-0157-e91.fits,90,0,58904.39619,2458904.396191,NaN,NaN,NaN,2458904.402102,NaN,1.155279,10.019756,14,30,45,0.197888,0.336346,0.688019,0.516805,0.000466,0.000716,0.001257,0.000983,424.575109,469.779876,547.496789,525.882758,1570968.827,1418.323262,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.406476,310875.2834,615.75216,676.274172,459.688239,15772.13477,504.870796,197.459749,2967,5.12463,7.621087,7.643093,7.599081,38.84177,0.999267,8.070203,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402813,395398.7445,736.318582,536.994114,20459.95508,642.139436,198.166574,7.838095,8.445396,7.895745,8.995048,59.93819,0.932292,7.766476,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400621,640310.4598,888.282669,720.840879,32434.20703,1039.883416,200.637057,8.535515,8.84991,10.354042,7.345778,354.974215,0.887422,8.087537,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.352175,535259.6231,824.881642,648.892636,25245.64648,869.277703,195.157923,8.601999,8.806537,10.265788,7.347286,356.200158,0.894112,9.237793
91,cpt1m012-fa06-20200224-0158-e91.fits,91,0,58904.39732,2458904.397316,NaN,NaN,NaN,2458904.403227,NaN,1.151679,10.447557,14,30,45,0.199036,0.335334,0.685536,0.520126,0.00047,0.000718,0.001259,0.000992,423.351323,466.848257,544.615952,524.135915,1561385.468,1416.551779,1936.638261,2510.720994,1937.138261,1585.779006,11.046038,-16.406427,310771.2986,615.75216,677.770189,458.520165,12640.23242,504.701922,199.760787,3021,6.178653,8.30696,8.268102,8.345819,47.466397,0.988162,10.354601,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402766,392100.5425,735.225239,533.306696,15650.28125,636.783056,200.492745,8.99127,9.479572,8.623351,10.335793,60.57704,0.880038,10.465054,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400575,635041.9013,886.565021,716.294785,25172.75977,1031.327119,203.91543,8.46173,9.236844,10.402613,8.071075,343.169108,0.91089,10.536706,1418.276025,3016.440249,1418.776025,1080.059751,11.042105,-16.352128,534243.0242,824.660691,647.833746,20568.61523,867.626715,196.639331,8.138817,9.106203,10.154852,8.057553,343.078127,0.925103,11.228478
92,cpt1m012-fa06-20200224-0159-e91.fits,92,0,58904.39844,2458904.398439,NaN,NaN,NaN,2458904.404350,NaN,1.148173,10.397651,14,30,45,0.196478,0.334941,0.686591,0.519777,0.000467,0.000717,0.001259,0.000991,420.441396,467.186497,545.364816,524.624066,1568956.836,1421.776357,1936.638261,2510.720994,1937.138261,1585.779006,11.046036,-16.406452,308266.2658,615.75216,677.895207,454.740294,14099.85352,500.633673,203.800956,3018,5.272574,7.694627,7.546336,7.842917,66.732192,0.996863,9.292636,1446.722733,2548.649938,1447.222733,1547.850062,11.042346,-16.402792,393656.0169,737.749666,533.590234,19067.93555,639.309193,203.482282,8.292641,8.741006,7.866506,9.615505,65.142655,0.906127,8.328937,1215.988323,2570.775155,1216.488323,1525.724845,11.040608,-16.400601,638703.687,889.964935,717.672868,29523.86328,1037.273969,206.528141,8.794097,9.120904,10.638269,7.60354,348.861859,0.877588,9.110878,1418.276025,3016.440249,1418.776025,1080.059751,11.042103,-16.352154,536597.1317,827.729337,648.276082,23678.89648,871.449857,200.270322,8.783736,9.074901,10.499287,7.650515,348.320085,0.888628,9.672946
93,cpt1m012-fa06-20200224-0160-e91.fits,93,0,58904.39956,2458904.399556,NaN,NaN,NaN,2458904.405467,NaN,1.144759,10.193819,14,30,45,0.197081,0.333429,0.686154,0.522097,0.000467,0.000714,0.001256,0.000993,421.729158,466.785665,546.097542,525.743581,1568865.47,1419.924744,1936.638261,2510.720994,1937.138261,1585.779006,11.046039,-16.406463,309192.8988,615.75216,677.647598,456.27388,14350.4043,502.138553,200.994789,3006,5.876326,7.958503,8.075227,7.84178,28.137938,0.99721,8.803338,1446.722733,2548.649938,1447.222733,1547.850062,11.042349,-16.402803,392300.799,736.53537,532.629952,17603.09766,637.108279,201.982331,8.417994,8.917669,8.414155,9.421183,56.43349,0.916088,9.155045,1215.988323,2570.775155,1216.488323,1525.724845,11.040611,-16.400613,638425.4954,888.206139,718.780774,29647.50977,1036.822177,204.441968,8.175525,8.880538,10.137713,7.623364,351.790061,0.916265,8.546571,1418.276025,3016.440249,1418.776025,1080.059751,11.042106,-16.352165,538139.1759,827.521469,650.302374,23932.91406,873.954183,197.592546,7.90778,8.800011,9.919284,7.680738,348.998714,0.927103,9.317682
94,cpt1m012-fa06-20200224-0161-e91.fits,94,0,58904.40067,2458904.400672,NaN,NaN,NaN,2458904.406583,NaN,1.14139,10.231283,14,30,45,0.197394,0.335377,0.685584,0.52003,0.000469,0.000719,0.001259,0.000992,421.133692,466.533938,544.467178,524.012837,1568696.188,1423.652404,1936.638261,2510.720994,1937.138261,1585.779006,11.046036,-16.406472,309650.9968,615.75216,679.458355,455.73212,13211.22559,502.882518,205.241925,3019,5.186566,7.89429,7.900127,7.888453,43.904656,0.998503,9.921077,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402809,393975.0039,739.35837,532.86068,17431.75391,639.827238,206.217315,7.941947,8.724157,8.078176,9.370138,63.591858,0.940613,9.165076,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400618,638041.678,890.882025,716.190988,27545.09375,1036.198846,209.441542,8.877656,9.294658,10.920495,7.668821,353.875636,0.879338,9.713538,1418.276025,3016.440249,1418.776025,1080.059751,11.042103,-16.352172,536679.506,828.531584,647.747794,22145.81445,871.583635,201.962787,8.725145,9.245473,10.75688,7.734066,353.316438,0.89287,10.34177
95,cpt1m012-fa06-20200224-0162-e91.fits,95,0,58904.40179,2458904.401790,NaN,NaN,NaN,2458904.407701,NaN,1.138087,10.201683,14,30,45,0.198274,0.335039,0.685771,0.520316,0.00047,0.000719,0.001259,0.000993,421.660781,466.13431,544.693641,524.189961,1569374.985,1423.995764,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.406469,311165.8329,615.75216,681.805102,456.38531,14108.81445,505.342657,206.42721,3094,5.308482,7.951536,7.881575,8.021497,60.192004,0.99879,9.003691,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402808,393847.9077,740.110735,532.147271,18829.89453,639.62083,207.147029,7.895089,8.745692,8.024728,9.466655,63.208535,0.923908,8.255896,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400617,638420.9485,890.57931,716.860297,29020.67773,1036.814793,209.070122,8.721434,9.140061,10.567409,7.712713,353.679696,0.902365,9.104079,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.352169,537106.1283,828.775319,648.07206,23095.33203,872.276483,202.765195,8.650445,9.079792,10.412483,7.7471,353.234359,0.912642,9.964786
96,cpt1m012-fa06-20200224-0163-e91.fits,96,0,58904.40291,2458904.402907,NaN,NaN,NaN,2458904.408818,NaN,1.134869,10.124377,14,30,45,0.19785,0.335815,0.685215,0.519763,0.00047,0.00072,0.001259,0.000992,421.175029,466.489613,544.331677,523.748799,1569359.719,1424.701789,1936.638261,2510.720994,1937.138261,1585.779006,11.046038,-16.406487,310497.8014,615.75216,681.201562,455.808998,16250.95313,504.257754,206.231548,2986,5.43988,7.666437,7.700628,7.632246,36.105076,0.999148,7.702041,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402826,394526.6966,740.396289,532.858825,20212.54492,640.723204,207.014471,7.989723,8.475986,7.935381,9.016592,59.288512,0.929459,7.874721,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400635,638108.0651,891.081865,716.104872,32065.13086,1036.306661,210.564571,8.462776,8.833214,10.303428,7.362999,356.27322,0.893287,8.049191,1418.276025,3016.440249,1418.776025,1080.059751,11.042105,-16.35219,536724.9574,829.193363,647.285641,25846.6582,871.657449,203.001076,8.403444,8.742315,10.088192,7.396438,356.291922,0.908004,8.856208
97,cpt1m012-fa06-20200224-0164-e91.fits,97,0,58904.40403,2458904.404026,NaN,NaN,NaN,2458904.409937,NaN,1.131694,10.11448,14,30,45,0.197954,0.334981,0.688068,0.518527,0.000469,0.000718,0.001262,0.00099,421.818949,466.700612,545.056121,524.013843,1569568.808,1423.476446,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.406477,310702.2893,615.75216,680.547356,456.54764,16257.16016,504.589849,206.239531,3037,5.078905,7.533024,7.590108,7.475941,33.703097,0.998444,7.750869,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402817,393845.5024,738.955648,532.975833,20158.50586,639.616924,205.801949,7.836362,8.459049,7.817838,9.100259,61.131268,0.920258,7.918593,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400626,639767.1597,891.397797,717.712296,31781.79883,1039.00108,209.574405,8.707164,8.878544,10.508981,7.248107,354.884366,0.869654,8.546184,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.352177,535956.1464,828.03364,647.263734,27061.19531,870.408877,202.028784,8.711113,8.787328,10.261701,7.312954,355.390624,0.89067,8.315968
98,cpt1m012-fa06-20200224-0165-e91.fits,98,0,58904.40515,2458904.405145,NaN,NaN,NaN,2458904.411056,NaN,1.128584,10.139495,14,30,45,0.198342,0.336215,0.688457,0.516621,0.00047,0.000721,0.001264,0.000987,421.882643,466.590443,544.693494,523.376367,1566785.194,1422.062572,1936.638261,2510.720994,1937.138261,1585.779006,11.046038,-16.406477,310759.6531,615.75216,680.461349,456.689647,13988.67676,504.683009,204.126857,3116,5.492743,8.07511,8.259484,7.890735,14.063465,0.997322,8.895468,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402817,394230.139,739.686342,532.969336,17320.90234,640.241585,204.686445,7.98594,8.886067,8.422741,9.349393,57.349992,0.938059,9.221047,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400627,638846.3127,890.452671,717.439942,27198.71289,1037.505597,208.041314,8.586342,9.128037,10.572941,7.683132,355.020555,0.901673,9.763682,1418.276025,3016.440249,1418.776025,1080.059751,11.042105,-16.352179,533708.7427,825.966171,646.162956,22570.22852,866.759026,201.306721,8.378474,9.007613,10.295475,7.719751,352.31286,0.915539,9.900594
99,cpt1m012-fa06-20200224-0166-e91.fits,99,0,58904.40626,2458904.406264,NaN,NaN,NaN,2458904.412175,NaN,1.125547,10.1679,14,30,45,0.195917,0.335507,0.684844,0.520464,0.000467,0.000719,0.001257,0.000993,419.236083,466.426562,544.714259,524.269587,1570492.913,1424.800124,1936.638261,2510.720994,1937.138261,1585.779006,11.046039,-16.406469,307685.5371,615.75216,678.761836,453.304121,12986.23047,499.690553,206.307931,3008,5.757859,8.098023,8.198793,7.997252,34.649567,0.995045,9.756103,1446.722733,2548.649938,1447.222733,1547.850062,11.042349,-16.402809,394540.0514,740.789656,532.593899,16820.15039,640.744892,207.497361,8.352741,9.134454,8.643219,9.625689,56.233547,0.921243,9.293583,1215.988323,2570.775155,1216.488323,1525.724845,11.040611,-16.400619,638363.3859,890.72894,716.67525,26925.30859,1036.72131,210.029863,8.319176,9.118708,10.380562,7.856854,352.26352,0.920604,9.459083,1418.276025,3016.440249,1418.776025,1080.059751,11.042106,-16.352171,537589.476,829.390157,648.17441,21663.99414,873.061454,202.529901,8.102329,9.066983,10.204078,7.929888,351.661985,0.93355,10.339984
100,cpt1m012-fa06-20200224-0167-e91.fits,100,0,58904.40739,2458904.407389,NaN,NaN,NaN,2458904.413300,NaN,1.122556,10.062838,14,30,45,0.196935,0.334607,0.686025,0.520671,0.00047,0.000719,0.001261,0.000995,419.388238,465.636157,544.072083,523.520015,1572172.884,1428.185882,1936.638261,2510.720994,1937.138261,1585.779006,11.046036,-16.406482,309615.3077,615.75216,682.578283,453.596775,15749.60254,502.824558,209.841874,2975,5.078971,7.57533,7.630765,7.519895,32.767929,0.998751,7.978747,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402823,394168.2417,741.466192,531.606492,19727.39844,640.141062,210.150662,7.795054,8.474322,7.893902,9.054741,60.336135,0.928565,8.066963,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400633,639699.9255,893.340286,716.076433,30751.44141,1038.89189,213.976211,8.655408,8.950302,10.531023,7.369582,355.299418,0.879452,8.687398,1418.276025,3016.440249,1418.776025,1080.059751,11.042103,-16.352185,538304.7166,831.79681,647.15891,25113.2832,874.223026,206.565664,8.554017,8.880006,10.333808,7.426203,354.562027,0.894558,9.203904
101,cpt1m012-fa06-20200224-0168-e91.fits,101,0,58904.40851,2458904.408508,NaN,NaN,NaN,2458904.414419,NaN,1.119634,10.17277,14,30,45,0.198694,0.336514,0.684581,0.519374,0.000472,0.000723,0.00126,0.000993,420.549871,465.728738,543.298086,522.776948,1572087.481,1429.845545,1936.638261,2510.720994,1937.138261,1585.779006,11.046039,-16.406463,312364.3755,615.75216,686.27046,455.162205,16847.55859,507.289127,212.597178,3082,5.95281,7.645058,7.700856,7.58926,37.706671,0.996641,7.758571,1446.722733,2548.649938,1447.222733,1547.850062,11.042349,-16.402802,395828.2483,743.983854,532.038762,21391.86523,642.836963,213.17114,8.540224,8.571382,7.961683,9.181082,58.280428,0.899792,7.688227,1215.988323,2570.775155,1216.488323,1525.724845,11.040611,-16.400612,638866.0828,893.933911,714.668137,34383.61328,1037.537705,216.334631,8.125361,8.532687,9.881464,7.18391,349.876649,0.891924,7.642928,1418.276025,3016.440249,1418.776025,1080.059751,11.042106,-16.352165,537393.15,831.762269,646.089838,27442.53125,872.742614,208.959431,8.009848,8.46924,9.717341,7.22114,348.326657,0.90128,8.483112
102,cpt1m012-fa06-20200224-0169-e91.fits,102,0,58904.40963,2458904.409628,NaN,NaN,NaN,2458904.415539,NaN,1.116774,10.014914,14,30,45,0.197378,0.336672,0.684867,0.518938,0.00047,0.000723,0.00126,0.000993,419.711911,465.797221,543.458296,522.846984,1575404.173,1432.544434,1936.638261,2510.720994,1937.138261,1585.779006,11.046037,-16.406489,310949.416,615.75216,684.78508,454.083223,16203.55957,504.99119,213.701254,3084,4.92936,7.558895,7.603583,7.514206,33.689585,0.999055,7.736144,1446.722733,2548.649938,1447.222733,1547.850062,11.042347,-16.402828,396802.2376,745.734294,532.096004,20374.26758,644.418751,214.135137,7.561054,8.423658,7.822538,9.024778,61.121873,0.929162,7.874044,1215.988323,2570.775155,1216.488323,1525.724845,11.040609,-16.400638,640372.6679,895.616867,715.007378,31680.7832,1039.984444,217.914914,8.715871,8.894703,10.534862,7.254543,357.581687,0.871878,8.574544,1418.276025,3016.440249,1418.776025,1080.059751,11.042104,-16.35219,538229.267,833.027217,646.112463,26584.75391,874.100493,210.700928,8.6806,8.818065,10.283113,7.353017,356.057498,0.893434,8.452803
103,cpt1m012-fa06-20200224-0170-e91.fits,103,0,58904.41074,2458904.410744,NaN,NaN,NaN,2458904.416655,NaN,1.113984,10.105742,14,30,45,0.197705,0.335456,0.68843,0.517621,0.000472,0.000723,0.001269,0.000993,418.447345,463.991361,542.488507,521.168694,1571196.021,1432.272285,1936.638261,2510.720994,1937.138261,1585.779006,11.046038,-16.406467,310633.1226,615.75216,686.218159,452.674006,14886.125,504.47752,216.49222,3081,5.711497,7.783939,7.836262,7.731617,37.832275,0.997052,8.678136,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402807,394672.3727,745.084094,529.701782,19470.23047,640.959786,216.006673,8.237046,8.736437,8.140217,9.332657,59.137772,0.917749,8.195781,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400616,640629.9045,895.979288,715.005261,31880.23633,1040.402204,219.800126,8.284345,8.851904,10.243736,7.460073,351.941277,0.897959,8.078117,1418.276025,3016.440249,1418.776025,1080.059751,11.042105,-16.35217,535893.7439,832.751287,643.521964,25030.91016,870.307534,213.205826,8.175164,8.788869,10.099363,7.478374,352.676905,0.90908,8.950372
104,cpt1m012-fa06-20200224-0171-e91.fits,104,0,58904.41187,2458904.411870,NaN,NaN,NaN,2458904.417781,NaN,1.111235,9.976061,14,30,45,0.198105,0.33534,0.685155,0.520427,0.000474,0.000724,0.001265,0.000999,417.858812,463.378861,541.494743,521.073224,1577717.431,1440.084534,1936.638261,2510.720994,1937.138261,1585.779006,11.046038,-16.406496,312554.2351,615.75216,691.447493,452.028879,17463.08008,507.597464,222.995341,3037,5.384865,7.599156,7.693345,7.504967,358.579252,0.999384,7.085332,1446.722733,2548.649938,1447.222733,1547.850062,11.042348,-16.402836,396207.344,748.976409,528.998429,21131.93555,643.452625,223.184203,7.550689,8.275978,7.84686,8.705097,57.734406,0.942155,7.821405,1215.988323,2570.775155,1216.488323,1525.724845,11.04061,-16.400646,641472.9744,900.064011,712.69706,34393.12891,1041.771375,227.386608,8.401173,8.676958,10.164536,7.189379,359.144865,0.888952,7.709462,1418.276025,3016.440249,1418.776025,1080.059751,11.042105,-16.352199,540037.113,838.309358,644.197882,27722.60352,877.03649,219.638795,8.461776,8.609538,9.972874,7.246203,357.606557,0.903877,8.332369
