Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8
cpt1m012-fa06-20201024-0117-e91.fits,0,59147.37593,2459147.376,2459147.381009,1.691542,24.226285,22,42,63,0.245032,0.038716,0.015358,0.067535,0.011138,0.852209,0.307441,0.438329,0.000233,0.000117,0.0001,0.000136,0.000096,0.000705,0.000305,0.000395,1052.111876,331.747101,153.883927,497.762054,115.508717,1208.828751,1006.762495,1109.634481,6789188.628,2806.744836,2040.823551,2043.117125,2041.323551,2053.382875,4.279348,-12.085207,1663568.18,1520.530844,1423.766342,1168.427804,4106.533691,1094.070657,189.215733,6004,24.762466,20.494869,19.456716,21.533022,87.381783,0.989703,1009439.967,2278.800965,2194.806044,2279.300965,1901.693956,4.281092,-12.068512,262848.03,784.827458,334.911868,862.466309,172.865964,184.5185,24.183514,20.2797,18.967735,21.591666,271.400176,0.983359,26300.65251,2012.785085,1778.613674,2013.285085,2317.886326,4.279162,-12.113873,104269.386,676.212089,154.196276,445.846649,68.574331,184.40172,24.702468,20.613048,19.415277,21.810819,83.864525,0.98595,4134.115175,1719.181156,2492.584935,1719.681156,1603.915065,4.276939,-12.036918,458509.8073,901.428176,508.648187,1228.456421,301.545877,185.691792,25.169864,20.68919,19.972052,21.406328,281.868688,0.994278,73868.64877,2442.261095,2072.775684,2442.761095,2023.724316,4.282308,-12.081532,75617.09053,653.897187,115.640642,397.712311,49.730718,183.915239,22.331827,20.616142,20.169187,21.063096,286.608486,0.997316,2539.060135,1293.96548,1467.071389,1294.46548,2629.428611,4.273879,-12.148412,3123733.986,1869.00809,1671.332512,7307.288086,2054.370681,192.509556,25.598307,21.016246,20.47637,21.556122,64.728561,0.993473,3214002.483,2761.052883,1711.029309,2761.552883,2385.470691,4.28469,-12.120319,1596458.783,1398.107047,1141.871637,4001.397949,1049.935152,187.328338,23.488652,20.19655,18.515196,21.877905,88.426413,0.972576,990401.9872,2856.665277,1177.650863,2857.165277,2918.849137,4.285439,-12.177946,2068995.859,1558.820714,1327.28276,5385.592285,1360.706274,189.318401,23.573179,20.194674,18.357577,22.031771,81.994861,0.964759,1674213.367
cpt1m012-fa06-20201024-0118-e91.fits,0,59147.37658,2459147.377,2459147.381656,1.683779,27.5523,22,42,63,0.244243,0.038325,0.015439,0.067287,0.010987,0.850517,0.308152,0.43849,0.000233,0.000117,0.0001,0.000136,0.000096,0.000704,0.000306,0.000395,1050.044942,328.961383,154.786645,496.237858,114.130003,1208.261057,1007.095392,1109.82157,6775913.307,2802.220297,2040.713143,2043.122133,2041.213143,2053.377867,4.279348,-12.085208,1654969.785,1520.530844,1419.73181,1165.69184,3954.11377,1088.415793,188.537662,6368,24.943028,20.681994,19.807797,21.556191,87.16012,0.992809,960777.604,2278.57892,2194.839992,2279.07892,1901.660008,4.281092,-12.068509,259689.1465,782.081963,332.048505,866.542175,170.788477,184.32715,24.295181,20.440128,19.427492,21.452764,271.61608,0.990199,25046.99025,2012.442245,1778.667521,2012.942245,2317.832479,4.27916,-12.113869,104610.2995,674.449341,155.104754,447.13031,68.798538,182.896053,24.481915,20.76278,19.875567,21.649993,82.593699,0.992214,4004.69638,1719.07061,2492.655343,1719.57061,1603.844657,4.27694,-12.03691,455928.1685,899.213787,507.02978,1248.206665,299.848024,184.916794,25.104193,20.776542,20.263035,21.290049,284.305996,0.996833,71723.0645,2441.947836,2073.191721,2442.447836,2023.308279,4.282307,-12.081488,74447.58193,651.578093,114.257343,375.362732,48.961573,182.642607,23.874746,20.503899,20.297033,20.710766,304.660103,0.996736,2480.359877,1293.813158,1467.013134,1294.313158,2629.486866,4.273879,-12.14842,3114280.533,1865.982883,1668.975938,6903.047852,2048.153475,191.396562,25.8672,21.196737,20.780103,21.613371,62.195912,0.99516,3080342.596,2760.862394,1711.033817,2761.362394,2385.466183,4.28469,-12.12032,1596155.315,1396.999694,1142.559531,4055.556152,1049.735571,185.989797,23.759037,20.345338,18.862549,21.828126,85.333724,0.97841,962674.6671,2856.539284,1177.75204,2857.039284,2918.74796,4.285439,-12.177938,2065477.459,1555.293647,1328.030538,5143.736328,1358.392345,187.568408,23.866815,20.382447,18.72111,22.043783,80.328338,0.970544,1605073.034
cpt1m012-fa06-20201024-0119-e91.fits,0,59147.37723,2459147.377,2459147.382306,1.676038,28.042223,22,42,63,0.244404,0.03852,0.015439,0.067476,0.011012,0.848898,0.308636,0.438884,0.000233,0.000117,0.0001,0.000136,0.000096,0.000704,0.000307,0.000396,1049.922825,329.103165,154.806366,496.732632,114.607292,1206.466281,1005.885618,1108.069804,6761890.99,2800.630213,2040.974071,2043.134299,2041.474071,2053.365701,4.279348,-12.085198,1652631.431,1520.530844,1417.432752,1165.932866,3824.058838,1086.87794,187.094193,5969,25.201084,20.918972,19.965138,21.872806,87.805918,0.99167,914317.1521,2278.835495,2194.838368,2279.335495,1901.661632,4.281092,-12.068501,260466.6633,784.056933,332.203763,788.578003,171.299822,183.526218,24.721668,20.60072,19.466742,21.734697,273.37939,0.987784,24416.833,2012.822356,1778.54434,2013.322356,2317.95566,4.279161,-12.113874,104395.3976,672.973547,155.125559,444.726929,68.657205,182.361611,25.121958,20.896522,19.674789,22.118254,86.028522,0.986156,3887.240793,1719.364053,2492.472209,1719.864053,1604.027791,4.27694,-12.03692,456266.0323,898.884725,507.591262,1185.90625,300.070225,184.222706,25.198735,20.938231,20.310522,21.56594,281.071247,0.995817,69367.45492,2442.228569,2072.950092,2442.728569,2023.549908,4.282307,-12.081506,74462.47709,648.98611,114.736627,402.735565,48.971369,182.083152,22.754904,20.901952,20.491386,21.312518,295.1292,0.996227,2352.682018,1294.245336,1466.94235,1294.745336,2629.55765,4.27388,-12.14842,3104635.806,1863.121741,1666.362287,6648.066406,2041.810476,191.297968,25.976115,21.351436,20.85112,21.851752,65.017319,0.994698,2962050.186,2761.163939,1710.885676,2761.663939,2385.614324,4.28469,-12.120329,1594762.695,1397.293266,1141.322822,3899.120117,1048.819694,186.488885,23.713436,20.596062,19.037417,22.154706,86.933557,0.977091,918135.8489,2856.766817,1177.649093,2857.266817,2918.850907,4.285439,-12.177943,2062492.489,1555.595864,1325.853672,4957.78418,1356.429234,187.238688,24.097582,20.648864,18.940787,22.35694,81.91147,0.970728,1521512.994
cpt1m012-fa06-20201024-0120-e91.fits,0,59147.37788,2459147.378,2459147.382951,1.668498,28.3905,22,42,63,0.24431,0.038265,0.01529,0.067191,0.010963,0.850786,0.308069,0.438428,0.000233,0.000116,0.000099,0.000135,0.000096,0.000705,0.000306,0.000396,1049.334369,328.879681,153.854378,496.126541,113.964062,1206.619329,1006.127927,1107.844601,6757066.817,2798.278307,2040.99484,2043.584938,2041.49484,2052.915062,4.279348,-12.085191,1650817.25,1520.530844,1416.897579,1165.092858,3668.381104,1085.684816,186.014404,5873,25.324104,21.172499,20.178849,22.166149,271.570309,0.991202,869121.5873,2278.868267,2195.363533,2279.368267,1901.136467,4.281092,-12.068485,258557.5184,778.850782,331.973113,792.381348,170.044244,182.47574,24.719848,20.943877,19.866193,22.021562,274.42914,0.989209,22669.16927,2012.760101,1778.944039,2013.260101,2317.555961,4.27916,-12.113875,103312.7797,670.132773,154.167627,430.817139,67.945205,180.993055,25.31033,21.111927,20.295339,21.928515,86.745637,0.993956,3701.45352,1719.454106,2492.911799,1719.954106,1603.588201,4.27694,-12.036913,454016.7586,895.599417,506.941776,1174.085693,298.590956,182.602564,25.310348,21.189374,20.566342,21.812406,283.772126,0.995609,65446.32978,2442.244168,2073.271757,2442.744168,2023.228243,4.282307,-12.081513,74080.15154,649.306464,114.091197,405.09436,48.719927,180.956671,24.128874,20.622747,20.105773,21.139722,294.094651,0.994351,2325.122877,1294.183864,1467.491569,1294.683864,2629.008431,4.273879,-12.148407,3106148.772,1863.389832,1666.934487,6515.412109,2042.8055,189.935807,26.220234,21.597897,21.092317,22.103477,68.404988,0.995881,2800182.507,2761.221886,1711.552807,2761.721886,2384.947193,4.284691,-12.120299,1591386.99,1393.918397,1141.664386,3791.86499,1046.599611,184.392119,24.045724,20.764021,19.256007,22.272035,87.503636,0.978963,881463.655,2856.807327,1178.098964,2857.307327,2918.401036,4.285439,-12.177939,2059531.054,1554.069278,1325.250478,4815.993164,1354.481602,185.686212,24.022315,20.812105,19.102405,22.521805,82.12216,0.971247,1473844.064
cpt1m012-fa06-20201024-0121-e91.fits,0,59147.37852,2459147.379,2459147.383598,1.661,28.147452,22,42,63,0.243362,0.038365,0.015387,0.066975,0.011013,0.849884,0.308177,0.438843,0.000231,0.000115,0.000098,0.000134,0.000095,0.0007,0.000304,0.000394,1054.328076,332.665198,156.570759,498.775857,116.253724,1214.048077,1012.715124,1114.65317,6823901.639,2808.615,2041.079536,2043.219121,2041.579536,2053.280879,4.279348,-12.085211,1660680.911,1520.530844,1419.07667,1170.254537,3933.032715,1092.171801,185.097756,5781,25.088899,20.512587,19.552029,21.473145,87.730022,0.991212,998597.0342,2278.98617,2195.005725,2279.48617,1901.494275,4.281092,-12.068505,261799.355,779.563836,335.827989,806.713196,172.176287,180.868584,24.424366,20.278641,19.141728,21.415554,273.422888,0.987326,26323.20119,2012.76327,1778.514424,2013.26327,2317.985576,4.279159,-12.1139,104997.4294,669.212994,156.896878,469.76947,69.05314,179.686112,23.923791,20.736996,19.612841,21.861152,82.828329,0.98755,4109.925627,1719.570459,2492.70922,1720.070459,1603.79078,4.27694,-12.036916,457029.9305,896.787329,509.630228,1216.639282,300.572614,182.376293,25.319579,20.472857,19.941821,21.003894,282.52632,0.996725,75980.92995,2442.318367,2073.084127,2442.818367,2023.415873,4.282307,-12.081514,75151.31308,645.701777,116.387032,398.082245,49.424392,179.149811,24.43379,20.20027,19.487412,20.913128,285.847054,0.993136,2585.77331,1294.333598,1467.206102,1294.833598,2629.293898,4.27388,-12.148413,3135074.646,1869.617968,1676.853079,6780.530273,2061.829037,188.944888,25.953981,21.010791,20.531886,21.489696,63.900591,0.994474,3232191.776,2761.3023,1711.272293,2761.8023,2385.227707,4.28469,-12.12031,1607556.243,1398.705929,1149.316815,4087.52832,1057.233563,183.089454,23.889761,20.109567,18.516059,21.703076,85.118378,0.974461,1020056.209,2856.950266,1177.849236,2857.450266,2918.650764,4.285439,-12.177945,2081270.75,1560.91915,1333.362301,5190.832031,1368.77904,184.870651,23.754951,20.086563,18.349173,21.823952,78.449155,0.965152,1737279.226
cpt1m012-fa06-20201024-0122-e91.fits,0,59147.37917,2459147.379,2459147.384244,1.653595,28.490668,22,42,63,0.24366,0.03841,0.015414,0.067669,0.011113,0.852479,0.30719,0.43847,0.000231,0.000116,0.000098,0.000135,0.000095,0.000703,0.000304,0.000394,1053.445765,332.546058,156.496637,501.290225,116.696782,1212.886006,1010.4021,1113.436303,6812667.177,2806.92197,2041.303595,2042.891505,2041.803595,2053.608495,4.279348,-12.085202,1659977.122,1520.530844,1419.594949,1169.331522,3881.981201,1091.708944,185.463036,5825,25.346152,20.591826,19.686275,21.497377,89.708571,0.992293,981995.8237,2279.241986,2194.664278,2279.741986,1901.835722,4.281092,-12.068498,261673.6047,779.458314,335.712122,801.550964,172.093585,181.441872,25.073916,20.421534,19.399874,21.443195,272.366869,0.98997,25499.65049,2013.091102,1778.398062,2013.591102,2318.101938,4.27916,-12.113866,105012.5554,669.62481,156.822976,437.645935,69.063088,179.604302,25.419482,20.681966,19.858868,21.505065,82.976016,0.993289,4103.917024,1719.753928,2492.35332,1720.253928,1604.14668,4.27694,-12.036914,461005.556,899.809105,512.337065,1198.552124,303.187244,181.702344,25.392391,20.708527,20.105328,21.311727,282.204401,0.995914,74242.7152,2442.614905,2072.653913,2443.114905,2023.846087,4.282307,-12.081516,75712.44948,648.046013,116.831904,391.750885,49.793432,179.529498,23.830255,20.461461,20.140244,20.782678,288.758858,0.998434,2508.551757,1294.564497,1466.808238,1295.064497,2629.691762,4.27388,-12.148408,3135072.96,1869.889151,1676.60899,6701.428711,2061.827928,188.570039,26.124767,21.013385,20.571466,21.455303,62.617298,0.99469,3234540.309,2761.46702,1710.81343,2761.96702,2385.68657,4.28469,-12.120312,1600977.377,1396.878644,1146.110569,3887.529297,1052.906874,182.977402,24.294762,20.208691,18.674841,21.742542,87.415128,0.977033,988718.2888,2857.10589,1177.386109,2857.60589,2919.113891,4.285439,-12.177943,2076616.84,1559.184262,1331.861083,4987.109375,1365.718326,184.766146,24.296171,20.230773,18.557396,21.904149,80.022701,0.969445,1673399.469
cpt1m012-fa06-20201024-0123-e91.fits,0,59147.37982,2459147.38,2459147.384896,1.646193,28.337215,22,42,63,0.244711,0.038453,0.01568,0.067123,0.010966,0.853466,0.307421,0.437596,0.000232,0.000115,0.000098,0.000135,0.000095,0.000704,0.000304,0.000393,1056.037112,333.672781,159.551199,498.783579,115.740859,1213.044275,1010.542701,1113.121932,6803963.718,2803.083866,2040.449955,2043.623472,2040.949955,2052.876528,4.279348,-12.085204,1665004.338,1520.530844,1419.617739,1172.853996,3994.666504,1095.015168,183.5923,5836,24.973572,20.489954,19.518618,21.461289,87.272469,0.99097,1012500.772,2278.432691,2195.202097,2278.932691,1901.297903,4.281092,-12.068522,261630.5494,776.649386,336.870863,802.72998,172.065269,178.952445,24.620066,20.292036,19.183457,21.400615,271.960083,0.988077,26202.19187,2012.143357,1779.288211,2012.643357,2317.211789,4.27916,-12.11385,106686.0179,667.217125,159.897002,442.47226,70.163666,177.450203,25.43169,20.771085,19.795617,21.746554,83.938746,0.990812,4177.366766,1718.819747,2493.169266,1719.319747,1603.330734,4.27694,-12.036908,456700.6427,896.089032,509.659896,1232.210938,300.356053,180.463524,25.028581,20.509791,19.892483,21.127099,278.820593,0.996017,76324.72824,2441.810881,2073.535585,2442.310881,2022.964415,4.282308,-12.081502,74610.99475,643.905082,115.87266,388.191223,49.069044,178.224117,24.087288,20.133515,19.524919,20.74211,292.804584,0.992545,2597.975031,1293.565942,1467.412501,1294.065942,2629.087499,4.27388,-12.148421,3133022.666,1867.753179,1677.428635,6842.978516,2060.479521,186.207577,25.849543,20.954747,20.474538,21.434957,62.60743,0.993689,3279370.539,2760.719757,1711.518726,2761.219757,2384.981274,4.28469,-12.120316,1599854.593,1395.681517,1146.28916,3870.50415,1052.168458,181.817104,24.249871,20.216857,18.65409,21.779624,86.925961,0.976108,989627.772,2856.309437,1178.193235,2856.809437,2918.306765,4.285439,-12.177934,2071086.459,1555.908199,1331.110962,5057.633789,1362.081188,182.399275,23.966439,20.237454,18.549354,21.925554,80.908461,0.96959,1666062.647
cpt1m012-fa06-20201024-0124-e91.fits,0,59147.38047,2459147.38,2459147.385546,1.638916,28.096951,22,42,63,0.24471,0.038396,0.015092,0.067661,0.011203,0.852117,0.308416,0.437206,0.000232,0.000115,0.000098,0.000135,0.000095,0.000702,0.000305,0.000393,1056.811686,333.488041,154.023846,502.761632,118.418581,1213.179775,1012.154128,1113.126641,6806784.743,2803.688669,2041.143651,2042.796917,2041.643651,2053.703083,4.279348,-12.085195,1665689.465,1520.530844,1418.9838,1173.860804,4094.883789,1095.465752,182.736657,5905,25.027225,20.138241,19.07595,21.200532,88.913054,0.988916,1086130.612,2278.985146,2194.398611,2279.485146,1902.101389,4.281091,-12.06851,261354.9847,776.2724,336.679476,829.549255,171.88404,178.753508,24.489634,19.914323,18.617412,21.211233,273.790015,0.98288,28121.43088,2013.065923,1778.406456,2013.565923,2318.093544,4.279161,-12.113849,102730.7646,665.636003,154.334748,456.491547,67.562434,178.328636,24.652421,20.048942,18.922448,21.175436,81.071625,0.986149,4469.850523,1719.540229,2492.256152,1720.040229,1604.243848,4.276939,-12.036906,460551.6801,896.186568,513.901565,1305.239136,302.888746,180.037111,24.963122,20.201636,19.565047,20.838225,281.916645,0.995262,81997.52677,2442.495465,2072.592161,2442.995465,2023.907839,4.282308,-12.081506,76257.48673,643.199061,118.559699,407.643402,50.151884,176.967793,23.87077,20.25875,19.925308,20.592192,295.655468,0.997228,2686.723103,1294.307952,1466.677466,1294.807952,2629.822534,4.273879,-12.148407,3131647.526,1867.991313,1676.478635,7211.651855,2059.57514,187.034106,25.799333,20.632719,20.020951,21.244488,67.035007,0.992744,3500671.995,2761.426951,1710.662279,2761.926951,2385.837721,4.28469,-12.120313,1604476.64,1396.686528,1148.773621,3988.696777,1055.208216,180.899801,23.721813,19.805821,18.127932,21.48371,88.10718,0.971576,1075696.21,2857.034318,1177.304605,2857.534318,2919.195395,4.285439,-12.177938,2070660.577,1555.810191,1330.921078,5240.219238,1361.8011,182.904308,23.914077,19.857215,18.00079,21.71364,81.96378,0.962791,1793798.727
cpt1m012-fa06-20201024-0125-e91.fits,0,59147.38112,2459147.381,2459147.386196,1.631771,28.251169,22,42,63,0.244025,0.038192,0.0151,0.066985,0.011078,0.852958,0.307129,0.438255,0.000232,0.000115,0.000098,0.000135,0.000095,0.000704,0.000304,0.000394,1053.556759,331.067819,153.798028,497.47978,116.553024,1211.741893,1009.006063,1112.431368,6796607.007,2803.018035,2040.879339,2042.980334,2041.379339,2053.519666,4.279347,-12.085198,1658543.28,1520.530844,1417.865425,1169.746614,3916.804443,1090.765956,184.260103,5901,25.155211,20.571658,19.667202,21.476113,271.29903,0.992282,990405.4114,2278.821638,2194.896292,2279.321638,1901.603708,4.281092,-12.068476,259576.5624,776.715834,334.197593,801.284729,170.714434,180.009602,24.658935,20.415175,19.370925,21.459425,273.533578,0.989429,25323.51036,2012.697191,1778.757144,2013.197191,2317.742856,4.27916,-12.113837,102628.8473,665.952573,154.108342,464.382629,67.495406,178.706003,24.692689,20.528704,19.701834,21.355574,86.276524,0.993421,4073.246307,1719.349683,2492.505421,1719.849683,1603.994579,4.276939,-12.036896,455270.0246,895.684607,508.292786,1231.866699,299.415185,181.081569,25.30912,20.602577,20.026696,21.178458,285.037838,0.995833,73796.88327,2442.047377,2073.143393,2442.547377,2023.356607,4.282306,-12.081468,75293.68411,645.256952,116.687908,393.241028,49.518025,178.67082,23.935798,20.682879,20.261843,21.103915,290.51208,0.99709,2506.427915,1294.103125,1466.870082,1294.603125,2629.629918,4.273879,-12.148417,3128629.901,1867.428341,1675.368116,6984.66748,2057.590553,187.23143,25.924954,21.027652,20.617563,21.437741,63.773467,0.995907,3229390.991,2761.171212,1711.066741,2761.671212,2385.433259,4.284691,-12.120294,1596960.948,1395.543631,1144.328928,3976.146973,1050.265408,181.853956,24.040522,20.139208,18.661252,21.617164,86.646633,0.978393,1003652.475,2856.739632,1177.600514,2857.239632,2918.899486,4.28544,-12.177938,2071016.158,1556.303141,1330.727994,5108.473633,1362.034953,183.495195,24.195172,20.221962,18.525057,21.918868,80.982567,0.969282,1672137.176
cpt1m012-fa06-20201024-0126-e91.fits,0,59147.38177,2459147.382,2459147.386841,1.624708,28.03667,22,42,63,0.244127,0.038565,0.015318,0.067173,0.010867,0.852042,0.308293,0.437399,0.000231,0.000115,0.000098,0.000134,0.000094,0.000701,0.000304,0.000392,1057.277978,335.113696,156.617746,501.241233,115.332981,1215.098932,1013.554457,1115.167279,6825990.546,2807.113122,2040.96797,2043.378637,2041.46797,2053.121363,4.279347,-12.085197,1666411.104,1520.530844,1419.35539,1174.061913,4072.180908,1095.940349,182.716603,5936,24.844674,19.921458,18.890295,20.952621,271.986783,0.989289,1146868.899,2278.835777,2195.13191,2279.335777,1901.36809,4.281091,-12.068495,263241.2169,778.032906,338.342009,859.855896,173.124549,179.070471,24.394221,19.698329,18.461622,20.935036,275.680072,0.983726,30179.06185,2012.79511,1778.900699,2013.29511,2317.599301,4.27916,-12.113861,104558.2365,666.215318,156.943609,460.015717,68.764298,177.925662,24.704286,19.78206,18.503668,21.060452,86.637034,0.983203,4831.918651,1719.448803,2492.843268,1719.948803,1603.656732,4.27694,-12.036905,458521.3739,895.126796,512.241814,1301.156982,301.553484,179.763933,24.899757,20.009748,19.322377,20.69712,283.235441,0.994123,86034.76665,2442.368475,2073.141446,2442.868475,2023.358554,4.282308,-12.081512,74181.11647,642.466982,115.462924,394.857758,48.786328,177.304422,23.800619,19.633609,18.991788,20.275431,289.752421,0.992835,2869.662053,1294.216974,1467.180484,1294.716974,2629.319516,4.273879,-12.148417,3140334.431,1870.411766,1678.953526,7130.652832,2065.288213,186.830772,25.549534,20.422084,19.862339,20.981829,69.146409,0.994617,3713003.283,2761.149412,1711.241493,2761.649412,2385.258507,4.284689,-12.120318,1608513.185,1398.389766,1150.260981,4253.599609,1057.862911,180.934412,23.92539,19.490819,17.837668,21.14397,87.801304,0.971466,1163122.933,2856.786301,1177.935954,2857.286301,2918.564046,4.285438,-12.177939,2077142.93,1557.546136,1333.599617,5334.702148,1366.064318,182.535948,23.923714,19.534685,17.671445,21.397924,82.215252,0.961489,1942361.521
