Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8
cpt1m012-fa06-20201024-0117-e91.fits,0,59147.37593,2459147.376,2459147.381009,1.691542,24.246379,24,42,63,0.244977,0.038721,0.015235,0.067584,0.011186,0.852941,0.307277,0.438086,0.000237,0.000124,0.000108,0.000142,0.000105,0.000714,0.00031,0.0004,1035.474856,313.34553,141.386005,477.132362,106.7562,1194.93149,990.993872,1095.467183,6835462.243,2860.267376,2040.85087,2043.160438,2041.35087,2053.339562,4.279348,-12.085203,1674530.06,1809.557368,1457.474444,1148.925847,4106.533691,925.381029,189.201949,6008,24.805665,20.74131,19.673633,21.808988,87.315586,0.989364,956388.9468,2278.827355,2194.804668,2279.327355,1901.695332,4.281092,-12.068512,264676.7333,837.387781,316.074272,862.466309,146.266008,184.535231,24.201949,20.555593,19.243305,21.867881,272.402455,0.983715,24830.19568,2012.828582,1778.608721,2013.328582,2317.891279,4.279162,-12.113874,104137.4453,735.2569,141.634095,445.846649,57.548574,184.39997,24.721448,20.542706,19.525228,21.560184,80.35594,0.989039,3972.809285,1719.227513,2492.612042,1719.727513,1603.887958,4.27694,-12.036915,461970.3299,948.728876,486.936091,1228.456421,255.294658,185.683504,25.146174,20.967481,20.20087,21.734092,280.647258,0.993857,70360.08027,2442.39228,2072.738132,2442.89228,2023.761868,4.282309,-12.081536,76463.97281,715.533533,106.862878,397.712311,42.255622,183.913844,22.3461,21.076503,20.777566,21.37544,282.802755,0.999011,2380.270419,1294.018034,1467.119034,1294.518034,2629.380966,4.27388,-12.148406,3146481.949,1898.219585,1657.596399,7307.288086,1738.81304,192.470638,25.60683,21.27705,20.718064,21.836036,64.892272,0.993267,3080688.377,2761.089601,1711.063941,2761.589601,2385.436059,4.28469,-12.120315,1606685.081,1431.655862,1122.256489,4001.397949,887.888447,187.358455,23.528357,20.438383,18.731347,22.14542,88.061654,0.972356,932017.3509,2856.693398,1177.665377,2857.193398,2918.834623,4.285439,-12.177944,2082295.212,1590.048226,1309.57991,5385.592285,1150.72075,189.31675,23.614509,20.448976,18.579306,22.318647,81.938245,0.964365,1577384.14
cpt1m012-fa06-20201024-0118-e91.fits,0,59147.37658,2459147.377,2459147.381656,1.683779,27.564045,24,42,63,0.244181,0.038235,0.015429,0.067303,0.011045,0.851311,0.307941,0.438265,0.000236,0.000123,0.000108,0.000141,0.000105,0.000712,0.000311,0.0004,1033.845391,310.150343,143.229864,475.809883,105.604342,1194.87319,991.698872,1096.292818,6825449.268,2855.817604,2040.744998,2043.161262,2041.244998,2053.338738,4.279349,-12.085203,1666645.232,1809.557368,1453.456385,1146.677155,3954.11377,921.023705,188.541362,6366,24.893964,20.944357,20.047505,21.841209,86.884702,0.992605,915008.3985,2278.632303,2194.898382,2279.132303,1901.601618,4.281092,-12.068503,260968.6966,834.311526,312.795267,866.542175,144.216868,184.349962,24.295219,20.604014,19.495254,21.712773,271.127972,0.988466,23810.83548,2012.493095,1778.618573,2012.993095,2317.881427,4.279161,-12.113874,105308.3552,733.918745,143.487758,447.13031,58.195643,182.838955,24.456515,20.98942,19.947185,22.031655,85.381233,0.989926,3830.185274,1719.100878,2492.651894,1719.600878,1603.848106,4.27694,-12.03691,459374.2335,946.131745,485.528824,1248.206665,253.86,184.920189,25.057866,21.0603,20.524108,21.596492,284.152672,0.996659,68405.94036,2442.064679,2073.116168,2442.564679,2023.383832,4.282308,-12.081497,75389.47693,713.188921,105.707583,375.362732,41.661833,182.627831,23.977099,20.990245,20.626952,21.353537,291.377751,0.997779,2322.886432,1293.860064,1467.064947,1294.360064,2629.435053,4.27388,-12.148414,3138630.686,1895.59612,1655.748634,6903.047852,1734.474264,191.373056,25.888145,21.471161,21.034858,21.907464,62.463587,0.994965,2963373.317,2760.900009,1711.05441,2761.400009,2385.44559,4.28469,-12.120318,1606982.371,1430.552899,1123.329569,4055.556152,888.052736,185.985012,23.834583,20.599963,19.081202,22.118723,85.162829,0.977867,908716.0965,2856.562084,1177.763813,2857.062084,2918.736187,4.28544,-12.177937,2079836.211,1586.16769,1311.2335,5143.736328,1149.361854,187.569153,23.862593,20.652918,18.963686,22.34215,80.08025,0.970158,1517725.408
cpt1m012-fa06-20201024-0119-e91.fits,0,59147.37723,2459147.377,2459147.382306,1.676038,28.055152,24,42,63,0.24443,0.038498,0.015363,0.067524,0.011076,0.849403,0.30857,0.438658,0.000236,0.000124,0.000108,0.000142,0.000104,0.000712,0.000311,0.000401,1034.513159,310.829929,142.841432,476.728567,106.157385,1193.476497,990.939294,1094.804482,6815928.831,2855.264346,2040.992098,2043.169601,2041.492098,2053.330399,4.279348,-12.085194,1666016.573,1809.557368,1451.351458,1147.907052,3824.058838,920.676294,187.101841,5994,25.27166,21.217193,20.237386,22.197001,87.294013,0.99143,874290.9059,2278.853834,2194.843013,2279.353834,1901.656987,4.281092,-12.0685,262399.5716,837.003116,313.498918,788.578003,145.0076,183.556389,24.756348,20.883697,19.7304,22.036995,271.89681,0.987822,23166.43608,2012.847214,1778.589614,2013.347214,2317.910386,4.279161,-12.113869,104714.7239,731.770085,143.097847,444.726929,57.86759,182.3624,25.111246,21.001986,19.834723,22.16925,86.265959,0.987509,3741.104069,1719.417943,2492.493844,1719.917943,1604.006156,4.27694,-12.036917,460239.9421,945.96544,486.529341,1185.90625,254.338409,184.218692,25.166864,21.245307,20.584472,21.906141,279.825895,0.995645,66268.65686,2442.301504,2072.976453,2442.801504,2023.523547,4.282308,-12.081503,75495.68982,710.464012,106.262511,402.735565,41.720529,182.106763,22.794318,21.384694,21.271848,21.497541,306.608975,0.998664,2214.004725,1294.274558,1466.996146,1294.774558,2629.503854,4.273881,-12.148414,3130453.151,1892.996527,1653.702532,6648.066406,1729.955184,191.373848,25.972169,21.6476,21.124326,22.170875,65.184934,0.994436,2860164.639,2761.196428,1710.920337,2761.696428,2385.579663,4.284691,-12.120325,1607244.794,1431.641349,1122.658825,3899.120117,888.197756,186.474443,23.70089,20.88809,19.294025,22.482154,86.741182,0.976673,870387.8715,2856.796916,1177.67024,2857.296916,2918.82976,4.285439,-12.177941,2078230.886,1587.293824,1309.291862,4957.78418,1148.474717,187.224744,24.103675,20.929189,19.180901,22.677478,81.714181,0.970037,1444240.138
cpt1m012-fa06-20201024-0120-e91.fits,0,59147.37788,2459147.378,2459147.382951,1.668498,28.419716,24,42,63,0.244299,0.038204,0.015364,0.067219,0.010951,0.851414,0.307799,0.438376,0.000236,0.000123,0.000107,0.000141,0.000104,0.000713,0.00031,0.0004,1034.910603,310.698215,143.299521,476.226623,104.993414,1194.408262,991.90597,1095.306099,6817911.274,2853.813117,2041.0124,2043.590434,2041.5124,2052.909566,4.279348,-12.085191,1665611.675,1809.557368,1450.580651,1148.237896,3668.381104,920.45254,185.826199,5861,25.351115,21.489581,20.449341,22.529821,270.819607,0.990663,835744.0189,2278.893817,2195.392826,2279.393817,1901.107174,4.281092,-12.068481,260472.3418,831.225366,313.359472,792.381348,143.942572,182.545173,24.719418,21.226861,20.08748,22.366241,272.942515,0.98842,21678.20024,2012.780188,1778.954067,2013.280188,2317.545933,4.27916,-12.113873,104751.4609,729.680409,143.558001,430.817139,57.887892,181.02487,25.398436,21.619694,20.937421,22.301968,80.414214,0.995544,3533.467628,1719.506405,2492.960681,1720.006405,1603.539319,4.27694,-12.036907,458291.8733,943.02669,485.979748,1174.085693,253.261865,182.605093,25.357569,21.52965,20.876609,22.18269,283.558415,0.995363,62969.96312,2442.339782,2073.281108,2442.839782,2023.218892,4.282308,-12.081512,74660.45709,710.409538,105.094953,405.09436,41.258961,180.955462,24.121258,20.871181,20.591887,21.150475,301.963125,0.996294,2204.439412,1294.220355,1467.50293,1294.720355,2628.99707,4.27388,-12.148406,3135369.033,1894.181937,1655.262872,6515.412109,1732.671806,189.888752,26.239011,21.930634,21.383433,22.477834,68.651145,0.995395,2722917.317,2761.247275,1711.558753,2761.747275,2384.941247,4.284691,-12.120298,1604638.586,1427.799048,1123.854641,3791.86499,886.75751,184.402944,24.058755,21.069686,19.516396,22.622975,87.115346,0.978275,838879.1435,2856.844943,1178.115433,2857.344943,2918.384567,4.28544,-12.177937,2077903.654,1586.730593,1309.550382,4815.993164,1148.293882,185.627577,24.057011,21.134252,19.370844,22.897661,81.980502,0.970266,1401048.77
cpt1m012-fa06-20201024-0121-e91.fits,0,59147.37852,2459147.379,2459147.383598,1.661,28.208302,24,42,63,0.243354,0.038288,0.015401,0.066986,0.011093,0.850399,0.308114,0.438607,0.000234,0.000122,0.000106,0.00014,0.000103,0.000709,0.000309,0.000399,1038.071678,313.709608,145.123882,478.137807,107.707258,1200.217209,997.309285,1100.492729,6868360.819,2860.981112,2041.106346,2043.25083,2041.606346,2053.24917,4.279348,-12.085207,1671444.787,1809.557368,1451.834884,1151.263691,3933.032715,923.676041,185.105587,5781,25.101701,20.75951,19.756871,21.762148,87.728995,0.990654,948149.1423,2279.010531,2195.036318,2279.510531,1901.463682,4.281092,-12.068501,262976.8246,831.093116,316.422817,806.713196,145.326603,180.862825,24.38718,20.425645,19.224077,21.627213,273.319304,0.986067,24855.10875,2012.802699,1778.583074,2013.302699,2317.916926,4.27916,-12.113893,105781.656,727.572885,145.389772,469.76947,58.457199,179.66699,24.334975,21.025276,19.740486,22.310065,82.116067,0.983993,3919.92224,1719.611057,2492.703928,1720.111057,1603.796072,4.27694,-12.036916,460086.0035,942.967772,487.912755,1216.639282,254.253339,182.374766,25.346347,20.739223,20.162581,21.315865,280.446474,0.996463,72191.37901,2442.376632,2073.102149,2442.876632,2023.397851,4.282307,-12.081512,76187.95166,706.649085,107.815822,398.082245,42.103087,179.238819,24.403169,20.853702,20.344491,21.362913,295.436082,0.994018,2408.704297,1294.352924,1467.237841,1294.852924,2629.262159,4.27388,-12.14841,3156533.198,1898.136289,1662.964464,6780.530273,1744.367575,188.938818,25.986081,21.261047,20.760762,21.761331,64.128706,0.99423,3101979.251,2761.321767,1711.297356,2761.821767,2385.202644,4.28469,-12.120308,1617778.933,1431.360497,1130.238634,4087.52832,894.019146,183.082493,23.927336,20.35447,18.727591,21.981349,84.831052,0.97393,959407.9329,2856.983275,1177.867025,2857.483275,2918.632975,4.285439,-12.177943,2094048.688,1591.696792,1315.607783,5190.832031,1157.215972,184.871619,23.759909,20.322735,18.555381,22.09009,78.269938,0.964589,1630812.378
cpt1m012-fa06-20201024-0122-e91.fits,0,59147.37917,2459147.379,2459147.384244,1.653595,28.515529,24,42,63,0.243593,0.038361,0.015373,0.067713,0.0111,0.852958,0.307083,0.43831,0.000235,0.000122,0.000106,0.000141,0.000103,0.000711,0.000309,0.000399,1037.029418,313.853048,144.555193,480.727113,107.358827,1199.20048,994.933113,1099.531534,6857874.897,2859.270168,2041.358771,2042.929065,2041.858771,2053.570935,4.279348,-12.085198,1670531.208,1809.557368,1452.52471,1150.087979,3881.981201,923.171178,185.462969,5858,25.437855,20.828445,19.890419,21.766471,89.563764,0.991918,934316.3906,2279.268983,2194.66455,2279.768983,1901.83545,4.281092,-12.068498,263076.1663,831.007041,316.575135,801.550964,145.381501,181.427017,25.045353,20.622209,19.646731,21.597686,274.146664,0.990901,24201.11903,2013.075904,1778.400545,2013.575904,2318.099455,4.27916,-12.113865,105425.1024,727.98113,144.818455,437.645935,58.26016,179.605581,25.41168,20.784008,19.817407,21.750608,82.22277,0.990718,3926.670332,1719.778313,2492.367563,1720.278313,1604.132437,4.27694,-12.036912,464365.9565,946.36432,490.684134,1198.552124,256.618533,181.691574,25.397498,20.971364,20.368009,21.574719,281.806385,0.996063,70744.71159,2442.678286,2072.681415,2443.178286,2023.818585,4.282308,-12.081513,76120.39542,708.317173,107.46654,391.750885,42.065754,179.580766,23.826201,20.693082,20.355869,21.030295,276.997035,0.998872,2368.325431,1294.583967,1466.824175,1295.083967,2629.675825,4.273881,-12.148406,3156834.006,1898.324612,1662.957951,6701.428711,1744.533808,188.564779,26.148778,21.271653,20.81362,21.729686,62.643214,0.994447,3104590.115,2761.478645,1710.829605,2761.978645,2385.670395,4.28469,-12.12031,1611173.273,1429.759845,1126.883846,3887.529297,890.368717,182.966788,24.362878,20.455491,18.900167,22.010815,87.1924,0.976919,932079.0181,2857.140281,1177.427505,2857.640281,2919.072495,4.285439,-12.177938,2089867.618,1589.835322,1314.518296,4987.109375,1154.905423,184.717849,24.28569,20.476503,18.770963,22.182044,79.968215,0.96898,1577169.382
cpt1m012-fa06-20201024-0123-e91.fits,0,59147.37982,2459147.38,2459147.384896,1.646193,28.320727,24,42,63,0.244579,0.038445,0.015656,0.067145,0.011005,0.85379,0.30734,0.437499,0.000235,0.000122,0.000106,0.00014,0.000103,0.000712,0.000309,0.000398,1039.885013,315.434422,147.65777,478.262788,106.922848,1199.654884,995.379782,1099.463089,6850736.761,2855.324326,2040.488861,2043.642645,2040.988861,2052.857355,4.279348,-12.085202,1675547.398,1809.557368,1452.078222,1153.8961,3994.666504,925.943232,183.585971,5833,25.000791,20.725464,19.72618,21.724748,87.014036,0.990643,960274.5947,2278.450949,2195.242869,2278.950949,1901.257131,4.281092,-12.068517,263375.641,827.714274,318.196326,802.72998,145.546997,178.904695,24.604473,20.530221,19.417799,21.642643,272.300321,0.988249,24734.67737,2012.163788,1779.273754,2012.663788,2317.226246,4.27916,-12.113851,107256.1301,725.006361,147.938192,442.47226,59.272025,177.452352,25.442818,20.989068,19.98212,21.996017,82.744575,0.990222,3986.154942,1718.842071,2493.202875,1719.342071,1603.297125,4.27694,-12.036904,459993.7007,942.499046,488.057471,1232.210938,254.202331,180.464429,24.997684,20.791958,20.16786,21.416056,279.997596,0.995926,72262.22334,2441.889654,2073.519784,2442.389654,2022.980216,4.282308,-12.081504,75389.52269,704.382881,107.029181,388.191223,41.661858,178.291873,23.815369,20.580875,20.069192,21.092559,292.377329,0.995103,2430.909732,1293.610759,1467.430843,1294.110759,2629.069157,4.27388,-12.148419,3155206.795,1895.954397,1664.178633,6842.978516,1743.634576,186.214168,25.84715,21.212708,20.718005,21.707412,62.873608,0.993633,3138752.814,2760.759288,1711.549052,2761.259288,2384.950948,4.28469,-12.120313,1610525.704,1428.486358,1127.435131,3870.50415,890.010857,181.803309,24.35797,20.476385,18.888281,22.064489,86.802293,0.975927,933655.5231,2856.329273,1178.228179,2856.829273,2918.271821,4.285439,-12.17793,2085004.261,1586.713793,1314.039287,5057.633789,1152.217828,182.400165,23.984034,20.491677,18.781419,22.201935,80.778144,0.969465,1569078.264
cpt1m012-fa06-20201024-0124-e91.fits,0,59147.38047,2459147.38,2459147.385546,1.638916,28.126806,24,42,63,0.244638,0.03836,0.015127,0.067689,0.011235,0.852268,0.308458,0.437064,0.000235,0.000122,0.000106,0.00014,0.000103,0.000711,0.00031,0.000398,1040.286705,314.367226,142.882627,482.111961,109.347285,1199.084771,996.592168,1098.844932,6847038.527,2854.855999,2041.176723,2042.798701,2041.676723,2053.701299,4.279348,-12.085195,1675046.267,1809.557368,1450.827375,1154.545534,4094.883789,925.666296,182.757081,5908,25.035945,20.36113,19.282153,21.440107,88.800936,0.988811,1023246.909,2279.029029,2194.411275,2279.529029,1902.088725,4.281091,-12.068509,262650.695,828.281878,317.103032,829.549255,145.146376,178.798911,24.475558,20.114751,18.833547,21.395954,274.013474,0.983583,26401.64434,2013.106638,1778.476083,2013.606638,2318.023917,4.279161,-12.113841,103572.9736,723.594013,143.136858,456.491547,57.236634,178.284975,24.576268,20.378608,19.222007,21.535209,84.046234,0.986629,4204.052955,1719.595036,2492.279655,1720.095036,1604.220345,4.27694,-12.036904,463470.4643,941.711011,492.157848,1305.239136,256.123665,180.038252,25.039712,20.450234,19.793751,21.106717,281.814457,0.995099,77398.25884,2442.566152,2072.641425,2443.066152,2023.858575,4.282308,-12.081501,76924.39942,702.755523,109.46111,407.643402,42.510064,176.999836,24.169119,20.550957,20.1107,20.991214,289.438752,0.996974,2510.424429,1294.355753,1466.699017,1294.855753,2629.800983,4.27388,-12.148405,3150468.24,1895.547237,1662.03626,7211.651855,1741.015949,186.983686,25.760204,20.859603,20.230243,21.488963,67.417794,0.992689,3331875.54,2761.466919,1710.689793,2761.966919,2385.810207,4.284691,-12.12031,1614133.656,1429.02494,1129.53498,3988.696777,892.004688,180.928256,23.70848,20.050382,18.35115,21.749614,88.113329,0.971556,1006853.036,2857.055915,1177.338493,2857.555915,2919.161507,4.285439,-12.177934,2082436.631,1585.872369,1313.117419,5240.219238,1150.798901,182.907229,23.928434,20.079248,18.20031,21.958186,81.976701,0.962732,1677381.819
cpt1m012-fa06-20201024-0125-e91.fits,0,59147.38112,2459147.381,2459147.386196,1.631771,28.28517,24,42,63,0.244146,0.03823,0.015118,0.066986,0.011124,0.853422,0.306982,0.438154,0.000235,0.000122,0.000106,0.00014,0.000103,0.000712,0.000309,0.000399,1037.817008,313.134081,142.546587,476.837764,107.86676,1198.151265,993.500751,1098.68457,6842881.863,2855.590694,2040.927781,2043.019049,2041.427781,2053.480951,4.279348,-12.085193,1670659.498,1809.557368,1450.978768,1151.401754,3916.804443,923.242074,184.262408,5911,25.141953,20.848509,19.923566,21.773453,270.695708,0.992153,939764.5801,2278.868991,2194.892783,2279.368991,1901.607217,4.281092,-12.068476,261602.7833,828.270309,315.842281,801.284729,144.567278,180.01998,24.773054,20.703328,19.642576,21.76408,274.972405,0.989233,23925.73515,2012.756993,1778.760751,2013.256993,2317.739249,4.279161,-12.113836,103448.835,724.43434,142.799463,464.382629,57.168033,178.716124,24.66624,20.848338,20.10522,21.591456,274.903856,0.994779,3858.849604,1719.408078,2492.511853,1719.908078,1603.988147,4.27694,-12.036895,458375.4273,942.057881,486.568221,1231.866699,253.308038,181.06032,25.34248,20.85205,20.249198,21.454901,284.610421,0.995618,70156.45868,2442.168418,2073.126722,2442.668418,2023.373278,4.282307,-12.081469,76118.23127,704.953737,107.976208,393.241028,42.064558,178.684031,23.99729,21.080977,20.719415,21.442539,286.008663,0.998364,2353.713396,1294.146313,1466.922652,1294.646313,2629.577348,4.273879,-12.148412,3150855.646,1895.971252,1661.868894,6984.66748,1741.230039,187.197804,25.972229,21.279125,20.85166,21.706589,63.970782,0.995734,3093051.085,2761.200288,1711.079503,2761.700288,2385.420497,4.284691,-12.120293,1607244.688,1428.647684,1125.01123,3976.146973,888.197698,181.865134,24.01947,20.389005,18.882684,21.895325,86.389127,0.978057,944599.8951,2856.771082,1177.627796,2857.271082,2918.872204,4.28544,-12.177935,2084781.528,1587.027731,1313.639004,5108.473633,1152.094741,183.487899,24.241836,20.476811,18.746784,22.206837,80.812443,0.968745,1574499.409
cpt1m012-fa06-20201024-0126-e91.fits,0,59147.38177,2459147.382,2459147.386841,1.624708,28.052691,24,42,63,0.244074,0.038554,0.015293,0.067207,0.010921,0.852407,0.308192,0.437302,0.000235,0.000122,0.000106,0.00014,0.000103,0.00071,0.000309,0.000397,1040.393601,316.294641,144.674644,480.388049,106.482501,1200.555209,997.358423,1100.503154,6861752.693,2857.479498,2041.013592,2043.392341,2041.513592,2053.107659,4.279348,-12.085195,1674778.191,1809.557368,1450.823926,1154.363504,4072.180908,925.518152,182.699146,5925,24.842621,20.117473,19.069783,21.165163,271.467164,0.989182,1075190.241,2278.876906,2195.181273,2279.376906,1901.318727,4.281091,-12.06849,264549.4613,829.114768,319.074598,859.855896,146.195675,179.076672,24.371075,19.902157,18.607818,21.196496,274.855377,0.982733,28165.04433,2012.803464,1778.918651,2013.303464,2317.581349,4.27916,-12.113859,104938.0673,724.020742,144.93793,460.015717,57.991014,177.933253,24.727141,19.882676,18.460822,21.30453,85.273184,0.97919,4537.262974,1719.492595,2492.891977,1719.992595,1603.608023,4.27694,-12.036899,461160.4529,940.569483,490.299187,1301.156982,254.847103,179.769277,24.899361,20.243829,19.571621,20.916038,283.1198,0.99453,80737.8916,2442.46351,2073.146707,2442.96351,2023.353293,4.282308,-12.081511,74937.18525,703.058939,106.587344,394.857758,41.411887,177.337154,23.778172,20.093284,19.612106,20.574462,294.730199,0.994576,2653.751593,1294.270517,1467.213245,1294.770517,2629.286755,4.27388,-12.148413,3157516.45,1897.454828,1664.079905,7130.652832,1744.91094,186.829921,25.597002,20.623542,20.05342,21.193664,69.187295,0.994538,3510078.542,2761.196701,1711.268587,2761.696701,2385.231413,4.28469,-12.120315,1616534.607,1430.318873,1130.191762,4253.599609,893.331505,180.945603,23.944574,19.693121,18.013581,21.37266,87.837034,0.97116,1081426.975,2856.802556,1177.947593,2857.302556,2918.552407,4.285438,-12.177937,2087701.636,1587.149074,1315.378417,5334.702148,1153.708455,182.516498,23.976414,19.740837,17.867795,21.613879,82.032717,0.961746,1805249.758
