Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,Variance_C5,RA_T1,DEC_T1
cpt1m012-fa06-20200223-0057-e91.fits,0,58903.26502,2458903.265023,2458903.268481,1.609198,26.309648,23,43,63,0.086498,1.427886,0.169051,0.130622,0.17889,0.00009,0.000794,0.000134,0.000116,0.000138,960.543575,1797.68591,1263.214886,1128.459885,1293.317589,15189802.15,4110.736818,1890.312731,1867.500727,1890.812731,1818.999273,1313893.796,1661.902514,1320.841646,994.739831,3113.108154,790.59619,192.807284,5625,26.644357,22.235625,20.968698,23.502553,68.452158,0.975804,278.740405,2531.346731,2070.221027,2531.846731,1616.278973,8933412.522,3064.810307,2914.833751,20705.13672,5375.413087,209.812408,25.92797,21.179145,19.012953,23.345338,271.952213,0.958827,270.340763,3144.986131,2201.715127,3145.486131,1484.784873,2196525.973,1617.213933,1358.216083,5552.247559,1321.693634,194.414085,25.438049,20.028355,18.209071,21.84764,283.41792,0.959224,253.131583,953.417031,1637.386027,953.917031,2049.113973,1754898.147,1472.098743,1192.106274,3971.042725,1055.957334,191.867432,26.917176,24.925974,23.414355,26.437594,57.95225,0.923486,286.051197,1052.037631,1051.141027,1052.537631,2635.358973,2304965.511,1650.042229,1396.913043,5045.731445,1386.943874,193.920756,26.620689,24.783742,23.073675,26.493808,58.598873,0.909703,298.030458,10.447386,-52.489665
cpt1m012-fa06-20200223-0058-e91.fits,0,58903.26552,2458903.265519,2458903.268977,1.605398,31.174927,23,43,63,0.086669,1.423207,0.168377,0.131962,0.179226,0.000089,0.000787,0.000133,0.000116,0.000138,971.106254,1807.65631,1269.638456,1142.264855,1302.46692,15173979.83,4089.513828,1890.312731,1867.500727,1890.812731,1818.999273,1315112.84,1661.902514,1307.037849,1006.178085,3176.806152,791.329714,174.819984,5793,25.732245,22.013275,20.433133,23.593417,74.44211,0.972168,264.748496,2531.346731,2070.221027,2531.846731,1616.278973,8912037.445,3054.573487,2917.60453,21529.0918,5362.551275,191.465491,25.537279,21.164119,18.878867,23.449372,274.743051,0.95316,248.844395,3144.986131,2201.715127,3145.486131,1484.784873,2186746.223,1601.570257,1365.376394,5408.755371,1315.808963,175.286297,25.541243,20.062536,18.153018,21.972053,281.390139,0.958136,259.291044,953.417031,1637.386027,953.917031,2049.113973,1768956.734,1464.374661,1207.994635,3886.034912,1064.416667,174.160198,26.675614,24.651389,23.172957,26.129821,59.276628,0.937475,297.743651,1052.037631,1051.141027,1052.537631,2635.358973,2306239.431,1638.378382,1407.635413,5067.291016,1387.710417,176.682466,26.078608,24.590515,22.549153,26.631877,61.85486,0.911725,290.343384,10.447436,-52.489788
cpt1m012-fa06-20200223-0059-e91.fits,0,58903.26601,2458903.266013,2458903.269471,1.601628,32.380867,23,43,63,0.086736,1.433418,0.169056,0.129788,0.178492,0.000088,0.000789,0.000132,0.000113,0.000136,983.061458,1816.423881,1280.752341,1144.011447,1308.542544,15188879.54,4073.987071,1890.312731,1867.500727,1890.812731,1818.999273,1317416.276,1661.902514,1292.690047,1019.127732,2960.363281,792.715737,158.514628,5596,26.56913,22.279096,21.144344,23.413848,67.825763,0.979813,296.875192,2531.346731,2070.221027,2531.846731,1616.278973,8947092.577,3054.508414,2929.143209,19793.75781,5383.64465,175.384304,25.974702,21.32738,19.196048,23.458713,274.445086,0.959881,286.688146,3144.986131,2201.715127,3145.486131,1484.784873,2196443.386,1593.525525,1378.354693,5271.684082,1321.64394,159.791897,25.668202,20.325269,18.571366,22.079172,285.252632,0.960467,267.788837,953.417031,1637.386027,953.917031,2049.113973,1744868.662,1442.838002,1209.330957,3703.273193,1049.922392,156.82329,26.527858,24.659193,23.528541,25.789845,56.256435,0.94288,310.342215,1052.037631,1051.141027,1052.537631,2635.358973,2300474.918,1626.727974,1414.173085,4685.337891,1384.241795,160.332251,25.989516,24.810406,23.117501,26.503312,58.767251,0.913661,329.811886,10.447386,-52.4901
cpt1m012-fa06-20200223-0060-e91.fits,0,58903.26651,2458903.266513,2458903.269971,1.597823,33.039195,23,43,63,0.08658,1.414829,0.169903,0.131312,0.180372,0.000088,0.000777,0.000132,0.000114,0.000137,986.942089,1821.073717,1285.753488,1153.107041,1316.554124,15104267.95,4050.056464,1890.312731,1867.500727,1890.812731,1818.999273,1307727.172,1661.902514,1277.78892,1023.429732,2928.310059,786.885609,145.513258,5658,26.851242,22.671946,21.792349,23.551543,63.429473,0.983317,288.962811,2531.346731,2070.221027,2531.846731,1616.278973,8849468.985,3033.794499,2916.963884,19838.66992,5324.902581,162.102669,25.967237,21.445228,19.654132,23.236324,271.882764,0.972364,272.984773,3144.986131,2201.715127,3145.486131,1484.784873,2193569.63,1584.162513,1384.687247,5050.58252,1319.914743,146.244121,25.819319,20.856172,19.303909,22.408434,285.898043,0.969664,279.476265,953.417031,1637.386027,953.917031,2049.113973,1753157.744,1436.770315,1220.207381,3626.113037,1054.910098,144.530034,27.572936,24.782729,24.01646,25.548998,53.070214,0.950611,319.995824,1052.037631,1051.141027,1052.537631,2635.358973,2308071.588,1620.237172,1424.526994,4771.040527,1388.812863,147.400206,26.604371,24.929908,23.790099,26.069717,54.476488,0.921067,317.30273,10.447394,-52.489648
cpt1m012-fa06-20200223-0061-e91.fits,0,58903.26701,2458903.267009,2458903.270467,1.594073,32.369269,23,43,63,0.085475,1.441429,0.165838,0.130469,0.179158,0.000086,0.000785,0.000129,0.000112,0.000135,994.764367,1837.140137,1289.007292,1164.88654,1328.34743,15318894.63,4065.508622,1890.312731,1867.500727,1890.812731,1818.999273,1309387.742,1661.902514,1269.580413,1031.354712,2990.5896,787.884807,134.431571,5467,26.024553,22.589832,20.835232,24.344433,71.897337,0.96338,283.081813,2531.346731,2070.221027,2531.846731,1616.278973,9044334.21,3062.049474,2953.686505,20449.66211,5442.156886,151.261311,25.728551,21.31386,19.035046,23.592674,276.347415,0.953035,278.388056,3144.986131,2201.715127,3145.486131,1484.784873,2179078.533,1572.011086,1386.172497,5222.905273,1311.19516,135.977267,25.792945,20.199947,18.286731,22.113163,280.901961,0.959111,268.080836,953.417031,1637.386027,953.917031,2049.113973,1767973.522,1434.276181,1232.659055,3901.150635,1063.825048,134.526402,25.720319,24.948566,23.019167,26.877964,62.37825,0.927264,289.25479,1052.037631,1051.141027,1052.537631,2635.358973,2327508.368,1619.829112,1436.885132,4854.584473,1400.508362,136.660447,25.540785,24.742903,22.651276,26.834531,61.780827,0.907795,319.55701,10.447432,-52.489314
cpt1m012-fa06-20200223-0062-e91.fits,0,58903.2675,2458903.267503,2458903.270961,1.590399,32.872736,23,43,63,0.086774,1.425006,0.168786,0.130959,0.179474,0.000086,0.000775,0.00013,0.000112,0.000135,1005.002142,1837.67539,1297.931235,1167.049437,1328.62245,15195777.67,4039.243554,1890.312731,1867.500727,1890.812731,1818.999273,1318599.887,1661.902514,1264.353335,1042.904583,3067.57666,793.427939,124.92796,5555,26.54934,22.569424,21.612959,23.525888,61.733195,0.976461,275.168261,2531.346731,2070.221027,2531.846731,1616.278973,8929492.833,3039.209372,2938.097295,20863.24609,5373.054532,141.205202,26.008173,21.428627,19.239921,23.617333,89.945458,0.959127,260.707293,3144.986131,2201.715127,3145.486131,1484.784873,2194439.615,1569.689736,1398.008514,5333.990234,1320.438231,125.718074,25.750174,20.250486,18.5253,21.975672,283.301275,0.964209,260.611318,953.417031,1637.386027,953.917031,2049.113973,1759590.682,1424.151167,1235.536453,3859.414307,1058.780926,124.796147,26.789745,25.094022,23.765135,26.42291,56.336747,0.924931,296.097651,1052.037631,1051.141027,1052.537631,2635.358973,2312254.541,1608.27935,1437.719474,5068.816406,1391.32983,126.963953,26.896977,24.900861,23.371447,26.430274,57.008083,0.909586,289.090264,10.44744,-52.489545
cpt1m012-fa06-20200223-0063-e91.fits,0,58903.26798,2458903.267983,2458903.271441,1.586773,33.122251,23,43,63,0.086838,1.42028,0.168009,0.130885,0.18147,0.000086,0.000769,0.000129,0.000111,0.000135,1013.542385,1847.224014,1302.677629,1174.470291,1341.779301,15247492.57,4035.938045,1890.312731,1867.500727,1890.812731,1818.999273,1324068.398,1661.902514,1258.486511,1052.111713,3148.391602,796.718452,115.651298,5633,26.927205,22.620911,21.464711,23.777111,63.639344,0.971664,260.688431,2531.346731,2070.221027,2531.846731,1616.278973,8947604.049,3039.136419,2944.127152,21888.26367,5383.952413,131.648547,26.128478,21.310571,19.169504,23.451639,272.10424,0.960212,238.494372,3144.986131,2201.715127,3145.486131,1484.784873,2193227.966,1563.269505,1402.974957,5311.607422,1319.709157,116.17677,25.767343,20.319089,18.458163,22.180015,284.54518,0.956791,262.042044,953.417031,1637.386027,953.917031,2049.113973,1764698.688,1418.83616,1243.764952,3785.112305,1061.854515,115.363972,27.6528,24.564575,23.401775,25.727375,56.891942,0.945137,301.154011,1052.037631,1051.141027,1052.537631,2635.358973,2341961.865,1611.06739,1453.670951,5047.810547,1409.205321,117.737647,26.262695,24.314664,22.823086,25.806241,58.147183,0.923866,296.75785,10.44745,-52.490337
cpt1m012-fa06-20200223-0064-e91.fits,0,58903.26848,2458903.268480,2458903.271938,1.583088,32.866661,23,43,63,0.086124,1.41794,0.169261,0.130976,0.180649,0.000085,0.000766,0.000129,0.000111,0.000135,1013.470351,1850.252703,1309.10418,1178.36445,1341.960085,15218291.3,4024.115168,1890.312731,1867.500727,1890.812731,1818.999273,1310662.528,1661.902514,1245.938171,1051.94829,3121.676758,788.651872,108.132406,5597,26.383435,22.340979,20.842923,23.839036,73.92538,0.975135,258.348801,2531.346731,2070.221027,2531.846731,1616.278973,8924384.208,3032.543559,2942.870905,21318.75391,5369.98057,124.299298,25.905947,21.294238,18.978103,23.610374,274.895523,0.952402,253.32712,3144.986131,2201.715127,3145.486131,1484.784873,2202989.108,1561.344295,1410.956645,5903.801758,1325.582632,108.812427,25.60698,19.977573,18.117694,21.837453,282.71549,0.95822,219.737176,953.417031,1637.386027,953.917031,2049.113973,1762398.342,1411.846995,1248.292732,3810.712891,1060.470351,107.673717,27.267944,24.712266,22.899112,26.525421,62.915851,0.937838,298.734863,1052.037631,1051.141027,1052.537631,2635.358973,2328519.641,1601.897158,1453.601206,5267.48291,1401.116866,110.131992,26.04675,24.806043,22.503759,27.108327,63.718952,0.908347,270.277486,10.447434,-52.489352
cpt1m012-fa06-20200223-0065-e91.fits,0,58903.26898,2458903.268976,2458903.272434,1.57942,33.150058,23,43,63,0.086453,1.427535,0.166481,0.131197,0.18097,0.000085,0.000769,0.000127,0.000111,0.000134,1022.719434,1857.385721,1307.351066,1186.110949,1349.512161,15297106.26,4027.926131,1890.312731,1867.500727,1890.812731,1818.999273,1322477.781,1661.902514,1245.329184,1061.950364,3328.447266,795.761346,101.768825,5466,26.77572,22.51692,21.52308,23.510759,61.96183,0.975078,236.721006,2531.346731,2070.221027,2531.846731,1616.278973,8995608.834,3042.368893,2956.77781,22760.33594,5412.837853,118.082945,26.310732,21.176605,19.151241,23.201968,272.284747,0.963842,228.425543,3144.986131,2201.715127,3145.486131,1484.784873,2183219.385,1551.051883,1407.573408,5694.666992,1313.686794,103.314024,26.114395,20.301939,18.763696,21.840182,284.542102,0.970274,231.613379,953.417031,1637.386027,953.917031,2049.113973,1774170.934,1411.529504,1256.913815,4242.204102,1067.554155,101.411168,27.263355,24.791104,23.449925,26.132283,56.963138,0.929239,249.622284,1052.037631,1051.141027,1052.537631,2635.358973,2344107.109,1603.122873,1462.213002,5685.947266,1410.496157,104.150756,26.419428,24.778121,23.197959,26.358283,57.264621,0.906379,239.994879,10.447464,-52.489793
cpt1m012-fa06-20200223-0066-e91.fits,0,58903.26947,2458903.269471,2458903.272929,1.575799,33.295327,23,43,63,0.086773,1.419319,0.168179,0.131121,0.181267,0.000085,0.000764,0.000128,0.000111,0.000134,1026.719604,1858.675694,1313.258888,1186.537508,1351.057201,15247928.53,4015.866547,1890.312731,1867.500727,1890.812731,1818.999273,1323115.714,1661.902514,1240.673642,1066.449443,3118.803711,796.145203,96.084883,5534,27.272256,22.473826,21.596614,23.351039,61.61236,0.979763,264.825915,2531.346731,2070.221027,2531.846731,1616.278973,8945357.405,3031.838534,2950.472891,21939.16992,5382.600562,113.121784,26.216514,21.121719,19.098819,23.144619,274.057952,0.963241,240.186586,3144.986131,2201.715127,3145.486131,1484.784873,2195193.987,1551.138121,1415.215032,5781.366699,1320.892151,97.562237,25.844592,20.187905,18.313527,22.062282,283.414577,0.957434,224.656423,953.417031,1637.386027,953.917031,2049.113973,1767558.448,1405.645713,1257.470806,3929.941895,1063.57529,97.032259,26.931471,25.01113,23.980417,26.041843,54.073121,0.930203,281.772747,1052.037631,1051.141027,1052.537631,2635.358973,2339818.687,1597.895456,1464.312749,5198.07959,1407.915728,98.691457,27.061746,24.923979,23.547481,26.300478,55.725508,0.909329,279.590046,10.447436,-52.490036
