Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
elp1m008-fa05-20201224-0345-e91.fits,0,59208.84352,2459208.844,2459208.846759,1.661726,59.98,22.638533,35,62,93,0.04311,0.372797,0.023702,0.017121,0.007022,2.848509,0.089537,0.10313,0.091911,0.000205,0.000346,0.000199,0.000196,0.000194,0.004345,0.000239,0.000247,0.000242,210.221873,1076.698565,119.350275,87.361943,36.183594,655.591641,374.506385,417.394771,380.281661,8125566.017,4218.400839,2029.106233,1821.960219,2029.606233,2274.539781,11.607594,75.567354,350289.6325,3848.451001,1656.332175,211.485134,1263.982544,91.020941,479.554828,12623,31.960129,32.237038,33.93121,30.542866,343.049897,0.984052,2324.307403,2022.049737,2324.807403,2074.450263,11.599155,75.545152,3029182.636,2332.83668,1298.497517,6346.074219,787.117372,483.641901,33.674771,32.457431,33.803769,31.111093,333.687501,0.981387,2119.780282,1980.575164,2120.280282,2115.924836,11.605046,75.550027,192594.5157,1610.590845,119.580039,856.898621,50.044684,479.702463,15.214323,43.072964,41.803244,44.342684,49.172116,0.835238,2288.255769,2144.64956,2288.755769,1951.85044,11.600261,75.531955,139116.2943,1590.774369,87.451933,864.660156,36.148646,479.078903,1.58846,33.039813,33.409663,32.669963,323.667607,0.994356,2115.220807,1883.481366,2115.720807,2213.018634,11.605131,75.560543,57058.4183,1576.635803,36.18998,683.233093,14.826334,480.28091,29.627018,27.530037,31.547454,23.51262,344.337122,0.888084,2807.194164,1158.487156,2807.694164,2938.012844,11.584652,75.637549,6014211.457,2909.728154,2066.932421,16502.97656,1562.761604,488.721878,30.296135,32.22688,33.14012,31.31364,331.398474,0.98907,2611.622272,2512.939607,2612.122272,1583.560393,11.591139,75.491432,667748.7281,1749.573215,381.663781,2249.512207,173.511038,479.068222,29.334642,31.891776,33.4832,30.300352,339.912611,0.983024,2138.48567,2828.440842,2138.98567,1268.059158,11.604917,75.458239,759644.244,1776.678637,427.564236,2501.44873,197.38961,480.027293,29.604691,31.818141,33.594417,30.041864,344.414952,0.983078,1283.827177,2347.653201,1284.327177,1748.846799,11.62933,75.511538,683961.5881,1763.744396,387.789517,2221.537842,177.723866,483.180654,2.446628,32.199663,33.785476,30.613851,349.732312,0.98899
elp1m008-fa05-20201224-0346-e91.fits,0,59208.84453,2459208.845,2459208.847763,1.658464,59.987,24.018407,35,62,93,0.043545,0.373625,0.024172,0.017114,0.007032,2.857933,0.089348,0.102446,0.092013,0.000207,0.000348,0.0002,0.000198,0.000196,0.004395,0.000241,0.000248,0.000243,210.644016,1072.857001,120.905449,86.529626,35.946275,650.243897,371.028825,412.542498,378.437469,8115890.63,4231.896936,2029.331131,1821.636249,2029.831131,2274.863751,11.607006,75.568168,353409.1246,3848.451001,1667.60431,211.926248,1243.52002,91.831525,486.198575,12758,31.147803,32.425785,33.645943,31.205627,331.846784,0.981648,2324.746167,2021.683781,2325.246167,2074.816219,11.598559,75.545956,3032303.254,2342.736696,1294.342321,6615.095703,787.928248,490.738104,32.84484,32.632843,33.632142,31.633544,326.753475,0.976467,2122.667207,1983.885105,2123.167207,2112.614895,11.604383,75.550436,196175.6853,1619.326852,121.146441,889.64386,50.975233,486.830212,34.060726,44.84773,42.743821,46.951638,50.857274,0.787393,2288.324092,2144.097966,2288.824092,1952.402034,11.599676,75.532777,138898.7595,1603.581476,86.617837,855.468567,36.092121,485.955629,29.151878,33.377948,33.160857,33.595039,312.274938,0.981244,2115.990877,1883.86102,2116.490877,2212.63898,11.604527,75.561276,57068.21239,1587.318477,35.952591,696.299622,14.828879,487.210192,2.293041,28.753547,33.508932,23.998162,347.509706,0.87384,2807.670397,1158.107753,2808.170397,2938.392247,11.584044,75.638375,6012202.047,2912.134669,2064.534347,15093.03125,1562.239469,493.675053,28.781037,32.504522,33.014325,31.994719,322.011714,0.983251,2612.06282,2512.624324,2612.56282,1583.875676,11.590543,75.492206,665665.7282,1760.853746,378.035785,2132.083496,172.969781,486.023358,1.815843,32.24806,33.532824,30.963297,331.1321,0.977791,2138.984435,2828.105758,2139.484435,1268.394242,11.604326,75.459015,754177.8043,1785.363879,422.422461,2442.363525,195.969185,487.24994,28.717771,32.018223,33.369271,30.667176,334.738529,0.982442,1284.220308,2347.26356,1284.720308,1749.23644,11.628749,75.512357,683845.0506,1772.087257,385.898069,2207.635498,177.693584,490.290459,4.714192,32.326786,33.622355,31.031217,337.737991,0.987401
elp1m008-fa05-20201224-0347-e91.fits,0,59208.84553,2459208.846,2459208.848764,1.655237,59.996,35.454175,35,62,93,0.043199,0.372803,0.024205,0.017043,0.006916,2.857156,0.089824,0.102058,0.091979,0.000207,0.000348,0.0002,0.000198,0.000196,0.004395,0.000241,0.000248,0.000243,208.830607,1072.415153,120.893621,86.115099,35.326979,650.16248,372.484181,410.993593,378.470148,8120008.104,4235.734424,2029.243772,1821.153235,2029.743772,2275.346765,11.607648,75.568545,350775.7413,3848.451001,1669.718081,210.080819,1241.889526,91.147254,487.819056,12976,30.032862,32.466074,33.405672,31.526477,329.451688,0.985683,2324.82323,2021.508605,2325.32323,2074.991395,11.599199,75.546307,3027161.102,2339.741086,1293.801746,5580.231934,786.592086,491.013284,32.221976,32.858675,33.683545,32.033805,325.276211,0.979573,2124.462557,1986.742523,2124.962557,2109.757477,11.604973,75.550454,196544.858,1622.530964,121.134735,829.16864,51.07116,487.715933,61.852913,45.698991,42.526915,48.871067,53.033087,0.750775,2287.988992,2144.179349,2288.488992,1952.320651,11.600328,75.533106,138392.3736,1605.440531,86.202118,830.877808,35.960539,486.8609,29.342583,32.782846,32.51235,33.053343,309.448667,0.992657,2117.248366,1883.867316,2117.748366,2212.632684,11.605131,75.5616,56157.81077,1589.38794,35.332979,697.845642,14.592315,488.719699,26.968358,28.287014,32.980234,23.593794,339.646112,0.818511,2807.669102,1157.780368,2808.169102,2938.719632,11.584691,75.638707,6014828.189,2915.18324,2063.276197,13959.03516,1562.921858,495.935504,28.822127,32.853335,33.209946,32.496724,319.971005,0.984193,2611.898592,2512.393008,2612.398592,1584.106992,11.591193,75.492583,669257.9711,1763.123534,379.586545,2117.221924,173.903207,487.044391,28.035735,32.431211,33.476162,31.386259,330.060326,0.983544,2138.744064,2827.845095,2139.244064,1268.654905,11.604974,75.459409,751964.8949,1787.156316,420.760561,2297.939453,195.394172,488.462477,28.619979,32.200392,33.500064,30.900719,334.65547,0.983817,1284.093466,2347.061408,1284.593466,1749.438592,11.629385,75.512727,683957.0497,1772.179588,385.941162,2104.484619,177.722686,492.250262,29.172631,32.542113,33.700251,31.383975,337.484256,0.989882
elp1m008-fa05-20201224-0348-e91.fits,0,59208.84653,2459208.847,2459208.849769,1.652013,60.067,21.609095,35,62,93,0.043401,0.371611,0.02348,0.01696,0.006727,2.855564,0.089281,0.102536,0.092183,0.000207,0.000347,0.000201,0.000198,0.000196,0.004396,0.000241,0.000249,0.000243,209.472618,1069.781034,117.092917,85.855885,34.323673,649.579598,370.383829,411.543449,378.766915,8143769.218,4250.333356,2028.881912,1821.807427,2029.381912,2274.692573,11.607629,75.568475,353451.5532,3848.451001,1677.22606,210.735787,1151.186035,91.84255,491.725157,12899,33.574602,32.696269,34.348003,31.044535,341.032467,0.983673,2324.30684,2021.893241,2324.80684,2074.606759,11.599173,75.546275,3026313.827,2346.913431,1289.486773,4966.56543,786.371926,496.0189,35.694815,32.829179,34.251762,31.406596,333.805605,0.97991,2121.120835,1982.41815,2121.620835,2114.08185,11.605032,75.550922,191219.3191,1630.003895,117.312185,764.497559,49.687347,492.599529,13.711602,44.253765,42.59928,45.90825,49.828931,0.801905,2288.033373,2144.692276,2288.533373,1951.807724,11.600284,75.533045,138118.6332,1607.110577,85.942209,802.778748,35.889409,491.193252,3.813318,33.366957,33.484403,33.24951,317.252003,0.991964,2116.392767,1884.063108,2116.892767,2212.436892,11.605123,75.561583,54783.77714,1595.836964,34.329182,660.554626,14.23528,493.257283,4.436676,28.463325,34.510077,22.416573,352.260825,0.822057,2807.261517,1158.267826,2807.761517,2938.232174,11.58467,75.63878,6031556.788,2922.199917,2064.046595,12192.58008,1567.268698,499.477029,31.979981,32.593411,33.493884,31.692939,329.767996,0.987456,2611.658824,2512.842095,2612.158824,1583.657905,11.591141,75.492525,667490.3851,1768.817102,377.365407,1838.20813,173.443909,492.280644,31.437838,32.369956,33.953127,30.786786,338.74568,0.982477,2138.493306,2828.324117,2138.993306,1268.175883,11.604926,75.45928,757368.7016,1797.43924,421.359835,2047.498291,196.798323,493.606531,1.057228,32.229192,34.03749,30.420893,344.483492,0.982957,1283.75977,2347.576413,1284.25977,1748.923587,11.62937,75.512562,687353.3424,1779.488556,386.264548,1843.904785,178.605195,496.094491,3.321621,32.547003,34.137581,30.956426,346.642139,0.988084
elp1m008-fa05-20201224-0349-e91.fits,0,59208.84754,2459208.848,2459208.850773,1.648837,59.98,26.298605,35,62,93,0.043318,0.37271,0.023685,0.0165,0.006659,2.855538,0.089395,0.102595,0.092013,0.000205,0.000346,0.000199,0.000196,0.000194,0.004364,0.000239,0.000247,0.000241,210.822309,1076.496214,118.915639,84.063897,34.245385,654.398733,373.315658,415.106656,381.432547,8126419.273,4219.643289,2028.659766,1821.782087,2029.159766,2274.717913,11.607452,75.568817,352019.0731,3848.451001,1659.708098,212.096979,1106.328491,91.470327,481.077601,13020,33.479231,32.74017,34.322292,31.158048,345.535784,0.987863,2324.502374,2021.955879,2325.002374,2074.544121,11.59899,75.54656,3028799.458,2332.978416,1298.254385,4965.17334,787.017805,484.148521,35.227807,33.175692,34.89631,31.455073,339.882483,0.981637,2120.639539,1982.459173,2121.139539,2114.040827,11.604868,75.551241,192475.7936,1615.502555,119.142983,781.636169,50.013835,481.082697,13.815867,44.213978,42.456671,45.971286,50.322657,0.815415,2288.519253,2144.839395,2289.019253,1951.660605,11.600097,75.533322,134087.0427,1593.5407,84.144097,749.709778,34.841821,480.598308,31.413743,33.597485,34.400761,32.79421,338.208176,0.995647,2114.496631,1883.53883,2114.996631,2212.96117,11.604996,75.561968,54115.22575,1579.969645,34.250801,692.188538,14.06156,482.045578,3.669067,27.459069,32.083231,22.834906,342.306507,0.838611,2807.276356,1158.272014,2807.776356,2938.227986,11.584457,75.639026,6018692.91,2910.364671,2068.020194,11894.65039,1563.926086,489.005707,31.314829,32.849653,34.037737,31.661568,335.191115,0.987567,2611.567257,2512.846688,2612.067257,1583.653312,11.590982,75.492765,666845.0312,1753.012396,380.399496,1840.682495,173.276217,480.756673,30.702022,32.604608,34.481164,30.728052,344.445098,0.982043,2138.472985,2828.285212,2138.972985,1268.214788,11.60478,75.459582,756151.1498,1778.778725,425.095679,1962.182739,196.481948,482.025948,31.326231,32.394879,34.703693,30.086066,348.702319,0.976403,1283.8119,2347.394262,1284.3119,1749.105738,11.62921,75.513009,684730.1816,1760.130893,389.022308,1815.558716,177.923581,483.940187,4.129551,32.803308,34.648581,30.958035,349.931113,0.985731
elp1m008-fa05-20201224-0350-e91.fits,0,59208.84855,2459208.849,2459208.851786,1.645637,59.98,26.731585,35,62,93,0.043089,0.372351,0.024647,0.017285,0.006729,2.843191,0.089666,0.10274,0.092592,0.000207,0.000347,0.000201,0.000198,0.000196,0.004357,0.000241,0.000249,0.000243,208.306767,1071.826359,122.808496,87.448337,34.355303,652.517174,372.740348,413.39418,380.299029,8130411.549,4238.138683,2029.28075,1821.894269,2029.78075,2274.605731,11.607446,75.568795,350327.844,3848.451001,1671.844157,209.545754,1155.678955,91.03087,488.385301,12746,33.120789,31.734412,33.310766,30.158058,344.803065,0.9868,2324.734409,2021.871858,2325.234409,2074.628142,11.598994,75.546561,3027365.988,2342.52867,1292.349599,4973.505859,786.645325,492.428062,34.552836,32.565447,33.992184,31.138711,336.286418,0.983289,2121.538091,1982.732795,2122.038091,2113.767205,11.604854,75.551201,200388.933,1628.371903,123.060913,1165.930664,52.070023,488.430692,14.81305,44.514964,43.005126,46.024803,49.599586,0.820364,2288.397408,2144.966181,2288.897408,1951.533819,11.600112,75.533301,140537.6505,1605.422891,87.539334,764.46991,36.517978,487.351454,31.660892,33.196614,33.723255,32.669973,331.565217,0.996632,2115.912224,1883.652096,2116.412224,2212.847904,11.604967,75.561945,54706.10623,1592.10742,34.360814,682.082275,14.215098,489.045069,4.150715,27.210699,30.860158,23.561241,352.108579,0.925022,2807.618931,1158.305629,2808.118931,2938.194371,11.584459,75.639018,6014874.94,2915.866358,2062.808854,12818.27148,1562.934006,496.990939,31.264233,32.230468,33.160568,31.300367,332.501112,0.989893,2611.866113,2512.722051,2612.366113,1583.777949,11.590984,75.492771,669028.9314,1761.297697,379.850001,1959.836182,173.843692,487.407065,31.101651,32.002856,33.775176,30.230535,344.138617,0.983148,2138.821342,2828.275538,2139.321342,1268.224462,11.60478,75.459572,757491.9076,1789.35412,423.332586,2166.508545,196.830337,489.14738,2.432838,31.699754,33.551879,29.84763,345.84444,0.982502,1284.143977,2347.489289,1284.643977,1749.010711,11.629212,75.512986,689015.7699,1776.396672,387.872698,1920.839355,179.037168,492.203512,31.188655,32.161144,33.964155,30.358133,351.158612,0.986237
elp1m008-fa05-20201224-0351-e91.fits,0,59208.84955,2459208.85,2459208.852788,1.642509,60.019,31.487777,35,62,93,0.042504,0.37247,0.024915,0.017175,0.006633,2.861288,0.089347,0.102616,0.09158,0.000206,0.000348,0.0002,0.000198,0.000195,0.004403,0.000241,0.000249,0.000243,205.928532,1071.795574,124.276098,86.906032,33.975956,649.840311,371.342183,412.345483,377.466522,8135041.609,4241.775519,2029.091258,1821.496841,2029.591258,2275.003159,11.60745,75.569067,345769.7738,3848.451001,1669.369088,207.126019,1180.640869,89.846479,489.098626,12992,33.264169,32.17587,33.848994,30.502746,340.837759,0.982521,2324.373188,2021.62031,2324.873188,2074.87969,11.599039,75.546757,3030058.707,2344.403154,1292.464866,5223.96582,787.345014,492.986944,34.162613,32.589474,33.995762,31.183187,332.999809,0.978521,2122.68863,1985.98311,2123.18863,2110.51689,11.604842,75.551078,202680.8433,1627.463886,124.537844,809.16394,52.665564,488.470742,62.19498,45.662635,42.555729,48.76954,53.066555,0.762371,2288.370231,2145.230751,2288.870231,1951.269249,11.600157,75.53348,139719.6377,1606.057839,86.995396,2648.048584,36.305422,488.799358,3.43757,33.842083,34.948133,32.736032,355.78725,0.995643,2116.148176,1883.428823,2116.648176,2213.071177,11.60497,75.562179,53959.12767,1587.90705,33.981289,686.493774,14.020999,489.770284,28.797419,28.732674,33.907956,23.557392,351.527814,0.866956,2807.338552,1158.059397,2807.838552,2938.440603,11.584449,75.638853,6028220.787,2919.370107,2064.904608,13836.93945,1566.401855,497.578666,31.082539,32.510538,33.412615,31.60846,329.630242,0.987129,2611.7673,2512.782042,2612.2673,1583.717958,11.591084,75.492939,667225.1038,1763.421988,378.369504,2006.786133,173.374977,488.83514,30.126976,32.181724,33.917208,30.446241,341.186463,0.981562,2138.529527,2828.109042,2139.029527,1268.390958,11.604888,75.46,757094.4644,1793.193653,422.204519,2307.13208,196.727063,490.894631,30.140723,31.924031,33.854294,29.993768,344.094233,0.979897,1284.150151,2347.341025,1284.650151,1749.158975,11.629218,75.513608,682501.2541,1773.340675,384.867535,2091.990479,177.344405,493.506068,3.451421,32.368165,34.187838,30.548491,349.172557,0.985457
elp1m008-fa05-20201224-0352-e91.fits,0,59208.85056,2459208.851,2459208.853795,1.639385,59.984,32.251109,35,62,93,0.043345,0.372828,0.024815,0.016925,0.005982,2.853398,0.089654,0.102607,0.091912,0.000208,0.000349,0.000202,0.000199,0.000197,0.0044,0.000242,0.00025,0.000244,208.577813,1069.232902,123.017095,85.261607,30.398107,648.530992,370.89897,411.160682,376.811551,8123928.875,4248.347475,2028.851456,1821.394383,2029.351456,2275.105617,11.607443,75.568684,352135.528,3848.451001,1678.196471,209.829739,1162.373047,91.500588,493.474374,12947,33.100773,32.202734,33.716188,30.68928,342.145707,0.986659,2324.409262,2021.475782,2324.909262,2075.024218,11.598985,75.546473,3028829.863,2348.512576,1289.68007,5005.327637,787.025705,497.869715,34.51367,32.57912,33.925067,31.233172,334.166072,0.982313,2122.60092,1985.014401,2123.10092,2111.485599,11.604806,75.5508,201599.3379,1635.396694,123.272438,811.727478,52.384541,493.776298,58.752032,45.430355,42.657577,48.203133,52.506811,0.779603,2287.982981,2144.265427,2288.482981,1952.234573,11.600102,75.533246,137496.7931,1611.042275,85.346484,788.939453,35.727827,493.287539,32.139392,32.671834,32.240754,33.102914,298.930753,0.99754,2115.333702,1883.086636,2115.833702,2213.413364,11.604967,75.561851,48596.6839,1598.472656,30.401949,655.606567,12.627596,495.270991,31.450965,21.451471,27.675562,15.227379,344.974636,0.617639,2807.379822,1158.018491,2807.879822,2938.481509,11.584474,75.638938,6015678.386,2920.297338,2059.95407,11745.87305,1563.142778,501.717159,31.609991,32.434133,33.349304,31.518963,330.936185,0.988596,2611.471349,2512.237279,2611.971349,1584.262721,11.590967,75.492735,668413.9465,1768.558711,377.942752,1782.473633,173.683892,492.943432,31.101988,32.070095,33.579977,30.560212,339.116882,0.984133,2138.278944,2827.806119,2138.778944,1268.693881,11.604756,75.459499,755999.553,1795.755292,420.992524,2096.092041,196.442556,494.241393,2.15239,31.740769,33.441468,30.04007,342.865714,0.983281,1283.817535,2347.0076,1284.317535,1749.4924,11.629187,75.512819,683836.9889,1779.826605,384.215511,1826.483276,177.691489,497.462919,3.951001,32.249708,33.837139,30.662277,348.108785,0.988482
elp1m008-fa05-20201224-0353-e91.fits,0,59208.85156,2459208.852,2459208.854799,1.636306,59.991,31.115856,35,62,93,0.043163,0.372551,0.024141,0.017098,0.006249,2.824983,0.091535,0.103071,0.09187,0.00021,0.00035,0.000203,0.000201,0.000198,0.00436,0.000244,0.000252,0.000246,205.865243,1064.290386,118.819477,85.235128,31.484652,647.985777,374.479053,409.713422,373.993158,8122715.078,4268.819064,2029.103813,1821.365033,2029.603813,2275.134967,11.607552,75.567252,350601.2741,3848.451001,1693.065318,207.080773,1130.844604,91.10192,502.770279,12994,33.904085,33.386704,34.716688,32.056719,333.151837,0.981949,2324.512831,2021.561871,2325.012831,2074.938129,11.599108,75.545034,3026127.365,2356.966895,1283.907454,4966.501953,786.323475,506.493768,35.610785,33.382598,34.499697,32.265498,328.692997,0.978877,2121.029101,1982.222235,2121.529101,2114.277765,11.60497,75.549679,196090.8035,1647.104712,119.051814,779.827759,50.953177,502.651504,16.736931,44.703578,43.051509,46.355646,50.10384,0.826525,2288.419665,2144.401054,2288.919665,1952.098946,11.600215,75.531811,138884.6339,1627.793927,85.320772,805.101929,36.088451,501.337192,32.205975,33.418731,33.601199,33.236264,318.600611,0.992412,2115.457482,1882.771195,2115.957482,2213.728805,11.605083,75.560452,50757.4965,1611.913878,31.488963,693.869019,13.189072,503.814379,30.716819,27.610676,32.119319,23.102033,338.552808,0.811464,2807.142846,1157.990781,2807.642846,2938.509219,11.58461,75.637433,5999119.979,2924.814501,2051.111268,12199.25879,1558.840161,511.179286,32.20399,33.098673,33.631233,32.566113,323.212034,0.987053,2611.691495,2513.398808,2612.191495,1583.101192,11.591097,75.491206,681163.4999,1783.98679,381.820933,2096.487793,176.996797,501.286729,32.155165,33.471541,35.416,31.527082,336.196881,0.970503,2138.715177,2828.035065,2139.215177,1268.464935,11.604872,75.458109,758986.6081,1809.10633,419.53676,1947.359985,197.218727,501.882746,31.097385,32.906826,34.397744,31.415908,336.726616,0.982712,1283.864925,2347.203862,1284.364925,1749.296138,11.62929,75.511425,683444.9914,1792.42901,381.295431,1862.329224,177.589631,506.979219,3.160458,33.137002,34.566588,31.707416,340.217726,0.987519
elp1m008-fa05-20201224-0354-e91.fits,0,59208.85255,2459208.853,2459208.855789,1.633262,59.979,34.392983,35,62,93,0.043114,0.371565,0.024249,0.016904,0.007056,2.856474,0.089143,0.102768,0.092021,0.000208,0.000349,0.000202,0.000199,0.000197,0.004421,0.000243,0.00025,0.000245,206.796598,1065.957732,119.991621,84.799951,35.757037,646.086192,367.537468,410.585551,375.991313,8132254.773,4260.582878,2029.636278,1821.826463,2030.136278,2274.673537,11.607498,75.568923,350612.8979,3848.451001,1685.467934,208.021103,1106.859253,91.10494,497.905824,12884,33.411106,33.052331,34.457674,31.646987,337.687423,0.985776,2325.036345,2021.907151,2325.536345,2074.592849,11.59906,75.546642,3021662.268,2351.45188,1285.019819,4993.882812,785.163243,501.767924,34.985182,33.23138,34.385976,32.076784,330.775426,0.982407,2123.201554,1983.490052,2123.701554,2113.009948,11.604876,75.551231,197200.2037,1640.199105,120.22943,774.307739,51.241448,497.57063,21.02426,45.085675,43.352929,46.818422,50.086591,0.81117,2288.532462,2144.683291,2289.032462,1951.816709,11.600187,75.533429,137467.0052,1619.473464,84.883765,766.271057,35.720087,496.922434,31.665243,33.241346,33.435291,33.0474,319.674466,0.99484,2116.590729,1883.618866,2117.090729,2212.881134,11.605013,75.562058,57383.17063,1604.526156,35.763313,675.450684,14.910719,498.450181,31.097078,29.866033,34.962115,24.769952,356.788574,0.888643,2807.814567,1158.383225,2808.314567,2938.116775,11.584499,75.638974,6023526.971,2923.594158,2060.315709,11691.19434,1565.182191,505.0664,31.956743,33.062572,33.750252,32.374892,326.606503,0.988871,2612.45991,2513.013027,2612.95991,1583.486973,11.591066,75.492804,665599.4031,1777.773626,374.400539,1800.256104,172.952547,497.79034,31.52077,32.857794,34.303969,31.411619,337.262631,0.984302,2139.265355,2828.304889,2139.765355,1268.195111,11.604873,75.459724,757851.0698,1802.640754,420.411592,1959.160645,196.923663,498.530127,31.110538,32.665049,34.272684,31.057413,340.782168,0.984285,1284.607376,2347.46515,1285.107376,1749.03485,11.629273,75.513253,685277.3292,1787.504099,383.371053,1791.593872,178.065754,502.097737,31.650069,33.052985,34.53353,31.57244,345.094496,0.989382
