Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
coj1m011-fa12-20190330-0080-e91.fits,0,58572.89381,2458572.893813,2458572.896951,1.382768,55,8.254452,15,30,45,0.240924,0.008127,0.025146,0.028303,0.060869,0.007399,0.273893,0.650744,0.64145,0.000349,0.000147,0.000166,0.000169,0.000202,0.000147,0.000428,0.000828,0.000818,690.639495,55.28093,151.461912,167.119755,301.507762,50.454352,639.841024,786.129402,784.359965,3023153.827,1887.237461,2065.648295,2034.916551,2066.148295,2061.583449,8.222958,12.222203,728350.7422,706.858347,951.553155,765.433585,10349.24512,1030.405519,203.361949,2905,7.418494,11.039866,10.891906,11.187825,76.57059,0.999098,2256.721212,1895.160359,2257.221212,2201.339641,8.224379,12.207312,24570.2079,444.19609,55.313877,534.909119,34.759734,197.351517,7.441549,11.303175,10.916241,11.69011,86.060501,0.995234,2332.099901,1845.161347,2332.599901,2251.338653,8.22494,12.201993,76021.52561,499.669812,152.143523,1273.166504,107.548459,198.606823,7.290895,10.902992,10.701898,11.104086,273.24754,0.998623,1895.887099,1827.410854,1896.387099,2269.089146,8.221722,12.19955,85565.59052,509.207718,168.036712,1426.847412,121.050548,198.671223,7.234168,10.891024,10.795722,10.986327,59.73448,0.998735,1872.057566,1755.906109,1872.557566,2340.593891,8.221552,12.191785,184016.5863,599.412936,306.994686,2838.15918,260.330216,199.690692,7.405561,10.912531,10.789782,11.03528,71.177622,0.999193,1960.59668,2223.922741,1961.09668,1872.577259,8.222167,12.242525,22368.55787,443.122526,50.479397,464.155457,31.645036,199.574984,7.736382,12.839503,11.500879,14.178127,77.944552,0.948928,2607.819545,2237.588981,2608.319545,1858.911019,8.226943,12.244774,649993.0544,909.298347,714.829249,9633.068359,919.552067,202.505122,7.321169,11.000233,10.882357,11.118109,78.212731,0.999453,1536.336305,2714.148329,1536.836305,1382.351671,8.218995,12.295046,1191765.366,1170.566088,1018.110278,16828.93164,1686.003102,204.306933,7.230857,11.001747,10.905897,11.097596,83.659676,0.999681,1127.711438,1893.042739,1128.211438,2203.457261,8.216048,12.205709,1181395.406,1168.168131,1011.323092,16969.93164,1671.33261,208.393974,7.367866,10.968092,10.850639,11.085544,65.169202,0.998906
coj1m011-fa12-20190330-0081-e91.fits,0,58572.89476,2458572.894762,2458572.897900,1.381917,55,8.246523,15,30,45,0.241247,0.007791,0.025294,0.028606,0.061274,0.007253,0.2732,0.653596,0.639788,0.00035,0.000147,0.000166,0.00017,0.000202,0.000146,0.000428,0.000832,0.000817,690.117328,53.13723,152.26756,168.545281,303.51577,49.658514,638.291094,785.357457,783.02334,3009188.162,1881.235103,2065.466367,2034.593927,2065.966367,2061.906073,8.222957,12.222203,725957.0147,706.858347,948.994197,764.975189,10611.19727,1027.019088,200.226522,2967,7.278154,11.037485,10.936654,11.138316,276.271585,0.99965,2256.457151,1894.775438,2256.957151,2201.724562,8.224378,12.207306,23444.08097,440.955274,53.166573,572.264465,33.16659,195.271361,7.341244,11.06176,11.323841,10.799678,329.932402,0.990955,2331.931613,1844.754557,2332.431613,2251.745443,8.224939,12.201984,76114.88837,497.605954,152.962174,1340.604614,107.68054,195.765408,7.127989,10.94987,10.50335,11.39639,273.696513,0.993259,1895.724032,1827.064955,1896.224032,2269.435045,8.221722,12.199547,86080.34577,507.882264,169.488781,1474.646729,121.778778,196.312279,7.198581,11.158068,11.022233,11.293903,278.483392,0.999352,1871.915742,1755.621972,1872.415742,2340.878028,8.221552,12.191789,184386.4243,596.465477,309.131763,2889.30249,260.85343,196.80553,7.303062,10.947584,10.869274,11.025893,293.384916,0.999564,1960.540455,2223.230644,1961.040455,1873.269356,8.222167,12.242485,21825.08495,439.291543,49.682461,442.026154,30.876179,196.719028,7.476936,13.070754,11.952217,14.189292,75.842806,0.962752,2607.619759,2237.106918,2608.119759,1859.393082,8.226942,12.244757,645704.4826,905.788208,712.864748,9242.793945,913.484979,200.483104,7.373365,11.054571,10.924498,11.184643,278.902964,0.999389,1536.161415,2713.699252,1536.661415,1382.800748,8.218994,12.295031,1189403.239,1168.262311,1018.096045,17205.31055,1682.661377,201.506578,7.29934,11.058904,10.973523,11.144286,287.8418,0.999639,1127.591606,1892.663572,1128.091606,2203.836428,8.216048,12.205702,1174080.44,1163.51038,1009.084629,16748.24805,1660.98405,205.199359,7.565587,11.006367,10.882572,11.130162,86.734854,0.999487
coj1m011-fa12-20190330-0082-e91.fits,0,58572.89571,2458572.895710,2458572.898848,1.381123,55,7.67757,15,30,45,0.240522,0.008045,0.025199,0.027794,0.060811,0.006764,0.274529,0.651111,0.640034,0.000349,0.000147,0.000166,0.000169,0.000201,0.000146,0.000429,0.000828,0.000816,690.084046,54.901812,152.077852,164.752611,301.982836,46.321834,640.426517,786.069902,784.009325,3017354.055,1883.863834,2065.653517,2034.722735,2066.153517,2061.777265,8.222957,12.222194,725738.7953,706.858347,949.049743,764.700481,11860.84082,1026.71037,201.735265,2992,7.013886,10.711452,10.618411,10.804493,277.584564,0.999676,2256.708958,1894.886521,2257.208958,2201.613479,8.224378,12.207295,24274.01206,441.875171,54.934094,605.849976,34.340702,196.023788,6.661049,11.173431,11.158996,11.187866,314.003089,0.994485,2332.073719,1844.92588,2332.573719,2251.57412,8.224938,12.20198,76034.18769,497.710064,152.768033,1482.13916,107.566372,196.568422,6.53496,10.625838,10.425336,10.826341,270.757,0.998576,1895.893013,1827.172555,1896.393013,2269.327445,8.221721,12.199538,83864.50235,506.332816,165.631181,1563.445679,118.644001,198.157442,6.900748,10.462046,10.359954,10.564139,89.029024,0.999619,1872.045069,1755.73032,1872.545069,2340.76968,8.221551,12.191781,183488.5641,596.71524,307.497701,3205.063477,259.583218,198.385858,6.919146,10.640915,10.602273,10.679556,53.06825,0.999317,1960.571983,2223.875034,1961.071983,1872.624966,8.222166,12.242529,20410.7249,440.444286,46.341218,502.454834,28.875269,199.229711,6.469039,11.816763,10.420486,13.21304,78.246413,0.935403,2607.780443,2237.377813,2608.280443,1859.122187,8.226941,12.24476,649926.5783,908.054193,715.735452,10601.15625,919.458023,200.980827,6.740026,10.727536,10.621182,10.833891,277.584524,0.999578,1536.370457,2713.921994,1536.870457,1382.578006,8.218995,12.295026,1189885.395,1168.672335,1018.151417,19211.50586,1683.343487,202.954278,6.700046,10.714293,10.637657,10.79093,277.560306,0.99978,1127.733932,1892.758542,1128.233932,2203.741458,8.216048,12.205693,1177542.082,1165.583759,1010.259514,19171.81445,1665.881272,207.094766,6.912704,10.700219,10.62325,10.777187,80.028733,0.999766
coj1m011-fa12-20190330-0083-e91.fits,0,58572.89666,2458572.896656,2458572.899794,1.380389,55,7.283089,15,30,45,0.240854,0.007661,0.025083,0.028346,0.060916,0.007299,0.272899,0.654534,0.639367,0.000348,0.000145,0.000165,0.000168,0.000201,0.000146,0.000426,0.00083,0.000813,692.499664,52.69685,152.01751,168.301305,303.218744,50.043952,640.777885,788.740095,786.304776,3035575.55,1889.760747,2065.958551,2034.894856,2066.458551,2061.605144,8.222958,12.222196,731129.6634,706.858347,952.634101,767.482145,13364.86914,1034.336889,201.889089,2991,6.606675,10.248964,10.101141,10.396787,84.251289,0.999134,2256.914914,1895.218999,2257.414914,2201.281001,8.224379,12.207313,23256.27967,441.084463,52.72523,652.924011,32.900905,196.316522,6.472732,9.754942,10.065117,9.444767,357.759169,0.995939,2332.360456,1845.101656,2332.860456,2251.398344,8.224939,12.20198,76140.80122,498.620666,152.702859,1647.155151,107.717199,197.498024,6.167426,10.075712,9.925647,10.225778,60.752059,0.996752,1896.172019,1827.449625,1896.672019,2269.050375,8.221722,12.199548,86045.51405,508.44481,169.232751,1729.476074,121.729501,197.721492,6.408353,10.264013,10.215583,10.312444,60.56737,0.999667,1872.366335,1755.91894,1872.866335,2340.58106,8.221552,12.19178,184916.0154,598.880007,308.769726,3468.896729,261.602648,198.598371,6.47289,10.109257,9.981027,10.237487,60.609736,0.997605,1960.934829,2224.013939,1961.434829,1872.486061,8.222167,12.242531,22155.94838,442.514882,50.068256,524.733765,31.344255,198.889414,6.366394,12.62887,10.896753,14.360988,74.207782,0.900103,2608.08659,2237.523668,2608.58659,1858.976332,8.226943,12.244764,650801.4351,909.490484,715.567064,12145.89844,920.695692,202.497069,6.328902,10.231973,10.075703,10.388242,79.498281,0.99893,1536.713605,2713.996623,1537.213605,1382.503377,8.218995,12.295028,1200873.783,1174.236993,1022.684339,21767.13086,1698.888876,203.460502,6.624775,10.273086,10.185556,10.360617,73.403499,0.999585,1128.040318,1892.948328,1128.540318,2203.551672,8.216048,12.205693,1183900.332,1168.413551,1013.254537,21954.23633,1674.876355,207.363571,6.422087,10.140864,10.005504,10.276225,70.18176,0.998799
coj1m011-fa12-20190330-0084-e91.fits,0,58572.89761,2458572.897606,2458572.900744,1.379711,55,7.537763,15,30,45,0.241354,0.00791,0.025175,0.028451,0.061163,0.007411,0.273011,0.649861,0.643792,0.000349,0.000146,0.000165,0.000168,0.000201,0.000145,0.000426,0.000826,0.000819,692.410516,54.360046,152.742745,168.924019,304.322745,51.015089,640.56071,786.972141,785.748631,3025009.506,1885.743101,2065.776521,2034.851775,2066.276521,2061.648225,8.222958,12.222214,730098.3045,706.858347,951.145295,767.599134,12818.33496,1032.877814,200.38877,2897,6.808241,10.416031,10.252425,10.579637,87.614299,0.999007,2256.829141,1894.942908,2257.329141,2201.557092,8.224379,12.207306,23926.74233,439.900294,54.391285,614.623474,33.849416,194.376093,6.691613,10.357939,10.359455,10.356423,315.386849,0.99953,2332.262336,1845.135937,2332.762336,2251.364063,8.22494,12.202008,76155.01508,496.318202,153.4399,1440.616943,107.737307,194.721519,6.758466,10.284272,10.168795,10.399749,71.050837,0.99919,1896.028868,1827.3723,1896.528868,2269.1277,8.221722,12.199562,86063.42655,506.647404,169.868484,1691.518066,121.754842,196.056796,6.717349,10.362571,10.304978,10.420165,56.500108,0.999191,1872.243822,1755.846549,1872.743822,2340.653451,8.221553,12.191795,185018.4406,596.927244,309.951409,3421.196777,261.74755,196.700422,6.649063,10.2331,10.084811,10.38139,74.874206,0.998875,1960.785106,2223.759897,1961.285106,1872.740103,8.222167,12.242525,22418.1692,439.219652,51.040907,521.058228,31.715222,196.02415,6.727785,12.565628,11.54509,13.586166,77.411771,0.968206,2607.949043,2237.467033,2608.449043,1859.032967,8.226943,12.24478,648746.7779,906.607051,715.576585,11031.46582,917.788947,199.279614,6.757133,10.453511,10.288987,10.618034,88.96328,0.999008,1536.547978,2713.946439,1537.047978,1382.553561,8.218995,12.295041,1191515.62,1169.840188,1018.528541,20216.22266,1685.649783,202.022455,6.640094,10.417566,10.271955,10.563176,276.539534,0.999177,1127.90197,1892.983442,1128.40197,2203.516558,8.216048,12.205718,1184747.109,1168.57376,1013.840247,20424.56055,1676.0743,205.54763,6.807033,10.339103,10.200199,10.478007,75.754122,0.999066
coj1m011-fa12-20190330-0085-e91.fits,0,58572.89856,2458572.898557,2458572.901695,1.379084,55,7.601938,15,30,45,0.241104,0.00783,0.025033,0.028169,0.06067,0.007131,0.273488,0.653528,0.639377,0.000349,0.000146,0.000165,0.000169,0.000201,0.000146,0.000428,0.000831,0.000816,690.904254,53.800573,151.55412,166.991764,301.794099,48.951815,639.559532,786.175791,783.891882,3013263.062,1881.564885,2065.681767,2034.739944,2066.181767,2061.760056,8.222957,12.2222,726510.3184,706.858347,948.644098,765.840761,12294.79688,1027.801852,199.015453,2945,6.863834,10.530949,10.388308,10.673591,72.421301,0.998903,2256.657792,1895.071958,2257.157792,2201.428042,8.224378,12.20732,23594.90852,438.314853,53.830958,604.189331,33.379967,193.316864,6.460252,10.426028,9.831221,11.020835,72.934165,0.981122,2332.118165,1844.929135,2332.618165,2251.570865,8.224939,12.201985,75430.42548,495.479102,152.23735,1494.863525,106.712223,194.585916,6.870344,10.178254,10.072966,10.283542,87.059013,0.999568,1895.925877,1827.212139,1896.425877,2269.287861,8.221722,12.199544,84880.4476,505.520312,167.907096,1620.719604,120.081269,195.693471,6.786837,10.334424,10.231066,10.437781,56.031295,0.997165,1872.117203,1755.738285,1872.617203,2340.761715,8.221552,12.191783,182813.8465,594.90355,307.299976,3306.705078,258.628687,195.873817,6.767021,10.358004,10.234659,10.48135,65.70395,0.998704,1960.570662,2223.724841,1961.070662,1872.775159,8.222166,12.242519,21487.54152,438.747796,48.9747,475.161194,30.398653,195.439686,7.071226,12.319658,10.948113,13.691203,71.263242,0.923203,2607.817948,2237.393664,2608.317948,1859.106336,8.226942,12.24477,647114.329,905.716455,714.477832,10913.84473,915.479504,198.691066,6.625005,10.503919,10.335158,10.67268,72.786729,0.998483,1536.392753,2713.933559,1536.892753,1382.566441,8.218995,12.295035,1190939.534,1168.86423,1018.886115,20221.9707,1684.834789,200.654671,6.638093,10.451046,10.354148,10.547944,74.869652,0.999539,1127.792154,1892.779497,1128.292154,2203.720503,8.216048,12.205695,1175209.199,1163.494964,1010.068144,19746.83203,1662.580917,203.576028,6.797071,10.456072,10.324938,10.587205,66.217029,0.998619
coj1m011-fa12-20190330-0086-e91.fits,0,58572.89951,2458572.899506,2458572.902644,1.37852,55,7.912951,15,30,45,0.23991,0.007929,0.025171,0.028427,0.060998,0.007054,0.273267,0.653142,0.640124,0.00035,0.000147,0.000166,0.00017,0.000203,0.000147,0.00043,0.000835,0.00082,685.688403,54.052775,151.269194,167.456502,300.496143,48.096977,635.814987,782.508584,780.449404,2990732.974,1876.29516,2065.405562,2034.190393,2065.905562,2062.309607,8.222956,12.222205,717505.9307,706.858347,944.63245,759.56096,11289.76563,1015.063249,200.905179,3077,6.951915,10.643862,10.616288,10.671435,53.213187,0.999664,2256.560329,1894.543041,2257.060329,2201.956959,8.224378,12.207327,23713.53682,438.458487,54.083881,567.790894,33.547792,193.859897,7.276517,10.528438,10.302384,10.754493,53.699386,0.979396,2331.890966,1844.48983,2332.390966,2252.01017,8.224938,12.202002,75278.30744,495.39862,151.955021,1353.685913,106.49702,195.317149,7.333601,10.404471,10.513205,10.295737,25.047644,0.998939,1895.631644,1826.794094,1896.131644,2269.705906,8.221721,12.199568,85018.19474,504.893623,168.388332,1519.436401,120.276142,196.120658,7.033726,10.577811,10.62536,10.530262,39.344364,0.997899,1871.825355,1755.25316,1872.325355,2341.24684,8.221551,12.1918,182428.734,596.205963,305.98274,3099.774902,258.083865,196.493951,7.031281,10.526756,10.601105,10.452406,27.849799,0.999372,1960.408178,2222.922933,1960.908178,1873.577067,8.222166,12.242495,21096.17178,438.417685,48.118889,479.672791,29.844978,196.7591,7.184124,12.200602,10.287546,14.113658,81.900154,0.898411,2607.58578,2236.904212,2608.08578,1859.595788,8.226941,12.244774,641867.2172,904.027727,710.00833,10386.29981,908.056359,199.998822,7.024763,10.582922,10.547598,10.618247,57.471561,0.999749,1536.168861,2713.44207,1536.668861,1383.05793,8.218995,12.295043,1181612.835,1165.101865,1014.171267,18774.08984,1671.640209,201.202451,6.927051,10.56948,10.539034,10.599926,54.985711,0.999715,1127.493039,1892.301351,1127.993039,2204.198649,8.216048,12.205718,1167252.922,1160.066826,1006.194553,18461.20508,1651.325087,205.27069,6.85164,10.574948,10.588096,10.5618,41.279997,0.999631
coj1m011-fa12-20190330-0087-e91.fits,0,58572.90045,2458572.900452,2458572.903590,1.378012,55,7.722917,15,30,45,0.241638,0.00787,0.024882,0.028269,0.061051,0.007604,0.274613,0.652555,0.638472,0.000352,0.000147,0.000167,0.00017,0.000203,0.000148,0.000432,0.000836,0.00082,687.012903,53.428611,149.223834,166.027447,300.825909,51.449662,636.322733,780.706931,778.588129,2980211.828,1873.433461,2065.96261,2034.759871,2066.46261,2061.740129,8.222958,12.222202,720133.0901,706.858347,945.415772,761.710468,11432.61523,1018.77992,199.889953,2973,6.995282,10.851479,10.776534,10.926423,87.897971,0.999808,2256.837003,1894.861657,2257.337003,2201.638343,8.224378,12.207296,23455.65723,438.761617,53.458772,586.541138,33.182967,194.486205,7.023334,10.675234,10.755241,10.595226,40.482691,0.990889,2332.450059,1845.050653,2332.950059,2251.449347,8.22494,12.201997,74152.27592,494.728631,149.884748,1385.17041,104.904011,195.993158,6.778814,10.403469,10.258093,10.548845,67.952322,0.998486,1896.168638,1827.322911,1896.668638,2269.177089,8.221722,12.199554,84246.54665,504.654193,166.939159,1588.674316,119.184483,195.995384,6.808422,10.659905,10.604864,10.714947,298.306787,0.999648,1872.395656,1755.783751,1872.895656,2340.716249,8.221552,12.191786,181944.5654,593.903849,306.353572,3084.633545,257.398906,196.467069,6.667559,10.654358,10.549968,10.758747,84.39399,0.999601,1960.999074,2223.430372,1961.499074,1873.069628,8.222168,12.242488,22661.10151,440.221476,51.476592,475.106934,32.058901,195.966349,6.57774,13.002605,11.827245,14.177964,77.218278,0.960486,2608.101434,2237.233201,2608.601434,1859.266799,8.226943,12.244755,642081.2569,902.751718,711.249001,10012.59961,908.359164,198.326338,6.822246,10.890407,10.832204,10.948611,288.003425,0.999825,1536.716922,2713.906379,1537.216922,1382.593621,8.218995,12.295036,1176815.803,1163.756756,1011.221458,18643.32422,1664.853797,201.994913,7.023232,10.797529,10.800752,10.794307,316.474893,0.999865,1128.052353,1892.828241,1128.552353,2203.671759,8.216048,12.205697,1161314.768,1157.783435,1003.05008,18775.96875,1642.924318,204.675333,6.896669,10.707065,10.681601,10.732529,74.055075,0.999969
coj1m011-fa12-20190330-0088-e91.fits,0,58572.90141,2458572.901405,2458572.904543,1.377557,55,8.302069,15,30,45,0.240865,0.007928,0.025094,0.028232,0.060973,0.007248,0.27358,0.651023,0.641695,0.000353,0.000149,0.000169,0.000171,0.000205,0.000149,0.000433,0.000837,0.000827,682.495931,53.195752,148.768906,164.651945,297.574086,48.576613,631.961172,777.345594,775.755918,2964039.531,1871.326381,2065.502018,2034.539058,2066.002018,2061.960942,8.222957,12.222202,713934.3749,706.858347,943.97315,756.307926,9812.592773,1010.010532,203.316933,3014,7.624704,11.336608,11.2487,11.424516,63.12205,0.999312,2256.627228,1894.857556,2257.127228,2201.642444,8.224379,12.207319,23498.44256,441.486129,53.225778,544.964355,33.243496,197.410834,6.902638,11.452948,11.622618,11.283278,18.15201,0.998649,2331.991848,1844.859919,2332.491848,2251.640081,8.224939,12.202,74381.00827,497.766621,149.429482,1200.278564,105.227601,198.937738,7.581804,11.079458,10.97728,11.181637,270.295026,0.99966,1895.781546,1827.123724,1896.281546,2269.376276,8.221722,12.199557,83680.05259,505.470502,165.548835,1393.349243,118.383058,199.047165,7.513278,11.217312,11.080431,11.354193,73.08362,0.999137,1871.968359,1755.589852,1872.468359,2340.910148,8.221552,12.191789,180726.6254,596.518815,302.96886,2721.689209,255.675874,200.071106,7.413703,11.183935,11.08363,11.28424,64.441731,0.999184,1960.425355,2223.662318,1960.925355,1872.837682,8.222166,12.242536,21483.23271,442.046615,48.599473,464.160278,30.392557,199.547663,7.628301,12.984236,11.851725,14.116747,75.583436,0.960944,2607.727603,2237.199279,2608.227603,1859.300721,8.226942,12.244773,636710.5396,902.16637,705.757343,8849.066406,900.761153,203.023605,7.430407,11.35631,11.21889,11.493729,78.498518,0.999309,1536.258189,2713.743496,1536.758189,1382.756504,8.218995,12.295041,1168765.116,1160.838966,1006.827949,15851.50195,1653.464404,204.33641,7.430851,11.341187,11.294861,11.387513,56.865369,0.999588,1127.626142,1892.678109,1128.126142,2203.821891,8.216048,12.205707,1158563.876,1157.761271,1000.693239,16343.51074,1639.032602,208.305359,7.47002,11.190275,11.106659,11.273892,60.840047,0.99919
coj1m011-fa12-20190330-0089-e91.fits,0,58572.90235,2458572.902353,2458572.905490,1.377163,55,7.920811,15,30,45,0.241526,0.007675,0.025106,0.028174,0.060743,0.007092,0.274125,0.652438,0.639395,0.000353,0.000149,0.000168,0.000172,0.000204,0.000149,0.000432,0.000837,0.000823,684.808418,51.529654,149.183153,164.260958,297.747318,47.609164,634.092255,779.311838,777.080547,2976770.433,1875.114263,2065.431829,2034.678339,2065.931829,2061.821661,8.222958,12.222225,718968.5142,706.858347,947.177271,759.064365,10841.54297,1017.132382,204.239686,3002,7.055859,10.955829,10.949052,10.962606,52.592454,0.999978,2256.469802,1894.735706,2256.969802,2201.764294,8.224379,12.207313,22847.27931,443.147557,51.556821,574.912842,32.322288,198.474189,7.119385,10.126136,9.546217,10.706055,276.300956,0.986315,2331.853969,1844.722635,2332.353969,2251.777365,8.22494,12.201992,74736.27147,498.753004,149.846258,1308.804199,105.730196,199.471532,7.171538,10.717383,10.557752,10.877014,74.423402,0.998789,1895.616479,1826.980744,1896.116479,2269.519256,8.221722,12.199549,83867.32865,507.833227,165.147383,1541.121582,118.647999,200.448529,6.757486,10.698068,10.648891,10.747245,51.625872,0.998392,1871.870679,1755.514194,1872.370679,2340.985806,8.221552,12.191788,180817.5759,596.508418,303.126612,2962.609375,255.804542,200.840263,7.032651,10.782637,10.701899,10.863374,72.223648,0.999661,1960.344639,2223.581376,1960.844639,1872.918624,8.222167,12.242536,21110.08145,443.2043,47.630588,517.058228,29.864656,201.622092,6.636726,12.56358,11.706463,13.420697,81.007219,0.979611,2607.608762,2237.305851,2608.108762,1859.194149,8.226943,12.244792,640444.5793,904.070541,708.401115,9703.264648,906.043738,203.277635,7.107594,10.937876,10.904163,10.971589,70.64645,0.999938,1536.174088,2713.616265,1536.674088,1382.883735,8.218995,12.295036,1175329.18,1163.780899,1009.923071,17431.98438,1662.750655,205.958783,7.106864,11.005072,10.968826,11.041318,277.538161,0.999953,1127.503519,1892.628273,1128.003519,2203.871727,8.216048,12.205709,1160996.674,1159.449859,1001.334094,17956.92578,1642.474307,209.841978,6.997124,10.842546,10.841085,10.844007,45.737775,0.99989
coj1m011-fa12-20190330-0090-e91.fits,0,58572.90331,2458572.903308,2458572.906445,1.376822,55,9.455062,15,30,45,0.241958,0.008094,0.025215,0.028498,0.061076,0.007238,0.273649,0.653018,0.639613,0.000356,0.000151,0.00017,0.000174,0.000206,0.000151,0.000435,0.000845,0.00083,679.233801,53.738165,148.388919,164.128415,296.059669,48.010233,628.405483,772.778695,770.511135,2928311.12,1860.346512,2065.832956,2035.004225,2066.332956,2061.495775,8.222957,12.222191,708529.5743,706.858347,941.01413,752.942545,7829.172363,1002.364303,201.985431,2940,8.485469,12.195924,12.099192,12.292656,68.597473,0.999533,2256.848639,1895.170533,2257.348639,2201.329467,8.224378,12.207293,23702.12847,440.809837,53.769509,462.573242,33.531653,195.416962,8.578996,12.464897,12.583054,12.34674,33.859424,0.9975,2332.31002,1845.440708,2332.81002,2251.059292,8.224939,12.202004,73838.82333,495.387311,149.052714,1000.918579,104.460566,196.453306,8.576692,12.018844,11.922253,12.115435,58.974372,0.998824,1896.054169,1827.642548,1896.554169,2268.857452,8.221721,12.199554,83450.64167,505.675708,165.027982,1121.052246,118.058508,197.501522,8.332567,12.187857,12.168249,12.207464,60.745689,0.999962,1872.313269,1756.248067,1872.813269,2340.251933,8.221552,12.191801,178848.9858,593.316202,301.439579,2157.55542,253.019557,198.267174,8.244843,12.099513,12.105171,12.093855,44.312512,0.998481,1960.937107,2223.336891,1961.437107,1873.163109,8.222167,12.242439,21193.86771,441.239415,48.03258,401.143494,29.983189,197.700202,10.037623,13.016945,11.423639,14.610252,74.806976,0.921825,2608.034694,2237.796239,2608.534694,1858.703761,8.226942,12.244776,629159.879,896.32581,701.932123,7094.722168,890.079153,200.693763,8.312834,12.159605,12.043572,12.275637,75.695137,0.999527,1536.62276,2714.293025,1537.12276,1382.206975,8.218995,12.295034,1156817.169,1154.920256,1001.642462,13227.22754,1636.561517,203.321194,8.191272,12.003578,11.952224,12.054931,57.740271,0.999604,1128.001002,1893.171531,1128.501002,2203.328469,8.216048,12.205699,1142334.072,1150.499192,992.902977,12512.68457,1616.072127,206.705819,8.414451,12.168516,12.055447,12.281585,60.794627,0.998742
