Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
elp1m006-fa07-20201224-0149-e91.fits,0,59208.75921,2459208.759,2459208.762938,1.736222,89.975,16.773153,18,32,48,0.175958,0.11303,0.157079,0.147378,0.993879,0.03507,4.444976,0.224973,0.000462,0.000427,0.000448,0.000443,0.001031,0.000384,0.011238,0.000569,381.049197,264.958816,350.475133,332.850734,964.174176,91.240796,395.51402,395.51402,3004337.201,2333.62831,2169.911944,2105.278214,2170.411944,1991.221786,10.107898,74.827106,528638.3036,1017.87602,1325.16227,398.923449,4025.543701,519.354316,923.019384,3522,16.652435,15.113477,15.820763,14.406191,18.345578,0.986435,2031.623642,1990.388414,2032.123642,2106.111586,10.111677,74.839742,339581.6008,1254.202466,270.75501,2858.518555,333.617842,933.636321,16.99082,15.534562,16.228122,14.841001,21.885923,0.98477,2061.935085,1819.768124,2062.435085,2276.731876,10.110782,74.85819,471917.9205,1295.653319,364.23163,3549.970947,463.63006,913.774075,16.997244,15.330468,15.926882,14.734055,25.048191,0.985333,1870.429823,2332.654093,1870.929823,1763.845907,10.116232,74.802855,442772.3752,1285.014508,344.566052,3501.79541,434.996371,918.263511,16.801293,15.221631,16.131432,14.311829,17.395552,0.978962,2100.694129,2443.875755,2101.194129,1652.624245,10.109925,74.790512,2985946.311,2052.171262,1455.01809,18665.62891,2933.506884,929.940684,16.444383,15.1231,15.986245,14.259955,13.029734,0.983959,1984.386835,2330.835333,1984.886835,1765.664667,10.113091,74.802913,105362.5912,1151.871272,91.470804,1501.966309,103.512205,927.258722,16.797647,17.056356,16.644192,17.468519,61.257737,0.991925,1623.8104,1519.215332,1624.3104,2577.284668,10.122822,74.891266,2452573.995,1919.952357,1277.413987,14197.78027,2409.501695,936.642708,17.414826,15.839205,16.466294,15.212117,28.888274,0.978018,2936.5426,1642.782606,2937.0426,2453.717394,10.086507,74.875916,551763.2054,1326.500674,415.953958,4380.944336,542.073096,920.493613,16.086579,14.734433,14.965055,14.50381,27.67237,0.996971
elp1m006-fa07-20201224-0150-e91.fits,0,59208.76056,2459208.761,2459208.764294,1.730844,89.976,18.081546,18,32,48,0.175343,0.11227,0.156737,0.147906,0.991828,0.035869,4.461906,0.224119,0.000459,0.000424,0.000448,0.000443,0.001028,0.000384,0.011315,0.000568,382.088024,264.936312,350.214661,334.225656,965.012753,93.363875,394.330988,394.330988,3018961.998,2342.858531,2169.908958,2105.751123,2170.408958,1990.748877,10.107897,74.827086,529352.7004,1017.87602,1323.114416,400.08082,4653.639648,520.056166,929.306108,3355,16.079563,14.541441,15.366094,13.716787,18.54479,0.979912,2031.72974,1990.868958,2032.22974,2105.631042,10.111673,74.839721,338937.3685,1251.984363,270.720129,3183.623291,332.984923,939.266486,16.131583,14.904347,15.65849,14.150204,20.436593,0.982181,2062.110048,1820.190979,2062.610048,2276.309021,10.110776,74.858175,473182.9071,1300.264192,363.912895,4147.19873,464.872831,921.509191,16.026738,14.741211,15.507184,13.975237,21.552291,0.979849,1870.409909,2333.11342,1870.909909,1763.38658,10.116231,74.802838,446523.9598,1290.273252,346.069299,3922.86084,438.68207,923.023371,16.239507,14.732395,15.663016,13.801773,17.086371,0.976867,2100.724766,2444.306949,2101.224766,1652.193051,10.109923,74.790498,2994292.289,2056.221978,1456.210624,21990.76758,2941.706289,935.680757,15.583796,14.615118,15.576989,13.653247,14.879083,0.977209,1984.149715,2331.276205,1984.649715,1765.223795,10.113096,74.802898,108287.5152,1156.795416,93.60991,1641.190674,106.385761,932.376024,15.813906,16.835112,16.660192,17.010032,52.684365,0.993854,1623.746233,1519.55209,1624.246233,2576.94791,10.122822,74.891261,2466231.481,1926.299397,1280.294997,16834.20508,2422.919327,943.689441,16.61586,15.282763,16.072296,14.49323,26.24552,0.971358,2936.395884,1643.256112,2936.895884,2453.243888,10.08651,74.875895,552730.5173,1333.550423,414.480404,4923.711914,543.02342,923.738942,15.388259,14.119092,14.414467,13.823717,27.975245,0.994421
elp1m006-fa07-20201224-0151-e91.fits,0,59208.76191,2459208.762,2459208.765645,1.725521,89.975,17.980497,18,32,48,0.175004,0.111645,0.157003,0.147661,0.995377,0.034864,4.467817,0.223823,0.000459,0.000425,0.000447,0.000442,0.001031,0.000384,0.011344,0.000568,380.876613,262.626306,351.238556,333.842183,965.743989,90.801171,393.848181,393.848181,3014758.339,2339.727398,2169.615955,2105.962363,2170.115955,1990.537637,10.107882,74.827077,527595.181,1017.87602,1323.312339,398.69286,4686.858398,518.329512,928.315062,3378,15.741039,14.37,15.211693,13.528306,20.117858,0.976613,2031.389384,1991.095146,2031.889384,2105.404854,10.111659,74.839709,336582.3706,1254.698469,268.257577,3334.064209,330.671284,936.659952,15.725634,14.714926,15.637609,13.792243,17.747514,0.97646,2061.654988,1820.382706,2062.154988,2276.117294,10.110765,74.858166,473327.52,1296.561306,365.06374,4113.600586,465.014904,919.124137,15.771143,14.595497,15.426223,13.764772,23.149697,0.973028,1870.108805,2333.330217,1870.608805,1763.169783,10.116216,74.802828,445160.7603,1287.91304,345.645045,3962.529541,437.342812,921.995521,15.778385,14.571882,15.629587,13.514176,16.761936,0.969993,2100.392091,2444.554375,2100.892091,1651.945625,10.109908,74.790487,3000820.168,2057.002314,1458.831692,21558.46094,2948.119525,930.861222,15.851072,14.489853,15.480996,13.49871,15.890172,0.974341,1983.968654,2331.529044,1984.468654,1764.970956,10.113078,74.802885,105106.9243,1154.672526,91.027475,1616.764771,103.261028,931.744966,15.46129,16.486786,16.301326,16.672246,50.552391,0.986359,1623.534048,1519.788203,1624.034048,2576.711797,10.122805,74.891241,2463394.22,1923.496809,1280.685369,17123.5625,2420.131894,943.608797,16.399905,15.121591,15.959842,14.283341,26.846824,0.965154,2936.134878,1643.4943,2936.634878,2453.0057,10.086496,74.875884,551364.1197,1332.097716,413.906663,5075.112305,541.681019,923.313496,15.033964,13.90076,14.346374,13.455146,25.408757,0.989723
elp1m006-fa07-20201224-0152-e91.fits,0,59208.76326,2459208.763,2459208.766990,1.720288,89.976,17.777618,18,32,48,0.175065,0.112797,0.157132,0.147761,0.993259,0.033876,4.441161,0.225166,0.000458,0.000424,0.000448,0.000442,0.001027,0.000383,0.011182,0.000567,382.335256,265.98881,351.090582,334.273816,966.845971,88.553768,397.172777,397.172777,3015035.001,2335.053207,2169.666058,2105.688556,2170.166058,1990.811444,10.107879,74.827078,527827.3937,1017.87602,1318.625048,400.286188,4785.821777,518.557647,921.322823,3467,15.383709,14.203064,14.972755,13.433374,20.69951,0.979245,2031.488381,1990.832353,2031.988381,2105.667647,10.111655,74.839708,340086.0862,1251.149995,271.818797,3282.355469,334.113467,929.688909,15.718543,14.722326,15.450126,13.994526,23.482754,0.979113,2061.788476,1820.171304,2062.288476,2276.328696,10.11076,74.858159,473758.24,1298.549314,364.836541,4273.175293,465.43806,911.264247,15.740254,14.51708,15.19067,13.843489,25.414545,0.978507,1870.149342,2333.090381,1870.649342,1763.409619,10.116213,74.802824,445503.2413,1287.313572,346.072046,4037.311768,437.679278,914.545935,15.452589,14.422655,15.35542,13.48989,19.985973,0.97175,2100.373861,2444.290638,2100.873861,1652.209362,10.109907,74.790487,2994710.549,2052.97051,1458.720685,22889.75781,2942.117204,924.370246,15.590572,14.394547,15.32521,13.463885,16.179186,0.976762,1983.86649,2331.370936,1984.36649,1765.129064,10.113079,74.802873,102138.8213,1150.694485,88.762763,1596.296509,100.345051,924.570354,15.268749,16.189731,15.763742,16.61572,57.718316,0.985009,1623.451486,1519.525467,1623.951486,2576.974533,10.122806,74.891239,2460918.914,1921.789563,1280.53506,16903.79492,2417.70006,935.665583,16.208159,15.061674,15.858464,14.264884,27.010851,0.967746,2936.167769,1643.166104,2936.667769,2453.333896,10.086494,74.875892,554116.0871,1326.34775,417.775872,5253.970215,544.384656,915.135868,14.877875,13.875559,14.178965,13.572153,30.431358,0.991941
elp1m006-fa07-20201224-0153-e91.fits,0,59208.76461,2459208.765,2459208.768339,1.715085,89.971,18.64714,18,32,48,0.175542,0.113403,0.156486,0.148805,0.995647,0.035421,4.445713,0.224936,0.000457,0.000423,0.000445,0.000441,0.001029,0.000382,0.011161,0.000565,384.146464,267.889161,351.887441,337.751685,967.690893,92.748498,398.309647,398.309647,3001651.278,2323.088894,2169.35526,2105.838303,2169.85526,1990.661697,10.107883,74.827079,526914.964,1017.87602,1309.628593,402.339233,4671.478027,517.661241,902.677504,3512,16.370141,14.689666,15.028898,14.350434,32.974425,0.987171,2031.187567,1990.996549,2031.687567,2105.503451,10.111658,74.839707,340395.5927,1243.04845,273.83936,3189.923096,334.417538,911.689141,16.564916,15.142443,15.447124,14.837762,35.235672,0.985519,2061.516891,1820.313255,2062.016891,2276.186745,10.110763,74.858161,469714.9224,1284.38906,365.710778,4087.604004,461.465752,895.099462,16.714677,14.838574,15.044165,14.632983,38.271879,0.985825,1869.810969,2333.248814,1870.310969,1763.251186,10.116217,74.802824,446661.2323,1276.474022,349.917996,3975.627197,438.816932,896.081835,16.500464,15.008067,15.41208,14.604055,31.128571,0.986643,2100.085761,2444.431796,2100.585761,1652.068204,10.10991,74.790489,2988585.53,2046.498159,1460.341177,22029.35156,2936.099752,906.769534,16.427004,14.775566,15.220091,14.331042,28.238895,0.988151,1983.623207,2331.571408,1984.123207,1764.928592,10.113081,74.802868,106320.3,1143.37199,92.988372,1579.913818,104.453094,906.224694,16.050839,16.664706,15.863545,17.465868,68.557473,0.98286,1623.280846,1519.706746,1623.780846,2576.793254,10.122806,74.891236,2450456.034,1915.017089,1279.600087,16890.61523,2407.42093,920.195648,17.151875,15.525141,15.819124,15.231158,38.17326,0.974277,2935.915287,1643.4102,2936.415287,2453.0898,10.086497,74.875884,551195.2437,1315.086142,419.132425,4977.586426,541.515109,897.372313,15.619586,14.320416,14.136457,14.504375,54.033602,0.99314
elp1m006-fa07-20201224-0154-e91.fits,0,59208.76595,2459208.766,2459208.769685,1.709933,89.972,18.324071,18,32,48,0.17568,0.112403,0.157365,0.14922,0.994858,0.034936,4.444128,0.225016,0.000455,0.000421,0.000444,0.000439,0.001024,0.00038,0.011113,0.000563,385.810009,266.789675,354.562256,339.673285,971.164524,91.934567,399.905827,399.905827,3014165.675,2323.646425,2169.352434,2105.984264,2169.852434,1990.515736,10.107901,74.82709,529527.3049,1017.87602,1310.395668,404.097265,4375.668945,520.227704,902.042904,3551,16.001794,14.320043,14.983464,13.656621,22.743647,0.982607,2031.107663,1991.069538,2031.607663,2105.430462,10.111678,74.839728,338800.1276,1242.76557,272.61789,3097.382324,332.850093,913.037962,16.09428,14.617496,15.223963,14.011028,25.662262,0.982429,2061.405296,1820.392126,2061.905296,2276.107874,10.110784,74.858183,474323.1422,1286.827276,368.598918,3894.594727,465.993041,894.572594,16.261692,14.44949,15.007428,13.891552,28.955127,0.978931,1869.745345,2333.309185,1870.245345,1763.190815,10.116238,74.802843,449772.596,1277.929551,351.95414,3640.175293,441.873654,894.068552,16.051234,14.481501,15.386495,13.576507,20.303198,0.973108,2100.089259,2444.5458,2100.589259,1651.9542,10.109928,74.7905,2998667.986,2046.939018,1464.952283,20400.64063,2946.00514,905.253085,15.976976,14.384058,15.258858,13.509259,17.174674,0.978455,1983.578766,2331.548138,1984.078766,1764.951862,10.1131,74.802896,105301.6599,1142.517609,92.166334,1543.28479,103.452344,904.832859,15.576453,16.30062,15.873266,16.727974,55.986035,0.980388,1623.173717,1519.817801,1623.673717,2576.682199,10.122828,74.89126,2460511.24,1915.289378,1284.668138,16039.70996,2417.299546,917.935387,16.679555,15.044662,15.693799,14.395526,30.181756,0.969659,2936.000752,1643.494552,2936.500752,2453.005448,10.086509,74.875904,553654.4349,1315.674469,420.814151,4712.272949,543.931112,898.896651,15.303445,13.989346,14.285653,13.693039,31.489481,0.991314
elp1m006-fa07-20201224-0155-e91.fits,0,59208.76729,2459208.767,2459208.771027,1.704842,89.976,16.61205,18,32,48,0.175674,0.11142,0.157044,0.148683,0.992694,0.035278,4.426497,0.225912,0.000452,0.000418,0.00044,0.000436,0.001018,0.000375,0.010984,0.000561,388.461793,266.303831,357.29217,340.702277,975.061673,93.97364,402.999321,402.999321,3029668.959,2324.501407,2169.25332,2105.677175,2169.75332,1990.822825,10.107902,74.827106,532234.4671,1017.87602,1307.838409,406.957361,5319.382812,522.887323,894.783448,3437,14.261709,13.449554,14.050234,12.848873,27.555477,0.97571,2031.071513,1990.823768,2031.571513,2105.676232,10.111678,74.839739,337564.5326,1240.850657,272.042837,3560.428467,331.636197,905.914676,14.565082,13.808284,14.361785,13.254783,29.39634,0.976136,2061.357186,1820.134697,2061.857186,2276.365303,10.110784,74.858195,475792.6399,1280.649807,371.524391,4839.505371,467.436732,885.637597,14.458142,13.616971,14.118455,13.115487,32.480282,0.969796,1869.761288,2333.021304,1870.261288,1763.478696,10.116237,74.802856,450460.7622,1276.182242,352.975263,4682.02832,442.549734,888.95859,14.336789,13.658385,14.402947,12.913822,25.162883,0.971008,2100.033553,2444.200464,2100.533553,1652.299536,10.109929,74.790519,3007533.212,2046.758414,1469.412898,25939.32227,2954.714675,898.362759,14.067086,13.479493,14.246254,12.712732,23.185781,0.972988,1983.400415,2331.103736,1983.900415,1765.396264,10.113105,74.802926,106881.6573,1134.397698,94.218859,1705.152954,105.004593,896.770961,14.409275,15.855612,15.538524,16.172699,58.666186,0.992418,1623.246625,1519.550569,1623.746625,2576.949431,10.122825,74.891275,2471358.7,1916.08506,1289.795924,20097.99414,2427.956501,908.946541,14.942737,14.134682,14.726959,13.542404,33.061472,0.957284,2935.770893,1643.172197,2936.270893,2453.327803,10.086514,74.875924,558310.2593,1316.026153,424.239487,6123.88623,548.50517,889.474995,13.531508,12.966747,13.123753,12.809741,38.793146,0.987313
elp1m006-fa07-20201224-0156-e91.fits,0,59208.76864,2459208.769,2459208.772373,1.699802,89.972,16.8335,18,32,48,0.175674,0.111518,0.15685,0.148691,0.993823,0.03479,4.442028,0.225122,0.00045,0.000415,0.000438,0.000433,0.001017,0.000373,0.010988,0.000557,390.384191,269.025183,358.388023,343.079518,977.127123,93.172636,404.277458,404.277458,3022677.242,2313.6547,2169.17602,2106.022888,2169.67602,1990.477112,10.107904,74.827094,531004.3201,1017.87602,1298.064051,409.074051,5201.598145,521.67878,878.363663,3488,14.489797,13.53355,14.046089,13.02101,27.689433,0.982278,2030.946783,1991.135053,2031.446783,2105.364947,10.111681,74.839729,337084.2342,1226.130884,274.917008,3566.459229,331.164334,886.443321,14.822752,13.857588,14.266211,13.448966,32.522973,0.980494,2061.164447,1820.461034,2061.664447,2276.038966,10.110789,74.858183,474107.0032,1272.138756,372.684977,4663.34082,465.780698,870.952252,14.850961,13.652604,14.063966,13.241242,31.919484,0.981353,1869.56206,2333.344665,1870.06206,1763.155335,10.116241,74.802848,449445.8985,1264.05678,355.558315,4473.899902,441.552694,869.07906,14.963323,13.831934,14.448301,13.215568,26.624657,0.977902,2099.947083,2444.623677,2100.447083,1651.876323,10.109931,74.7905,3004005.942,2040.686424,1472.056611,24949.08594,2951.24935,880.503358,14.621805,13.561486,14.201926,12.921046,22.244214,0.982549,1983.256993,2331.55011,1983.756993,1764.94989,10.113108,74.802904,105160.1973,1125.785741,93.41049,1596.937988,103.313366,880.379072,14.869604,15.720703,15.225053,16.216354,57.458952,0.977645,1622.909583,1519.829852,1623.409583,2576.670148,10.122833,74.891266,2467245.098,1910.610581,1291.33855,19099.91016,2423.915143,893.594297,15.529564,14.230724,14.680991,13.780457,34.225136,0.970378,2935.801344,1643.522668,2936.301344,2452.977332,10.086514,74.875907,555432.1439,1304.823849,425.675959,5811.335449,545.6776,872.317529,13.908147,13.140955,13.209518,13.072391,41.621022,0.992137
elp1m006-fa07-20201224-0157-e91.fits,0,59208.76999,2459208.77,2459208.773727,1.694774,89.976,16.512508,18,32,48,0.174685,0.112488,0.157242,0.14824,0.99272,0.034065,4.42808,0.225831,0.00045,0.000416,0.000438,0.000432,0.001016,0.000373,0.010931,0.000557,388.419272,270.356493,359.318728,342.875163,977.441598,91.232424,405.106088,405.106088,3031826.31,2317.896541,2169.207141,2106.011517,2169.707141,1990.488483,10.107903,74.827104,529615.5869,1017.87602,1302.009096,406.767962,5604.358398,520.314436,883.291881,3459,14.237429,13.235962,13.909232,12.562693,26.126235,0.972526,2031.032714,1991.161241,2031.532714,2105.338759,10.111679,74.839735,341042.6288,1234.215139,276.323485,3837.824219,335.053211,892.025261,14.299328,13.700537,14.343645,13.05743,28.884862,0.96915,2061.321369,1820.500327,2061.821369,2275.999673,10.110784,74.858188,476731.8092,1275.722505,373.695539,5138.195312,468.359407,874.14752,14.536278,13.482815,14.055881,12.90975,30.225476,0.970396,1869.681842,2333.332948,1870.181842,1763.167052,10.116238,74.802857,449436.7775,1264.951533,355.299603,4862.011719,441.543733,876.5251,14.402196,13.573428,14.460352,12.686504,22.980065,0.964958,2100.003647,2444.571972,2100.503647,1651.928028,10.109929,74.790513,3009754.69,2046.185001,1470.910347,27625.36523,2956.897138,887.17589,14.22791,13.336471,14.135689,12.537253,21.510015,0.973318,1983.343732,2331.609164,1983.843732,1764.890836,10.113105,74.802905,103280.2297,1129.299136,91.455157,1782.714966,101.466414,886.793972,14.823591,15.665626,15.124289,16.206963,61.007568,0.983046,1623.030723,1519.831907,1623.530723,2576.668093,10.12283,74.891276,2473281.458,1912.649759,1293.117805,21363.14258,2429.845491,896.865529,15.061785,14.039246,14.67724,13.401252,31.985787,0.957278,2935.813513,1643.562832,2936.313513,2452.937168,10.086512,74.875913,558544.8522,1309.356817,426.579558,6557.838867,548.735643,877.300584,13.678047,12.889297,13.166266,12.612327,34.338931,0.986043
elp1m006-fa07-20201224-0158-e91.fits,0,59208.77138,2459208.771,2459208.775111,1.689684,89.975,16.029735,18,32,48,0.17408,0.111284,0.156496,0.146714,0.983781,0.034665,4.512263,0.221618,0.000476,0.00044,0.000463,0.000457,0.001048,0.0004,0.011956,0.000587,365.821619,252.867345,338.088764,320.715711,938.914654,86.753969,377.393903,377.393903,2933628.332,2338.775571,2169.225767,2106.054976,2169.725767,1990.445024,10.1079,74.827108,510686.7169,1017.87602,1335.310978,382.447778,5521.696289,501.717996,954.237812,3334,13.814163,13.114685,13.632035,12.597336,30.212962,0.974526,2031.012899,1991.143511,2031.512899,2105.356489,10.111677,74.839746,326467.0705,1264.554248,258.167707,3820.47876,320.73363,958.701968,13.940823,13.459279,13.931,12.987559,32.540858,0.972389,2061.346153,1820.468857,2061.846153,2276.031143,10.110782,74.858201,459101.9296,1307.677049,351.082043,4829.489258,451.039145,940.627069,14.27178,13.305467,13.764331,12.846604,32.982917,0.971388,1869.597734,2333.385908,1870.097734,1763.114092,10.116238,74.802859,430405.3349,1297.407064,331.74271,4672.371582,422.846522,946.541335,14.003395,13.232161,13.935467,12.528855,26.661929,0.968503,2099.910865,2444.627205,2100.410865,1651.872795,10.109929,74.790515,2886046.437,2038.244921,1415.946832,26056.71875,2835.36146,959.191074,13.818468,13.154414,13.800398,12.508429,25.350677,0.976069,1983.474211,2331.565416,1983.974211,1764.934584,10.113099,74.802918,101693.6673,1169.400682,86.96221,1806.33606,99.907715,957.87696,13.83869,15.316123,14.674046,15.958201,60.766198,0.974388,1623.151619,1519.887103,1623.651619,2576.612897,10.122825,74.891279,2401427.979,1913.379445,1255.071484,20359.43359,2359.25391,955.781392,14.629221,13.834735,14.341624,13.327846,34.088007,0.961251,2935.75038,1643.638851,2936.25038,2452.861149,10.086512,74.875918,532200.3524,1344.935043,395.707105,5944.23291,522.853807,960.789545,13.408833,12.746753,12.81103,12.682476,42.360598,0.987984
