Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7
coj1m003-fl11-20181024-0122-e91.fits,0,58416.0487,2458416.049,2458416.052458,1.03703,28.52959,32,53,80,1.404639,0.074667,1.404639,0.025169,0.008608,1.724908,0.579741,0.001672,0.000578,0.001672,0.000558,0.000552,0.003717,0.001249,839.92937,129.191299,839.92937,45.093298,15.594511,464.017399,464.017399,2591923.066,2575.799839,2033.409983,2037.229437,2033.909983,2059.270563,1.362548,-46.714922,3640716.564,3216.990877,2387.028692,1525.208548,7201.541992,1131.714917,474.659358,9740,24.982479,24.645707,25.579494,23.71192,12.865274,0.992945,2144860.705,2460.839908,1905.835145,2461.339908,2190.664855,1.367051,-46.728785,193531.0425,1485.621651,130.269401,864.902771,60.159027,469.614954,24.01693,25.001035,25.872024,24.130046,17.942954,0.992622,6286.677355,2033.409983,2037.229437,2033.909983,2059.270563,1.362548,-46.714922,3640716.564,2387.028692,1525.208548,7201.541992,1131.714917,474.659358,24.982479,24.645707,25.579494,23.71192,12.865274,0.992945,2144860.705,2317.267099,1917.998253,2317.767099,2178.501747,1.365541,-46.727589,65237.24319,1445.263674,45.138644,634.902283,20.278964,469.437919,20.888086,26.15854,26.745651,25.571429,21.977212,0.996116,1004.451872,2367.469868,1743.633049,2367.969868,2352.866951,1.366083,-46.746396,22312.25283,1430.604237,15.596384,575.736267,6.935753,470.366783,24.62094,24.363862,22.316958,26.410766,67.261995,0.943381,479.847613,1229.258286,1929.62628,1229.758286,2166.87372,1.354102,-46.727086,1640726.452,1914.181177,857.142715,3456.371826,510.018994,470.120373,25.305693,24.683557,25.836163,23.53095,1.238431,0.9913,435273.0543,3217.684018,2225.348869,3218.184018,1871.151131,1.374977,-46.69355,951196.6146,1723.558886,551.879383,2211.762939,295.67899,471.805565,25.629118,24.753351,25.514581,23.99212,23.480408,0.991894,146108.6364
coj1m003-fl11-20181024-0123-e91.fits,0,58416.04941,2458416.049,2458416.053172,1.036978,30.469623,32,53,80,1.411209,0.075264,1.411209,0.025715,0.009255,1.739939,0.574733,0.001874,0.000677,0.001874,0.000657,0.000651,0.00426,0.001407,752.964066,111.249774,752.964066,39.139943,14.222444,408.441228,408.441228,2406003.046,2695.244363,2034.488525,2040.400374,2034.988525,2056.099626,1.362552,-46.714878,3395372.216,3216.990877,2422.22084,1401.759971,6057.734375,1055.449749,570.383396,9726,25.667025,27.028874,27.587679,26.470069,354.286162,0.998222,1427644.753,2462.175205,1909.090782,2462.675205,2187.409218,1.367059,-46.728735,181086.5026,1615.05734,112.123885,889.111572,56.290648,566.079642,25.651186,27.230999,27.848449,26.61355,7.666654,0.997791,4496.192925,2034.488525,2040.400374,2034.988525,2056.099626,1.362552,-46.714878,3395372.216,2422.22084,1401.759971,6057.734375,1055.449749,570.383396,25.667025,27.028874,27.587679,26.470069,354.286162,0.998222,1427644.753,2318.004809,1920.767609,2318.504809,2175.732391,1.365542,-46.727592,61869.21319,1579.197919,39.177618,707.39325,19.232014,565.827344,25.194003,27.56773,28.351856,26.783605,23.574103,0.993015,911.992175,2368.632046,1747.58657,2369.132046,2348.91343,1.366088,-46.746274,22267.85196,1565.485229,14.224249,678.055481,6.921951,566.143471,31.297258,26.519955,27.118155,25.921756,20.527098,0.996425,520.840986,1230.328477,1932.795107,1230.828477,2163.704893,1.354104,-46.727041,1527880.245,1986.284208,769.215321,3076.5625,474.940807,564.932913,24.953629,26.867152,27.491276,26.243028,341.908542,0.99669,297880.285,3218.46744,2228.24338,3218.96744,1868.25662,1.37498,-46.693535,878122.8016,1821.817011,482.003844,1959.531006,272.964032,570.079156,26.327643,27.024065,27.388914,26.659216,25.907053,0.998093,96387.56126
coj1m003-fl11-20181024-0124-e91.fits,0,58416.05013,2458416.05,2458416.053893,1.036939,27.627265,32,53,80,1.4055,0.074967,1.4055,0.025455,0.008299,1.737918,0.575401,0.00162,0.000554,0.00162,0.000532,0.000525,0.003622,0.001199,867.52415,135.435315,867.52415,47.863711,15.813592,479.770734,479.770734,2679840.422,2572.162701,2033.910676,2038.383574,2034.410676,2058.116426,1.362549,-46.714915,3766514.558,3216.990877,2404.314537,1566.564815,7499.084473,1170.81916,462.44939,9759,25.320876,24.547834,25.583516,23.512152,10.928062,0.991764,2295883.748,2461.586225,1907.29409,2462.086225,2189.20591,1.367055,-46.728745,200900.5416,1470.782348,136.594338,914.402466,62.449833,457.128768,22.784773,24.785371,25.980777,23.589965,6.292501,0.990277,6849.727209,2033.910676,2038.383574,2034.410676,2058.116426,1.362549,-46.714915,3766514.558,2404.314537,1566.564815,7499.084473,1170.81916,462.44939,25.320876,24.547834,25.583516,23.512152,10.928062,0.991764,2295885.015,2317.606525,1918.77556,2318.106525,2177.72444,1.36554,-46.727623,68214.72271,1423.681912,47.9143,617.462708,21.204512,456.953219,24.010264,24.978213,25.382578,24.573847,31.916689,0.994612,1057.34126,2367.691299,1744.575026,2368.191299,2351.924974,1.36608,-46.746412,22240.79176,1406.273135,15.815414,549.143188,6.913539,457.650791,14.423475,22.285467,21.506039,23.064895,52.40333,0.925264,457.901196,1230.029954,1930.887944,1230.529954,2165.612056,1.354105,-46.727069,1701052.628,1915.34854,888.116493,3553.9021,528.771356,458.425469,25.599725,24.424691,25.556409,23.292973,2.600823,0.991378,479859.8757,3217.948433,2226.565594,3218.448433,1869.934406,1.374975,-46.693533,978787.7939,1716.817093,570.117689,2244.63623,304.255695,460.160942,25.461244,24.55539,25.338659,23.77212,24.413036,0.990629,156646.2419
coj1m003-fl11-20181024-0125-e91.fits,0,58416.05085,2458416.051,2458416.054610,1.036913,27.0139,32,53,80,1.410231,0.07589,1.410231,0.025509,0.00868,1.73411,0.576665,0.001975,0.000726,0.001975,0.000707,0.000701,0.004501,0.001497,713.925143,104.471082,713.925143,36.092161,12.38608,385.289073,385.289073,2322825.536,2756.350671,2035.074433,2037.939071,2035.574433,2058.560929,1.362549,-46.714936,3275719.723,3216.990877,2437.877236,1343.677062,7017.327148,1018.255832,618.958124,9591,24.353547,24.231052,25.231327,23.230777,6.484607,0.992846,1812680.451,2462.458552,1906.542024,2462.958552,2189.957976,1.367052,-46.7288,176278.5908,1674.327337,105.28323,989.340759,54.796112,612.912144,23.849465,24.768945,26.280749,23.257141,11.575201,0.982505,5569.192333,2035.074433,2037.939071,2035.574433,2058.560929,1.362549,-46.714936,3275719.723,2437.877236,1343.677062,7017.327148,1018.255832,618.958124,24.353547,24.231052,25.231327,23.230777,6.484607,0.992846,1812679.355,2318.891514,1918.134452,2319.391514,2178.365548,1.365542,-46.727665,59253.90453,1640.232495,36.125308,886.038513,18.419046,613.896471,21.034815,25.43509,25.42757,25.44261,45.170025,0.990073,1069.7278,2367.823437,1743.774658,2368.323437,2352.725342,1.36607,-46.746472,20162.79406,1627.683363,12.387418,729.151917,6.267594,613.164194,18.881693,23.40318,24.790712,22.015648,356.456329,0.985822,559.169244,1230.923481,1930.546212,1231.423481,2165.953788,1.354103,-46.727075,1473252.747,2024.382398,727.754178,3558.227051,457.959877,614.562464,24.482966,24.248448,25.281594,23.215303,359.600571,0.992764,368152.9945,3219.400977,2225.999382,3219.900977,1870.500618,1.374978,-46.693571,849572.7886,1870.653611,454.15826,2279.478516,264.089275,616.712527,24.514001,24.214074,24.931314,23.496833,21.692609,0.993367,123700.2757
coj1m003-fl11-20181024-0126-e91.fits,0,58416.05157,2458416.052,2458416.055327,1.0369,27.715524,32,53,80,1.409739,0.075593,1.409739,0.025398,0.009328,1.732982,0.57704,0.002106,0.00079,0.002106,0.00077,0.000764,0.004827,0.001607,669.5101,95.653557,669.5101,32.977397,12.20124,359.028019,359.028019,2220093.809,2821.69811,2035.538682,2039.332096,2036.038682,2057.167904,1.36255,-46.714881,3129753.262,3216.990877,2455.480435,1274.599144,6421.819336,972.882231,670.9529,9511,24.788197,24.941362,25.76765,24.115074,6.686154,0.995372,1527259.543,2463.361362,1908.033666,2463.861362,2188.466334,1.367057,-46.728736,167823.6133,1741.480058,96.368381,1036.733643,52.167886,667.526431,23.445332,25.063218,25.691257,24.435179,28.792839,0.99127,4943.173124,2035.538682,2039.332096,2036.038682,2057.167904,1.36255,-46.714881,3129753.262,2455.480435,1274.599144,6421.819336,972.882231,670.9529,24.788197,24.941362,25.76765,24.115074,6.686154,0.995372,1527259.543,2318.796144,1919.44535,2319.296144,2177.05465,1.365537,-46.727621,56384.9937,1708.304784,33.006402,879.496582,17.527247,666.721222,22.409891,26.562402,28.062514,25.06229,1.762059,0.987275,988.264776,2370.399735,1746.484176,2370.899735,2350.015824,1.366093,-46.746276,20708.43014,1697.03564,12.202708,769.97522,6.437205,665.553853,22.895985,27.513772,29.70298,25.324564,20.507132,0.956078,602.620441,1231.425832,1931.729424,1231.925832,2164.770576,1.354104,-46.727043,1407759.893,2064.38799,681.926024,3419.769775,437.601456,665.499654,23.576442,24.704322,25.667835,23.740809,351.937813,0.993427,320707.5438,3219.824981,2227.157743,3220.324981,1869.342257,1.374979,-46.693542,812333.9163,1923.611825,422.296175,2234.676025,252.51359,670.736393,25.090727,24.735692,25.2525,24.218884,27.915192,0.994469,106101.4578
coj1m003-fl11-20181024-0127-e91.fits,0,58416.05229,2458416.052,2458416.056047,1.0369,28.365009,32,53,80,1.408044,0.076291,1.408044,0.024845,0.008313,1.736671,0.575814,0.002193,0.000831,0.002193,0.000812,0.000808,0.005062,0.001679,642.060387,91.852178,642.060387,30.579369,10.283385,343.048874,343.048874,2154270.321,2862.218624,2035.137435,2039.358317,2035.637435,2057.141683,1.362547,-46.714886,3033307.722,3216.990877,2465.23477,1230.433612,6394.584961,942.902183,705.717172,9601,24.343615,24.829207,26.047586,23.610827,3.756509,0.990248,1466146.775,2462.698698,1907.878646,2463.198698,2188.621354,1.367051,-46.72875,164351.4895,1775.930122,92.543894,1062.122803,51.088578,701.412659,25.56756,25.62167,27.346044,23.897296,2.133042,0.981945,4710.348227,2035.137435,2039.358317,2035.637435,2057.141683,1.362547,-46.714886,3033307.722,2465.23477,1230.433612,6394.584961,942.902183,705.717172,24.343615,24.829207,26.047586,23.610827,3.756509,0.990248,1466146.775,2319.145864,1919.798944,2319.645864,2176.701056,1.365541,-46.727582,53521.89579,1748.816478,30.604638,852.166443,16.637254,701.215757,23.703608,25.062275,25.28739,24.83716,319.153633,0.984543,1014.732028,2369.147516,1744.08065,2369.647516,2352.41935,1.366081,-46.74653,17909.21063,1741.405171,10.284344,811.195496,5.567069,700.800813,23.566136,23.259761,27.79695,18.722571,19.427837,0.767076,588.264356,1230.978571,1931.91324,1231.478571,2164.58676,1.354103,-46.727037,1367084.01,2092.485668,653.330167,3417.934082,424.957379,700.488114,23.803837,24.698911,26.046862,23.350961,355.047681,0.987796,305393.7122,3219.591788,2227.130517,3220.091788,1869.369483,1.374974,-46.693544,787186.3102,1952.895077,403.086842,2121.291748,244.69647,704.61532,25.511165,25.018807,25.911556,24.126059,12.680606,0.993778,96561.81464
coj1m003-fl11-20181024-0128-e91.fits,0,58416.05302,2458416.053,2458416.056777,1.036913,27.371639,32,53,80,1.404701,0.074394,1.404701,0.0232,0.007928,1.736623,0.57583,0.002024,0.000752,0.002024,0.000732,0.000727,0.00464,0.001539,694.096645,98.938517,694.096645,31.676204,10.909871,374.251827,374.251827,2264546.096,2764.879755,2037.321693,2039.6658,2037.821693,2056.8342,1.362551,-46.714909,3181010.25,3216.990877,2432.961125,1307.464479,6978.58252,988.81544,630.60255,9754,24.103032,24.492985,25.450054,23.535917,4.311654,0.993771,1663877.645,2465.003867,1908.187498,2465.503867,2188.312502,1.367057,-46.728779,168468.6171,1690.291514,99.66838,983.630005,52.368385,627.413046,25.275594,24.524733,25.627603,23.421862,5.162052,0.991676,5189.272681,2037.321693,2039.6658,2037.821693,2056.8342,1.362551,-46.714909,3181010.25,2432.961125,1307.464479,6978.58252,988.81544,630.60255,24.103032,24.492985,25.450054,23.535917,4.311654,0.993771,1663878.358,2321.737852,1920.551609,2322.237852,2175.948391,1.36555,-46.727562,52536.76088,1657.315227,31.69992,780.19696,16.331026,627.470275,25.319312,22.061737,25.162611,18.960862,1.516557,0.923797,1023.578003,2372.241936,1745.57449,2372.741936,2350.92551,1.366095,-46.746434,17952.9127,1645.419998,10.910839,722.617737,5.580654,626.61945,16.110475,17.794695,23.076924,12.512466,7.628736,0.680161,569.23375,1233.075647,1932.088114,1233.575647,2164.411886,1.354104,-46.727072,1437049.621,2030.458718,707.746288,3447.727783,446.706154,625.780227,24.129528,24.35871,25.464782,23.252637,353.750737,0.991383,344826.2699,3221.515473,2227.668399,3222.015473,1868.831601,1.374979,-46.693545,827496.4748,1876.645265,440.944536,2256.008057,257.226864,629.721149,24.195492,24.450481,25.100947,23.800014,21.590117,0.994684,114410.1443
coj1m003-fl11-20181024-0129-e91.fits,0,58416.05376,2458416.054,2458416.057517,1.03694,28.175253,32,53,80,1.40997,0.07499,1.40997,0.025427,0.009608,1.724943,0.579729,0.001715,0.000598,0.001715,0.000579,0.000571,0.003818,0.001283,821.985803,125.30381,821.985803,43.893039,16.814337,451.82588,451.82588,2564138.835,2612.13276,2037.783573,2039.861773,2038.283573,2056.638227,1.362547,-46.714896,3615358.946,3216.990877,2404.275728,1503.720603,7738.674805,1123.832514,499.135852,9542,23.983693,24.376531,25.433403,23.319659,10.28505,0.991454,2181059.732,2465.518478,1908.393109,2466.018478,2188.106891,1.367053,-46.728761,192285.0476,1521.997113,126.337327,935.850464,59.771711,494.977478,23.296615,24.720704,25.771495,23.669913,21.552947,0.98649,6466.354073,2037.783573,2039.861773,2038.283573,2056.638227,1.362547,-46.714896,3615358.946,2404.275728,1503.720603,7738.674805,1123.832514,499.135852,23.983693,24.376531,25.433403,23.319659,10.28505,0.991454,2181059.732,2321.648244,1920.497337,2322.148244,2176.002663,1.365539,-46.727573,65199.413,1483.930074,43.936985,677.232605,20.267205,495.30068,23.733583,24.347505,24.583436,24.111574,22.420559,0.999253,1090.466321,2371.709626,1744.554745,2372.209626,2351.945255,1.36608,-46.746546,24636.15127,1464.972209,16.816805,607.452759,7.658135,494.966178,24.570523,27.838327,27.445058,28.231596,69.272202,0.998579,491.101403,1233.531035,1932.335499,1234.031035,2164.164501,1.354101,-46.727053,1623150.721,1935.011143,838.832751,3623.004639,504.555587,495.925864,25.142689,24.313497,25.478228,23.148766,358.211297,0.990827,443541.8795,3222.238142,2227.643874,3222.738142,1868.856126,1.374975,-46.693556,940988.1143,1754.699243,536.267465,2300.532959,292.505683,496.940252,25.144334,24.600848,25.416609,23.785088,21.375636,0.991861,144280.4602
coj1m003-fl11-20181024-0130-e91.fits,0,58416.05448,2458416.054,2458416.058237,1.036979,26.857758,32,53,80,1.406748,0.074001,1.406748,0.023943,0.008858,1.744367,0.573274,0.001719,0.000601,0.001719,0.00058,0.000574,0.003888,0.001278,818.324631,123.170256,818.324631,41.290848,15.431099,448.665478,448.665478,2549100.92,2607.16492,2038.784108,2038.947249,2039.284108,2057.552751,1.36255,-46.714902,3585942.125,3216.990877,2398.109358,1495.320517,7239.259277,1114.68831,499.633062,9869,24.725184,24.713601,26.147561,23.279642,8.670679,0.985319,2045411.189,2466.36753,1907.598755,2466.86753,2188.901245,1.367055,-46.728758,188636.8868,1519.312212,124.159396,887.090393,58.637682,495.37407,25.333591,24.539843,25.986171,23.093515,12.100391,0.983414,6128.533089,2038.784108,2038.947249,2039.284108,2057.552751,1.36255,-46.714902,3585942.125,2398.109358,1495.320517,7239.259277,1114.68831,499.633062,24.725184,24.713601,26.147561,23.279642,8.670679,0.985319,2045411.189,2322.787723,1919.143265,2323.287723,2177.356735,1.365545,-46.727629,61033.43561,1476.815986,41.327719,657.847412,18.972213,495.514947,25.252988,24.266408,25.576994,22.955821,358.230661,0.988356,1024.974451,2373.120713,1745.203878,2373.620713,2351.296122,1.366088,-46.746389,22580.97542,1463.159786,15.433021,588.856995,7.019285,494.575514,12.638278,27.127013,31.40863,22.845396,355.133703,0.902346,470.889633,1234.800879,1931.484505,1235.300879,2165.015495,1.354107,-46.727052,1620252.452,1934.104373,837.727516,3893.709717,503.654662,494.669086,22.122446,24.283826,25.468183,23.099468,358.414916,0.990501,444368.8368,3222.68111,2226.985836,3223.18111,1869.514164,1.374974,-46.693537,928848.4677,1748.298944,531.286981,2251.896484,288.73208,498.717402,25.031382,24.649935,25.645208,23.654662,20.97516,0.988249,139316.2033
coj1m003-fl11-20181024-0131-e91.fits,0,58416.05519,2458416.055,2458416.058954,1.037031,28.35517,32,53,80,1.405037,0.074669,1.405037,0.024879,0.008859,1.740395,0.574582,0.001539,0.00051,0.001539,0.000488,0.000481,0.003419,0.001129,912.982097,146.464237,912.982097,50.963445,18.429035,508.97069,508.97069,2753441.082,2496.349985,2039.1147,2039.40091,2039.6147,2057.09909,1.362552,-46.71487,3868686.173,3216.990877,2377.68881,1627.078429,8168.075684,1202.579156,408.586324,9536,24.487625,24.957233,26.851437,23.063029,355.211557,0.976573,2357609.287,2466.34788,1908.274634,2466.84788,2188.225366,1.367055,-46.728702,205595.5682,1391.294506,147.77286,837.853699,63.909279,403.497903,23.472408,25.422432,27.122559,23.722306,352.798878,0.981101,6685.680932,2039.1147,2039.40091,2039.6147,2057.09909,1.362552,-46.71487,3868686.173,2377.68881,1627.078429,8168.075684,1202.579156,408.586324,24.487625,24.957233,26.851437,23.063029,355.211557,0.976573,2357609.287,2322.349858,1920.160929,2322.849858,2176.339071,1.36554,-46.727538,68502.27462,1342.709726,51.017933,578.285583,21.293898,403.471963,23.422995,25.768271,28.376128,23.160413,8.865485,0.955754,1007.214015,2371.513968,1745.396177,2372.013968,2351.103823,1.366071,-46.746394,24391.40378,1323.346484,18.431608,512.040527,7.582056,403.985586,26.98398,26.335957,29.946292,22.725622,12.565276,0.911639,436.524079,1235.421876,1931.590867,1235.921876,2164.909133,1.354109,-46.727072,1748680.323,1866.908947,936.671457,4258.226562,543.576401,404.462255,22.501231,24.264035,25.995641,22.532429,352.183345,0.978255,526872.0392,3222.261669,2227.664211,3222.761669,1868.835789,1.374973,-46.693459,1004760.758,1657.230892,606.288938,2207.015137,312.329378,404.740351,26.272568,25.12792,26.420302,23.835538,6.768705,0.988865,154522.3076
coj1m003-fl11-20181024-0132-e91.fits,0,58416.05591,2458416.056,2458416.059674,1.037097,27.246243,32,53,80,1.410067,0.073499,1.410067,0.024246,0.010275,1.734738,0.576456,0.001562,0.00052,0.001562,0.000498,0.000492,0.003454,0.001148,902.691514,141.295782,902.691514,48.654552,20.878751,502.238572,502.238572,2727091.626,2505.846361,2040.182658,2040.373391,2040.682658,2056.126609,1.362548,-46.714902,3845381.91,3216.990877,2379.45637,1616.075822,7836.773926,1195.335037,418.267151,9675,23.560568,24.764205,25.906771,23.621639,6.89991,0.99101,2374655.201,2467.980292,1909.031031,2468.480292,2187.468969,1.367055,-46.728754,200439.5453,1406.574253,142.50193,835.504395,62.306532,414.950776,24.057274,24.391296,25.528225,23.254368,13.94673,0.988922,7004.533635,2040.182658,2040.373391,2040.682658,2056.126609,1.362548,-46.714902,3845381.91,2379.45637,1616.075822,7836.773926,1195.335037,418.267151,23.560568,24.764205,25.906771,23.621639,6.89991,0.99101,2374655.654,2323.445736,1921.14057,2323.945736,2175.35943,1.365534,-46.727566,66121.4602,1357.639615,48.703249,575.828613,20.553823,414.205598,20.333127,24.062428,24.244837,23.88002,332.871221,0.999326,1082.3523,2373.218997,1746.75503,2373.718997,2349.74497,1.366072,-46.746375,28019.64039,1341.770098,20.882594,505.536743,8.709891,413.400461,21.984022,28.425309,30.255059,26.595558,10.538342,0.981121,433.702097,1235.901912,1932.934157,1236.401912,2163.565843,1.3541,-46.727058,1729887.813,1870.843885,924.656422,3610.307373,537.734759,414.475411,24.483814,25.008728,26.3752,23.642256,357.367254,0.988028,467164.701,3224.564519,2228.473498,3225.064519,1868.026502,1.374977,-46.693517,997203.8134,1667.096021,598.168192,2252.963135,309.980305,415.626174,24.389157,24.641087,25.549769,23.732406,19.225248,0.991155,161593.0176
coj1m003-fl11-20181024-0133-e91.fits,0,58416.05663,2458416.057,2458416.060394,1.037175,28.839544,32,53,80,1.403508,0.073753,1.403508,0.024888,0.009793,1.743122,0.573683,0.001515,0.000496,0.001515,0.000473,0.000467,0.003364,0.001107,926.710226,148.595796,926.710226,52.644099,20.974939,518.246524,518.246524,2750329.172,2450.776138,2040.52381,2040.901034,2041.02381,2055.598966,1.362549,-46.714902,3860107.828,3216.990877,2349.263813,1643.113816,6816.148926,1199.912581,382.057558,9658,25.649424,25.842841,26.409714,25.275968,11.282489,0.997745,2097824.239,2468.164416,1909.595411,2468.664416,2186.904589,1.367055,-46.728752,202845.8985,1353.06525,149.915829,880.805725,63.054546,378.208937,25.575128,26.087258,26.650032,25.524483,9.018308,0.997943,6132.296441,2040.52381,2040.901034,2041.02381,2055.598966,1.362549,-46.714902,3860107.828,2349.263813,1643.113816,6816.148926,1199.912581,382.057558,25.649424,25.842841,26.409714,25.275968,11.282489,0.997745,2097824.239,2324.405056,1921.570195,2324.905056,2174.929805,1.365543,-46.727578,68451.18363,1298.831718,52.702119,534.667542,21.278016,378.096801,22.244005,26.422899,27.638788,25.20701,6.834239,0.991067,957.766868,2374.191568,1746.574132,2374.691568,2349.925868,1.36608,-46.746454,26934.68924,1283.912428,20.978603,467.077972,8.372635,377.663137,26.392685,28.521307,29.121153,27.921462,12.760466,0.997829,407.056166,1236.369342,1933.461103,1236.869342,2163.038897,1.354103,-46.727057,1747701.921,1836.782772,951.501695,3447.04834,543.272265,378.530779,24.398273,25.908264,26.72975,25.086778,1.884984,0.995969,429730.9437,3224.789928,2228.854933,3225.289928,1867.645067,1.374978,-46.693534,1002627.252,1622.508159,617.948973,2162.452148,311.666178,379.977089,24.721626,25.91231,26.286146,25.538474,29.164657,0.996981,141681.66
coj1m003-fl11-20181024-0134-e91.fits,0,58416.05735,2458416.057,2458416.061110,1.037265,27.101992,32,53,80,1.407341,0.073907,1.407341,0.024658,0.008964,1.734786,0.57644,0.001471,0.000473,0.001471,0.000449,0.000444,0.003225,0.001072,956.992279,156.405094,956.992279,54.90198,20.187588,537.910546,537.910546,2830536.275,2437.448667,2041.22373,2040.053991,2041.72373,2056.446009,1.362548,-46.714905,3983530.181,3216.990877,2357.908369,1689.433836,7971.932617,1238.278358,365.28682,9615,23.832913,24.783113,25.797382,23.768843,9.012803,0.992616,2540196.035,2468.848585,1908.632243,2469.348585,2187.867757,1.367053,-46.728767,209197.7461,1325.351001,157.843278,824.271362,65.029014,360.522883,20.940803,24.688057,25.818089,23.558025,10.071594,0.990532,7414.68777,2041.22373,2040.053991,2041.72373,2056.446009,1.362548,-46.714905,3983530.181,2357.908369,1689.433836,7971.932617,1238.278358,365.28682,23.832913,24.783113,25.797382,23.768843,9.012803,0.992616,2540196.035,2325.245828,1920.416567,2325.745828,2176.083433,1.365543,-46.727613,69795.8642,1269.859806,54.963441,531.604553,21.696009,360.421281,23.97106,25.128255,26.260224,23.996286,357.736132,0.991865,1082.105664,2374.476361,1746.04753,2374.976361,2350.45247,1.366074,-46.746421,25371.85504,1256.614732,20.190639,449.599487,7.886828,359.68331,20.645382,25.071854,25.811975,24.331732,37.156452,0.952403,404.628749,1237.074584,1932.494794,1237.574584,2164.005206,1.354102,-46.72707,1795524.172,1831.123504,980.558749,4040.176025,558.137788,361.424162,23.702038,24.807424,25.997544,23.617304,356.277543,0.99068,517737.8598,3225.593085,2228.071701,3226.093085,1868.428299,1.374978,-46.693533,1035012.103,1608.770562,643.355944,2341.114502,321.732993,361.670526,23.949293,24.768616,25.55744,23.979792,21.065157,0.992638,172102.1376
