Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7
coj1m003-fl11-20181024-0112-e91.fits,0,58416.04149,2458416.041487,2458416.045249,1.038265,22.884843,28,53,80,1.407569,0.07429,0.028722,0.026363,0.009237,1.726279,0.579281,0.00219,0.000816,0.000813,0.000799,0.000791,0.00499,0.001675,642.585815,90.991292,35.313911,32.98413,11.671243,345.914424,345.914424,1999233.162,2644.063199,2024.72828,2035.835779,2025.22828,2060.664221,1.362551,-46.714898,2814058.433,2463.00864,2308.022714,1219.250754,5696.416992,1142.528851,808.830583,9531,25.353036,25.252123,26.10802,24.396225,9.965383,0.994813,1293387.429,2452.140486,1904.579071,2452.640486,2191.920929,1.367054,-46.728747,148523.0607,1620.415653,91.657385,1109.189575,60.301478,803.828264,25.834027,25.602366,27.005743,24.198989,13.477438,0.984964,4158.374983,2072.482084,2088.916304,2072.982084,2007.583696,1.363049,-46.709124,57421.11286,1624.245275,35.352489,966.156372,23.313403,806.956986,18.624649,26.404165,26.942259,25.866071,28.919262,0.994142,1168.929991,2308.1274,1916.695623,2308.6274,2179.804377,1.365539,-46.727556,52706.30657,1596.40814,33.015559,953.080444,21.399156,804.013016,26.412462,26.506694,27.942087,25.071302,18.843442,0.981379,1002.561777,2358.617948,1742.111856,2359.117948,2354.388144,1.366084,-46.746387,18466.72183,1582.052666,11.672634,917.801758,7.497628,804.031025,14.177834,24.670274,26.668653,22.671895,22.137681,0.949468,686.135563,1220.682016,1928.328006,1221.182016,2168.171994,1.354105,-46.727054,1265913.852,1938.541949,653.023708,3091.627441,513.970528,804.926702,24.605507,25.047042,26.116979,23.977106,356.950937,0.992645,272788.259,3208.790646,2223.60384,3209.290646,1872.89616,1.374978,-46.693561,733319.31,1798.08935,407.83252,2125.697266,297.733146,806.435256,25.186384,25.135384,25.811319,24.459448,21.277653,0.994677,90670.83046
coj1m003-fl11-20181024-0113-e91.fits,0,58416.0422,2458416.042202,2458416.045964,1.038082,27.865678,28,53,80,1.410042,0.075151,0.02932,0.024841,0.008522,1.736364,0.575916,0.001629,0.000542,0.000528,0.000519,0.000512,0.003607,0.001197,865.377694,138.626362,55.498908,47.895513,16.645845,481.328637,481.328637,2497212.638,2394.155202,2025.090446,2035.252035,2025.590446,2061.247965,1.362547,-46.714894,3521174.385,2463.00864,2271.539174,1550.127079,7352.602539,1429.623237,526.337974,9601,25.247223,23.541217,24.612862,22.469572,12.729242,0.989874,2526271.948,2452.704285,1903.76824,2453.204285,2192.73176,1.367052,-46.728761,187668.5796,1341.762977,139.867162,960.650879,76.194852,521.928273,23.329352,23.444309,24.605877,22.282741,12.203813,0.988217,7829.372953,2072.651447,2088.351608,2073.151447,2008.148392,1.363043,-46.709119,73217.53425,1317.391976,55.577638,697.970459,29.726869,524.525794,26.523154,24.907409,25.028774,24.786045,41.210202,0.994542,1387.044511,2308.680406,1915.539362,2309.180406,2180.960638,1.365537,-46.727609,62032.26619,1293.792022,47.946088,706.524475,25.185566,521.02387,24.237055,23.452973,24.265891,22.640055,345.203344,0.99366,1205.203603,2358.77036,1741.996261,2359.27036,2354.503739,1.366078,-46.746325,21281.40781,1278.318864,16.647965,643.927856,8.640411,521.848294,26.126284,23.397398,24.011319,22.783477,357.806931,0.997234,525.826821,1221.286101,1927.743235,1221.786101,2168.756765,1.354106,-46.727054,1584609.993,1788.230976,886.132728,4061.202148,643.363554,522.602057,23.574543,23.340428,24.455268,22.225587,0.606893,0.990912,534043.0164,3209.514423,2223.195517,3210.014423,1873.304483,1.374976,-46.693531,912602.6451,1591.919944,573.271695,2465.999756,370.523526,523.883993,23.137291,23.051499,23.881847,22.221151,21.925038,0.990046,183724.4079
coj1m003-fl11-20181024-0114-e91.fits,0,58416.04294,2458416.042936,2458416.046698,1.037913,29.072246,28,53,80,1.414337,0.075722,0.029411,0.025686,0.00922,1.744069,0.573372,0.001542,0.000495,0.000481,0.00047,0.000463,0.003393,0.001116,917.11004,153.010412,61.202907,54.634194,19.930595,513.984779,513.984779,2590034.81,2328.739402,2024.70886,2035.772558,2025.20886,2060.727442,1.362551,-46.714892,3663182.897,2463.00864,2259.694824,1621.09629,6535.512207,1487.279759,461.035251,9691,25.645047,25.594389,26.998077,24.1907,3.639368,0.987846,2102987.978,2451.939455,1904.303457,2452.439455,2192.196543,1.367052,-46.728762,196121.5343,1269.565313,154.479279,831.448242,79.626815,456.924272,24.43567,25.770813,27.130322,24.411305,9.25647,0.987689,6276.227156,2072.645668,2088.944063,2073.145668,2007.555937,1.363051,-46.709108,76175.36368,1242.750468,61.295784,636.127319,30.92777,459.90001,20.994113,26.736364,28.362403,25.110324,22.151606,0.971325,1211.86134,2308.147539,1916.065223,2308.647539,2180.434777,1.36554,-46.72761,66527.5936,1216.221455,54.70023,622.140808,27.010702,456.922914,25.783317,26.355814,27.914996,24.796633,354.914846,0.985651,1043.398069,2359.344719,1741.763958,2359.844719,2354.736042,1.366092,-46.746409,23880.62003,1197.996647,19.933795,549.967651,9.695711,456.91631,NaN,25.991564,26.366421,25.616707,34.877305,0.993055,461.862211,1220.485625,1927.964132,1220.985625,2168.535868,1.354104,-46.727083,1646168.357,1747.906069,941.79452,3325.095947,668.356712,456.025959,24.374321,25.450144,26.727928,24.172359,352.163433,0.989178,436961.0333,3208.625096,2223.324623,3209.125096,1873.175377,1.374976,-46.693574,943866.4527,1538.782498,613.385228,2064.361328,383.216866,460.903364,25.335328,25.647246,26.932946,24.361546,19.993871,0.982962,140235.6001
coj1m003-fl11-20181024-0115-e91.fits,0,58416.04365,2458416.043652,2458416.047414,1.037756,28.545432,28,53,80,1.410765,0.073489,0.029876,0.024824,0.009405,1.732447,0.577218,0.001571,0.000511,0.000499,0.000488,0.000481,0.003448,0.001149,897.771916,143.685594,59.866397,50.899688,19.545677,502.493666,502.493666,2569591.857,2366.357802,2025.903832,2037.085128,2026.403832,2059.414872,1.362549,-46.714913,3625090.087,2463.00864,2271.493629,1595.905901,7076.918457,1471.813792,492.757142,9608,24.40669,24.503696,25.538554,23.468838,2.130281,0.992852,2394345.68,2453.509305,1905.53543,2454.009305,2190.96457,1.367055,-46.728789,188837.2367,1302.682928,144.960245,875.51178,76.669336,487.646347,24.743843,24.574246,25.595666,23.552826,3.133875,0.99303,6815.096671,2073.795559,2090.472743,2074.295559,2006.027257,1.363049,-46.709105,76770.1784,1280.408094,59.957586,699.680847,31.169269,490.877957,25.486664,26.261402,27.625109,24.897694,17.34805,0.984129,1306.745669,2309.692766,1917.680282,2310.192766,2178.819718,1.365542,-46.727596,63788.42567,1251.840885,50.955698,676.150208,25.89858,487.283775,25.242772,25.094922,26.259512,23.930332,351.700548,0.99066,1078.973474,2360.635022,1743.348347,2361.135022,2353.151653,1.366091,-46.746399,24166.40618,1236.206409,19.548844,606.475342,9.811742,486.656378,21.586733,26.115184,28.460559,23.769808,2.267896,0.968052,508.052351,1221.70128,1929.536034,1222.20128,2166.963966,1.354103,-46.727077,1629192.458,1773.465857,918.6489,3640.373779,661.46437,489.370577,23.736017,24.365957,25.499066,23.232847,354.321985,0.991039,496587.0489,3209.936713,2224.865745,3210.436713,1871.634255,1.374976,-46.693567,940399.3993,1566.674217,600.252043,2161.757324,381.809217,489.209567,25.543062,24.755093,25.652517,23.857669,15.61607,0.992829,155452.7814
coj1m003-fl11-20181024-0116-e91.fits,0,58416.04437,2458416.044373,2458416.048135,1.037614,28.613486,28,53,80,1.407682,0.073415,0.029097,0.025117,0.009189,1.749096,0.571724,0.001664,0.000558,0.000548,0.000535,0.000529,0.003732,0.00122,845.855787,131.4582,53.100781,46.930331,17.386117,468.634251,468.634251,2435220.312,2391.502607,2027.919964,2036.57479,2028.419964,2059.92521,1.362551,-46.714884,3428016.082,2463.00864,2256.407952,1519.235951,6553.02832,1391.800266,535.463577,9634,24.65189,25.581738,26.750191,24.413284,5.622745,0.991361,1852823.831,2455.456085,1905.192579,2455.956085,2191.307421,1.367055,-46.728741,178781.2666,1348.605039,132.56755,902.622437,72.586537,530.059919,24.350241,25.615318,26.893652,24.336984,1.094525,0.990073,5462.769672,2075.408643,2089.502908,2075.908643,2006.997092,1.363046,-46.709127,70858.23254,1332.594747,53.173129,694.13147,28.768974,533.154752,25.084956,26.602484,28.155982,25.048986,21.234862,0.9751,1131.460133,2311.196616,1917.192789,2311.696616,2179.307211,1.365538,-46.727564,61165.97318,1301.950712,46.980252,684.214355,24.833844,529.65396,24.012454,26.885997,27.97852,25.793475,344.63049,0.991089,932.080828,2361.743235,1742.124626,2362.243235,2354.375374,1.366083,-46.746445,22377.32583,1286.892523,17.388652,629.988159,9.085362,529.338998,22.72922,27.263899,28.158343,26.369454,22.31072,0.99152,510.293483,1223.361596,1929.038222,1223.861596,2167.461778,1.354101,-46.727045,1549394.579,1785.653993,867.690261,3288.69458,629.065832,531.893202,24.604285,25.404231,26.578662,24.229801,356.141524,0.991331,387802.6653,3211.849226,2224.281959,3212.349226,1872.218041,1.374975,-46.693549,885825.7325,1590.825112,556.83414,2006.430786,359.651898,531.782077,26.31592,25.81921,27.005898,24.632522,19.078236,0.986392,119412.0535
coj1m003-fl11-20181024-0117-e91.fits,0,58416.04509,2458416.045091,2458416.048853,1.037484,28.960444,28,53,80,1.410651,0.075114,0.030681,0.025173,0.008472,1.741126,0.574341,0.001589,0.000519,0.000508,0.000495,0.000489,0.003512,0.001159,887.5544,144.845751,60.449205,50.848161,17.321191,495.705841,495.705841,2520561.608,2347.553027,2029.723855,2037.728792,2030.223855,2058.771208,1.362549,-46.714928,3555633.329,2463.00864,2254.395594,1577.200265,5847.717285,1443.613827,488.371871,9642,25.897542,26.998113,28.02467,25.971555,3.973858,0.994121,1608604.006,2457.217344,1906.363506,2457.717344,2190.136494,1.367053,-46.728788,189328.6919,1295.156975,146.182042,803.556396,76.86887,482.926363,26.334798,27.226963,28.21898,26.234946,0.312127,0.994703,4823.676793,2077.177504,2091.068518,2077.677504,2005.431482,1.363044,-46.709127,77332.39944,1277.266455,60.545236,647.97168,31.397535,485.384384,18.677896,28.903887,30.157983,27.649791,20.919645,0.986484,1039.880955,2313.386959,1918.304175,2313.886959,2178.195825,1.36554,-46.727616,63448.85109,1246.41008,50.905278,631.632141,25.76071,483.005321,25.829937,27.305878,28.576554,26.035202,0.328943,0.991374,902.898034,2363.434415,1743.750913,2363.934415,2352.749087,1.36608,-46.746442,21354.16618,1232.674331,17.323445,581.927246,8.669952,483.158342,24.866784,26.808173,28.129692,25.486653,349.222675,0.988818,448.070658,1225.551625,1930.302371,1226.051625,2166.197629,1.354103,-46.72707,1601026.637,1757.52788,910.953764,2901.486084,650.028835,482.882827,26.180536,26.951451,27.962223,25.940678,357.256694,0.994338,328128.6542,3213.957246,2225.839535,3214.457246,1870.660465,1.374976,-46.69356,919534.971,1556.310049,590.843047,1904.86499,373.338102,485.841928,26.322128,27.030408,27.882439,26.178376,13.060307,0.99508,107247.9237
coj1m003-fl11-20181024-0118-e91.fits,0,58416.04582,2458416.045822,2458416.049584,1.037366,29.010799,28,53,80,1.409381,0.074013,0.029208,0.025483,0.008806,1.725462,0.579555,0.001753,0.000601,0.000593,0.00058,0.000574,0.003886,0.001305,804.030838,123.078303,49.283492,43.922733,15.34945,444.018409,444.018409,2350350.273,2440.798068,2030.262434,2037.524066,2030.762434,2058.975934,1.362551,-46.714886,3312539.321,2463.00864,2267.1578,1461.097821,5821.885254,1344.915835,586.140149,9536,26.455391,26.165719,27.220964,25.110475,11.038648,0.992449,1566606.987,2457.878327,1905.979283,2458.378327,2190.520717,1.367057,-46.728767,173955.8057,1401.782672,124.096131,927.964844,70.627363,580.513618,26.346041,26.229033,27.175121,25.282945,14.058847,0.993327,4786.481297,2077.77937,2090.759242,2078.27937,2005.740758,1.363047,-46.709095,68648.92066,1391.113932,49.348166,754.710754,27.871977,584.230067,19.920857,27.336836,27.930758,26.742913,36.591539,0.977464,1093.375958,2314.106053,1917.732947,2314.606053,2178.767053,1.365544,-46.727615,59893.5391,1362.192119,43.968496,723.884888,24.317227,580.251278,25.621291,26.857046,28.117267,25.596824,12.777339,0.989227,929.020697,2363.036423,1744.223792,2363.536423,2352.276208,1.366073,-46.746332,20698.18254,1348.292826,15.3514,680.324219,8.403618,580.94,24.348255,26.349512,25.43761,27.261413,57.046223,0.971318,537.196387,1226.096371,1929.999226,1226.596371,2166.500774,1.354104,-46.727042,1487982.638,1814.024728,820.265907,3054.357666,604.132122,582.671266,25.923178,25.934033,26.892044,24.976022,357.338718,0.994509,329869.3849,3214.484254,2225.184243,3214.984254,1871.315757,1.374981,-46.693561,862367.6354,1633.036895,528.076027,2029.133789,350.127735,582.150844,25.500137,25.853445,26.505251,25.20164,23.622117,0.99449,113121.3615
coj1m003-fl11-20181024-0119-e91.fits,0,58416.04654,2458416.046537,2458416.050298,1.037262,32.578953,28,53,80,1.410525,0.074299,0.028487,0.024758,0.008962,1.737147,0.575656,0.001825,0.000636,0.000628,0.000614,0.000608,0.004095,0.001357,773.019194,116.730147,45.393028,40.326919,14.74652,424.184266,424.184266,2265974.959,2455.825626,2031.131555,2037.83829,2031.631555,2058.66171,1.362549,-46.71491,3196214.499,2463.00864,2257.554373,1415.786276,5256.065918,1297.687083,611.882864,9592,26.626392,26.998238,27.698463,26.298014,1.268196,0.997308,1285135.505,2458.856475,1906.626159,2459.356475,2189.873841,1.367055,-46.728753,168358.916,1430.703286,117.675634,928.139771,68.354984,606.363598,26.69907,26.99902,27.268998,26.729042,356.799262,0.999595,4050.65179,2078.753815,2091.318879,2079.253815,2005.181121,1.363045,-46.709093,64550.92012,1420.322919,45.448059,778.184937,26.208158,610.55937,27.054836,27.081137,28.121421,26.040852,29.091335,0.978827,1045.690492,2314.748753,1917.778465,2315.248753,2178.721535,1.365539,-46.727667,56101.3089,1389.833451,40.36549,758.360779,22.777553,606.17714,NaN,27.082876,27.360476,26.805276,337.45424,0.999157,870.354573,2363.650645,1744.101958,2364.150645,2352.398042,1.366067,-46.746401,20306.84069,1376.88394,14.748404,711.567017,8.24473,605.909073,NaN,26.607921,29.005965,24.209877,13.812638,0.959275,547.391533,1226.982588,1930.353017,1227.482588,2166.146983,1.354102,-46.72706,1438114.888,1823.037241,788.856561,2774.649902,583.885442,609.297871,26.892779,26.830944,27.609242,26.052646,351.553343,0.99633,268783.6028,3215.372049,2225.602597,3215.872049,1870.897403,1.374978,-46.693575,827860.0709,1645.483127,503.110641,1850.072266,336.117404,607.179557,26.610892,26.936968,27.333251,26.540684,24.677781,0.99796,88064.99366
coj1m003-fl11-20181024-0120-e91.fits,0,58416.04726,2458416.047256,2458416.051017,1.037172,28.639992,28,53,80,1.410334,0.074755,0.028925,0.025421,0.007808,1.746228,0.572663,0.002012,0.00073,0.000721,0.000708,0.000702,0.004602,0.001509,701.109442,102.382804,40.115353,35.881684,11.11786,379.484392,379.484392,2124142.886,2559.062479,2031.783309,2036.041092,2032.283309,2060.458908,1.36255,-46.714892,2995750.199,2463.00864,2287.267632,1309.75062,6378.076172,1216.297072,717.901865,9625,23.795504,24.290508,25.353547,23.22747,12.351757,0.990753,1681628.955,2459.273169,1904.422604,2459.773169,2192.077396,1.367053,-46.728772,158790.0189,1539.100841,103.17064,1044.286499,64.46994,713.147259,24.393361,24.462722,25.228285,23.697158,27.084384,0.988591,5274.055095,2079.746926,2089.100312,2080.246926,2007.399688,1.36305,-46.70912,61441.40495,1529.828466,40.162284,883.39032,24.945672,716.963969,24.173389,24.973162,25.467149,24.479175,36.885505,0.979978,1283.43149,2315.038692,1916.878517,2315.538692,2179.621483,1.365536,-46.727547,53997.30949,1503.46437,35.915257,873.471741,21.923313,713.55261,25.916986,24.602435,26.26776,22.937111,18.801404,0.971067,1102.576745,2366.741199,1741.45416,2367.241199,2355.04584,1.366094,-46.746464,16585.11233,1491.620216,11.118857,809.362488,6.73368,712.538751,20.7291,24.310113,25.02422,23.596006,339.216847,0.993845,582.865663,1227.479616,1928.378976,1227.979616,2168.121024,1.354103,-46.727069,1350666.269,1887.543105,715.568437,3369.771973,548.380646,715.365473,23.898441,24.12516,25.207495,23.042824,1.946069,0.991944,349669.6345,3216.019873,2224.182907,3216.519873,1872.317093,1.374976,-46.693506,773476.6173,1727.999363,447.613948,2144.609131,314.037314,715.177136,24.994212,24.292773,25.030506,23.55504,25.980432,0.990302,111684.2002
coj1m003-fl11-20181024-0121-e91.fits,0,58416.04797,2458416.047974,2458416.051735,1.037094,28.063567,28,53,80,1.409947,0.074285,0.028708,0.024547,0.008509,1.736097,0.576005,0.001796,0.000622,0.000613,0.000599,0.000593,0.00402,0.001334,785.265806,119.369418,46.845972,40.966737,14.353569,431.907914,431.907914,2297740.803,2447.492744,2032.777722,2036.081844,2033.277722,2060.418156,1.362548,-46.7149,3239693.391,2463.00864,2261.043198,1432.831268,6049.469727,1315.33984,601.303238,9597,25.789083,25.271578,26.327904,24.215252,8.859871,0.992325,1702645.75,2460.183122,1904.743897,2460.683122,2191.756103,1.367052,-46.728758,170686.5733,1418.296389,120.346195,923.908508,69.30003,595.276186,25.454718,25.286639,26.199576,24.373703,10.19236,0.994082,5232.425173,2080.670752,2089.042455,2081.170752,2007.457545,1.363048,-46.709138,65964.49418,1406.360389,46.904403,798.511169,26.78208,599.848202,21.036715,25.650713,26.914812,24.386614,20.509064,0.983018,1169.55673,2316.057377,1916.750325,2316.557377,2179.749675,1.365535,-46.727579,56401.75175,1375.458013,41.005797,731.977478,22.899535,594.760991,27.183691,25.081425,25.227552,24.935298,33.039388,0.999174,988.36264,2365.986122,1743.076667,2366.486122,2353.423333,1.366074,-46.746314,19551.33403,1361.964304,14.355247,690.751709,7.937988,594.868002,18.011644,24.013264,26.370196,21.656331,349.414957,0.956527,585.886196,1228.927654,1928.430561,1229.427654,2168.069439,1.354104,-46.727072,1457952.886,1818.456452,801.752984,3219.168457,591.939818,597.911281,24.373917,25.276382,26.501814,24.05095,358.443359,0.990615,347667.9869,3216.983891,2223.981831,3217.483891,1872.518169,1.374978,-46.693544,839787.9172,1638.119918,512.653505,2023.403931,340.960199,595.578857,25.955211,25.165562,25.803782,24.527342,25.61702,0.993446,117204.8576
