Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,Variance_C5,RA_T1,DEC_T1
cpt1m012-fa06-20200223-0187-e91.fits,0,58903.32913,2458903.329,2458903.332591,1.26297,29.216944,26,43,63,0.086286,1.413996,0.169349,0.131897,0.180499,0.000082,0.000745,0.000126,0.000108,0.000131,1051.740617,1896.805952,1346.327616,1218.104993,1378.050729,15664400.85,4049.664947,1889.546763,1869.517986,1890.046763,1816.982014,1351611.219,2123.716634,1236.701143,1092.916608,3016.685303,636.436706,57.50316,5418,26.514084,24.129919,21.260341,26.999498,74.224964,0.924261,281.499944,2530.580763,2072.238286,2531.080763,1614.261714,9175407.966,3065.26406,2993.349932,21999.4082,4320.448322,73.847208,25.195192,22.978179,19.571782,26.384576,275.450542,0.912712,246.240126,3144.220163,2203.732386,3144.720163,1482.767614,2268572.755,1561.686414,1452.642947,5739.766113,1068.20878,58.159397,25.173798,20.501174,18.378093,22.624255,275.612947,0.956353,237.23833,952.651113,1639.403286,953.151113,2047.096714,1825326.558,1412.407622,1292.35111,4223.643555,859.496285,57.747605,20.011077,27.395202,23.750738,31.039667,67.252006,0.860891,251.451249,1051.271763,1053.158386,1051.771763,2633.341614,2395093.576,1603.178928,1493.96523,5312.163086,1127.78397,59.14506,19.295718,27.008115,23.285592,30.730638,66.33351,0.840677,270.714784,10.44731,-52.489896
cpt1m012-fa06-20200223-0188-e91.fits,0,58903.32962,2458903.33,2458903.333084,1.261185,29.521073,26,43,63,0.086751,1.421541,0.167588,0.131239,0.181213,0.000082,0.000749,0.000125,0.000108,0.000131,1055.381215,1896.956247,1341.634349,1216.679165,1381.072375,15676828.59,4050.482417,1889.546763,1869.517986,1890.046763,1816.982014,1359984.488,2123.716634,1239.785632,1096.951323,3133.977295,640.379449,57.238446,5549,26.842809,24.093453,21.192651,26.994254,76.02274,0.927796,262.13284,2530.580763,2072.238286,2531.080763,1614.261714,9202922.71,3069.481757,2998.200817,22012.9043,4333.404261,73.353218,25.611286,22.996919,19.632108,26.361731,274.06937,0.91624,244.260815,3144.220163,2203.732386,3144.720163,1482.767614,2250154.832,1555.665875,1446.425527,5684.711914,1059.536285,57.951795,25.953382,20.748989,18.68122,22.816759,275.921523,0.959339,231.151634,952.651113,1639.403286,953.151113,2047.096714,1818724.549,1409.303618,1290.512936,3911.081055,856.38758,57.309879,20.038854,27.481679,23.960192,31.003166,67.2094,0.870219,285.100108,1051.271763,1053.158386,1051.771763,2633.341614,2405026.494,1605.757315,1497.752165,5270.460449,1132.461109,58.976469,19.942092,27.325698,23.339189,31.312207,67.778008,0.839863,272.922716,10.447356,-52.49054
cpt1m012-fa06-20200223-0189-e91.fits,0,58903.33012,2458903.33,2458903.333579,1.259425,29.366262,26,43,63,0.086174,1.414302,0.168932,0.131852,0.180901,0.000082,0.000745,0.000125,0.000108,0.000131,1052.374694,1898.054808,1346.509298,1219.435435,1379.521518,15672550.37,4049.295531,1889.546763,1869.517986,1890.046763,1816.982014,1350566.089,2123.716634,1235.001158,1093.574755,3175.659668,635.944583,56.716518,5554,26.471799,23.825474,21.045703,26.605244,76.827042,0.934005,253.082819,2530.580763,2072.238286,2531.080763,1614.261714,9181004.023,3065.646058,2994.802352,21657.06445,4323.083351,72.882873,25.706146,22.847153,19.735956,25.95835,275.41274,0.925888,251.034269,3144.220163,2203.732386,3144.720163,1482.767614,2264964.45,1559.136485,1452.704412,5856.953125,1066.509728,56.816797,25.656712,20.545273,18.607285,22.483261,276.301132,0.963286,223.493322,952.651113,1639.403286,953.151113,2047.096714,1825725.439,1411.075906,1293.853457,4000.918213,859.684107,56.658612,19.744594,26.867306,23.410842,30.32377,68.510893,0.880311,278.067129,1051.271763,1053.158386,1051.771763,2633.341614,2400856.457,1605.168761,1495.703452,5224.304199,1130.497552,59.767896,19.730986,26.857863,23.168928,30.546798,67.220776,0.851726,279.39688,10.44745,-52.489284
cpt1m012-fa06-20200223-0190-e91.fits,0,58903.33061,2458903.331,2458903.334072,1.257674,28.024156,26,43,63,0.086468,1.426025,0.167604,0.131097,0.180288,0.000082,0.000753,0.000125,0.000108,0.000131,1053.047733,1893.81953,1340.229133,1214.505331,1376.540231,15629708.92,4043.80338,1889.546763,1869.517986,1890.046763,1816.982014,1351464.024,2123.716634,1234.832884,1094.450951,3111.514404,636.367396,56.278313,5533,24.482879,24.732692,21.037606,28.427778,77.835359,0.89711,262.017884,2530.580763,2072.238286,2531.080763,1614.261714,9187190.094,3066.624009,2995.86453,21854.16016,4325.996203,72.752084,25.184089,23.653775,19.710019,27.597532,275.403919,0.890904,246.034377,3144.220163,2203.732386,3144.720163,1482.767614,2243572.056,1552.64632,1444.998791,5590.040527,1056.436636,57.196882,25.143734,20.90173,18.62544,23.178019,275.969547,0.951593,237.190952,952.651113,1639.403286,953.151113,2047.096714,1811522.421,1406.321352,1288.128363,3983.283691,852.996296,56.867511,18.70065,27.685035,23.098457,32.271613,73.357496,0.851178,271.522089,1051.271763,1053.158386,1051.771763,2633.341614,2387424.349,1599.910192,1492.223977,5100.431641,1124.172741,58.540721,17.243165,27.557937,22.522811,32.593062,73.581213,0.822872,286.968471,10.447287,-52.489523
cpt1m012-fa06-20200223-0191-e91.fits,0,58903.33111,2458903.331,2458903.334566,1.255934,28.99382,26,43,63,0.085922,1.417553,0.16736,0.131488,0.182127,0.000082,0.000746,0.000125,0.000108,0.000132,1051.820845,1899.536579,1342.626886,1219.433599,1384.924333,15700405.8,4052.517701,1889.546763,1869.517986,1890.046763,1816.982014,1349012.47,2123.716634,1234.378266,1092.86797,3321.463379,635.213026,56.773335,5568,26.485822,23.978525,20.995384,26.961667,77.200339,0.926181,231.792888,2530.580763,2072.238286,2531.080763,1614.261714,9206067.055,3069.789513,2998.924524,21954.23242,4334.884847,72.975703,25.512955,23.07544,19.647341,26.503539,277.23324,0.909866,249.320807,3144.220163,2203.732386,3144.720163,1482.767614,2250913.029,1555.117471,1447.42315,5467.935059,1059.893299,57.343203,25.624936,20.707693,18.614921,22.800466,277.597045,0.957015,252.656155,952.651113,1639.403286,953.151113,2047.096714,1824510.641,1410.337773,1293.669273,4120.257812,859.112092,56.222899,19.98645,27.009984,23.361204,30.658765,69.546549,0.876742,261.213621,1051.271763,1053.158386,1051.771763,2633.341614,2418915.072,1609.922074,1502.504445,5269.792969,1139.00086,58.86322,19.334784,27.009533,22.8317,31.187367,69.500798,0.839745,281.824842,10.447296,-52.489707
cpt1m012-fa06-20200223-0192-e91.fits,0,58903.3316,2458903.332,2458903.335059,1.254204,29.403291,26,43,63,0.086092,1.414837,0.168124,0.131869,0.181578,0.000082,0.000745,0.000125,0.000108,0.000131,1051.948498,1899.150362,1344.50209,1219.929141,1382.829895,15698354.04,4053.411976,1889.546763,1869.517986,1890.046763,1816.982014,1351496.88,2123.716634,1236.454962,1093.041737,3043.120117,636.382867,56.950054,5507,27.026102,24.46715,21.286696,27.647603,76.614748,0.918004,270.563132,2530.580763,2072.238286,2531.080763,1614.261714,9197562.601,3068.898513,2997.024034,21422.2832,4330.880333,73.257206,25.617094,23.423811,19.803755,27.043868,274.269375,0.906813,254.467012,3144.220163,2203.732386,3144.720163,1482.767614,2259413.279,1558.284044,1449.936735,5621.155273,1063.895834,57.965527,25.645123,20.893154,18.646984,23.139324,275.828487,0.952896,238.17136,952.651113,1639.403286,953.151113,2047.096714,1828945.236,1413.038654,1294.334894,4039.530273,861.200222,57.217228,19.85925,27.397437,23.793063,31.00181,67.606635,0.867198,271.65837,1051.271763,1053.158386,1051.771763,2633.341614,2412432.919,1608.441223,1499.857679,5150.633789,1135.948592,59.266707,19.875066,27.432249,23.364675,31.499823,67.752448,0.834514,289.158748,10.447286,-52.489801
cpt1m012-fa06-20200223-0193-e91.fits,0,58903.33209,2458903.332,2458903.335552,1.252485,28.946273,26,43,63,0.086545,1.420555,0.16835,0.131562,0.180318,0.000082,0.00075,0.000125,0.000108,0.000131,1052.351749,1893.76426,1341.710681,1215.645665,1375.527937,15635338.92,4046.487711,1889.546763,1869.517986,1890.046763,1816.982014,1353164.759,2123.716634,1237.240014,1093.696246,3058.981689,637.168226,57.49688,5524,26.323812,23.813624,20.900443,26.726805,78.954734,0.932319,272.747947,2530.580763,2072.238286,2531.080763,1614.261714,9175935.348,3065.324834,2993.462633,21444.81055,4320.696651,74.055837,25.386889,22.957596,19.79493,26.120262,279.53934,0.918143,257.195229,3144.220163,2203.732386,3144.720163,1482.767614,2252927.572,1556.973442,1446.991651,5516.638672,1060.841892,58.508856,25.667742,20.594338,18.523373,22.665302,278.463271,0.956685,249.594156,952.651113,1639.403286,953.151113,2047.096714,1817851.362,1409.660863,1289.566455,4100.833984,855.97642,57.399364,19.549899,26.911807,23.373691,30.449923,69.462105,0.882436,260.14187,1051.271763,1053.158386,1051.771763,2633.341614,2388624.642,1602.041326,1490.988155,5253.511719,1124.737926,60.426875,18.399732,27.060773,23.0402,31.081346,69.185482,0.848709,273.13367,10.447442,-52.489097
cpt1m012-fa06-20200223-0194-e91.fits,0,58903.33259,2458903.333,2458903.336050,1.250751,29.27302,26,43,63,0.086873,1.409327,0.169594,0.132599,0.180605,0.000082,0.000745,0.000126,0.000109,0.000131,1053.360341,1892.817156,1343.840481,1218.038047,1374.768816,15589665.41,4040.211109,1889.546763,1869.517986,1890.046763,1816.982014,1354313.236,2123.716634,1236.872832,1094.949457,3111.02124,637.709012,56.856389,5501,26.696535,24.281377,21.503072,27.059682,73.279887,0.926724,260.279749,2530.580763,2072.238286,2531.080763,1614.261714,9119118.493,3056.068046,2983.938301,21161.86133,4293.94315,73.826162,25.65822,23.272144,19.908101,26.636186,273.995575,0.918224,253.530082,3144.220163,2203.732386,3144.720163,1482.767614,2260534.729,1558.850131,1450.129608,5405.589355,1064.423894,57.844796,25.608469,20.727855,18.749155,22.706556,277.009003,0.961973,257.87,952.651113,1639.403286,953.151113,2047.096714,1825161.617,1411.870203,1292.72621,3825.746338,859.418619,57.306036,19.789133,27.222723,23.857511,30.587934,67.112859,0.878108,298.594808,1051.271763,1053.158386,1051.771763,2633.341614,2384850.571,1600.11334,1490.426029,5147.041504,1122.960819,59.541495,19.666469,27.134631,23.484791,30.784471,67.024348,0.855563,278.453155,10.447391,-52.490792
cpt1m012-fa06-20200223-0195-e91.fits,0,58903.33308,2458903.333,2458903.336545,1.249043,29.347388,26,43,63,0.086074,1.427887,0.167764,0.130853,0.179949,0.000082,0.000753,0.000125,0.000108,0.000131,1051.579198,1896.493229,1342.797338,1215.925978,1377.506145,15678756.74,4050.346008,1889.546763,1869.517986,1890.046763,1816.982014,1349540.329,2123.716634,1235.084646,1092.670315,2962.197998,635.461581,56.83031,5480,26.942416,24.183692,21.244212,27.123171,76.656564,0.928113,281.833747,2530.580763,2072.238286,2531.080763,1614.261714,9220978.012,3072.626316,3001.008604,20345.66016,4341.906008,73.57726,25.479723,23.130744,19.895367,26.36612,277.973137,0.91857,281.672817,3144.220163,2203.732386,3144.720163,1482.767614,2252453.428,1555.690994,1447.879712,5320.362793,1060.618631,57.341274,25.586739,20.796536,18.763569,22.829502,277.106621,0.96009,261.897871,952.651113,1639.403286,953.151113,2047.096714,1814222.515,1406.840699,1289.5721,3804.656494,854.267695,56.615198,19.879489,27.066789,23.438471,30.695107,69.87153,0.880902,295.066892,1051.271763,1053.158386,1051.771763,2633.341614,2391102.788,1601.528983,1493.012498,4969.310059,1125.904817,58.894282,19.575552,26.961429,23.02549,30.897367,69.420337,0.855822,298.737704,10.4473,-52.489731
cpt1m012-fa06-20200223-0196-e91.fits,0,58903.33358,2458903.334,2458903.337039,1.247343,29.054197,26,43,63,0.086411,1.426312,0.167772,0.131005,0.180148,0.000082,0.000752,0.000125,0.000108,0.000131,1054.397981,1897.494298,1343.292647,1217.064537,1378.256263,15694362.9,4052.441016,1889.546763,1869.517986,1890.046763,1816.982014,1356158.509,2123.716634,1237.606121,1095.791695,3246.87915,638.5779,56.694839,5471,26.509467,23.927409,21.126268,26.728551,76.959582,0.933871,241.598611,2530.580763,2072.238286,2531.080763,1614.261714,9225960.501,3073.041542,3002.224466,21722.06836,4344.252126,73.437595,25.416786,22.879311,19.755807,26.002815,277.493018,0.923003,252.755352,3144.220163,2203.732386,3144.720163,1482.767614,2254784.396,1556.760045,1448.38275,5506.545898,1061.716219,57.83455,25.591189,20.639674,18.714677,22.564671,277.324928,0.963466,250.162257,952.651113,1639.403286,953.151113,2047.096714,1817889.095,1408.273124,1290.864012,3675.472168,855.994188,56.908131,20.294981,26.921082,23.411585,30.430578,68.946337,0.880588,321.486166,1051.271763,1053.158386,1051.771763,2633.341614,2395728.913,1603.732783,1493.845445,5253.420898,1128.083133,59.694046,18.111174,26.734492,22.89113,30.577854,69.233215,0.858385,274.901831,10.447449,-52.489291
cpt1m012-fa06-20200223-0197-e91.fits,0,58903.33407,2458903.334,2458903.337534,1.245665,28.359643,26,43,63,0.085803,1.420605,0.168012,0.131563,0.18065,0.000082,0.000749,0.000125,0.000108,0.000131,1049.168763,1896.570496,1342.664473,1217.691242,1378.610982,15684620.53,4053.396886,1889.546763,1869.517986,1890.046763,1816.982014,1345783.474,2123.716634,1234.66415,1089.999635,3123.979492,633.69258,57.713755,5460,26.298846,24.235546,21.064021,27.407071,78.691597,0.922295,256.239787,2530.580763,2072.238286,2531.080763,1614.261714,9204991.803,3070.907952,2997.482161,21834.93359,4334.37854,74.767863,25.118741,23.281622,19.760675,26.80257,278.851745,0.90365,249.696805,3144.220163,2203.732386,3144.720163,1482.767614,2256146.201,1558.311696,1447.814456,5849.391113,1062.357456,58.893794,25.415819,20.683351,18.611019,22.755683,279.80278,0.955646,221.787378,952.651113,1639.403286,953.151113,2047.096714,1823592.041,1411.687714,1291.781477,3923.148926,858.679549,57.985644,18.920095,27.300447,23.420782,31.180112,70.428582,0.870969,286.542323,1051.271763,1053.158386,1051.771763,2633.341614,2399890.488,1605.725107,1494.583648,5328.37793,1130.042704,60.4173,16.990517,27.190412,22.956411,31.424413,70.318323,0.84533,268.648018,10.447345,-52.490503
cpt1m012-fa06-20200223-0198-e91.fits,0,58903.33457,2458903.335,2458903.338028,1.243994,29.260562,26,43,63,0.086055,1.423351,0.167884,0.131521,0.180174,0.000082,0.000751,0.000125,0.000108,0.000131,1049.560579,1895.725618,1341.59497,1216.532417,1376.789414,15695998.14,4056.673377,1889.546763,1869.517986,1890.046763,1816.982014,1350717.293,2123.716634,1238.683117,1090.446196,3234.106689,636.015781,59.504,5438,26.87587,23.717798,21.13841,26.297186,75.67124,0.939988,245.059745,2530.580763,2072.238286,2531.080763,1614.261714,9219016.103,3073.381615,2999.632736,21449.36719,4340.982199,76.075008,25.345366,22.678532,19.48727,25.869793,275.601217,0.920853,262.19661,3144.220163,2203.732386,3144.720163,1482.767614,2256308.164,1559.883643,1446.459276,5513.379395,1062.43372,60.534678,25.717955,20.493288,18.478104,22.508472,278.866221,0.95818,252.384526,952.651113,1639.403286,953.151113,2047.096714,1824404.059,1413.839573,1290.389726,4036.125488,859.061906,59.770069,20.28477,26.831946,23.546038,30.117855,67.492176,0.883479,273.84294,1051.271763,1053.158386,1051.771763,2633.341614,2396269.813,1605.847136,1492.215392,5411.969727,1128.337828,61.707605,19.719207,26.641889,23.024181,30.259596,67.70485,0.859786,261.728455,10.447314,-52.489941
