Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,Variance_C5,RA_T1,DEC_T1
cpt1m012-fa06-20200223-0057-e91.fits,0,58903.26502,2458903.265,2458903.268481,1.609198,26.829112,32,42,63,0.086353,1.41557,0.167868,0.1326,0.180869,0.000102,0.00084,0.000145,0.000128,0.000151,842.949379,1684.757382,1159.456788,1032.096469,1201.692601,15390202.72,4399.794618,1889.101849,1865.435579,1889.601849,1821.064421,1328995.615,3216.990877,1530.137739,868.546394,3113.108154,413.11762,192.806448,5858,27.141808,21.506037,20.578599,22.433475,88.752692,0.992575,278.823564,2530.135799,2068.155717,2530.635799,1618.344283,9018951.106,3177.184471,2838.661459,20705.13672,2803.536426,210.210634,26.245001,20.953941,19.364005,22.543877,281.16423,0.973393,270.35762,3143.775135,2199.64986,3144.275135,1486.85014,2212171.686,1784.504466,1239.65601,5552.247559,687.652459,194.537404,24.894099,20.784016,18.21191,23.356123,278.752273,0.934663,253.147511,952.206076,1635.320828,952.706076,2051.179172,1801818.437,1660.07541,1085.383487,3971.042725,560.094357,192.09686,28.344436,23.912396,23.133729,24.691063,60.394294,0.983846,286.378031,1050.826684,1049.076104,1051.326684,2637.423896,2357261.487,1823.01535,1293.056302,5045.731445,732.75355,193.775483,27.520216,23.549678,22.499017,24.600339,59.142204,0.964681,298.456093,10.447372,-52.48989
cpt1m012-fa06-20200223-0058-e91.fits,0,58903.26552,2458903.266,2458903.268977,1.605398,32.09776,32,42,63,0.086483,1.413118,0.167331,0.133539,0.180985,0.000101,0.00083,0.000143,0.000127,0.000149,857.994817,1703.484877,1173.525732,1050.942292,1217.652392,15374626.51,4355.635405,1889.101849,1865.435579,1889.601849,1821.064421,1329650.633,3216.990877,1503.240668,884.522792,3176.806152,413.321232,174.939358,6013,26.623183,21.39847,20.242915,22.554024,270.300468,0.988402,264.815261,2530.135799,2068.155717,2530.635799,1618.344283,9003355.5,3159.322842,2849.773813,21529.0918,2798.688539,191.622749,26.226658,21.042527,19.532035,22.553018,282.950885,0.974789,248.863774,3143.775135,2199.64986,3144.275135,1486.85014,2203877.388,1755.553198,1255.374882,5408.755371,685.07418,175.714801,25.110874,20.86102,18.380155,23.341886,277.239511,0.941328,259.28888,952.206076,1635.320828,952.706076,2051.179172,1811242.556,1636.991094,1106.446188,3886.034912,563.02384,174.459553,28.313156,23.671818,22.924683,24.418953,64.276323,0.989762,298.003144,1050.826684,1049.076104,1051.326684,2637.423896,2356151.068,1796.811647,1311.295523,5067.291016,732.408377,176.579769,27.385818,23.420932,22.132923,24.708941,63.301346,0.966179,290.693033,10.447422,-52.490013
cpt1m012-fa06-20200223-0059-e91.fits,0,58903.26601,2458903.266,2458903.269471,1.601628,33.411311,32,42,63,0.08661,1.419944,0.168027,0.131732,0.180607,0.000099,0.000825,0.000141,0.000124,0.000147,878.581529,1722.056416,1192.979425,1061.774974,1231.198302,15408248.09,4321.981284,1889.101849,1865.435579,1889.601849,1821.064421,1334511.635,3216.990877,1472.091727,906.541087,2960.363281,414.832272,158.658594,5823,27.193248,21.714372,20.87042,22.558324,88.496386,0.993959,296.963853,2530.135799,2068.155717,2530.635799,1618.344283,9041056.053,3152.29241,2868.089275,19793.75781,2810.407738,175.840349,26.435386,21.21984,19.719966,22.719714,282.984078,0.975521,286.709018,3143.775135,2199.64986,3144.275135,1486.85014,2216561.397,1734.870511,1277.652357,5271.684082,689.016998,159.692227,25.287728,21.256882,18.779648,23.734117,279.386447,0.941012,267.821574,952.206076,1635.320828,952.706076,2051.179172,1793503.041,1604.293024,1117.939811,3703.273193,557.50952,157.165466,28.297794,23.874716,23.414422,24.335011,56.976531,0.990986,310.684215,1050.826684,1049.076104,1051.326684,2637.423896,2357127.599,1777.369682,1326.188707,4685.337891,732.711932,160.483931,27.744636,23.706483,22.704888,24.708077,58.58167,0.965863,330.310846,10.447372,-52.490325
cpt1m012-fa06-20200223-0060-e91.fits,0,58903.26651,2458903.267,2458903.269971,1.597823,33.898598,32,42,63,0.086575,1.402111,0.168772,0.133156,0.182579,0.000097,0.000808,0.00014,0.000124,0.000146,889.232019,1734.882973,1203.664829,1075.33849,1246.834173,15346710.6,4285.867742,1889.101849,1865.435579,1889.601849,1821.064421,1328635.664,3216.990877,1447.333154,917.988827,2928.310059,413.00573,145.462878,5879,27.345596,22.184273,21.512583,22.855962,271.576463,0.996329,289.096478,2530.135799,2068.155717,2530.635799,1618.344283,8957866.797,3127.968439,2863.797053,19838.66992,2784.548399,162.167918,26.32649,21.405426,19.990582,22.820269,282.09043,0.979183,273.01803,3143.775135,2199.64986,3144.275135,1486.85014,2216083.753,1717.710374,1290.13819,5050.58252,688.868523,146.276418,25.272936,21.647872,19.156704,24.13904,281.571671,0.938979,279.503155,952.206076,1635.320828,952.706076,2051.179172,1803374.415,1591.109644,1133.406753,3626.113037,560.578032,144.997587,28.938678,24.042063,23.932802,24.151324,48.345836,0.993916,320.393554,1050.826684,1049.076104,1051.326684,2637.423896,2369385.635,1761.339525,1345.218001,4771.040527,736.522336,147.170403,28.197981,23.910086,23.374741,24.445431,52.744841,0.971914,317.83795,10.44738,-52.489873
cpt1m012-fa06-20200223-0061-e91.fits,0,58903.26701,2458903.267,2458903.270467,1.594073,33.539337,32,42,63,0.085516,1.429253,0.164623,0.132432,0.181127,0.000095,0.000814,0.000136,0.000121,0.000144,899.888825,1754.880382,1210.538983,1092.605154,1261.277563,15536443.47,4283.174413,1889.101849,1865.435579,1889.601849,1821.064421,1328617.725,3216.990877,1430.268176,928.929097,2990.5896,413.000153,134.547716,5801,26.979653,21.904438,20.685119,23.123757,86.242369,0.987468,283.186021,2530.135799,2068.155717,2530.635799,1618.344283,9140878.549,3149.532003,2902.297402,20449.66211,2841.43751,151.475789,26.323171,21.232047,19.749527,22.714567,284.557963,0.974696,278.412733,3143.775135,2199.64986,3144.275135,1486.85014,2196122.81,1694.656848,1295.910032,5222.905273,682.663674,136.166677,25.564965,20.894964,18.505224,23.284704,277.339111,0.945523,268.094459,952.206076,1635.320828,952.706076,2051.179172,1816908.583,1577.071239,1152.077686,3901.150635,564.785121,134.914737,27.827206,23.961015,22.851405,25.070625,68.330473,0.983853,289.623794,1050.826684,1049.076104,1051.326684,2637.423896,2382533.526,1751.289722,1360.445102,4854.584473,740.609351,136.78557,27.103092,23.572004,22.287834,24.856174,62.624758,0.964569,320.010856,10.447418,-52.489538
cpt1m012-fa06-20200223-0062-e91.fits,0,58903.2675,2458903.268,2458903.270961,1.590399,33.695624,32,42,63,0.0867,1.414425,0.16766,0.132829,0.181107,0.000095,0.000803,0.000137,0.000121,0.000143,914.311183,1760.523394,1224.732541,1098.601252,1263.954362,15402426.3,4242.826121,1889.101849,1865.435579,1889.601849,1821.064421,1335394.455,3216.990877,1413.464135,944.76713,3067.57666,415.106696,125.009638,5745,27.362786,21.788887,21.082771,22.495002,82.519786,0.995509,275.239545,2530.135799,2068.155717,2530.635799,1618.344283,9023091.219,3120.910682,2891.172526,20863.24609,2804.823378,141.639457,26.335568,21.142875,19.569245,22.716506,280.182227,0.975066,260.72644,3143.775135,2199.64986,3144.275135,1486.85014,2211577.463,1683.57833,1313.617207,5333.990234,687.467745,125.95453,25.373437,20.992858,18.576502,23.409214,278.77959,0.943213,260.622023,952.206076,1635.320828,952.706076,2051.179172,1805996.774,1558.090973,1159.108682,3859.414307,561.393191,125.045045,28.180857,24.03102,23.436734,24.625305,57.048903,0.985344,296.42231,1050.826684,1049.076104,1051.326684,2637.423896,2361760.841,1731.879482,1363.698147,5068.816406,734.152172,126.97832,27.686137,23.612796,22.722207,24.503386,56.857019,0.96492,289.458051,10.447426,-52.489769
cpt1m012-fa06-20200223-0063-e91.fits,0,58903.26798,2458903.268,2458903.271441,1.586773,33.977033,32,42,63,0.086864,1.412106,0.167007,0.132451,0.182745,0.000094,0.000796,0.000136,0.00012,0.000143,927.590044,1773.806988,1232.51876,1108.14513,1280.674189,15437448.48,4226.060575,1889.101849,1865.435579,1889.601849,1821.064421,1340959.364,3216.990877,1398.253186,959.024715,3148.391602,416.836545,115.515479,5871,27.517159,21.848188,21.004015,22.69236,81.682287,0.993515,260.779366,2530.135799,2068.155717,2530.635799,1618.344283,9037461.601,3116.426458,2899.943805,21888.26367,2809.290404,131.888888,26.541877,21.137691,19.579135,22.696247,280.898044,0.975048,238.51145,3143.775135,2199.64986,3144.275135,1486.85014,2209205.757,1671.099539,1322.007281,5311.607422,686.730501,116.401349,25.380884,21.234566,18.510399,23.958733,277.894786,0.931187,262.042479,952.206076,1635.320828,952.706076,2051.179172,1805556.118,1543.786388,1169.56344,3785.112305,561.256213,115.53676,28.80152,23.636348,23.121625,24.151071,59.321834,0.991753,301.383566,1050.826684,1049.076104,1051.326684,2637.423896,2385225.006,1723.839909,1383.669675,5047.810547,741.445996,117.673716,27.948101,23.141483,22.299448,23.983518,58.456048,0.974218,296.975458,10.447436,-52.490562
cpt1m012-fa06-20200223-0064-e91.fits,0,58903.26848,2458903.268,2458903.271938,1.583088,33.905784,32,42,63,0.086006,1.407846,0.168149,0.132516,0.182527,0.000092,0.00079,0.000135,0.000119,0.000142,931.029746,1782.286327,1243.035217,1117.418208,1286.302546,15411331.91,4204.581138,1889.101849,1865.435579,1889.601849,1821.064421,1325460.839,3216.990877,1376.957927,962.600827,3121.676758,412.018837,108.298374,5854,27.290118,21.673687,20.665304,22.68207,271.887925,0.991341,258.411094,2530.135799,2068.155717,2530.635799,1618.344283,9010867.811,3106.725115,2900.439362,21318.75391,2801.023738,124.723836,26.539263,21.144149,19.611685,22.676614,282.964498,0.974292,253.340482,3143.775135,2199.64986,3144.275135,1486.85014,2218386.418,1662.308396,1334.521575,5903.801758,689.584305,109.217679,25.28692,20.745184,18.248527,23.241841,278.194206,0.938838,219.736305,952.206076,1635.320828,952.706076,2051.179172,1803289.057,1528.040049,1180.132065,3810.712891,560.551499,108.086044,28.800234,23.724349,22.76892,24.679777,70.199968,0.989108,298.955308,1050.826684,1049.076104,1051.326684,2637.423896,2378788.62,1711.311198,1390.038599,5267.48291,739.445249,110.210212,27.635353,23.578308,22.08152,25.075097,65.868719,0.963919,270.608869,10.44742,-52.489576
cpt1m012-fa06-20200223-0065-e91.fits,0,58903.26898,2458903.269,2458903.272434,1.57942,33.808373,32,42,63,0.086405,1.418703,0.165564,0.132652,0.182427,0.000092,0.000792,0.000133,0.000118,0.000141,943.512334,1791.086635,1243.616216,1125.956067,1294.530589,15477748.29,4199.98143,1889.101849,1865.435579,1889.601849,1821.064421,1337351.827,3216.990877,1370.175097,976.044471,3328.447266,415.715145,101.830242,5696,27.549024,21.652538,20.961518,22.343557,82.852753,0.99567,236.76577,2530.135799,2068.155717,2530.635799,1618.344283,9078554.956,3112.663485,2916.651607,22760.33594,2822.064253,118.354245,26.524731,20.965686,19.478945,22.452427,282.046617,0.976104,228.436776,3143.775135,2199.64986,3144.275135,1486.85014,2198554.677,1648.119318,1333.977858,5694.666992,683.419618,103.476133,25.507296,20.848954,18.509607,23.1883,281.74321,0.941611,231.62003,952.206076,1635.320828,952.706076,2051.179172,1812701.49,1523.913222,1189.504404,4242.204102,563.477349,101.88072,28.214305,23.663995,23.032596,24.295394,59.044492,0.987173,249.771695,1050.826684,1049.076104,1051.326684,2637.423896,2387937.17,1706.622761,1399.217932,5685.947266,742.289071,104.135001,27.340723,23.414656,22.499583,24.329729,57.277238,0.96473,240.207711,10.44745,-52.490018
cpt1m012-fa06-20200223-0066-e91.fits,0,58903.26947,2458903.269,2458903.272929,1.575799,33.950888,32,42,63,0.08668,1.408345,0.167131,0.132925,0.183006,0.000091,0.000784,0.000133,0.000117,0.000141,950.413703,1797.461141,1252.992131,1131.580127,1300.690196,15439837.51,4181.392214,1889.101849,1865.435579,1889.601849,1821.064421,1338328.607,3216.990877,1360.709843,983.551794,3118.803711,416.018776,96.242901,5796,27.606813,21.717983,21.027428,22.408538,87.704805,0.995938,264.867614,2530.135799,2068.155717,2530.635799,1618.344283,9028863.132,3099.330122,2913.166,21939.16992,2806.617574,113.390816,26.57797,21.034393,19.542169,22.526618,282.085973,0.976055,240.199098,3143.775135,2199.64986,3144.275135,1486.85014,2210956.954,1643.370534,1345.379455,5781.366699,687.27486,97.609076,25.412189,21.165151,18.412066,23.918237,276.349865,0.93123,224.666804,952.206076,1635.320828,952.706076,2051.179172,1811541.933,1514.754817,1195.930795,3929.941895,563.116901,97.263568,28.360147,23.944141,23.559877,24.328404,53.307058,0.987405,282.043465,1050.826684,1049.076104,1051.326684,2637.423896,2388475.489,1697.953113,1406.679296,5198.07959,742.456407,98.780156,27.98895,23.624612,22.833339,24.415884,55.563906,0.96554,279.897562,10.447422,-52.49026
