Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,AIRMASS
lsc1m005-fa15-20190224-0110-e91.fits,47,0,58539.56744,2458539.567,2458539.568290,1.101279,42,10.575573,11,20,30,0.173316,0.230121,0.83019,0.202549,0.23592,0.000222,0.000288,0.000799,0.000266,0.000293,780.736831,798.357299,1039.364556,760.616276,806.255765,3928774.847,1890.254445,2077.542266,2032.209695,2078.042266,2064.290305,5.267015,-31.41298,680919.6469,380.132711,808.279929,842.430478,11983.51758,1791.268226,163.196171,1393,8.121463,9.306341,9.60902,9.003663,341.903289,0.993517,3031.718018,2149.00049,3032.218018,1947.49951,5.275063,-31.399537,734963.5201,833.720272,881.546899,10437.72852,1933.439293,161.138503,9.007672,9.719029,10.430003,9.008054,343.225677,0.96951,3034.210122,1850.418615,3034.710122,2246.081385,5.275106,-31.431807,1782125.921,1239.333021,1437.971789,28358.28125,4688.167762,168.42807,9.005542,9.556322,9.896922,9.215723,332.362065,0.98438,1633.815452,2859.561309,1634.315452,1236.938691,5.263221,-31.323897,661736.5531,797.760344,829.492915,13480.43848,1740.804024,158.360283,8.12322,9.110332,9.575144,8.645521,355.652159,0.989399,2410.374392,1637.412072,2410.874392,2459.087928,5.269851,-31.455379,749948.8524,840.002662,892.793424,12558.68848,1972.86061,158.063494,8.542079,9.445026,9.658838,9.231213,330.625573,0.992392,1.101279
lsc1m005-fa15-20190224-0111-e91.fits,48,0,58539.56823,2458539.568,2458539.569290,1.103428,42,11.623734,11,20,30,0.173545,0.230354,0.828913,0.202668,0.236142,0.000223,0.000289,0.000799,0.000267,0.000294,778.684982,796.671922,1036.955933,759.135492,804.014941,3914227.183,1887.687526,2077.592587,2032.194456,2078.092587,2064.305544,5.267018,-31.412936,679292.8119,380.132711,808.510827,840.177756,11387.65918,1786.988576,161.837895,1289,9.721009,9.489174,9.758837,9.219511,337.649448,0.993616,3031.826329,2149.057401,3032.326329,1947.442599,5.275064,-31.399502,732844.4148,833.019996,879.744085,9993.276367,1927.864647,160.941046,9.876612,9.911744,10.600549,9.222939,341.901064,0.970621,3034.313455,1850.394709,3034.813455,2246.105291,5.275106,-31.431772,1774033.899,1236.609806,1434.594721,26415.6875,4666.880401,168.278768,9.834394,9.735254,10.06645,9.404058,330.565074,0.982719,1633.87669,2859.510979,1634.37669,1236.989021,5.263225,-31.323875,659607.755,796.669167,827.956927,12724.78711,1735.20388,158.635302,8.521589,9.286296,9.730049,8.842542,353.715364,0.990456,2410.443548,1637.428323,2410.943548,2459.071677,5.269853,-31.455325,747741.1139,839.973992,890.195555,11473.24219,1967.0528,157.785839,9.589494,9.670861,9.891345,9.450376,329.558185,0.991228,1.103428
lsc1m005-fa15-20190224-0112-e91.fits,49,0,58539.56902,2458539.569,2458539.570290,1.105624,42,11.720284,11,20,30,0.173043,0.22966,0.830765,0.203097,0.235546,0.000222,0.000288,0.000801,0.000267,0.000293,778.714321,796.244323,1037.199903,759.982932,804.386087,3910744.968,1885.440058,2077.326057,2031.924241,2077.826057,2064.575759,5.267016,-31.412973,676727.1441,380.132711,805.461607,840.173062,11796.43164,1780.239175,159.773,1426,9.048039,9.618771,9.877743,9.359799,339.608956,0.99495,3031.53826,2148.766565,3032.03826,1947.733435,5.275063,-31.399534,730398.1006,830.879766,879.065938,9954.168945,1921.429225,159.258163,9.894309,10.02361,10.6698,9.37742,342.694565,0.975661,3033.997446,1850.127295,3034.497446,2246.372705,5.275105,-31.431804,1774618.665,1236.808993,1434.836482,28530.23828,4668.418721,166.271728,9.904613,9.873207,10.182696,9.563718,330.675405,0.985509,1633.609724,2859.288942,1634.109724,1237.211058,5.263223,-31.323902,660179.5455,796.318329,829.039746,12148.17578,1736.708066,157.944109,8.268835,9.467325,9.879357,9.055293,356.191462,0.992317,2410.129398,1637.033926,2410.629398,2459.466074,5.269852,-31.455377,745548.6567,837.080438,890.653542,12391.17481,1961.28519,155.839747,9.861889,9.824966,10.004669,9.645263,329.465847,0.994286,1.105624
lsc1m005-fa15-20190224-0113-e91.fits,50,0,58539.56981,2458539.57,2458539.571290,1.107848,42,11.425734,11,20,30,0.172593,0.229629,0.828981,0.203013,0.236479,0.000222,0.000289,0.0008,0.000267,0.000294,777.025257,795.614023,1036.529258,759.434599,804.445369,3909149.18,1885.904932,2077.599659,2031.82439,2078.099659,2064.67561,5.267017,-31.412981,674691.9416,380.132711,804.984806,838.142455,11527.4209,1774.885249,159.883639,1333,9.061753,9.646244,9.996002,9.296486,348.13572,0.993742,3031.786746,2148.708992,3032.286746,1947.791008,5.275064,-31.399536,730020.5367,831.140617,878.335774,10158.31934,1920.435983,159.252873,9.486463,10.016519,10.793493,9.239544,346.466338,0.970009,3034.222838,1850.014641,3034.722838,2246.485359,5.275105,-31.431813,1771811.389,1235.924385,1433.592064,26860.53516,4661.033733,167.860011,9.603009,9.87466,10.276366,9.472954,336.79027,0.986117,1633.895538,2859.263909,1634.395538,1237.236091,5.263224,-31.323901,659684.6008,796.307984,828.428967,11911.56152,1735.406035,156.916146,7.865473,9.46963,9.977059,8.962201,0.02102,0.98858,2410.379748,1636.991722,2410.879748,2459.508278,5.269852,-31.455379,747632.6532,839.182457,890.905961,11787.05957,1966.767477,156.672179,9.39169,9.804423,10.051865,9.556982,336.798722,0.994649,1.107848
lsc1m005-fa15-20190224-0114-e91.fits,51,0,58539.57059,2458539.571,2458539.572290,1.110079,42,10.305117,11,20,30,0.172395,0.229646,0.828927,0.203111,0.236384,0.000223,0.00029,0.000802,0.000268,0.000295,774.147382,793.246195,1033.542079,757.287323,802.541459,3890277.251,1882.160437,2077.160146,2032.104912,2077.660146,2064.395088,5.267014,-31.412997,670666.1743,380.132711,803.268924,834.921101,11110.59375,1764.294823,161.151577,1376,7.847715,9.664521,10.134528,9.194514,339.415414,0.983384,3031.380863,2148.947876,3031.880863,1947.552124,5.275062,-31.399546,726539.2406,829.676944,875.689322,10275.88965,1911.277876,159.578035,8.313673,10.022001,10.852194,9.191808,342.280429,0.959211,3033.787508,1850.313795,3034.287508,2246.186205,5.275104,-31.431822,1763195.274,1233.694594,1429.199157,27454.61133,4638.367661,167.599944,8.742928,9.915776,10.440218,9.391334,334.537017,0.971994,1633.385298,2859.478726,1633.885298,1237.021274,5.263219,-31.323912,656762.3199,795.025382,826.089751,13333.4502,1727.718507,158.491233,6.856115,9.470768,10.081471,8.860065,348.694473,0.980644,2409.952525,1637.25022,2410.452525,2459.24978,5.26985,-31.455401,743780.4163,836.717617,888.926444,11870.14356,1956.633551,155.865274,8.33942,9.813236,10.207763,9.41871,333.608281,0.982384,1.110079
lsc1m005-fa15-20190224-0115-e91.fits,52,0,58539.57138,2458539.571,2458539.572290,1.11234,42,11.312436,11,20,30,0.171977,0.23001,0.82827,0.203034,0.236397,0.000222,0.00029,0.000801,0.000268,0.000294,774.161048,794.41258,1034.217786,757.72197,802.846122,3893434.393,1882.42498,2077.092029,2032.393846,2077.592029,2064.106154,5.267016,-31.412989,669579.6738,380.132711,802.038836,834.846947,10838.45508,1761.43661,160.554352,1356,8.750339,9.661702,9.89966,9.423745,335.366221,0.994309,3031.321471,2149.229986,3031.821471,1947.270014,5.275064,-31.39954,728065.9447,830.012266,877.174922,9517.620117,1915.294116,159.54721,9.265561,10.063605,10.692982,9.434227,340.824432,0.974759,3033.810818,1850.612159,3034.310818,2245.887841,5.275106,-31.431814,1763860.953,1233.579387,1429.872266,24446.65625,4640.118836,166.670818,10.20774,9.894926,10.203026,9.586825,329.990893,0.984501,1633.374458,2859.73782,1633.874458,1236.76218,5.263221,-31.323908,657089.167,794.982643,826.5453,12019.17383,1728.57833,158.6629,8.047995,9.444112,9.826257,9.061967,352.224324,0.992967,2409.942819,1637.610535,2410.442819,2458.889465,5.269852,-31.455386,744418.3282,837.190503,889.186303,11264.83398,1958.31168,155.726022,9.985427,9.807096,9.980273,9.63392,326.572544,0.991932,1.11234
lsc1m005-fa15-20190224-0116-e91.fits,53,0,58539.57216,2458539.572,2458539.573290,1.114629,42,11.033302,11,20,30,0.171741,0.230172,0.828278,0.203084,0.236177,0.000222,0.00029,0.000802,0.000268,0.000295,772.468599,793.722305,1032.897691,756.966949,801.284389,3884068.66,1880.301555,2077.306342,2032.058393,2077.806342,2064.441607,5.267014,-31.412997,667054.9159,380.132711,800.88368,832.898625,10474.31934,1754.79483,159.443938,1305,8.37269,9.780016,10.086909,9.473122,345.095633,0.994779,3031.50352,2148.930586,3032.00352,1947.569414,5.275063,-31.399545,726731.1283,829.11444,876.514861,9808.415039,1911.782667,157.416733,9.328261,10.132151,10.806444,9.457857,344.390496,0.97599,3033.928225,1850.294317,3034.428225,2246.205683,5.275104,-31.431821,1759628.177,1232.174558,1428.067286,25838.64844,4628.983841,166.472984,9.315942,10.006581,10.378616,9.634547,334.505659,0.986084,1633.609484,2859.485661,1634.109484,1237.014339,5.26322,-31.323905,655641.0386,793.968098,825.77756,11446.72363,1724.768797,156.305801,8.061379,9.605081,10.069029,9.141134,357.432012,0.990636,2410.137122,1637.257736,2410.637122,2459.242264,5.269851,-31.455397,742068.3162,836.339465,887.281238,11467.55273,1952.129597,154.590987,8.775803,9.92029,10.193245,9.647335,334.851431,0.99259,1.114629
lsc1m005-fa15-20190224-0117-e91.fits,54,0,58539.57295,2458539.573,2458539.574290,1.116956,42,11.496478,11,20,30,0.171881,0.229108,0.829551,0.203361,0.236378,0.000222,0.000289,0.000802,0.000268,0.000295,773.457054,792.969848,1034.022674,758.661298,802.561516,3888742.604,1880.523119,2077.213318,2032.327461,2077.713318,2064.172539,5.267013,-31.412992,668402.6535,380.132711,801.450955,833.990713,13384.03906,1758.340269,157.165168,1340,8.623705,9.647839,10.119217,9.17646,344.43706,0.987032,3031.441309,2149.083209,3031.941309,1947.416791,5.275061,-31.399553,724869.7073,828.249918,875.182347,11305.37988,1906.885901,157.561307,9.365705,10.048044,10.907402,9.188685,345.009972,0.961569,3033.862289,1850.5413,3034.362289,2245.9587,5.275103,-31.431818,1763225.624,1233.099006,1429.914075,30719.17578,4638.4475,165.576163,10.119603,9.883974,10.443899,9.32405,338.067139,0.975462,1633.545965,2859.608269,1634.045965,1236.891731,5.263219,-31.323918,657175.6265,793.830695,827.853635,15121.29199,1728.805776,154.329226,8.60008,9.452496,10.063643,8.841348,353.286949,0.982473,2410.024489,1637.491081,2410.524489,2459.008919,5.269849,-31.455395,743471.6467,836.462159,888.828787,13781.51172,1955.821283,153.837886,9.739994,9.817962,10.241692,9.394232,338.275238,0.985916,1.116956
lsc1m005-fa15-20190224-0118-e91.fits,55,0,58539.57374,2458539.574,2458539.575290,1.119323,42,11.350797,11,20,30,0.170854,0.229905,0.830503,0.202589,0.235954,0.000221,0.000289,0.000802,0.000267,0.000293,773.178579,795.085439,1036.03994,758.601488,803.943221,3900280.263,1882.561501,2077.376858,2031.678574,2077.876858,2064.821426,5.267014,-31.413006,666380.0001,380.132711,799.603897,833.387634,11201.84668,1753.019355,156.715649,1357,8.651921,9.61817,9.86841,9.367931,335.556182,0.993746,3031.569784,2148.533964,3032.069784,1947.966036,5.275062,-31.399557,729075.7497,830.6589,877.707745,9836.65332,1917.95057,155.656217,9.628371,10.000435,10.666688,9.334182,341.8842,0.972954,3033.990055,1849.93057,3034.490055,2246.56943,5.275104,-31.431829,1769565.33,1234.507224,1433.418368,28792.11523,4655.125113,163.437565,9.591887,9.874904,10.166256,9.583553,329.091624,0.984417,1633.678279,2859.088161,1634.178279,1237.411839,5.26322,-31.323918,657043.1326,794.101539,827.404431,12584.8291,1728.457229,153.797716,8.075045,9.450174,9.858473,9.041875,350.682835,0.991715,2410.168692,1636.906029,2410.668692,2459.593971,5.26985,-31.455402,744596.051,836.324253,890.319812,12185.04785,1958.779209,151.680598,9.310285,9.781708,9.96318,9.600236,327.495455,0.992292,1.119323
lsc1m005-fa15-20190224-0120-e91.fits,56,0,58539.57532,2458539.575,2458539.576290,1.124145,42,11.75156,11,20,30,0.17099,0.229547,0.829321,0.203563,0.235827,0.000222,0.000289,0.000802,0.000268,0.000294,771.786174,793.352103,1034.118302,759.034335,802.020501,3886365.584,1879.220165,2077.547314,2032.141197,2078.047314,2064.358803,5.267015,-31.413005,664528.0602,380.132711,798.82094,831.88613,12693.49805,1748.147531,156.331291,1345,9.32909,9.574522,9.768092,9.380951,336.084223,0.996375,3031.664347,2148.988537,3032.164347,1947.511463,5.275062,-31.399557,725553.6959,828.540659,875.700773,11002.58106,1908.685243,155.449696,9.930668,10.026188,10.647908,9.404469,341.652088,0.976259,3034.151833,1850.341066,3034.651833,2246.158934,5.275104,-31.431834,1761880.007,1232.016973,1430.077707,32290.03125,4634.907642,162.681446,10.030163,9.827554,10.106406,9.548703,329.435676,0.986209,1633.862954,2859.524191,1634.362954,1236.975809,5.263221,-31.323919,657316.1328,793.533143,828.34112,14408.28223,1729.1754,152.400091,8.671842,9.391896,9.784235,8.999557,355.643034,0.992881,2410.316091,1637.367842,2410.816091,2459.132158,5.26985,-31.455402,741615.7478,835.121629,888.033218,13310.73731,1950.939044,152.120387,9.445241,9.746662,9.907971,9.585352,327.103142,0.993487,1.124145
lsc1m005-fa15-20190224-0121-e91.fits,57,0,58539.57612,2458539.576,2458539.577280,1.126602,42,12.505012,11,20,30,0.17017,0.229974,0.829874,0.202564,0.236197,0.000221,0.000289,0.000801,0.000267,0.000294,771.464989,795.516561,1035.753462,758.005138,803.420406,3898371.571,1882.194276,2077.384101,2031.671108,2077.884101,2064.828892,5.267015,-31.41299,663386.5125,380.132711,798.027953,831.2823,10976.67285,1745.144507,155.478947,1304,10.032762,9.613742,9.803975,9.423509,334.3976,0.996013,3031.598742,2148.481453,3032.098742,1948.018547,5.275063,-31.399543,728897.8201,829.807451,878.393921,9601.048828,1917.482497,155.874211,10.624025,10.046029,10.663315,9.428744,341.284753,0.97623,3034.029619,1849.913726,3034.529619,2246.586274,5.275105,-31.431812,1767967.504,1233.734627,1433.020899,29320.93945,4650.921778,162.618774,10.461388,9.90872,10.165197,9.652243,327.912229,0.985896,1633.693465,2859.052011,1634.193465,1237.447989,5.263221,-31.323905,656655.5414,794.351201,826.656447,11862.69434,1727.437609,153.67318,9.25711,9.428126,9.769892,9.086359,354.145853,0.994532,2410.253524,1636.896565,2410.753524,2459.603435,5.269852,-31.455386,744850.7047,837.245439,889.644386,12086.79492,1959.449116,152.737447,10.398216,9.785079,9.876006,9.694151,321.685983,0.993543,1.126602
lsc1m005-fa15-20190224-0122-e91.fits,58,0,58539.57691,2458539.577,2458539.578280,1.12909,42,12.97236,11,20,30,0.170015,0.22968,0.828586,0.203202,0.236409,0.00022,0.000289,0.0008,0.000268,0.000294,771.533058,795.205266,1036.018592,759.353523,804.240405,3900160.85,1882.438294,2077.609243,2032.006979,2078.109243,2064.493021,5.267015,-31.412989,663086.1086,380.132711,797.627161,831.323381,10822.18555,1744.354246,157.885637,1343,10.308425,9.684689,9.966522,9.402855,334.395859,0.991384,3031.791648,2148.839238,3032.291648,1947.660762,5.275063,-31.399538,728472.5621,829.817261,877.871064,9391.142578,1916.363788,156.479844,10.711348,10.101546,10.813905,9.389187,340.536538,0.967456,3034.284485,1850.217226,3034.784485,2246.282774,5.275106,-31.431813,1767276.916,1233.633703,1432.578335,26646.93359,4649.105074,164.439444,10.912802,9.942034,10.297243,9.586825,329.455518,0.97821,1633.887851,2859.30909,1634.387851,1237.19091,5.26322,-31.323913,658677.2029,795.110382,828.409763,11788.88965,1732.755913,154.822783,9.664257,9.452713,9.925586,8.97984,350.616808,0.98889,2410.449202,1637.242734,2410.949202,2459.257266,5.269851,-31.455384,745734.1692,837.212406,890.734733,11464.6416,1961.773211,152.549851,10.759954,9.82779,10.04844,9.607141,327.016864,0.987857,1.12909
lsc1m005-fa15-20190224-0123-e91.fits,59,0,58539.5777,2458539.578,2458539.579280,1.131584,42,13.392511,11,20,30,0.170106,0.229954,0.8286,0.202891,0.236455,0.00022,0.000289,0.0008,0.000267,0.000294,771.695325,795.584127,1035.926616,759.327209,804.095954,3898791.45,1881.868664,2077.704759,2032.105142,2078.204759,2064.394858,5.267018,-31.412964,663209.4135,380.132711,797.574488,831.532883,9398.885742,1744.678619,156.381726,1340,10.603769,9.807469,10.009792,9.605146,339.220575,0.996962,3031.838803,2148.930241,3032.338803,1947.569759,5.275064,-31.39953,728923.2885,829.812472,878.419297,8824.348633,1917.549496,155.887158,10.973047,10.218584,10.843697,9.593472,342.044435,0.977351,3034.335815,1850.334556,3034.835815,2246.165444,5.275106,-31.431795,1766672.913,1233.572227,1432.160091,23769.06836,4647.516148,163.588297,11.282172,10.084224,10.335169,9.833278,328.671067,0.988273,1633.948309,2859.45828,1634.448309,1237.04172,5.263224,-31.323895,657606.3054,793.839755,828.386714,10477.89844,1729.938746,153.813021,10.018217,9.567526,9.944874,9.190177,357.919095,0.993764,2410.494631,1637.251579,2410.994631,2459.248421,5.269853,-31.455364,745588.9431,837.232903,890.539467,10368.77539,1961.39117,152.803376,11.112993,9.981693,10.066263,9.897123,322.128823,0.995267,1.131584
lsc1m005-fa15-20190224-0124-e91.fits,60,0,58539.57849,2458539.578,2458539.579280,1.134142,42,13.145839,11,20,30,0.169761,0.229624,0.829158,0.202694,0.236741,0.00022,0.000289,0.0008,0.000267,0.000294,770.98343,794.938725,1035.817202,758.418616,804.761818,3903392.087,1884.357882,2077.700871,2031.766828,2078.200871,2064.733172,5.267015,-31.413,662642.0486,380.132711,797.728184,830.661448,9905.709961,1743.186075,157.513635,1340,10.41456,9.757696,10.11332,9.402072,346.686645,0.993369,3031.873738,2148.567554,3032.373738,1947.932446,5.275063,-31.399554,728931.7022,830.652561,877.541028,8570.977539,1917.571629,156.500288,10.633107,10.125188,10.908921,9.341454,347.53209,0.9712,3034.359181,1849.945668,3034.859181,2246.554332,5.275106,-31.431829,1769409.037,1235.280299,1432.394768,25320.01953,4654.713959,165.323266,10.867392,9.987293,10.399689,9.574897,337.765548,0.986654,1633.941488,2859.077923,1634.441488,1237.422077,5.26322,-31.323921,657852.4922,795.288625,827.1871,10759.29395,1730.586379,155.026653,9.65798,9.584504,10.119651,9.049357,359.744506,0.987606,2410.578316,1636.96828,2411.078316,2459.53172,5.269852,-31.455399,747198.8558,838.104729,891.533993,10028.37207,1965.626304,153.245702,10.763645,9.917594,10.196106,9.639081,337.43279,0.993671,1.134142
lsc1m005-fa15-20190224-0125-e91.fits,61,0,58539.57928,2458539.579,2458539.580280,1.136721,42,12.528975,11,20,30,0.16944,0.230316,0.829429,0.202614,0.236002,0.000219,0.000288,0.000798,0.000266,0.000293,772.926727,798.393146,1039.235203,760.574462,805.985441,3924267.812,1888.358409,2077.725879,2031.943231,2078.225879,2064.556769,5.267016,-31.412984,664926.9796,380.132711,798.55561,832.662086,10932.08594,1749.196952,158.792026,1326,9.756466,9.345392,9.647401,9.043382,335.467835,0.99029,3031.794741,2148.802259,3032.294741,1947.697741,5.275063,-31.399533,734625.0764,833.25512,881.632838,10099.16895,1932.548962,156.168813,10.106549,9.760686,10.528865,8.992506,340.700783,0.959935,3034.312537,1850.146348,3034.812537,2246.353652,5.275105,-31.431812,1779190.427,1237.458521,1437.77783,28944.37695,4680.445473,163.848287,10.4432,9.598278,9.972061,9.224495,329.988793,0.975776,1634.055858,2859.274572,1634.555858,1237.225428,5.263221,-31.323902,661152.9772,797.084122,829.464493,12658.72461,1739.268834,155.724752,8.888157,9.15299,9.630575,8.675405,349.514247,0.987578,2410.483349,1637.106713,2410.983349,2459.393287,5.269851,-31.455388,749299.332,839.605084,892.442585,12292.75977,1971.151943,154.760149,10.304662,9.512489,9.718497,9.30648,326.672505,0.988064,1.136721
lsc1m005-fa15-20190224-0126-e91.fits,62,0,58539.58006,2458539.58,2458539.581280,1.139306,42,12.67869,11,20,30,0.169454,0.229851,0.830488,0.202341,0.236278,0.000219,0.000288,0.000799,0.000266,0.000293,773.309992,799.02717,1039.940504,761.702318,807.419058,3930346.118,1889.67106,2077.71612,2032.099033,2078.21612,2064.400967,5.267017,-31.412968,666014.3008,380.132711,799.510836,833.027235,11658.70801,1752.057325,158.164435,1373,10.037128,9.340217,9.588401,9.092034,339.271506,0.994979,3031.814659,2148.964247,3032.314659,1947.535753,5.275064,-31.399525,734555.0815,832.525172,882.321768,10457.88965,1932.36483,157.232381,10.447304,9.765428,10.456854,9.074002,342.38296,0.970243,3034.337009,1850.28402,3034.837009,2246.21598,5.275106,-31.431802,1783188.077,1240.32002,1437.683862,30349.33789,4690.961932,165.876784,10.70203,9.581506,9.862525,9.300487,328.639209,0.983647,1634.038682,2859.496992,1634.538682,1237.003008,5.263224,-31.323884,661433.9884,796.119333,830.822668,13896.32617,1740.008079,155.763605,9.326896,9.088131,9.522473,8.653788,354.720252,0.990589,2410.482428,1637.271885,2410.982428,2459.228115,5.269852,-31.455369,751168.9708,839.97548,894.27488,13087.89648,1976.070327,154.582498,10.351115,9.484788,9.622925,9.346651,325.285899,0.993131,1.139306
lsc1m005-fa15-20190224-0127-e91.fits,63,0,58539.58085,2458539.581,2458539.582280,1.141946,42,12.688881,11,20,30,0.168567,0.229817,0.830205,0.20265,0.236114,0.000219,0.000288,0.000798,0.000266,0.000293,770.219036,798.605312,1039.811677,761.342974,806.585612,3930160.048,1890.062244,2077.714243,2032.077789,2078.214243,2064.422211,5.267016,-31.412984,662496.1464,380.132711,798.957522,829.200712,11407.48438,1742.802256,161.074164,1321,10.016502,9.288511,9.511767,9.065254,333.42069,0.99358,3031.791889,2148.879303,3032.291889,1947.620697,5.275063,-31.399539,734431.6815,832.890257,881.786857,10434.98047,1932.040206,158.927888,10.408596,9.740004,10.401965,9.078042,339.708802,0.968262,3034.317216,1850.264824,3034.817216,2246.235176,5.275106,-31.431813,1782771.932,1239.400531,1438.414691,30235.41797,4689.867196,166.704008,10.608226,9.554831,9.82739,9.282273,326.871549,0.979955,1634.107778,2859.425383,1634.607778,1237.074617,5.263222,-31.323899,662244.3845,797.515443,830.384402,13287.98926,1742.139956,157.414488,9.359174,9.073613,9.431925,8.7153,350.27745,0.993007,2410.478813,1637.189086,2410.978813,2459.310914,5.269851,-31.455394,750712.0504,840.526352,893.145168,12236.5625,1974.868325,155.599515,10.373219,9.453505,9.560254,9.346756,321.711948,0.990539,1.141946
lsc1m005-fa15-20190224-0128-e91.fits,64,0,58539.58164,2458539.582,2458539.583280,1.144606,42,12.905394,11,20,30,0.168283,0.229745,0.829613,0.202901,0.236191,0.000219,0.000288,0.000799,0.000267,0.000293,768.729817,796.982554,1038.63164,760.89152,805.947156,3926669.797,1890.570406,2077.576526,2031.971224,2078.076526,2064.528776,5.267015,-31.412991,660793.1058,380.132711,798.546196,827.495152,11028.50488,1738.322135,162.822677,1376,10.226814,9.39813,9.682616,9.113645,338.058279,0.992957,3031.714759,2148.861348,3032.214759,1947.638652,5.275063,-31.399537,733593.804,833.843082,879.774408,10015.40625,1929.836035,161.617961,10.610931,9.833384,10.552768,9.114,342.720614,0.968771,3034.18929,1850.202092,3034.68929,2246.297908,5.275105,-31.431815,1780494.99,1239.192754,1436.818432,29031.50391,4683.877336,169.293663,10.79489,9.675893,10.028803,9.322982,330.979755,0.981058,1633.899126,2859.359563,1634.399126,1237.140437,5.263221,-31.323905,662337.2597,797.994406,830.002385,12335.58203,1742.384279,158.866219,9.543349,9.222653,9.69628,8.749027,353.00737,0.988855,2410.36828,1637.158892,2410.86828,2459.341108,5.269851,-31.455392,750243.7436,840.576243,892.535031,12243.0166,1973.636369,159.218342,10.662105,9.576626,9.787762,9.36549,328.891173,0.99106,1.144606
lsc1m005-fa15-20190224-0129-e91.fits,65,0,58539.58243,2458539.582,2458539.583280,1.147312,42,13.17036,11,20,30,0.168468,0.230816,0.828039,0.202712,0.236029,0.000219,0.000289,0.000798,0.000267,0.000293,768.580128,798.437138,1038.199588,760.045073,804.896151,3923399.954,1889.761825,2077.522013,2031.943353,2078.022013,2064.556647,5.267016,-31.412992,660967.4114,380.132711,798.885698,827.361678,11025.21484,1738.780673,163.461394,1288,10.555456,9.502505,9.667313,9.337696,330.677245,0.995559,3031.689572,2148.807791,3032.189572,1947.692209,5.275063,-31.399541,735758.9809,834.254057,881.936353,9634.260742,1935.53188,160.956946,10.839447,9.938509,10.555999,9.321018,339.062871,0.972364,3034.175823,1850.134928,3034.675823,2246.365072,5.275106,-31.43182,1777165.942,1237.745721,1435.808593,27924.92969,4675.119742,167.923905,10.848632,9.774021,10.010876,9.537166,325.695361,0.982363,1633.858857,2859.359618,1634.358857,1237.140382,5.263221,-31.323903,661273.379,797.73411,828.939581,12133.51953,1739.58557,159.012925,9.865736,9.299473,9.653737,8.945209,349.446461,0.993349,2410.345351,1637.086229,2410.845351,2459.413771,5.269852,-31.455397,749201.6525,840.729294,891.133041,11866.74316,1970.894981,157.994096,10.837138,9.679753,9.793809,9.565698,322.662857,0.992053,1.147312
