Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4
TOI_2094_30s.0143.fits,0,59367.809,2459367.809,2459367.809579,1.254826,30,44.553017,27,37,54,0.20674,0.187147,0.117184,2.808992,0.000151,0.000159,0.000126,0.001987,1366.29561,1178.03801,929.467019,1413.645013,13931614.49,4051.180856,987.194128,126.004392,987.694128,130.495608,16.942921,70.028946,2880222.724,2290.221044,1934.530787,1488.848223,3729.340088,1257.617788,233.28459,4187,33.909627,27.524224,27.134442,27.914006,89.735064,0.999198,1296.252231,185.22549,1296.752231,71.27451,16.939068,70.024452,2196241.92,1733.830024,1266.69967,2699.232178,958.965042,229.286685,34.141675,27.639178,27.588715,27.689641,308.006888,0.999772,84.040476,65.013874,84.540476,191.486126,16.954232,70.034795,1461317.148,1509.221824,968.258692,2054.25708,638.068169,230.589419,32.960519,27.19829,27.447378,26.949202,14.639757,0.999559,1987.000549,116.827318,1987.500549,139.672682,16.93037,70.027191,10274055.42,3335.888077,3079.856154,13108.10645,4486.054064,240.98607,32.654098,27.332259,27.908373,26.756145,25.400365,0.995555
TOI_2094_30s.0144.fits,0,59367.80938,2459367.809,2459367.809958,1.254871,30,44.488893,27,37,54,0.206729,0.186966,0.117037,2.81257,0.00015,0.000157,0.000124,0.001969,1381.499366,1189.929749,940.213564,1428.282218,14131890.37,4072.423491,987.481958,126.186094,987.981958,130.313906,16.942917,70.028934,2921465.415,2290.221044,1939.89955,1505.987985,3693.121338,1275.625958,228.282869,4050,33.898845,27.56051,27.235273,27.885747,87.252808,0.999438,1296.567952,185.282193,1297.067952,71.217807,16.939065,70.024448,2225992.913,1739.401358,1279.746565,2715.708496,971.955488,225.028541,34.171848,27.729246,27.717708,27.740784,313.189488,0.999826,84.323979,65.093572,84.823979,191.406428,16.954229,70.034789,1480664.008,1511.345095,979.699483,2041.340942,646.515764,225.604518,32.717049,27.284961,27.546638,27.023285,16.929411,0.999467,1987.323042,117.071248,1987.823042,139.428752,16.930366,70.027175,10425233.44,3357.819533,3104.762881,13151.70801,4552.064295,236.916471,32.614813,27.414561,28.044008,26.785115,24.506556,0.995103
TOI_2094_30s.0145.fits,0,59367.80976,2459367.81,2459367.810337,1.25491,30,44.55397,27,37,54,0.207143,0.187781,0.117829,2.795026,0.000151,0.000159,0.000126,0.001967,1372.0887,1183.925606,936.591074,1421.14144,13935108.81,4043.829666,987.900631,126.979311,988.400631,129.520689,16.942912,70.028882,2886558.183,2290.221044,1929.815371,1495.769091,3680.854492,1260.384097,226.522159,4191,33.848595,27.515624,27.173083,27.858166,270.569312,0.99938,1297.091733,186.261947,1297.591733,70.238053,16.939058,70.024384,2203057.519,1729.586325,1273.74823,2757.515381,961.940999,222.428265,34.064212,27.663753,27.573571,27.753934,301.621438,0.99979,84.760512,65.836754,85.260512,190.663246,16.954224,70.034741,1468883.124,1504.678119,976.210863,2040.076782,641.37177,223.091792,33.136352,27.248772,27.459239,27.038305,17.282729,0.999648,1987.695568,117.946527,1988.195568,138.553473,16.930361,70.027118,10263168.17,3331.220988,3080.902829,13074.0918,4481.300262,235.355924,32.677827,27.337219,27.921974,26.752464,24.747522,0.995666
TOI_2094_30s.0146.fits,0,59367.81014,2459367.81,2459367.810717,1.25496,30,44.558534,27,37,54,0.206703,0.186881,0.11727,2.810734,0.000151,0.000158,0.000126,0.001983,1369.545524,1180.013603,933.878003,1417.326259,13924369.44,4042.796205,987.457877,127.053447,987.957877,129.446553,16.942918,70.028878,2878204.813,2290.221044,1928.289838,1492.620433,3632.546143,1256.736689,226.185863,4144,33.864748,27.55701,27.22125,27.892769,89.759683,0.999406,1296.555069,186.249151,1297.055069,70.250849,16.939065,70.024386,2192468.88,1727.898769,1268.864195,2687.784424,957.317585,222.334997,34.223713,27.683679,27.607489,27.759869,304.346236,0.999771,84.244304,65.932262,84.744304,190.567738,16.95423,70.034736,1461517.408,1501.821535,973.163172,2014.498169,638.15561,222.593934,32.954256,27.328571,27.564607,27.092535,16.152817,0.999582,1987.268586,117.78988,1987.768586,138.71012,16.930367,70.027129,10270383.15,3332.131311,3082.226416,13146.76856,4484.450605,234.092941,32.637447,27.403502,28.013486,26.793518,24.650737,0.995344
TOI_2094_30s.0147.fits,0,59367.81052,2459367.811,2459367.811096,1.255004,30,44.518918,27,37,54,0.206864,0.187303,0.11775,2.800826,0.000156,0.000164,0.000131,0.002045,1325.745641,1139.514611,901.983344,1369.415301,13157132.19,3946.902628,987.294968,127.412147,987.794968,129.087853,16.94292,70.028856,2721730.76,2290.221044,1883.642181,1444.929822,3486.970703,1188.414003,226.554134,4110,33.726342,27.540737,27.255712,27.825763,275.196339,0.999557,1296.426645,186.659734,1296.926645,69.840266,16.939067,70.02436,2075606.547,1694.709967,1224.756205,2557.508545,906.290924,222.744564,34.13855,27.656055,27.600626,27.711484,307.551829,0.999757,84.216879,66.311691,84.716879,190.188309,16.954231,70.034712,1386044.587,1474.960001,939.716729,1938.10437,605.201227,222.611867,32.923825,27.243917,27.469517,27.018316,12.43581,0.999667,1987.192903,118.400054,1987.692903,138.099946,16.930368,70.02709,9695481.056,3245.071876,2987.755411,12394.00098,4233.425887,234.048786,32.728422,27.371738,27.989936,26.753539,23.351377,0.995666
TOI_2094_30s.0148.fits,0,59367.8109,2459367.811,2459367.811475,1.255056,30,44.51285,27,37,54,0.206204,0.186932,0.116789,2.815817,0.000154,0.000162,0.000129,0.002038,1336.797852,1151.844835,907.319089,1381.773004,13366242.2,3971.056689,986.883331,126.242663,987.383331,130.257337,16.942925,70.028931,2756176.589,2290.221044,1892.195324,1456.602579,3552.430908,1203.454398,224.691789,4124,33.744056,27.491286,27.200249,27.782323,87.658408,0.999549,1295.976273,185.401669,1296.476273,71.098331,16.939072,70.024442,2105070.157,1699.982667,1238.289188,2612.664795,919.155887,221.372892,34.21964,27.662177,27.608528,27.715825,305.179504,0.999867,83.726769,65.181725,84.226769,191.318275,16.954236,70.034785,1397782.034,1479.219826,944.945443,1951.997925,610.326255,221.765132,32.929637,27.221084,27.464192,26.977977,16.401176,0.999549,1986.734669,117.077295,1987.234669,139.422705,16.930373,70.027176,9863390.006,3269.749052,3016.558717,12575.91504,4306.741495,232.328657,32.639147,27.34358,27.954084,26.733076,25.377986,0.995023
TOI_2094_30s.0149.fits,0,59367.81128,2459367.811,2459367.811854,1.255105,30,44.473935,27,37,54,0.206464,0.18746,0.117181,2.805814,0.000155,0.000163,0.00013,0.002039,1330.797248,1147.261658,903.990177,1376.242378,13251992.67,3956.138693,986.705838,126.192689,987.205838,130.307311,16.942927,70.028935,2736054.339,2290.221044,1886.736771,1450.151595,3533.867676,1194.668237,225.825768,4224,33.694911,27.447111,27.163294,27.730928,88.378715,0.999571,1295.844067,185.412067,1296.344067,71.087933,16.939074,70.024441,2092039.871,1695.953705,1233.547746,2593.29834,913.466355,221.562131,34.178036,27.618883,27.574328,27.663438,307.680644,0.999837,83.695442,65.122371,84.195442,191.377629,16.954237,70.034789,1389999.045,1476.248429,941.575292,1966.752808,606.927898,222.228656,32.915043,27.185093,27.456369,26.913817,16.493875,0.999434,1986.643101,117.011808,1987.143101,139.488192,16.930374,70.02718,9769953.75,3255.067582,3001.459572,12386.98145,4265.943575,233.642461,32.594901,27.362392,27.987969,26.736815,25.764455,0.994604
TOI_2094_30s.0150.fits,0,59367.81166,2459367.812,2459367.812236,1.255165,30,44.432829,27,37,54,0.206576,0.187079,0.117181,2.809727,0.000149,0.000156,0.000123,0.001951,1390.071057,1200.134925,949.68821,1440.369074,14218034.81,4074.370227,987.323127,126.705598,987.823127,129.794402,16.942919,70.028901,2937105.024,2290.221044,1938.044216,1515.499491,3880.708252,1282.454823,221.59355,3913,33.697628,27.344405,27.045136,27.643674,89.155647,0.999521,1296.434969,185.880456,1296.934969,70.619544,16.939066,70.02441,2240704.848,1734.996986,1291.474779,2851.261719,978.379294,217.91362,33.837967,27.540283,27.435462,27.645105,302.035841,0.999697,84.088625,65.654424,84.588625,190.845576,16.954232,70.034754,1491329.867,1506.375324,990.012146,2104.605957,651.172895,218.659812,33.009547,27.084676,27.322883,26.84647,16.873977,0.999553,1987.156988,117.543805,1987.656988,138.956195,16.930368,70.027145,10486000.1,3364.685957,3116.487016,13483.50684,4578.597391,229.933328,32.712242,27.240753,27.858295,26.62321,24.690729,0.995155
TOI_2094_30s.0151.fits,0,59367.81204,2459367.812,2459367.812616,1.255227,30,44.487255,27,37,54,0.206959,0.187318,0.1176,2.802409,0.000149,0.000156,0.000124,0.001946,1389.188763,1199.401172,949.941647,1439.836207,14185386.05,4068.295538,987.907787,126.269816,988.407787,130.230184,16.942912,70.028927,2935794.41,2290.221044,1938.346863,1514.586716,3872.77002,1281.882558,221.125525,4130,33.697604,27.337277,27.062671,27.611884,270.490081,0.999596,1297.018999,185.548382,1297.518999,70.951618,16.939059,70.02443,2237968.521,1733.881144,1290.727758,2824.588135,977.184506,217.411294,34.076748,27.52196,27.437799,27.606121,303.756174,0.999744,84.766139,65.071297,85.266139,191.428703,16.954223,70.03479,1492663.014,1507.17208,990.373318,2092.412842,651.754999,217.820637,32.997805,27.061413,27.30171,26.821116,13.659343,0.999601,1987.742156,117.221485,1988.242156,139.278515,16.93036,70.027164,10454754.52,3357.54629,3113.808006,13550.81348,4564.954349,229.779139,32.744036,27.231613,27.848003,26.615224,23.992383,0.99543
TOI_2094_30s.0152.fits,0,59367.81242,2459367.812,2459367.812995,1.255285,30,44.450744,27,37,54,0.206482,0.187198,0.116919,2.81155,0.000148,0.000156,0.000123,0.001947,1392.32149,1203.839888,951.265719,1444.169743,14281542.34,4080.517239,987.302432,126.378688,987.802432,130.121312,16.942919,70.028922,2948885.127,2290.221044,1943.159409,1517.57242,3753.718018,1287.598476,222.235995,4120,33.495268,27.509056,27.281518,27.736595,273.190156,0.999723,1296.457769,185.622981,1296.957769,70.877019,16.939066,70.024426,2251924.18,1738.276767,1295.492307,3517.748779,983.278092,218.395198,34.236359,27.681373,27.65716,27.705586,312.058605,0.999709,84.147649,65.249056,84.647649,191.250944,16.954231,70.03478,1494987.993,1507.752907,991.533815,2078.919678,652.770175,218.459399,32.904213,27.280875,27.562598,26.999153,9.047543,0.999528,1987.251752,117.281278,1987.751752,139.218722,16.930367,70.027162,10534630.17,3369.821358,3126.168733,13254.21875,4599.831178,230.338925,32.679883,27.419592,28.070256,26.768929,22.298866,0.995563
TOI_2094_30s.0154.fits,0,59367.81318,2459367.813,2459367.813754,1.255412,30,44.42595,27,37,54,0.206963,0.187138,0.11714,2.809586,0.000148,0.000155,0.000123,0.001938,1399.844123,1207.430209,956.038331,1449.507197,14372767.67,4092.724806,987.986332,126.739632,988.486332,129.760368,16.942911,70.028897,2974630.952,2290.221044,1948.853282,1526.349355,3888.432617,1298.840109,222.147675,4100,33.458066,27.51524,27.289357,27.741124,270.995044,0.99973,1297.072956,186.061193,1297.572956,70.438807,16.939059,70.024397,2265698.484,1743.846439,1299.253439,2794.17627,989.292492,218.931414,34.114167,27.686985,27.63415,27.739819,307.602587,0.999777,84.750975,65.600197,85.250975,190.899803,16.954224,70.034756,1507091.218,1512.131107,996.667029,2053.862061,658.054916,218.886931,32.903617,27.230196,27.485388,26.975003,13.214507,0.999562,1987.842158,117.705266,1988.342158,138.794734,16.930359,70.027133,10599977.96,3379.771508,3136.300172,13370.84375,4628.364581,230.445578,32.845493,27.405582,28.050192,26.760971,22.55948,0.995561
TOI_2094_30s.0155.fits,0,59367.81356,2459367.814,2459367.814134,1.255485,30,44.363328,27,37,54,0.206881,0.186989,0.117472,2.807278,0.000148,0.000155,0.000122,0.001933,1401.974747,1208.762076,959.904032,1452.441117,14392448.24,4093.443079,987.638343,126.204135,988.138343,130.295865,16.942915,70.028932,2977522.934,2290.221044,1947.66264,1528.767289,3865.713379,1300.102862,221.927919,4108,33.494536,27.399525,27.159341,27.639709,272.019187,0.999691,1296.680438,185.409741,1297.180438,71.090259,16.939063,70.02444,2267272.697,1743.16014,1300.668049,2825.595703,989.979855,218.176121,34.162618,27.615789,27.538932,27.692647,305.352726,0.999716,84.540004,65.02329,85.040004,191.47671,16.954226,70.034794,1512973.234,1511.493669,1000.978876,2081.75,660.623234,218.116546,32.691941,27.15833,27.390019,26.92664,10.723125,0.999664,1987.483777,117.015261,1987.983777,139.484739,16.930364,70.027178,10612202.31,3381.28021,3138.516079,13507.34668,4633.702206,230.039188,32.678268,27.307399,27.895685,26.719112,24.28554,0.995764
TOI_2094_30s.0156.fits,0,59367.81394,2459367.814,2459367.814513,1.25555,30,44.332114,27,37,54,0.206633,0.187209,0.11693,2.811313,0.000147,0.000155,0.000122,0.001934,1400.988071,1210.646369,958.963388,1453.384387,14399755.05,4092.434414,986.772872,126.184736,987.272872,130.315264,16.942926,70.028935,2975463.804,2290.221044,1948.222471,1527.271063,4449.237793,1299.203765,220.318091,4136,33.377058,27.578475,27.387572,27.769377,271.396668,0.999808,1295.892675,185.443662,1296.392675,71.056338,16.939073,70.024439,2270669.433,1742.784021,1302.897781,2727.522705,991.463002,216.078627,34.239896,27.775,27.785591,27.764409,316.321264,0.999726,83.534634,64.961677,84.034634,191.538323,16.954239,70.0348,1507491.397,1507.739928,999.835163,2082.131104,658.22965,216.389305,32.816538,27.294724,27.569528,27.01992,9.508135,0.999546,1986.757827,117.143119,1987.257827,139.356881,16.930373,70.027172,10621594.22,3381.928976,3140.691096,13301.86719,4637.803084,229.191877,32.531636,27.481875,28.12874,26.83501,22.236439,0.995653
TOI_2094_30s.0157.fits,0,59367.81432,2459367.814,2459367.814892,1.25563,30,44.396893,27,37,54,0.207069,0.187229,0.117401,2.805622,0.000146,0.000153,0.000121,0.001908,1420.08785,1223.900954,972.602247,1470.47583,14639997.13,4119.776489,987.317448,126.635539,987.817448,129.864461,16.942919,70.028905,3031489.015,2290.221044,1956.855874,1549.163153,4010.785156,1323.666562,217.053681,4093,33.230511,27.407864,27.173077,27.642651,270.143726,0.999707,1296.403729,185.792776,1296.903729,70.707224,16.939067,70.024416,2308767.421,1752.483227,1317.426259,2856.563721,1008.098073,213.697648,34.24945,27.66116,27.644331,27.67799,312.665284,0.999777,84.238927,65.495547,84.738927,191.004453,16.95423,70.034764,1538172.15,1516.212236,1014.483404,2079.815674,671.626066,214.031787,33.003912,27.173339,27.466161,26.880518,7.663677,0.999501,1987.231555,117.455409,1987.731555,139.044591,16.930367,70.027151,10793057.56,3406.238587,3168.61467,13914.35547,4712.670676,226.532012,32.771586,27.344728,27.979953,26.709503,23.141385,0.995485
TOI_2094_30s.0158.fits,0,59367.8147,2459367.815,2459367.815272,1.255699,30,44.282796,27,37,54,0.206717,0.186991,0.116939,2.813453,0.000145,0.000152,0.00012,0.001908,1421.686207,1228.062708,974.483317,1474.758049,14699701.1,4122.972874,987.581663,125.806722,988.081663,130.693278,16.942916,70.028958,3038672.258,2290.221044,1960.093348,1550.269155,4100.292969,1326.803046,215.231097,4237,33.483875,27.305427,27.076811,27.534044,279.437295,0.999687,1296.681333,185.089526,1297.181333,71.410474,16.939063,70.02446,2315700.105,1751.743109,1321.940468,2873.621338,1011.125153,212.083023,34.141148,27.50677,27.487324,27.526215,313.223516,0.999479,84.497062,64.766342,84.997062,191.733658,16.954227,70.03481,1538995.396,1514.289119,1016.315429,2125.946777,671.985527,212.196022,32.796658,27.07976,27.341095,26.818424,1.560522,0.999626,1987.558857,116.843693,1988.058857,139.656307,16.930363,70.027189,10845005.6,3411.338426,3179.105749,14359.54981,4735.353222,224.460181,32.31261,27.206891,27.89661,26.517172,20.765085,0.995419
TOI_2094_30s.0159.fits,0,59367.81508,2459367.815,2459367.815652,1.255785,30,44.388556,27,37,54,0.207151,0.187235,0.117551,2.803835,0.000146,0.000153,0.00012,0.001902,1420.898621,1226.498748,976.759396,1474.239351,14622408.82,4110.993556,986.993132,126.128012,987.493132,130.371988,16.942923,70.028938,3029047.907,2290.221044,1954.298548,1549.941237,3841.335938,1322.600679,212.954943,4081,33.358318,27.46317,27.255266,27.671075,273.01722,0.999768,1296.297014,185.394194,1296.797014,71.105806,16.939068,70.024442,2306049.072,1746.295355,1320.537826,2802.619385,1006.911135,209.610582,34.243205,27.683647,27.649232,27.718062,310.691763,0.999725,83.83374,65.047546,84.33374,191.452454,16.954235,70.034793,1538073.899,1509.147574,1019.167327,2116.969971,671.583166,209.207019,32.840534,27.208132,27.434626,26.981638,8.205484,0.999699,1987.080582,117.190324,1987.580582,139.309676,16.930369,70.027168,10778285.85,3401.939763,3168.276514,13754.29395,4706.220772,222.239047,32.82937,27.378717,28.01211,26.745323,22.235934,0.9958
TOI_2094_30s.0160.fits,0,59367.81546,2459367.815,2459367.816037,1.255872,30,44.378151,27,37,54,0.206834,0.186853,0.117072,2.813329,0.000145,0.000151,0.000119,0.001898,1429.150756,1233.635554,981.532136,1482.4304,14754885.12,4123.239037,987.39935,127.264907,987.89935,129.235093,16.942919,70.028865,3051818.292,2290.221044,1957.71476,1558.867693,3925.40625,1332.543118,209.828173,4160,33.381108,27.4372,27.216423,27.657978,278.752174,0.999715,1296.545291,186.434824,1297.045291,70.065176,16.939065,70.024374,2322941.939,1748.980299,1328.1693,2807.929199,1014.287221,207.210816,34.027637,27.665396,27.622799,27.707994,310.00417,0.999685,84.207586,65.998792,84.707586,190.501208,16.954231,70.034732,1546350.058,1510.054885,1024.035665,2141.195557,675.19686,207.030566,32.928323,27.208032,27.435862,26.980203,6.492615,0.999705,1987.299219,118.253832,1987.799219,138.246168,16.930366,70.027099,10885593.12,3414.952755,3187.626273,13778.02734,4753.075319,218.529518,32.78698,27.409867,28.013682,26.806052,22.700217,0.996067
TOI_2094_30s.0161.fits,0,59367.81584,2459367.816,2459367.816420,1.255949,30,44.287965,27,37,54,0.207181,0.187056,0.117412,2.807282,0.000145,0.000152,0.00012,0.001898,1425.803389,1230.288691,979.98789,1478.868702,14675591.58,4113.364416,987.064634,125.688166,987.564634,130.811834,16.942922,70.028966,3040508.206,2290.221044,1954.798762,1555.40727,3967.269043,1327.604693,209.404689,4190,33.404905,27.443852,27.25616,27.631543,274.590966,0.999808,1296.268959,184.906188,1296.768959,71.593812,16.939068,70.024473,2312571.749,1745.821393,1324.632495,2839.581299,1009.759191,206.347072,34.272092,27.650589,27.721802,27.579377,325.091072,0.999777,83.914294,64.462899,84.414294,192.037101,16.954234,70.034831,1542039.127,1508.009626,1022.565838,2139.851074,673.314539,205.767071,32.578034,27.226521,27.549555,26.903487,5.836028,0.999413,1987.155569,116.684623,1987.655569,139.815377,16.930368,70.0272,10820980.7,3405.551563,3177.453197,13897.90039,4724.863011,219.22547,32.518677,27.348657,28.012085,26.685229,21.139425,0.995705
TOI_2094_30s.0162.fits,0,59367.81622,2459367.816,2459367.816800,1.256042,30,44.445535,27,37,54,0.206881,0.187081,0.116745,2.81478,0.000144,0.000151,0.000119,0.001896,1432.501435,1236.872356,981.691271,1484.86108,14775389.89,4123.125638,987.825985,126.207618,988.325985,130.292382,16.942913,70.028931,3056746.944,2290.221044,1955.945926,1562.797265,4003.348389,1334.69516,208.687984,4230,33.502832,27.316373,27.112238,27.520507,274.043103,0.999772,1296.960323,185.269053,1297.460323,71.230947,16.93906,70.024448,2328569.685,1748.215086,1331.969792,2892.886719,1016.744515,205.13359,34.094404,27.55262,27.548903,27.556338,314.472617,0.999785,84.622464,64.947059,85.122464,191.552941,16.954225,70.034798,1544626.151,1508.309782,1024.077527,2119.451904,674.444135,205.681121,33.065433,27.094824,27.390192,26.799455,5.169326,0.999509,1987.749731,117.136584,1988.249731,139.363416,16.93036,70.02717,10902194.06,3415.978724,3191.528677,14151.65723,4760.323937,217.104318,32.831507,27.250321,27.885983,26.61466,22.332453,0.995702
TOI_2094_30s.0163.fits,0,59367.8166,2459367.817,2459367.817179,1.256129,30,44.34327,27,37,54,0.207004,0.187,0.117517,2.806629,0.000144,0.000151,0.000119,0.001888,1433.868502,1236.96364,985.356333,1486.678466,14800398.9,4128.844398,987.48474,126.541821,987.98474,129.958179,16.942917,70.028911,3063735.506,2290.221044,1958.306856,1564.481836,3972.805176,1337.746639,210.156177,4157,33.340499,27.384474,27.163679,27.605269,273.434049,0.999736,1296.61816,185.674905,1297.11816,70.825095,16.939064,70.024423,2331659.308,1750.483763,1332.008532,2874.54541,1018.093565,206.693061,34.003807,27.645713,27.614101,27.677325,309.67022,0.999847,84.189747,65.32553,84.689747,191.17447,16.954231,70.034775,1556399.78,1513.646683,1028.245097,2120.865479,679.584961,206.287339,32.842584,27.161106,27.405561,26.916651,9.57399,0.999637,1987.384874,117.583269,1987.884874,138.916731,16.930365,70.027142,10912339.81,3419.361985,3191.337993,13837.63672,4764.753969,219.427175,32.740655,27.34756,27.927223,26.767897,24.383239,0.995867
TOI_2094_30s.0164.fits,0,59367.81698,2459367.817,2459367.817559,1.256227,30,44.396481,27,37,54,0.206722,0.186846,0.116975,2.814531,0.000145,0.000151,0.000119,0.0019,1429.107905,1233.362876,979.697273,1481.32517,14753946.97,4123.873113,988.010002,125.951316,988.510002,130.548684,16.94291,70.028947,3049964.636,2290.221044,1956.514737,1558.876393,3905.836426,1331.73374,210.257639,4170,33.480172,27.315531,27.060503,27.570559,281.170997,0.999593,1297.150695,185.05158,1297.650695,71.44842,16.939057,70.024461,2322724.036,1749.203894,1327.874951,2881.843994,1014.192076,206.167282,34.089059,27.570961,27.560088,27.581834,313.63031,0.999728,84.845886,64.767992,85.345886,191.732008,16.954222,70.034809,1545103.206,1511.917893,1021.94915,2121.030029,674.652436,206.755988,33.061868,27.114728,27.329907,26.899549,0.840594,0.999748,1987.897974,116.909078,1988.397974,139.590922,16.930358,70.027184,10886119.72,3414.779564,3187.942156,14069.68066,4753.305255,218.234017,32.611556,27.276524,27.840271,26.712778,22.443877,0.996599
TOI_2094_30s.0165.fits,0,59367.81736,2459367.817,2459367.817939,1.256324,30,44.360794,27,37,54,0.207045,0.187337,0.117274,2.805994,0.000145,0.000152,0.000119,0.001889,1430.994185,1235.703271,984.130075,1485.088022,14762370.76,4123.291933,987.628987,126.450353,988.128987,130.049647,16.942915,70.028916,3056480.879,2290.221044,1957.8844,1561.114067,3945.816406,1334.578986,209.29788,4144,33.43183,27.333133,27.128372,27.537893,276.376913,0.999764,1296.853325,185.572573,1297.353325,70.927427,16.939061,70.024429,2329189.212,1750.353747,1330.696276,2828.733887,1017.015025,205.212621,34.304158,27.629366,27.665028,27.593705,320.992075,0.999845,84.557008,65.296118,85.057008,191.203882,16.954226,70.034776,1549526.78,1508.833606,1026.969955,2153.077881,676.583941,205.456591,32.727585,27.085974,27.351472,26.820476,6.622862,0.999594,1987.637507,117.522188,1988.137507,138.977812,16.930362,70.027145,10883654.77,3414.852746,3187.152002,13958.44629,4752.228957,218.583254,32.583123,27.291707,27.887952,26.695461,22.402289,0.996211
TOI_2094_30s.0166.fits,0,59367.81774,2459367.818,2459367.818318,1.256413,30,44.383158,27,37,54,0.207066,0.186978,0.11701,2.812764,0.000144,0.000151,0.000119,0.001892,1433.81867,1237.605212,984.135439,1486.532008,14776812.59,4121.909716,987.666263,126.033985,988.166263,130.466015,16.942915,70.028943,3059780.96,2290.221044,1955.892138,1564.391462,3946.168457,1336.01993,206.349529,4157,33.43248,27.411429,27.190457,27.632401,273.106807,0.999737,1296.854738,185.124181,1297.354738,71.375819,16.939061,70.024458,2327705.935,1746.456594,1332.816368,2861.648438,1016.367368,203.21063,34.138162,27.660089,27.662048,27.658129,315.376946,0.999884,84.510152,64.760628,85.010152,191.739372,16.954226,70.03481,1547910.566,1507.44629,1026.84293,2144.322021,675.878239,203.163737,32.878445,27.153769,27.399059,26.908479,8.142674,0.999646,1987.642118,116.965795,1988.142118,139.534205,16.930362,70.027181,10901196.09,3415.791966,3191.411012,13854.46191,4759.888186,215.69463,32.722752,27.337353,27.899258,26.775447,22.718945,0.996571
TOI_2094_30s.0167.fits,0,59367.81812,2459367.818,2459367.818697,1.25652,30,44.43197,27,37,54,0.207081,0.187354,0.117405,2.804301,0.000144,0.000151,0.000119,0.001878,1437.782146,1243.364537,990.05419,1493.604432,14838795.39,4126.982709,987.44391,126.305334,987.94391,130.194666,16.942918,70.028926,3072826.524,2290.221044,1958.88935,1568.657527,3943.866211,1341.716133,205.331066,4124,33.402361,27.34585,27.141549,27.55015,274.931061,0.99977,1296.742701,185.472251,1297.242701,71.027749,16.939062,70.024435,2341432.979,1748.03739,1339.4639,2829.596436,1022.361132,201.569312,34.347559,27.63406,27.653801,27.61432,318.344365,0.99985,84.317369,65.064916,84.817369,191.435084,16.954229,70.034791,1559098.808,1508.802387,1033.335327,2163.547119,680.763463,201.60779,32.876184,27.105555,27.350629,26.860481,6.090145,0.999658,1987.505402,117.267477,1988.005402,139.232523,16.930363,70.027162,10938263.6,3420.506823,3197.848789,13982.80273,4776.073309,213.725568,32.718618,27.277172,27.821932,26.732412,23.166819,0.996656
TOI_2094_30s.0168.fits,0,59367.8185,2459367.819,2459367.819077,1.256613,30,44.257816,27,37,54,0.206859,0.187209,0.116979,2.810738,0.000144,0.00015,0.000118,0.001878,1440.422934,1245.946409,991.639349,1496.374285,14852193.7,4123.84026,987.076166,125.669353,987.576166,130.830647,16.942922,70.028968,3072311.727,2290.221044,1954.906902,1571.58979,4043.328125,1341.491353,202.224707,4146,33.351166,27.29354,27.03972,27.54736,270.295954,0.999654,1296.336978,184.873584,1296.836978,71.626416,16.939067,70.024475,2342014.778,1744.697483,1342.361527,2865.822021,1022.615168,198.907566,34.042718,27.57337,27.576846,27.569893,315.819824,0.999922,84.030727,64.530719,84.530727,191.969281,16.954232,70.034826,1555444.129,1502.853371,1034.993939,2168.614258,679.167687,198.725391,32.707534,27.101741,27.373815,26.829666,8.460392,0.99956,1987.067676,116.764577,1987.567676,139.735423,16.930369,70.027195,10954734.79,3421.040913,3202.164216,14362.8916,4783.265275,210.526358,32.497876,27.2234,27.817796,26.629004,22.994113,0.996054
