Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
cpt1m012-fl06-20181018-0195-e91.fits,0,58410.40669,2458410.407,2018,NaN,2458410.409,NaN,1.270485,42,4.39101,14,27,41,0.087432,0.201002,0.287248,0.639614,0.281047,0.001183,0.001537,0.001772,0.003087,0.001752,73.88349,130.781661,162.093817,207.222927,160.445787,669123.623,1663.065697,1990.3773,2040.043143,1990.8773,2056.456857,22.19653,-58.946313,58502.89624,615.75216,778.361287,75.161621,4849.645508,95.01046,798.585372,2492,3.433037,6.696434,7.387945,6.004922,9.923353,0.9528,2634.310888,1794.436778,2634.810888,2302.063222,22.20557,-58.972247,111985.9717,804.761772,139.154189,8474.131836,181.868581,794.772798,3.71926,6.673814,6.541683,6.805946,86.388383,0.998408,1388.556363,1769.901589,1389.056363,2326.598411,22.188137,-58.976019,149314.1287,822.259975,181.589927,10598.11035,242.490629,802.702838,3.305871,6.730914,6.765112,6.696715,33.507238,0.999323,1235.874707,1991.340564,1236.374707,2105.159436,22.185982,-58.952158,261025.2889,877.682285,297.402937,18889.76172,423.912908,806.89359,3.459592,6.849697,7.034604,6.66479,3.917544,0.997034,3304.132689,1958.972599,3304.632689,2137.527401,22.214916,-58.953624,146798.2337,819.57815,179.114382,9478.486328,238.40474,787.393643,3.60174,6.849869,6.706564,6.993174,57.976035,0.990866
cpt1m012-fl06-20181018-0196-e91.fits,0,58410.40769,2458410.408,2018,NaN,2458410.41,NaN,1.27338,42,4.432554,14,27,41,0.089509,0.200957,0.289007,0.635583,0.281827,0.001492,0.001923,0.002219,0.003807,0.002187,59.989902,104.525247,130.243348,166.972803,128.87634,549822.6385,1700.72481,1990.961352,2039.854042,1991.461352,2056.645958,22.19653,-58.94631,49214.25253,615.75216,806.12775,61.05019,3868.365234,79.925424,886.755241,2566,3.435401,6.603069,6.776198,6.42994,36.319048,0.969161,2634.789414,1794.206412,2635.289414,2302.293588,22.20557,-58.97225,92002.11007,828.018367,111.111195,6747.602539,149.41419,886.886932,3.614156,6.865808,7.247798,6.483819,2.856256,0.987571,1389.099952,1769.685426,1389.599952,2326.814574,22.188137,-58.97602,123275.1608,844.92294,145.90107,8566.389648,200.202563,891.844874,3.519343,6.924901,7.083509,6.766293,29.579451,0.992024,1236.415187,1991.125016,1236.915187,2105.374984,22.185981,-58.952157,213659.5661,886.996013,240.879962,15493.58984,346.989552,893.977172,3.510007,6.686672,6.692324,6.68102,43.116031,0.999338,3304.634903,1958.780421,3305.134903,2137.719579,22.214916,-58.953623,120885.8015,840.353356,143.851156,8274.730469,196.322172,882.975723,3.692854,7.138661,6.892965,7.384356,71.228984,0.992481
cpt1m012-fl06-20181018-0197-e91.fits,0,58410.40867,2458410.409,2018,NaN,2458410.411,NaN,1.276316,42,4.359284,14,27,41,0.085247,0.20472,0.28822,0.644728,0.272809,0.001216,0.001587,0.001824,0.003191,0.001777,70.088808,128.984525,157.983368,202.02356,153.535305,650599.8326,1660.559578,1990.97918,2040.586471,1991.47918,2055.913529,22.196529,-58.946309,55461.99085,615.75216,778.545482,71.237959,4617.456055,90.071939,799.737368,2556,3.274921,5.82488,5.244624,6.405137,73.395022,0.944404,2634.858301,1794.968841,2635.358301,2301.531159,22.205569,-58.972245,110557.6919,803.868103,137.532129,7798.078613,179.549012,798.220255,3.567228,7.163938,7.138331,7.189546,51.913289,0.999105,1389.131951,1770.413098,1389.631951,2326.086902,22.188136,-58.97602,145561.9627,822.208191,177.037841,10666.55273,236.396999,801.818467,3.527215,6.780787,6.879261,6.682313,35.848202,0.99145,1236.479912,1991.876963,1236.979912,2104.623037,22.185981,-58.952154,255033.0758,875.054847,291.448104,18360.66406,414.181374,804.595487,3.204843,6.610862,6.588956,6.632767,50.457458,0.998775,3304.69495,1959.455501,3305.19495,2137.044499,22.214915,-58.953627,139447.1022,818.234008,170.424476,9950.473633,226.466282,797.911461,3.789658,6.85542,6.764511,6.94633,60.087696,0.997217
cpt1m012-fl06-20181018-0198-e91.fits,0,58410.40965,2458410.41,2018,NaN,2458410.412,NaN,1.279278,42,4.454235,14,27,41,0.086699,0.199812,0.292319,0.654545,0.268492,0.000895,0.001178,0.001383,0.002455,0.001329,96.830952,169.629136,211.290293,266.572457,202.020648,849181.6453,1637.131671,1990.914946,2040.747825,1991.414946,2055.752175,22.19653,-58.946309,73622.91893,615.75216,746.958353,98.56362,5534.157227,119.565831,705.025834,2595,3.584186,6.726707,6.902839,6.550576,17.612441,0.995896,2634.720267,1795.096156,2635.220267,2301.403844,22.205569,-58.972248,141419.2778,782.622476,180.699229,10123.39844,229.669154,705.661499,3.704064,7.011294,6.917342,7.105246,66.742241,0.998484,1389.030505,1770.543522,1389.530505,2325.956478,22.188137,-58.976023,192082.4445,808.236074,237.656361,12938.5127,311.947658,702.979743,3.372319,6.851186,6.960592,6.74178,32.018579,0.994681,1236.348715,1992.013818,1236.848715,2104.486182,22.185981,-58.952158,335939.8951,877.265355,382.939886,22945.77539,545.576478,703.739201,3.531454,6.776091,6.751637,6.800545,49.549057,0.997917,3304.601015,1959.592345,3305.101015,2136.907655,22.214915,-58.953629,179740.0279,803.033071,223.826433,12164.79883,291.903203,707.259651,3.719866,6.775877,6.635405,6.916348,59.186256,0.992394
cpt1m012-fl06-20181018-0199-e91.fits,0,58410.41064,2458410.411,2018,NaN,2458410.413,NaN,1.282285,42,4.465171,14,27,41,0.088305,0.201213,0.291105,0.648935,0.271414,0.001348,0.001738,0.002027,0.003532,0.00195,65.504172,115.793636,143.627508,183.74372,139.168862,592599.102,1665.515245,1990.411338,2040.047384,1990.911338,2056.452616,22.19653,-58.946313,52329.17854,615.75216,785.213062,66.643286,4255.525391,84.984157,826.586542,2574,3.333389,6.952642,6.971369,6.933916,44.294418,0.952154,2634.28104,1794.45884,2634.78104,2302.04116,22.20557,-58.972245,99265.38939,805.517741,123.231785,7366.01709,161.209973,823.712566,3.694678,6.742225,6.688801,6.795648,62.301313,0.999221,1388.5834,1769.890354,1389.0834,2326.609646,22.188137,-58.976022,133613.0233,829.88175,161.002484,9503.8125,216.991562,828.325081,3.634457,6.925296,6.661063,7.189529,82.127234,0.993732,1235.901121,1991.340356,1236.401121,2105.159644,22.185981,-58.952158,233216.1307,874.63232,266.644766,16567.54492,378.75,829.862653,3.456404,6.863153,6.972082,6.754223,32.278315,0.994543,3304.053542,1958.977692,3304.553542,2137.522308,22.214915,-58.953623,126504.5587,819.388056,154.389069,7705.128418,205.447202,819.209802,3.752694,6.933244,7.006255,6.860233,38.215966,0.991942
cpt1m012-fl06-20181018-0200-e91.fits,0,58410.41163,2458410.412,2018,NaN,2458410.414,NaN,1.285325,42,4.480824,14,27,41,0.087038,0.202895,0.288416,0.63887,0.278203,0.000624,0.000846,0.000995,0.001755,0.000971,139.465691,239.832479,289.942987,363.96694,286.555424,1149014.417,1606.780758,1990.560325,2040.109332,1991.060325,2056.390668,22.19653,-58.946305,100008.325,615.75216,703.312177,142.196209,7501.852539,162.416523,566.453558,2594,3.380707,6.613545,6.538999,6.68809,63.610161,0.998611,2634.390675,1794.475207,2634.890675,2302.024793,22.20557,-58.972242,193806.5924,755.118755,256.657103,13588.2832,314.747726,562.490625,3.733864,6.729355,6.806169,6.652541,24.646736,0.998775,1388.703197,1769.938014,1389.203197,2326.561986,22.188137,-58.976016,257210.283,790.009587,325.578686,17205.5918,417.717224,572.039725,3.584582,6.883493,6.917737,6.849248,29.572243,0.999624,1235.986841,1991.347364,1236.486841,2105.152636,22.185981,-58.952157,447912.657,882.302657,507.663276,31022.18164,727.423606,574.761132,3.569808,6.734014,6.813431,6.654596,29.215115,0.997971,3304.158721,1958.989467,3304.658721,2137.510533,22.214915,-58.953621,250084.8846,780.36334,320.472364,15246.97656,406.145363,555.983098,3.669989,6.848996,6.800434,6.897558,55.272061,0.998367
cpt1m012-fl06-20181018-0201-e91.fits,0,58410.41261,2458410.413,2018,NaN,2458410.415,NaN,1.288387,42,4.356232,14,27,41,0.086336,0.198679,0.292993,0.660398,0.265689,0.000468,0.00065,0.000783,0.001432,0.000744,184.55958,305.664848,374.09806,461.326507,356.947455,1433478.798,1575.740952,1990.344023,2040.242526,1990.844023,2056.257474,22.196529,-58.946312,123761.1454,615.75216,656.630609,188.479099,9298.53125,200.991817,430.79798,2583,3.471177,6.532105,6.667962,6.396249,28.833724,0.993956,2634.235923,1794.677637,2634.735923,2301.822363,22.205569,-58.972241,237596.403,725.949866,327.290374,15603.55957,385.863694,432.984543,3.560896,6.815416,6.821992,6.80884,41.631448,0.999729,1388.564337,1770.113222,1389.064337,2326.386778,22.188137,-58.97602,324827.1175,769.13479,422.327948,23767.19922,527.528994,428.734766,3.26812,6.749205,6.779404,6.719006,39.428333,0.997856,1235.887212,1991.565237,1236.387212,2104.934763,22.185981,-58.952156,570144.1861,887.878273,642.142289,40848.01563,925.931281,429.928886,3.288953,6.618288,6.675708,6.560868,31.425392,0.998554,3303.988176,1959.127228,3304.488176,2137.372772,22.214914,-58.953625,300911.0913,758.98629,396.464462,18593.36133,488.688649,434.838863,3.711189,6.761861,6.784154,6.739567,41.650613,0.996805
cpt1m012-fl06-20181018-0202-e91.fits,0,58410.41359,2458410.414,2018,NaN,2458410.416,NaN,1.291485,42,4.402103,14,27,41,0.087527,0.200996,0.291119,0.653134,0.269158,0.00038,0.000541,0.000657,0.001204,0.000629,230.064943,371.31881,442.937087,542.476222,428.049502,1679647.119,1558.427952,1990.334873,2040.255575,1990.834873,2056.244425,22.19653,-58.94631,147014.0175,615.75216,624.28272,235.492691,10272.59961,238.755179,326.202591,2524,3.585761,6.571103,6.388172,6.754034,276.387974,0.996746,2634.222964,1794.687631,2634.722964,2301.812369,22.20557,-58.972239,281101.5287,703.549677,399.54752,17689.35742,456.517324,328.434608,3.593049,6.910298,6.931672,6.888925,40.430004,0.998483,1388.545656,1770.126709,1389.045656,2326.373291,22.188137,-58.976017,378723.867,757.546687,499.934688,26251.02344,615.058934,329.41391,3.359241,6.824682,6.885761,6.763603,33.639504,0.997853,1235.856637,1991.554709,1236.356637,2104.945291,22.185982,-58.952156,663609.2313,896.060644,740.585177,45074.89844,1077.721321,330.24611,3.377604,6.742383,6.819767,6.664999,29.010204,0.998122,3303.995193,1959.136949,3304.495193,2137.363051,22.214915,-58.953624,356212.4918,746.266623,477.32604,21569.79297,578.499784,328.933422,3.73863,6.874353,6.848466,6.900239,50.950396,0.998666
cpt1m012-fl06-20181018-0203-e91.fits,0,58410.41457,2458410.415,2018,NaN,2458410.417,NaN,1.294605,42,4.657676,14,27,41,0.086962,0.199921,0.290136,0.657284,0.26887,0.00057,0.000774,0.000921,0.001672,0.000885,152.683475,258.301458,314.918757,393.211482,303.875833,1216560.931,1575.022511,1990.589484,2040.874164,1991.089484,2055.625836,22.19653,-58.946303,105794.1491,615.75216,679.226379,155.756832,6682.52832,171.812875,501.654982,2633,3.792606,6.641155,6.877685,6.404625,28.701653,0.982561,2634.48006,1795.26676,2634.98006,2301.23324,22.20557,-58.972238,202693.0966,733.578465,276.307316,12514.56934,329.179676,502.344923,3.773314,7.109455,7.138252,7.080659,38.536661,0.998689,1388.788229,1770.644211,1389.288229,2325.855789,22.188137,-58.976021,273590.1327,772.080473,354.354426,16625.20508,444.318592,502.976684,3.749632,6.938619,7.037231,6.840006,34.052217,0.994193,1236.103385,1992.097124,1236.603385,2104.402876,22.185982,-58.952157,482491.7487,874.082415,551.998004,27997.46875,783.58109,504.735235,3.707788,6.887999,6.962118,6.813881,29.128234,0.998327,3304.251066,1959.795537,3304.751066,2136.704463,22.214916,-58.953614,257785.9532,763.17116,337.782619,14295.13086,418.65213,504.098235,3.862936,7.1388,7.013694,7.263906,68.541363,0.997711
cpt1m012-fl06-20181018-0204-e91.fits,0,58410.41555,2458410.416,2018,NaN,2458410.418,NaN,1.297761,42,4.882049,14,27,41,0.087451,0.201651,0.290719,0.644878,0.273721,0.000979,0.001284,0.001496,0.00262,0.001451,89.310295,157.034948,194.342209,246.176866,188.619057,778026.9126,1624.394547,1990.344762,2040.148656,1990.844762,2056.351344,22.19653,-58.94631,68039.13626,615.75216,748.467273,90.904624,4142.470703,110.497601,712.552928,2590,3.89558,7.542005,7.549998,7.534011,318.370595,0.999674,2634.205618,1794.548923,2634.705618,2301.951077,22.20557,-58.972243,130561.8446,780.201205,167.343813,7115.425781,212.036357,710.461982,4.01129,7.491838,7.583146,7.40053,35.515877,0.994378,1388.523623,1770.022945,1389.023623,2326.477055,22.188137,-58.976016,175241.1926,802.840176,218.276561,9625.208008,284.59696,713.811601,3.850691,7.221102,7.324526,7.117677,358.010874,0.999176,1235.853616,1991.45038,1236.353616,2105.04962,22.185982,-58.952155,305027.0548,865.857624,352.283154,16507.37305,495.373097,714.958548,3.823424,7.262989,7.419432,7.106545,21.325249,0.996573,3304.009655,1959.043501,3304.509655,2137.456499,22.214915,-58.953624,167196.8205,797.296652,209.704657,8303.101562,271.532658,708.356712,4.171584,7.449918,7.303522,7.596314,74.731632,0.997919
cpt1m012-fl06-20181018-0205-e91.fits,0,58410.41654,2458410.417,2018,NaN,2458410.419,NaN,1.300964,42,4.601274,14,27,41,0.087779,0.203038,0.289804,0.647405,0.271545,0.000612,0.000832,0.000981,0.001752,0.000948,143.517654,243.982931,295.429225,369.5356,286.304135,1144967.836,1578.242387,1990.560135,2040.010441,1991.060135,2056.489559,22.196531,-58.946306,100504.0636,615.75216,686.450708,146.411188,7015.742188,163.221618,527.671192,2535,3.388816,6.721846,6.741471,6.702221,317.46728,0.995392,2634.433238,1794.364131,2634.933238,2302.135869,22.205571,-58.972245,193237.7083,739.700673,261.237708,12638.24512,313.823841,527.746257,3.803372,7.222116,7.175678,7.268554,53.173704,0.997913,1388.617488,1769.776044,1389.117488,2326.723956,22.188137,-58.97602,257261.2073,774.240901,332.275403,17002.16992,417.799927,530.566109,3.619819,6.831708,6.853529,6.809887,42.17048,0.995803,1235.936066,1991.191172,1236.436066,2105.308828,22.185982,-58.952161,449954.8478,868.959431,517.808809,29079.14648,730.740186,530.953113,3.577328,6.806837,6.833587,6.780087,38.337085,0.998837,3304.18582,1958.850037,3304.68582,2137.649963,22.214915,-58.95363,244514.0722,767.56269,318.55909,14156.72461,397.098196,527.917187,3.734986,7.041925,7.022153,7.061696,50.944653,0.999257
cpt1m012-fl06-20181018-0206-e91.fits,0,58410.41752,2458410.418,2018,NaN,2458410.42,NaN,1.304203,42,4.734052,14,27,41,0.087678,0.20448,0.291071,0.637436,0.27469,0.000905,0.001197,0.001392,0.002415,0.00135,96.885162,170.873852,209.050076,263.941149,203.442115,833271.3862,1618.733953,1990.19694,2040.562297,1990.69694,2055.937703,22.19653,-58.946308,73059.83019,615.75216,740.610232,98.648151,4871.187012,118.651358,683.811604,2614,3.724304,7.002445,6.911341,7.09355,63.656168,0.998158,2634.016128,1794.932892,2634.516128,2301.567108,22.205569,-58.972246,141461.2266,775.199301,182.483687,8125.299805,229.73728,681.690573,3.826999,7.350812,7.427137,7.274486,28.735021,0.998509,1388.395058,1770.375177,1388.895058,2326.124823,22.188138,-58.97602,187860.1982,799.845613,234.870574,11900.23438,305.090604,686.481859,3.8395,7.05184,7.027607,7.076074,288.66379,0.999925,1235.689757,1991.828382,1236.189757,2104.671618,22.185982,-58.952156,324383.5442,866.502217,374.359739,19187.4082,526.808618,689.092256,3.775395,6.974341,7.013191,6.935491,40.245446,0.995453,3303.828003,1959.430043,3304.328003,2137.069957,22.214915,-58.953627,179566.4171,792.960627,226.450609,10636.12695,291.621254,682.223117,3.902789,6.991686,6.975253,7.008119,46.36453,0.990253
cpt1m012-fl06-20181018-0207-e91.fits,0,58410.4185,2458410.419,2018,NaN,2458410.421,NaN,1.307477,42,4.771249,14,27,41,0.085907,0.197873,0.290475,0.658461,0.270148,0.001005,0.001309,0.001534,0.002737,0.001482,85.510133,151.130501,189.299032,240.54117,182.267625,758102.9543,1623.416512,1990.052076,2040.026519,1990.552076,2056.473481,22.19653,-58.946305,65125.99535,615.75216,748.73975,86.980817,4363.259277,105.766572,716.0168,2572,3.781067,6.624992,6.116583,7.133401,64.508074,0.941255,2633.922467,1794.367844,2634.422467,2302.132156,22.20557,-58.972245,125228.8075,779.22092,160.710274,7763.008789,203.375344,717.971319,3.822507,6.859015,6.822622,6.895409,306.635804,0.998641,1388.255696,1769.873893,1388.755696,2326.626107,22.188137,-58.976014,170642.6208,802.883764,212.537142,10315.83496,277.128741,716.248598,3.73723,6.953418,6.897197,7.009639,53.824626,0.997156,1235.548973,1991.257896,1236.048973,2105.242104,22.185982,-58.952157,300990.6523,864.267652,348.260925,19273.63281,488.817859,715.804653,3.784287,6.997623,7.121804,6.873443,24.681583,0.997032,3303.713026,1958.886493,3304.213026,2137.613507,22.214916,-58.953623,161240.8736,797.944244,202.070351,9078.071289,261.860021,716.747921,3.997102,6.990506,6.792808,7.188204,74.403552,0.995635
cpt1m012-fl06-20181018-0208-e91.fits,0,58410.41948,2458410.419,2018,NaN,2458410.421,NaN,1.310786,42,4.86428,14,27,41,0.086524,0.202822,0.286441,0.64266,0.277932,0.000943,0.001243,0.001443,0.002537,0.001419,91.715652,163.230489,198.491402,253.361426,195.889893,802356.9359,1625.821538,1990.960389,2040.176021,1991.460389,2056.323979,22.19653,-58.946306,69422.91416,615.75216,743.749987,93.341735,4420.554199,112.744897,702.149923,2497,3.90756,6.813493,6.891366,6.735621,41.506443,0.964699,2634.774634,1794.490846,2635.274634,2302.009154,22.20557,-58.972249,135294.5865,776.578883,174.21873,7740.212891,219.722472,700.916643,3.850494,7.258009,7.104282,7.411737,287.590823,0.997316,1389.176446,1770.018148,1389.676446,2326.481852,22.188138,-58.976015,178654.2588,803.899373,222.234604,9954.087891,290.139881,706.218031,3.907342,7.335393,7.25394,7.416846,62.196478,0.998455,1236.446952,1991.445007,1236.946952,2105.054993,22.185982,-58.952153,313907.0524,869.061609,361.2023,18515.74414,509.79448,706.445906,3.973261,7.092804,7.136292,7.049315,33.144156,0.99907,3304.451414,1958.911462,3304.951414,2137.588538,22.214914,-58.953638,174501.0383,799.186229,218.348405,9223.1875,283.394927,697.906219,3.911496,7.381771,7.420661,7.342881,32.983076,0.999331
cpt1m012-fl06-20181018-0209-e91.fits,0,58410.42047,2458410.42,2018,NaN,2458410.422,NaN,1.31413,42,4.929839,14,27,41,0.087603,0.201577,0.290891,0.649506,0.270875,0.000626,0.000848,0.001002,0.001789,0.000965,140.017246,237.605535,290.348944,363.15097,280.619146,1133839.23,1592.402406,1990.911395,2039.972672,1991.411395,2056.527328,22.19653,-58.946314,99327.1774,615.75216,695.54139,142.80556,5669.940918,161.310319,548.464311,2558,3.931221,6.969892,7.090125,6.849658,6.856833,0.99874,2634.768538,1794.362186,2635.268538,2302.137814,22.205569,-58.972248,190213.2565,748.740048,254.044454,10204.16797,308.912041,549.905328,4.046371,7.449533,7.401485,7.497582,52.961233,0.997789,1389.123688,1769.877414,1389.623688,2326.622586,22.188137,-58.976017,255500.8604,782.010641,326.722997,13545.04883,414.94107,550.639118,3.865102,7.080796,7.119502,7.04209,33.152975,0.99926,1236.421484,1991.32132,1236.921484,2105.17868,22.185982,-58.952155,446457.9739,874.07231,510.779222,25266.41211,725.061158,551.304649,3.942142,7.102987,7.146303,7.059671,34.326654,0.998877,3304.531958,1958.81715,3305.031958,2137.68285,22.214915,-58.953632,241667.1393,774.332434,312.0974,12171.30078,392.474692,549.853984,4.00008,7.246448,7.235352,7.257544,47.823144,0.999031
cpt1m012-fl06-20181018-0210-e91.fits,0,58410.42145,2458410.421,2018,NaN,2458410.423,NaN,1.317512,42,5.217047,14,27,41,0.083793,0.199996,0.290986,0.658483,0.267264,0.000905,0.001193,0.001396,0.002497,0.001342,92.635368,167.648771,208.431491,263.692941,199.225948,828022.6267,1614.685714,1990.138036,2040.576485,1990.638036,2055.923515,22.196531,-58.946305,69382.7797,615.75216,736.666116,94.184839,3938.304688,112.679718,681.14915,2569,4.163762,6.889334,6.805867,6.9728,53.986445,0.993835,2634.067088,1794.990148,2634.567088,2301.509852,22.205571,-58.972238,138001.5766,772.782603,178.577489,6497.14502,224.118705,682.764336,4.202857,7.705174,7.58881,7.821537,284.747832,0.998796,1388.354531,1770.383251,1388.854531,2326.116749,22.188138,-58.976016,186634.9254,796.727986,234.251751,9209.84668,303.100724,681.542424,4.258896,7.561656,7.534824,7.588487,52.438537,0.999236,1235.629215,1991.773947,1236.129215,2104.726053,22.185982,-58.952159,328757.4425,865.091356,380.026271,15302.74121,533.91196,681.80565,4.200466,7.633912,7.639032,7.628792,40.288343,0.999933,3303.739405,1959.438619,3304.239405,2137.061381,22.214915,-58.953626,174628.6822,791.743939,220.56207,8320.543945,283.602224,682.881377,4.329416,7.605663,7.481884,7.729441,83.050195,0.998876
cpt1m012-fl06-20181018-0211-e91.fits,0,58410.42243,2458410.422,2018,NaN,2458410.424,NaN,1.320931,42,5.006913,14,27,41,0.088617,0.198975,0.292284,0.651699,0.271143,0.0008,0.001057,0.001248,0.002214,0.001203,110.708955,188.159914,234.130718,294.334968,225.45271,917770.187,1598.212131,1990.346972,2040.428797,1990.846972,2056.071203,22.196529,-58.946312,81330.27201,615.75216,720.8498,112.825546,5020.268066,132.082804,628.036657,2565,4.000782,7.367361,7.715139,7.019582,25.873015,0.976852,2634.145871,1794.704366,2634.645871,2301.795634,22.205568,-58.972257,152307.9083,759.565842,200.519692,8347.626953,247.352617,629.703601,3.868213,6.847584,6.891644,6.803524,38.472258,0.996755,1388.582713,1770.344678,1389.082713,2326.155322,22.188137,-58.976016,207578.0122,787.953519,263.439413,11997.75781,337.112926,628.95351,4.016586,7.066157,7.129906,7.002407,31.812735,0.998351,1235.883933,1991.774754,1236.383933,2104.725246,22.185981,-58.952155,362118.0355,863.330833,419.442955,19615.72656,588.090565,629.810675,3.86744,7.028802,7.079581,6.978022,32.085312,0.9989,3304.007329,1959.230746,3304.507329,2137.269254,22.214914,-58.953632,195766.231,781.7486,250.420955,10293.10059,317.930238,629.211533,4.064498,7.360896,7.216698,7.505095,68.311297,0.997097
cpt1m012-fl06-20181018-0212-e91.fits,0,58410.42341,2458410.423,2018,NaN,2458410.425,NaN,1.324388,42,4.996619,14,27,41,0.086606,0.201348,0.29333,0.648843,0.269168,0.000574,0.000782,0.000932,0.001662,0.00089,150.900206,257.348537,314.613981,390.43922,302.479774,1212668.219,1579.771984,1990.091978,2040.643624,1990.591978,2055.856376,22.19653,-58.946308,105024.0843,615.75216,682.403339,153.903239,5687.633301,170.562267,508.310945,2630,3.951571,7.207239,7.347971,7.066507,0.175149,0.998476,2633.918343,1795.003959,2634.418343,2301.496041,22.20557,-58.972246,203245.219,737.992948,275.402657,10047.89746,330.076339,508.548474,4.058967,7.440053,7.361206,7.518899,62.85716,0.998682,1388.284963,1770.494269,1388.784963,2326.005731,22.188137,-58.976017,275036.0759,775.386649,354.708295,14998.92969,446.666847,508.136001,3.868082,7.366913,7.367841,7.365985,44.826933,0.998261,1235.608339,1991.92286,1236.108339,2104.57714,22.185982,-58.952155,477201.8537,874.846817,545.46904,25122.75195,774.990142,511.817483,3.962541,7.220548,7.283517,7.157579,32.898611,0.99819,3303.659677,1959.548315,3304.159677,2136.951685,22.214915,-58.953621,257185.0704,764.502793,336.408281,13165.2666,417.676278,508.101429,4.135023,7.398844,7.31753,7.480158,59.433674,0.997928
cpt1m012-fl06-20181018-0213-e91.fits,0,58410.4244,2458410.424,2018,NaN,2458410.426,NaN,1.327885,42,4.932467,14,27,41,0.08886,0.20152,0.292785,0.650209,0.268692,0.000643,0.000865,0.001027,0.001829,0.000985,138.096586,232.951703,285.029882,355.475768,272.887813,1101644.839,1580.972419,1990.895909,2040.369444,1991.395909,2056.130556,22.19653,-58.946309,97891.63766,615.75216,694.803326,140.891147,5795.907715,158.978959,543.913131,2532,3.847737,7.360552,7.56649,7.154614,356.274144,0.99682,2634.786725,1794.750668,2635.286725,2301.749332,22.20557,-58.972244,184769.118,741.578787,249.156423,9772.341797,300.070596,546.413512,3.943957,7.277434,7.139486,7.415382,69.758669,0.997517,1389.155205,1770.260047,1389.655205,2326.239953,22.188138,-58.976014,249496.4126,776.980155,321.110405,13693.98731,405.189667,545.82335,3.912247,7.226799,7.264468,7.18913,38.366643,0.997936,1236.436108,1991.665821,1236.936108,2104.834179,22.185982,-58.952155,434065.8215,867.443144,500.396856,23731.4375,704.93593,547.678776,3.913907,7.006604,7.055844,6.957365,35.715861,0.998052,3304.596122,1959.261831,3305.096122,2137.238169,22.214916,-58.953623,233313.4872,770.310927,302.882225,12732.73047,378.90811,549.301669,4.047868,7.259246,7.245194,7.273299,48.202318,0.998795
