 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,JD_MOBS,HJD_MOBS,BJD_MOBS,ALT_OBJ,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,RA_T1,DEC_T1
117,cpt1m012-fa06-20200223-0172-e91.fits,117,0,58903.32173,2458903.321728,NaN,NaN,NaN,2458903.325188,NaN,1.29089,36.28738,24,42,63,0.215224,0.542072,0.377091,0.599097,0.000204,0.000447,0.000334,0.000487,1056.012688,1213.756204,1129.003195,1230.809865,6805902.037,2679.139756,1950.42772,1924.368107,1950.92772,1885.131893,1464795.912,1809.557368,1261.571285,1161.088501,2898.229736,809.477465,50.868985,5955,28.680552,22.039903,21.251064,22.828742,271.914066,0.994866,329.691455,3247.016393,2274.640835,3247.516393,1534.859165,2392422.321,1585.907493,1508.550991,5422.214355,1322.103606,51.720634,27.484139,21.533586,19.800574,23.266599,276.519684,0.973053,266.282943,987.728763,1678.597615,988.228763,2130.902385,1863669.705,1409.512437,1322.208769,3614.899902,1029.903631,51.600466,22.585355,28.29898,28.210079,28.387881,314.487184,0.876794,337.878646,1084.230999,1082.554396,1084.730999,2726.945604,2549810.011,1635.836771,1558.719095,4786.009277,1409.0794,53.383577,29.750237,23.710591,22.880024,24.541157,62.609131,0.985278,330.788321,10.448068,-52.484425
118,cpt1m012-fa06-20200223-0173-e91.fits,118,0,58903.32222,2458903.322222,NaN,NaN,NaN,2458903.325682,NaN,1.288952,36.212117,24,42,63,0.214664,0.543431,0.374146,0.60162,0.000204,0.000449,0.000333,0.00049,1051.980587,1210.719495,1123.459716,1227.888383,6773920.947,2674.373056,1950.42772,1924.368107,1950.92772,1885.131893,1454119.302,1809.557368,1257.411272,1156.438895,3048.250977,803.577343,51.332581,5820,28.838775,22.27014,21.383125,23.157156,279.321961,0.992954,292.031438,3247.016393,2274.640835,3247.516393,1534.859165,2385048.866,1584.179038,1505.542499,5617.877441,1318.028877,52.443895,27.336572,21.517881,19.468478,23.567283,273.126226,0.963938,248.265453,987.728763,1678.597615,988.228763,2130.902385,1844369.607,1403.441682,1314.176164,3770.462402,1019.237985,52.392064,22.599295,28.482704,27.883457,29.081951,311.679653,0.867722,308.449472,1084.230999,1082.554396,1084.730999,2726.945604,2544502.474,1634.931027,1556.336281,4851.012207,1406.146342,54.084658,29.786446,23.370204,22.782756,23.957652,59.536168,0.989309,324.972152,10.448096,-52.484603
119,cpt1m012-fa06-20200223-0174-e91.fits,119,0,58903.32271,2458903.322714,NaN,NaN,NaN,2458903.326174,NaN,1.287027,35.854013,24,42,63,0.21335,0.544547,0.375186,0.599011,0.000203,0.000449,0.000333,0.000487,1050.372021,1212.944509,1125.821396,1229.025445,6795686.615,2678.982393,1950.42772,1924.368107,1950.92772,1885.131893,1449862.403,1809.557368,1256.437082,1153.947479,3092.053711,801.22489,51.351087,5769,28.712756,22.140608,21.279449,23.001766,273.373369,0.993883,284.937889,3247.016393,2274.640835,3247.516393,1534.859165,2395894.455,1587.793091,1508.946266,5640.614258,1324.022381,52.926925,27.235696,21.324157,19.480335,23.167979,273.084287,0.970192,253.177183,987.728763,1678.597615,988.228763,2130.902385,1854037.695,1407.334278,1317.411025,3839.890381,1024.580777,52.433774,21.87714,28.461772,28.297162,28.626382,314.082169,0.869615,301.519453,1084.230999,1082.554396,1084.730999,2726.945604,2545754.465,1635.62526,1556.441152,5156.916504,1406.838219,54.399788,29.378344,23.375766,22.727174,24.024358,58.433037,0.984944,291.560665,10.448172,-52.483379
120,cpt1m012-fa06-20200223-0175-e91.fits,120,0,58903.32321,2458903.323213,NaN,NaN,NaN,2458903.326673,NaN,1.285081,37.199828,24,42,63,0.211538,0.537682,0.381281,0.598198,0.000202,0.000443,0.000337,0.000486,1048.607133,1213.481959,1133.041111,1231.692058,6832427.773,2687.010056,1950.42772,1924.368107,1950.92772,1885.131893,1445314.717,1809.557368,1255.659086,1151.040702,2965.95459,798.711741,52.821285,5754,28.930082,22.225832,21.622415,22.829248,89.189292,0.997054,300.186314,3247.016393,2274.640835,3247.516393,1534.859165,2389099.657,1586.286679,1506.09577,5072.222168,1320.267431,53.633783,27.723268,21.791124,20.246644,23.335604,277.751272,0.978576,296.753811,987.728763,1678.597615,988.228763,2130.902385,1885983.449,1419.089681,1329.009346,3775.923828,1042.234683,53.299899,26.699939,27.841814,27.505533,28.178094,312.955358,0.885283,315.742428,1084.230999,1082.554396,1084.730999,2726.945604,2557344.667,1640.092099,1559.268939,5042.558594,1413.243211,55.644736,29.592008,23.670201,22.772147,24.568254,65.275356,0.986416,302.144742,10.448156,-52.483369
121,cpt1m012-fa06-20200223-0176-e91.fits,121,0,58903.32371,2458903.323709,NaN,NaN,NaN,2458903.327169,NaN,1.28319,36.666038,24,42,63,0.21389,0.543593,0.373877,0.601811,0.000204,0.000449,0.000333,0.00049,1049.840096,1210.690245,1123.027276,1227.863098,6783386.309,2678.363552,1950.42772,1924.368107,1950.92772,1885.131893,1450897.939,1809.557368,1257.69158,1153.619824,3166.495605,801.797149,53.111951,5774,28.711861,22.2723,21.351112,23.193489,89.93687,0.993181,272.111217,3247.016393,2274.640835,3247.516393,1534.859165,2388842.161,1586.602575,1505.633609,5611.485352,1320.125133,54.119826,27.37302,21.501954,19.617298,23.386609,89.851181,0.969736,253.315786,987.728763,1678.597615,988.228763,2130.902385,1845982.282,1405.448793,1313.446844,4026.828369,1020.129184,54.054886,23.671399,28.717235,27.820543,29.613926,310.227882,0.858421,277.106742,1084.230999,1082.554396,1084.730999,2726.945604,2548561.867,1637.387331,1556.480753,5189.237793,1408.389649,55.656446,29.708042,23.233574,22.725321,23.741827,56.535549,0.987547,289.142081,10.448158,-52.483109
122,cpt1m012-fa06-20200223-0177-e91.fits,122,0,58903.32419,2458903.324192,NaN,NaN,NaN,2458903.327652,NaN,1.281325,36.060467,24,42,63,0.213431,0.543771,0.37613,0.598567,0.000203,0.000448,0.000334,0.000487,1050.977321,1212.732756,1126.669187,1228.969526,6802537.063,2681.502892,1950.42772,1924.368107,1950.92772,1885.131893,1451873.144,1809.557368,1257.322421,1154.734156,3185.79834,802.336068,51.987202,5714,28.604478,22.08524,21.213296,22.957184,85.853189,0.993652,272.001857,3247.016393,2274.640835,3247.516393,1534.859165,2396095.223,1588.666863,1508.242715,5464.922363,1324.133329,53.995796,27.377028,21.425375,19.711784,23.138965,271.065838,0.974702,269.779369,987.728763,1678.597615,988.228763,2130.902385,1859300.743,1409.698675,1318.934873,4071.964844,1027.48925,53.283428,22.293368,28.592542,28.013611,29.171474,311.89351,0.860105,276.061521,1084.230999,1082.554396,1084.730999,2726.945604,2547141.098,1636.870491,1556.104232,5221.463379,1407.604502,55.403183,29.300958,23.096104,22.51325,23.678959,58.537713,0.98772,289.451745,10.448168,-52.483296
123,cpt1m012-fa06-20200223-0178-e91.fits,123,0,58903.32469,2458903.324687,NaN,NaN,NaN,2458903.328147,NaN,1.27943,35.901192,24,42,63,0.21275,0.537806,0.380188,0.599529,0.000203,0.000444,0.000336,0.000487,1050.323496,1212.048959,1130.792312,1230.73588,6818723.451,2684.754235,1950.42772,1924.368107,1950.92772,1885.131893,1450682.048,1809.557368,1257.537538,1153.589459,3238.758057,801.677843,52.82747,5804,28.421273,21.83719,21.117264,22.557115,87.777864,0.995636,267.428745,3247.016393,2274.640835,3247.516393,1534.859165,2384665.161,1585.239137,1504.293646,5779.210938,1317.816833,54.077247,27.027637,21.164691,19.436931,22.892452,275.610451,0.97266,242.411861,987.728763,1678.597615,988.228763,2130.902385,1878292.127,1416.811225,1325.717989,4162.473633,1037.984294,53.818194,22.975621,27.983804,27.559591,28.408017,312.570315,0.871961,268.721946,1084.230999,1082.554396,1084.730999,2726.945604,2555766.163,1639.380412,1558.982981,5412.248535,1412.370896,55.441577,29.119771,23.16522,22.226471,24.10397,65.434435,0.984708,274.9413,10.448063,-52.484519
124,cpt1m012-fa06-20200223-0179-e91.fits,124,0,58903.32519,2458903.325186,NaN,NaN,NaN,2458903.328646,NaN,1.27756,36.030101,24,42,63,0.214964,0.539103,0.379475,0.599085,0.000204,0.000445,0.000336,0.000487,1054.473788,1211.702262,1129.470226,1229.76614,6808188.879,2682.449219,1950.42772,1924.368107,1950.92772,1885.131893,1463518.382,1809.557368,1262.458057,1159.260994,3303.82666,808.771475,52.53325,5832,28.391122,21.910465,21.115397,22.705534,272.406997,0.99471,261.372658,3247.016393,2274.640835,3247.516393,1534.859165,2384711.155,1584.97405,1504.574258,5615.953613,1317.84225,53.889922,27.737396,21.489438,19.878411,23.100466,273.845196,0.977364,256.451204,987.728763,1678.597615,988.228763,2130.902385,1872842.539,1414.76281,1323.785532,4197.799316,1034.972735,53.730176,22.545988,27.902583,27.121528,28.683638,310.36317,0.879498,260.932346,1084.230999,1082.554396,1084.730999,2726.945604,2550635.185,1637.631602,1557.514634,5331.896973,1409.535409,55.251999,29.544707,23.251558,22.287775,24.215341,67.470812,0.986274,281.849227,10.448166,-52.483374
125,cpt1m012-fa06-20200223-0180-e91.fits,125,0,58903.32567,2458903.325668,NaN,NaN,NaN,2458903.329128,NaN,1.275716,35.961422,24,42,63,0.214086,0.538264,0.380449,0.598684,0.000203,0.000444,0.000337,0.000487,1052.937017,1211.972325,1130.3677,1230.109444,6814419.608,2683.932491,1950.42772,1924.368107,1950.92772,1885.131893,1458874.309,1809.557368,1260.766385,1157.132936,3299.071289,806.205061,52.439017,5757,28.35987,22.021211,21.198147,22.844275,85.321717,0.994276,260.186493,3247.016393,2274.640835,3247.516393,1534.859165,2384477.729,1584.727574,1504.660971,5561.348633,1317.713255,54.151961,27.440575,21.354718,19.719786,22.98965,272.216299,0.976687,262.181767,987.728763,1678.597615,988.228763,2130.902385,1878041.407,1417.199364,1325.177992,4107.286133,1037.84574,54.272327,22.603896,28.061417,27.241469,28.881366,310.37302,0.868161,278.451423,1084.230999,1082.554396,1084.730999,2726.945604,2551900.472,1638.193547,1557.752731,5586.415039,1410.234633,55.323808,29.411245,23.143841,22.500961,23.786721,62.18802,0.990334,256.019901,10.448188,-52.483709
126,cpt1m012-fa06-20200223-0181-e91.fits,126,0,58903.32616,2458903.326162,NaN,NaN,NaN,2458903.329622,NaN,1.27387,36.876339,24,42,63,0.211708,0.539839,0.381773,0.595218,0.000202,0.000444,0.000336,0.000483,1050.15685,1215.443098,1134.612095,1232.231025,6853762.803,2692.567281,1950.42772,1924.368107,1950.92772,1885.131893,1450993.166,1809.557368,1258.622453,1152.84227,3406.670898,801.849773,53.922218,5773,28.407413,21.812514,21.158227,22.4668,83.123175,0.996192,244.216057,3247.016393,2274.640835,3247.516393,1534.859165,2402801.508,1591.750932,1509.533596,5787.570312,1327.839366,55.300144,26.97794,21.182398,19.692011,22.672785,277.47924,0.978993,249.601992,987.728763,1678.597615,988.228763,2130.902385,1893640.479,1422.591502,1331.120337,4284.46582,1046.466121,54.427045,26.794929,27.520324,26.954532,28.086116,311.46984,0.888186,259.027366,1084.230999,1082.554396,1084.730999,2726.945604,2557320.815,1640.878104,1558.50749,5602.861816,1413.23003,56.783715,29.363652,23.22541,22.140107,24.310713,69.551321,0.984779,261.535547,10.448008,-52.483638
127,cpt1m012-fa06-20200223-0182-e91.fits,127,0,58903.32666,2458903.326655,NaN,NaN,NaN,2458903.330115,NaN,1.272018,35.853836,24,42,63,0.214513,0.538146,0.379126,0.600589,0.000204,0.000445,0.000336,0.000489,1052.073926,1210.586023,1128.353563,1229.260896,6813705.372,2686.528461,1950.42772,1924.368107,1950.92772,1885.131893,1461627.435,1809.557368,1264.115831,1156.244863,3402.113525,807.726497,55.102555,5761,28.287176,21.780936,21.025447,22.536425,272.849564,0.995151,250.855864,3247.016393,2274.640835,3247.516393,1534.859165,2383888.681,1586.286189,1502.811219,6039.389648,1317.387734,55.826901,27.054453,21.176792,19.409483,22.9441,276.744611,0.970944,224.828642,987.728763,1678.597615,988.228763,2130.902385,1873110.047,1416.602001,1322.255683,4242.767578,1035.120566,55.913275,22.021683,28.386229,28.273711,28.498747,314.409103,0.85226,263.074525,1084.230999,1082.554396,1084.730999,2726.945604,2556706.644,1641.453646,1557.586869,5617.867676,1412.890627,57.808171,29.175694,23.238719,22.421828,24.05561,62.975312,0.985695,260.007605,10.448173,-52.483388
128,cpt1m012-fa06-20200223-0183-e91.fits,128,0,58903.32715,2458903.327147,NaN,NaN,NaN,2458903.330607,NaN,1.270204,36.037748,24,42,63,0.212889,0.543206,0.375995,0.599356,0.000203,0.000448,0.000334,0.000488,1048.500883,1212.106304,1125.827237,1228.712535,6815169.335,2687.635934,1950.42772,1924.368107,1950.92772,1885.131893,1450872.732,1809.557368,1259.926175,1151.553767,3017.230713,801.783219,55.361806,5684,28.58054,22.041314,21.412937,22.66969,271.426924,0.996746,302.240983,3247.016393,2274.640835,3247.516393,1534.859165,2398929.137,1591.536615,1507.303768,5547.555664,1325.699411,56.73734,27.438487,21.477656,19.934443,23.020869,277.43901,0.978118,261.36347,987.728763,1678.597615,988.228763,2130.902385,1862265.846,1413.269754,1317.700206,3808.126465,1029.127829,56.618537,22.660948,28.043595,27.507543,28.579647,311.892852,0.875361,312.520313,1084.230999,1082.554396,1084.730999,2726.945604,2553974.351,1641.056587,1556.298773,5209.75293,1411.380703,58.220295,29.617181,23.327224,22.646688,24.00776,64.499828,0.991419,290.458935,10.448164,-52.483068
129,cpt1m012-fa06-20200223-0184-e91.fits,129,0,58903.32765,2458903.327645,NaN,NaN,NaN,2458903.331105,NaN,1.268388,36.382247,24,42,63,0.213013,0.542183,0.376979,0.599128,0.000204,0.000448,0.000335,0.000488,1046.248045,1209.775087,1124.595459,1226.73038,6803209.329,2687.279552,1950.42772,1924.368107,1950.92772,1885.131893,1449174.809,1809.557368,1261.298492,1148.954683,3376.805908,800.84491,57.219243,5739,28.598339,22.08982,21.320009,22.85963,88.07761,0.995132,243.397855,3247.016393,2274.640835,3247.516393,1534.859165,2391793.338,1590.435586,1503.860551,5722.205566,1321.756016,58.11097,27.08229,21.288034,19.442635,23.133432,274.307472,0.969708,247.949132,987.728763,1678.597615,988.228763,2130.902385,1862530.68,1414.579522,1316.667357,4272.047363,1029.274182,57.894627,24.368154,28.387614,27.954709,28.820519,312.615942,0.865433,252.217876,1084.230999,1082.554396,1084.730999,2726.945604,2548885.311,1640.411781,1553.808221,5263.771484,1408.568391,59.604686,29.442458,23.33115,22.627422,24.034879,60.140714,0.985714,286.40901,10.44817,-52.48326
130,cpt1m012-fa06-20200223-0185-e91.fits,130,0,58903.32814,2458903.328143,NaN,NaN,NaN,2458903.331604,NaN,1.266543,36.230614,24,42,63,0.213095,0.543791,0.375345,0.599607,0.000203,0.000449,0.000334,0.000488,1048.002748,1212.145186,1124.882037,1228.721241,6821303.111,2690.470242,1950.42772,1924.368107,1950.92772,1885.131893,1453582.559,1809.557368,1262.962873,1150.930554,3127.593506,803.280727,56.871351,5693,28.635973,22.181465,21.35304,23.00989,86.574192,0.994356,283.40659,3247.016393,2274.640835,3247.516393,1534.859165,2402762.128,1593.670415,1507.69074,5848.787109,1327.817603,57.950179,27.48843,21.444046,19.880765,23.007326,271.903588,0.978873,239.652791,987.728763,1678.597615,988.228763,2130.902385,1861598.484,1414.521684,1316.062175,3920.952148,1028.75903,58.113219,22.903673,28.277007,27.418526,29.135488,310.212103,0.867017,296.654314,1084.230999,1082.554396,1084.730999,2726.945604,2556942.499,1642.550803,1556.690055,5386.608887,1413.020965,59.055343,29.512133,23.295394,22.695475,23.895313,60.105429,0.989537,272.568904,10.448158,-52.483199
131,cpt1m012-fa06-20200223-0186-e91.fits,131,0,58903.32864,2458903.328636,NaN,NaN,NaN,2458903.332097,NaN,1.264751,36.24195,24,42,63,0.216211,0.541739,0.375997,0.600933,0.000206,0.000449,0.000335,0.000491,1050.69035,1206.698787,1121.11482,1224.201879,6771013.211,2681.104162,1950.42772,1924.368107,1950.92772,1885.131893,1463965.701,1809.557368,1267.026025,1155.434594,3036.662354,809.018673,57.171322,5817,28.701682,22.276164,21.377514,23.174814,274.84515,0.993322,300.205,3247.016393,2274.640835,3247.516393,1534.859165,2379210.529,1586.297957,1499.85097,5604.90625,1314.802487,57.80395,27.414463,21.570941,19.505449,23.636433,275.434594,0.962661,247.077673,987.728763,1678.597615,988.228763,2130.902385,1850207.424,1410.127755,1312.084963,3630.571289,1022.464088,57.949288,22.719221,28.559129,28.033588,29.08467,312.149,0.862876,338.548119,1084.230999,1082.554396,1084.730999,2726.945604,2541595.259,1638.144693,1551.508404,4881.895996,1404.539753,59.73701,29.901821,23.43282,22.899838,23.965802,59.04955,0.990681,320.344779,10.44815,-52.483148
132,cpt1m012-fa06-20200223-0187-e91.fits,132,0,58903.32913,2458903.329130,NaN,NaN,NaN,2458903.332591,NaN,1.26297,36.08417,24,42,63,0.21339,0.544484,0.379129,0.59378,0.000203,0.000449,0.000336,0.000484,1048.69762,1212.530884,1127.847333,1227.399271,6827534.231,2692.469578,1950.42772,1924.368107,1950.92772,1885.131893,1456929.378,1809.557368,1264.90354,1151.810657,3016.685303,805.130251,57.655621,5705,28.499333,21.971789,21.274423,22.669156,87.237187,0.995941,309.447391,3247.016393,2274.640835,3247.516393,1534.859165,2406943.056,1595.649529,1508.440927,5739.766113,1330.128073,58.610704,27.106447,21.233626,19.534124,22.933128,272.992277,0.974423,252.804224,987.728763,1678.597615,988.228763,2130.902385,1876920.481,1420.349972,1321.449304,4223.643555,1037.226293,58.343134,23.150873,28.226679,27.971412,28.481947,313.590551,0.864763,262.920105,1084.230999,1082.554396,1084.730999,2726.945604,2543670.694,1638.871858,1552.086382,5312.163086,1405.686682,59.588663,29.338074,23.209801,22.594109,23.825493,58.23473,0.985852,280.769258,10.448024,-52.483865
133,cpt1m012-fa06-20200223-0188-e91.fits,133,0,58903.32962,2458903.329623,NaN,NaN,NaN,2458903.333084,NaN,1.261185,35.78577,24,42,63,0.215636,0.538047,0.377315,0.603144,0.000205,0.000445,0.000335,0.000491,1052.388128,1208.723871,1125.23309,1228.315153,6808572.493,2688.386797,1950.42772,1924.368107,1950.92772,1885.131893,1468172.187,1809.557368,1268.936163,1157.010282,3133.977295,811.343267,57.36113,5730,28.46967,22.015365,21.192512,22.838219,275.254014,0.994236,288.817344,3247.016393,2274.640835,3247.516393,1534.859165,2381807.613,1587.51851,1500.333758,5684.711914,1316.237692,58.3429,27.399846,21.455939,19.576167,23.33571,273.670736,0.969261,245.291218,987.728763,1678.597615,988.228763,2130.902385,1865205.724,1415.649409,1317.561899,3911.081055,1030.752468,57.88392,21.774537,28.298566,28.040142,28.556991,313.561933,0.86753,298.324623,1084.230999,1082.554396,1084.730999,2726.945604,2561559.155,1644.124478,1558.00804,5270.460449,1415.572228,59.380897,29.41486,23.432641,22.718517,24.146765,61.458404,0.987443,284.295613,10.44807,-52.484556
134,cpt1m012-fa06-20200223-0189-e91.fits,134,0,58903.33012,2458903.330118,NaN,NaN,NaN,2458903.333579,NaN,1.259425,35.65061,24,42,63,0.213952,0.540723,0.378939,0.59806,0.000204,0.000446,0.000336,0.000487,1050.455443,1211.494603,1128.014706,1228.378266,6821706.308,2689.979326,1950.42772,1924.368107,1950.92772,1885.131893,1459520.662,1809.557368,1264.613612,1154.123796,3175.659668,806.562249,56.607293,5969,28.517411,22.095082,21.316353,22.873812,87.232988,0.994997,279.431449,3247.016393,2274.640835,3247.516393,1534.859165,2394105.688,1590.268543,1505.472581,5856.953125,1323.03387,56.950028,27.065686,21.331254,19.473058,23.18945,272.14989,0.969933,236.61605,987.728763,1678.597615,988.228763,2130.902385,1874637.39,1418.344456,1321.708124,4000.918213,1035.964608,57.335655,21.743639,28.259776,27.4416,29.077951,310.509798,0.862627,292.521444,1084.230999,1082.554396,1084.730999,2726.945604,2552963.231,1641.747161,1555.028259,5224.304199,1410.821936,60.290515,29.489932,23.166607,22.553521,23.779692,60.077261,0.988914,290.933996,10.448164,-52.483283
135,cpt1m012-fa06-20200223-0190-e91.fits,135,0,58903.33061,2458903.330611,NaN,NaN,NaN,2458903.334072,NaN,1.257674,37.957298,24,42,63,0.212699,0.538041,0.381551,0.597448,0.000203,0.000444,0.000337,0.000486,1049.025256,1211.767864,1131.122106,1229.931815,6836008.104,2692.405163,1950.42772,1924.368107,1950.92772,1885.131893,1454012.445,1809.557368,1262.224382,1151.944508,3111.514404,803.518292,56.299133,5853,28.507365,21.887649,21.267032,22.508266,270.32019,0.996789,287.170925,3247.016393,2274.640835,3247.516393,1534.859165,2391389.274,1589.924525,1504.089808,5590.040527,1321.532721,57.802156,27.31056,21.457809,19.981201,22.934416,277.950664,0.979714,254.949867,987.728763,1678.597615,988.228763,2130.902385,1887940.718,1423.159336,1326.58422,3983.283691,1043.316311,57.377882,30.998508,27.456272,27.000227,27.912316,312.000062,0.899052,287.395429,1084.230999,1082.554396,1084.730999,2726.945604,2556678.113,1641.89009,1557.155456,5100.431641,1412.87486,58.643432,29.36215,23.657112,22.409572,24.904653,73.896232,0.984549,303.154264,10.448002,-52.483481
136,cpt1m012-fa06-20200223-0191-e91.fits,136,0,58903.33111,2458903.331105,NaN,NaN,NaN,2458903.334566,NaN,1.255934,36.447719,24,42,63,0.212391,0.539504,0.377914,0.600754,0.000203,0.000445,0.000335,0.000488,1048.675869,1212.54401,1128.856438,1231.016052,6840016.741,2693.409937,1950.42772,1924.368107,1950.92772,1885.131893,1452760.681,1809.557368,1261.699663,1151.431457,3321.463379,802.82654,56.846844,5869,28.521351,21.996419,21.264897,22.72794,88.973781,0.99558,253.78763,3247.016393,2274.640835,3247.516393,1534.859165,2397016.661,1591.843005,1505.812227,5467.935059,1324.642536,57.968151,27.633535,21.516631,20.009671,23.023592,274.606913,0.980059,271.156797,987.728763,1678.597615,988.228763,2130.902385,1875979.108,1418.857276,1322.17605,4120.257812,1036.70607,57.392904,22.400502,28.123569,27.37232,28.874817,310.737635,0.870295,274.2886,1084.230999,1082.554396,1084.730999,2726.945604,2567020.972,1645.398726,1560.120918,5269.792969,1418.590544,59.184347,29.278187,23.190159,22.325161,24.055158,65.781218,0.987391,292.93804,10.44801,-52.483672
137,cpt1m012-fa06-20200223-0192-e91.fits,137,0,58903.3316,2458903.331598,NaN,NaN,NaN,2458903.335059,NaN,1.254204,36.06718,24,42,63,0.212864,0.539356,0.377694,0.601212,0.000203,0.000445,0.000335,0.000489,1048.495916,1211.707041,1127.717009,1230.256462,6835004.645,2693.383085,1950.42772,1924.368107,1950.92772,1885.131893,1454927.422,1809.557368,1263.654957,1151.364472,3043.120117,804.023927,56.931095,5797,28.626534,22.173119,21.357474,22.988763,274.123233,0.994489,297.025969,3247.016393,2274.640835,3247.516393,1534.859165,2394832.772,1591.43095,1504.829834,5621.155273,1323.435672,58.162603,27.197186,21.427182,19.603053,23.251311,276.833176,0.969737,253.643396,987.728763,1678.597615,988.228763,2130.902385,1873812.51,1418.893057,1320.615744,4039.530273,1035.508762,58.33826,22.550687,28.306616,27.914298,28.698934,312.843593,0.864188,284.251929,1084.230999,1082.554396,1084.730999,2726.945604,2566359.363,1645.722476,1559.411991,5150.633789,1418.224925,59.738758,29.446593,23.544091,22.636631,24.451551,64.323612,0.98481,300.19526,10.448001,-52.483775
138,cpt1m012-fa06-20200223-0193-e91.fits,138,0,58903.33209,2458903.332091,NaN,NaN,NaN,2458903.335552,NaN,1.252485,36.078415,24,42,63,0.214793,0.542004,0.378815,0.596849,0.000205,0.000448,0.000337,0.000487,1049.598524,1208.853202,1124.858081,1225.17556,6799092.196,2687.766379,1950.42772,1924.368107,1950.92772,1885.131893,1460400.153,1809.557368,1265.966886,1153.584797,3058.981689,807.048275,57.334643,5709,28.547918,22.097133,21.241899,22.952367,88.914554,0.994018,300.189768,3247.016393,2274.640835,3247.516393,1534.859165,2389836.151,1590.301174,1502.756955,5516.638672,1320.674433,58.717394,27.411739,21.445063,19.692883,23.197242,274.722698,0.972921,265.695329,987.728763,1678.597615,988.228763,2130.902385,1867980.714,1417.533579,1317.768229,4100.833984,1032.285987,58.606731,22.636411,28.154439,27.300842,29.008035,310.190228,0.86857,273.992509,1084.230999,1082.554396,1084.730999,2726.945604,2541275.331,1638.788831,1550.70335,5253.511719,1404.362954,60.489676,29.650413,23.324116,22.547222,24.101011,65.471338,0.989688,284.535035,10.448155,-52.483082
139,cpt1m012-fa06-20200223-0194-e91.fits,139,0,58903.33259,2458903.332589,NaN,NaN,NaN,2458903.336050,NaN,1.250751,35.855852,24,42,63,0.214232,0.542112,0.378673,0.596924,0.000204,0.000448,0.000336,0.000487,1049.018447,1209.824175,1125.776606,1226.338432,6805399.754,2687.921385,1950.42772,1924.368107,1950.92772,1885.131893,1457935.829,1809.557368,1264.902989,1152.606834,3111.02124,805.686437,57.176053,5792,28.487531,22.136328,21.316318,22.956339,273.790312,0.994429,285.641335,3247.016393,2274.640835,3247.516393,1534.859165,2392361.34,1590.829455,1503.845263,5405.589355,1322.069906,58.285192,27.123335,21.375926,19.585193,23.166659,275.50423,0.97127,274.108314,987.728763,1678.597615,988.228763,2130.902385,1869205.179,1417.349909,1318.802906,3825.746338,1032.962653,58.283934,22.077987,28.361896,27.873167,28.850624,312.314735,0.864497,313.376676,1084.230999,1082.554396,1084.730999,2726.945604,2543833.234,1638.689187,1552.358589,5147.041504,1405.776506,59.484745,29.656139,23.457411,22.862742,24.05208,60.184436,0.989955,290.580803,10.448106,-52.484781
