Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
cpt1m010-fl16-20180923-0250-e91.fits,0,58385.54391,2458385.54391,2018,NaN,2458385.550201,NaN,NaN,2018,21.226351,22.182753,1.4,15,30,45,0.433663,6.619008,0.15108,0.001283,0.053642,0.001224,338.119502,123.393171,123.393171,2303763.606,3599.321673,2059.465058,2045.481607,2059.965058,2051.018393,0.749928,-15.274721,999056.5476,1545.897755,2508.810135,398.219273,7748.258301,646.263017,2824.262375,2913,14.121909,15.637315,15.452401,15.822229,69.133709,0.998996,2179.215126,1694.649172,2179.715126,2401.850828,0.750848,-15.312559,2001393.076,2666.962847,750.439054,12053.01074,1294.647766,2822.21123,14.809177,15.796031,15.489076,16.102987,78.29523,0.998208,2233.546712,2682.052057,2234.046712,1414.447943,0.751185,-15.205674,302370.5305,2417.111019,125.095839,4410.755859,195.595426,2843.641649,13.774046,15.570979,15.532704,15.609255,70.870363,0.999961
cpt1m010-fl16-20180923-0251-e91.fits,0,58385.5449,2458385.54490,2018,NaN,2458385.551191,NaN,NaN,2018,21.421642,21.863442,1.4,15,30,45,0.436498,6.916055,0.144591,0.001649,0.075381,0.001576,264.732603,91.747702,91.747702,2003671.973,4005.891078,2059.957103,2045.70907,2060.457103,2050.79093,0.749927,-15.274701,874599.3254,1501.713029,2803.036125,312.018571,8324.27832,582.401103,3896.465292,3074,14.64597,15.51573,15.452936,15.578524,53.312181,0.9992,2179.705869,1694.885681,2180.205869,2401.614319,0.750847,-15.312537,1750557.003,2935.342784,596.372258,12446.93066,1165.706742,3903.715927,15.035093,15.648078,15.377696,15.918461,69.77188,0.997939,2234.050592,2682.213413,2234.550592,1414.286587,0.751184,-15.205661,253114.9702,2725.9725,92.85309,5388.940918,168.550825,3927.293112,13.357511,15.452656,15.552063,15.353248,29.180673,0.999398
cpt1m010-fl16-20180923-0252-e91.fits,0,58385.54587,2458385.54587,2018,NaN,2458385.552161,NaN,NaN,2018,20.718485,21.460442,1.4,15,30,45,0.433506,6.666477,0.150004,0.001274,0.053578,0.001206,340.373546,124.425941,124.425941,2267502.496,3506.84942,2059.400266,2044.836914,2059.900266,2051.663086,0.749927,-15.274744,982976.7954,1446.862255,2455.409556,400.331095,8520.167969,679.385195,2954.243163,3077,13.454832,15.163389,15.041431,15.285347,55.400213,0.997948,2179.245721,1694.221886,2179.745721,2402.278114,0.750847,-15.312556,1971733.992,2607.791842,756.09332,13339.29199,1362.765519,2952.509406,13.936696,15.337494,15.025041,15.649947,67.561007,0.996697,2233.484686,2681.595229,2233.984686,1414.904771,0.751184,-15.205679,295768.504,2344.656598,126.145767,4682.821289,204.420637,2976.525933,13.342285,15.074583,15.0978,15.051367,39.918003,0.999695
cpt1m010-fl16-20180923-0253-e91.fits,0,58385.54685,2458385.54685,2018,NaN,2458385.553141,NaN,NaN,2018,20.086561,21.003958,1.4,15,30,45,0.43498,6.630486,0.150818,0.001278,0.053076,0.001207,340.294625,124.925278,124.925278,2245773.118,3480.762631,2059.058591,2045.553719,2059.558591,2050.946281,0.749926,-15.274717,976866.6802,1385.964659,2438.902317,400.535386,9149.52832,704.827987,3075.522052,3075,13.188992,14.904658,14.797206,15.01211,53.18298,0.997382,2178.822624,1694.705116,2179.322624,2401.794884,0.750846,-15.312554,1951457.268,2591.927721,752.898027,14834.3877,1408.013729,3075.105118,13.693007,15.006204,14.681047,15.331361,67.960739,0.996364,2233.120571,2682.148293,2233.620571,1414.351707,0.751183,-15.205669,294315.8498,2323.277681,126.681306,4946.54541,212.354513,3094.4132,12.6592,14.74982,14.834629,14.665011,32.179141,0.999294
cpt1m010-fl16-20180923-0254-e91.fits,0,58385.54784,2458385.54784,2018,NaN,2458385.554131,NaN,NaN,2018,20.078843,21.265565,1.4,15,30,45,0.432316,6.676831,0.149772,0.001283,0.054296,0.001218,336.947403,122.971328,122.971328,2241755.36,3497.28739,2059.780069,2045.625801,2060.280069,2050.874199,0.749927,-15.274721,969147.3571,1420.704398,2446.816201,396.085066,8673.22168,682.15975,3006.510197,3006,13.698699,15.060501,14.895652,15.22535,63.672423,0.998698,2179.536141,1694.863718,2180.036141,2401.636282,0.750847,-15.312549,1949739.636,2596.776084,750.830866,13965.55957,1372.375308,3006.477924,13.777093,15.243954,14.911527,15.57638,70.860601,0.996916,2233.936353,2682.218523,2234.436353,1414.281477,0.751185,-15.205671,292015.7241,2342.599637,124.654559,4846.229004,205.542916,3024.337022,12.674177,14.911373,15.055409,14.767338,27.902209,0.998819
cpt1m010-fl16-20180923-0255-e91.fits,0,58385.54881,2458385.54881,2018,NaN,2458385.555101,NaN,NaN,2018,20.235438,21.383573,1.4,15,30,45,0.434566,6.61117,0.151259,0.001224,0.050361,0.001152,355.073849,131.276651,131.276651,2305268.958,3419.77225,2059.219288,2045.435673,2059.719288,2051.064327,0.749927,-15.274725,1001790.781,1436.515855,2398.234045,417.72019,8726.49707,697.375373,2795.615987,3094,13.402186,15.13943,14.958361,15.320499,58.861534,0.997357,2178.952881,1694.626154,2179.452881,2401.873846,0.750847,-15.312558,2002389.243,2553.610621,784.140396,13906.10449,1393.920739,2796.504767,14.310749,15.277353,14.968977,15.585729,66.119377,0.996396,2233.237988,2682.143068,2233.737988,1414.356932,0.751183,-15.205664,302879.7156,2274.624152,133.155939,4580.486328,210.843281,2815.774197,12.914535,14.955667,14.99562,14.915714,40.929958,0.998576
cpt1m010-fl16-20180923-0256-e91.fits,0,58385.54979,2458385.54979,2018,NaN,2458385.556081,NaN,NaN,2018,20.417756,21.441742,1.4,15,30,45,0.434441,6.5953,0.151623,0.001315,0.054036,0.001242,330.296411,122.054661,122.054661,2233802.471,3554.96388,2059.699277,2045.577393,2060.199277,2050.922607,0.749927,-15.274726,970456.3589,1444.341948,2499.481788,388.263025,8312.49707,671.90208,3048.021454,3065,13.940544,15.206331,15.109055,15.303607,53.321804,0.998005,2179.459063,1694.783509,2179.959063,2401.716491,0.750847,-15.312557,1939699.217,2644.302031,733.539208,13403.61426,1342.963984,3048.169163,14.223262,15.362114,15.156996,15.567233,61.733344,0.997656,2233.829317,2682.251986,2234.329317,1414.248014,0.751184,-15.205669,294103.2536,2376.012407,123.780184,4820.730957,203.624394,3067.631733,12.854023,15.072103,15.068456,15.075751,45.801091,0.9997
cpt1m010-fl16-20180923-0257-e91.fits,0,58385.55078,2458385.55078,2018,NaN,2458385.557071,NaN,NaN,2018,21.483586,22.131962,1.4,15,30,45,0.43491,6.739225,0.148385,0.001372,0.059195,0.001303,317.09535,113.848493,113.848493,2212627.713,3683.110529,2059.871399,2044.878514,2060.371399,2051.621486,0.749927,-15.274717,962293.731,1538.826613,2577.529487,373.339562,7566.512207,625.342532,3055.411941,3035,14.492582,15.76103,15.760593,15.761466,45.084577,0.999648,2179.662133,1694.152501,2180.162133,2402.347499,0.750847,-15.312539,1926729.876,2724.434217,707.20367,11399.46875,1252.077303,3056.919897,15.131672,15.869503,15.697549,16.041456,73.802022,0.999341,2234.032811,2681.59898,2234.532811,1414.90102,0.751185,-15.205658,285897.8377,2478.459475,115.353041,4476.37207,185.789507,3072.890321,14.408749,15.645657,15.967489,15.323825,9.728295,0.998098
cpt1m010-fl16-20180923-0258-e91.fits,0,58385.55175,2458385.55175,2018,NaN,2458385.558041,NaN,NaN,2018,20.913199,21.65051,1.4,15,30,45,0.433066,6.692993,0.14941,0.001206,0.050842,0.001135,358.970514,131.641998,131.641998,2347970.765,3434.644178,2059.315078,2045.019676,2059.815078,2051.480324,0.749927,-15.274724,1016826.695,1472.604521,2410.661271,421.804053,7990.740723,690.495432,2704.279976,3002,13.534215,15.358792,15.216273,15.501312,58.534671,0.998337,2179.133726,1694.259069,2179.633726,2402.240931,0.750847,-15.312552,2042761.755,2562.823418,797.074719,13177.83887,1387.176073,2707.096208,13.932231,15.47675,15.236796,15.716704,64.895891,0.997654,2233.512017,2681.736422,2234.012017,1414.763578,0.751184,-15.205661,305209.0099,2286.638748,133.474958,4391.672363,207.257961,2723.754278,13.789564,15.288313,15.400692,15.175934,15.366582,0.999708
cpt1m010-fl16-20180923-0259-e91.fits,0,58385.55273,2458385.55273,2018,NaN,2458385.559021,NaN,NaN,2018,21.54711,22.567169,1.4,15,30,45,0.435117,6.583893,0.151886,0.001296,0.053293,0.001229,335.635325,123.541824,123.541824,2303503.329,3617.91752,2059.429572,2045.98724,2059.929572,2050.51276,0.749928,-15.274696,1002293.932,1599.941271,2537.632479,394.972062,7309.309082,626.456702,2748.394744,3024,14.346589,15.948917,15.764788,16.133045,89.824541,0.999467,2179.176739,1695.28387,2179.676739,2401.21613,0.750848,-15.312516,1999767.069,2685.351852,744.694617,11494.6416,1249.900296,2751.890168,14.889828,16.037314,15.741014,16.333615,89.146766,0.998634,2233.621919,2682.616922,2234.121919,1413.883078,0.751185,-15.205644,303736.2602,2424.502549,125.277765,4161.098633,189.842131,2764.441511,14.491714,15.870468,15.849377,15.89156,305.649806,0.999931
cpt1m010-fl16-20180923-0260-e91.fits,0,58385.5537,2458385.55370,2018,NaN,2458385.559991,NaN,NaN,2018,21.683472,22.031148,1.4,15,30,45,0.435515,6.76178,0.14789,0.001207,0.051877,0.001135,360.728015,130.342209,130.342209,2324581.329,3411.552429,2059.220737,2045.35298,2059.720737,2051.14702,0.749927,-15.274701,1012390.844,1524.83954,2380.968116,425.201345,7459.997559,663.932707,2539.016586,3035,14.525298,15.636087,15.423957,15.848218,69.559224,0.998713,2178.989068,1694.591129,2179.489068,2401.908871,0.750847,-15.312528,2025090.562,2549.771758,794.22425,12165.96582,1328.067976,2541.407371,15.075029,15.706805,15.396752,16.016858,75.27177,0.997946,2233.390306,2681.989807,2233.890306,1414.510193,0.751185,-15.205649,299490.7664,2266.573175,132.133729,4091.582031,196.408054,2557.489199,13.90298,15.354556,15.364583,15.344528,42.15132,0.999827
cpt1m010-fl16-20180923-0261-e91.fits,0,58385.55469,2458385.55469,2018,NaN,2458385.560981,NaN,NaN,2018,21.282856,21.46304,1.4,15,30,45,0.434387,6.634517,0.150727,0.001176,0.048468,0.001101,369.478662,136.884982,136.884982,2357478.669,3356.285905,2059.576256,2045.408804,2060.076256,2051.091196,0.749927,-15.274699,1024057.054,1447.212617,2357.195314,434.438779,8226.399414,707.6065,2614.307906,3035,14.169925,15.254616,15.178533,15.3307,54.227207,0.999007,2179.285041,1694.504065,2179.785041,2401.995935,0.750847,-15.312541,2048686.538,2513.833336,814.965141,13427.97754,1415.608539,2618.094195,14.246769,15.38099,15.172658,15.589321,66.853313,0.998464,2233.55226,2681.821772,2234.05226,1414.678228,0.751183,-15.205671,308792.1305,2223.802382,138.857721,4394.234863,213.370259,2632.91924,13.748402,15.196923,15.321638,15.072207,22.836185,0.999448
cpt1m010-fl16-20180923-0262-e91.fits,0,58385.55566,2458385.55566,2018,NaN,2458385.561951,NaN,NaN,2018,21.160736,21.302758,1.4,15,30,45,0.436655,6.656643,0.150226,0.001175,0.048705,0.001099,371.524175,136.671558,136.671558,2356214.256,3343.468172,2059.505868,2045.557323,2060.005868,2050.942677,0.749928,-15.274716,1028852.528,1425.678271,2353.179282,437.21808,8576.356445,721.658279,2655.006909,3014,14.251205,15.116225,14.997756,15.234695,54.503895,0.997684,2179.193335,1694.674261,2179.693335,2401.825739,0.750847,-15.312558,2048479.611,2499.992241,819.394388,13670.85156,1436.845642,2656.744134,14.170688,15.261595,14.973724,15.549466,65.766287,0.996765,2233.642478,2682.2392,2234.142478,1414.2608,0.751185,-15.205657,307734.6449,2220.094191,138.613328,4560.184082,215.851396,2672.356353,13.777458,14.887844,14.911082,14.864606,40.640769,0.999576
cpt1m010-fl16-20180923-0263-e91.fits,0,58385.55664,2458385.55664,2018,NaN,2458385.562931,NaN,NaN,2018,21.386297,22.016693,1.4,15,30,45,0.43513,6.673935,0.149837,0.001227,0.051471,0.001156,354.623211,129.663131,129.663131,2341025.936,3479.106899,2059.886704,2044.991174,2060.386704,2051.508826,0.749927,-15.274703,1018649.521,1522.839243,2441.185371,417.276595,8014.229004,668.914677,2669.885041,3015,14.484139,15.620373,15.51746,15.723286,56.352373,0.998835,2179.644397,1694.134957,2180.144397,2402.365043,0.750847,-15.312541,2035963.94,2592.242931,785.406304,12248.5459,1336.952636,2671.130044,14.802416,15.745361,15.442731,16.047991,66.897323,0.996917,2234.072889,2681.48925,2234.572889,1415.01075,0.751185,-15.205664,305061.996,2320.444226,131.467067,4250.719727,200.324491,2688.588828,13.711599,15.476414,15.545476,15.407352,35.107196,0.999305
cpt1m010-fl16-20180923-0264-e91.fits,0,58385.55763,2458385.55763,2018,NaN,2458385.563921,NaN,NaN,2018,20.472495,20.832755,1.4,15,30,45,0.435413,6.688047,0.14952,0.001133,0.047393,0.00106,384.199347,141.119378,141.119378,2373094.901,3268.625221,2059.361611,2045.536188,2059.861611,2050.963812,0.749926,-15.274739,1033276.116,1363.462766,2281.998065,452.794475,9034.461914,757.832294,2655.6177,3049,13.198835,14.841047,14.779201,14.902894,49.232279,0.996794,2179.148803,1694.842123,2179.648803,2401.657877,0.750847,-15.31256,2064421.589,2456.511372,840.387556,15049.90234,1514.101918,2655.189221,13.935616,15.000116,14.745089,15.255143,60.863117,0.995821,2233.404592,2682.141444,2233.904592,1414.358556,0.751183,-15.205688,308673.3118,2156.261281,143.152091,4706.288086,226.389249,2674.120001,12.896736,14.714413,14.945245,14.483581,27.273601,0.997076
cpt1m010-fl16-20180923-0265-e91.fits,0,58385.5586,2458385.55860,2018,NaN,2458385.564891,NaN,NaN,2018,20.415341,21.136427,1.4,15,30,45,0.434979,6.5981,0.151559,0.00117,0.04798,0.001102,371.842356,137.517553,137.517553,2353916.873,3349.191229,2059.662296,2045.273301,2060.162296,2051.226699,0.749926,-15.274714,1023905.266,1403.501946,2336.656646,438.192435,8926.541016,729.53605,2714.366131,3016,13.756947,15.00815,14.887687,15.128612,54.146999,0.997385,2179.418354,1694.423512,2179.918354,2402.076488,0.750847,-15.312551,2044113.529,2507.238523,815.284828,14522.70703,1456.437973,2713.146014,13.456133,15.106141,14.810615,15.401667,65.033161,0.996308,2233.784509,2681.817732,2234.284509,1414.682268,0.751183,-15.205669,309803.3437,2220.548778,139.516568,4682.998047,220.735956,2731.430156,13.560448,14.844195,14.926325,14.762065,31.92507,0.99937
cpt1m010-fl16-20180923-0266-e91.fits,0,58385.55958,2458385.55958,2018,NaN,2458385.565871,NaN,NaN,2018,20.480638,21.050048,1.4,15,30,45,0.437595,6.773341,0.147638,0.001171,0.050166,0.001093,373.649259,135.017372,135.017372,2343225.463,3321.644484,2059.091051,2045.797578,2059.591051,2050.702422,0.749927,-15.274714,1025384.788,1392.053955,2327.682872,440.517392,8771.875977,736.598452,2698.309993,3031,13.790966,14.946739,14.863232,15.030245,51.475041,0.997514,2178.877254,1695.005086,2179.377254,2401.494914,0.750847,-15.312544,2041781.664,2486.657753,821.094765,14608.83594,1466.74032,2698.787137,14.340169,15.103574,14.84929,15.357858,62.372878,0.996511,2233.216952,2682.400548,2233.716952,1414.099452,0.751184,-15.205665,301443.799,2202.238701,136.88062,4711.386719,216.54606,2721.077515,12.895438,14.818236,14.917328,14.719143,37.794522,0.997112
cpt1m010-fl16-20180923-0267-e91.fits,0,58385.56057,2458385.56057,2018,NaN,2458385.566861,NaN,NaN,2018,21.164462,21.941217,1.4,15,30,45,0.437357,6.744224,0.148275,0.001248,0.053309,0.001172,350.426104,126.512674,126.512674,2317133.052,3500.948716,2059.577823,2045.421826,2060.077823,2051.078174,0.749928,-15.274708,1013413.484,1512.416097,2453.343245,413.074479,7798.013672,670.062614,2737.585687,3059,14.356218,15.56735,15.482838,15.651862,57.813466,0.99937,2179.308877,1694.599197,2179.808877,2401.900803,0.750848,-15.312542,2017925.15,2610.172606,773.100271,12320.95801,1334.239403,2740.738813,14.66507,15.72272,15.478692,15.966748,69.466861,0.998306,2233.741483,2682.038549,2234.241483,1414.461451,0.751185,-15.205657,299207.9024,2333.161134,128.241422,4364.599121,197.834381,2763.387851,13.991459,15.396237,15.394191,15.398284,52.234728,0.999999
cpt1m010-fl16-20180923-0268-e91.fits,0,58385.56155,2458385.56155,2018,NaN,2458385.567841,NaN,NaN,2018,20.960617,21.610518,1.4,15,30,45,0.435644,6.621532,0.151022,0.001195,0.049284,0.001124,364.627504,134.355483,134.355483,2351516.684,3403.295759,2059.698864,2045.711136,2060.198864,2050.788864,0.749927,-15.274718,1024423.974,1467.16926,2386.453265,429.266305,8492.892578,698.231623,2656.21199,2997,14.079198,15.251189,15.119524,15.382853,60.734026,0.998906,2179.50188,1694.920531,2180.00188,2401.579469,0.750847,-15.312547,2042980.735,2540.895621,804.039614,13779.15332,1392.464244,2658.315869,14.369144,15.37776,15.08473,15.670791,70.40637,0.997584,2233.796383,2682.43557,2234.296383,1414.06443,0.751184,-15.205657,308535.9496,2264.127086,136.27148,4546.115234,210.293357,2676.055366,13.269048,15.157927,15.061246,15.254608,273.175006,0.999835
cpt1m010-fl16-20180923-0269-e91.fits,0,58385.56252,2458385.56252,2018,NaN,2458385.568811,NaN,NaN,2018,20.672052,21.458848,1.4,15,30,45,0.433236,6.716603,0.148885,0.001186,0.050148,0.001112,365.164258,133.93558,133.93558,2348561.08,3370.932734,2059.163455,2045.170866,2059.663455,2051.329134,0.749926,-15.274699,1017481.013,1446.647382,2372.980549,428.777646,8377.794922,703.337265,2654.106718,3003,13.866325,15.28148,15.204144,15.358816,55.190718,0.999155,2178.924885,1694.28839,2179.424885,2402.21161,0.750847,-15.312539,2044209.403,2517.944276,811.85649,13865.0293,1413.066811,2653.714557,13.918705,15.389945,15.143744,15.636146,69.406607,0.998193,2233.295519,2681.723523,2233.795519,1414.776477,0.751183,-15.205653,304351.6769,2241.237185,135.796282,4550.811035,210.384148,2672.383306,13.270508,15.07627,15.164255,14.988284,14.519824,0.999822
cpt1m010-fl16-20180923-0270-e91.fits,0,58385.56351,2458385.56351,2018,NaN,2458385.569801,NaN,NaN,2018,20.699708,21.007282,1.4,15,30,45,0.433869,6.656409,0.150231,0.001146,0.047646,0.001075,378.443467,139.706476,139.706476,2369608.645,3300.57464,2059.009837,2045.389805,2059.509837,2051.110195,0.749926,-15.274713,1028099.948,1386.403412,2308.578609,445.338939,8859.80957,741.559015,2655.835006,3005,13.692058,14.965948,14.898138,15.033758,50.281408,0.997556,2178.740397,1694.598003,2179.240397,2401.901997,0.750846,-15.312542,2060115.148,2474.7541,832.452464,14478.76758,1485.942065,2654.379675,14.285722,15.095291,14.815859,15.374722,64.210459,0.996453,2233.165327,2681.930005,2233.665327,1414.569995,0.751184,-15.20567,309493.497,2183.89219,141.716472,4571.801758,223.234806,2674.936428,13.449291,14.802806,14.998488,14.607125,25.025205,0.998305
cpt1m010-fl16-20180923-0271-e91.fits,0,58385.56449,2458385.56449,2018,NaN,2458385.570781,NaN,NaN,2018,20.697311,21.003919,1.4,15,30,45,0.437878,6.71204,0.148986,0.00117,0.04932,0.001095,374.175504,136.091829,136.091829,2339517.321,3316.947837,2059.900735,2045.430932,2060.400735,2051.069068,0.749926,-15.274723,1024422.492,1385.959498,2320.797782,441.409631,8915.509766,739.143167,2684.824513,2974,13.658118,14.972537,14.853805,15.09127,52.35436,0.996099,2179.6447,1694.607102,2180.1447,2401.892898,0.750846,-15.312558,2036158.229,2484.01343,819.705,14232.83789,1469.132563,2688.213354,14.334413,15.105129,14.832279,15.377979,60.915331,0.995311,2234.047143,2682.0745,2234.547143,1414.4255,0.751183,-15.205666,303359.0928,2198.140176,138.007164,4655.195801,218.880201,2708.388966,13.399695,14.701104,14.863059,14.539149,29.082594,0.998256
cpt1m010-fl16-20180923-0272-e91.fits,0,58385.56546,2458385.56546,2018,NaN,2458385.571751,NaN,NaN,2018,20.56863,21.186533,1.4,15,30,45,0.436092,6.712322,0.14898,0.001196,0.050579,0.001123,364.497648,132.710078,132.710078,2329085.998,3384.950175,2059.736937,2044.745748,2060.236937,2051.754252,0.749927,-15.27473,1015696.319,1410.164082,2363.455773,429.750508,8667.657227,720.268181,2773.46269,3070,13.833095,14.970881,14.778969,15.162793,58.757037,0.996921,2179.509131,1694.033715,2180.009131,2402.466285,0.750847,-15.312552,2027090.552,2534.177616,799.900741,14053.13867,1437.485593,2772.884048,14.025965,15.125515,14.768849,15.482181,66.696619,0.995293,2233.829875,2681.327591,2234.329875,1415.172409,0.751183,-15.205681,301995.4457,2244.06584,134.575127,4688.606934,214.156246,2797.229291,13.149518,14.797463,14.840186,14.754739,39.599599,0.99905
cpt1m010-fl16-20180923-0273-e91.fits,0,58385.56645,2458385.56645,2018,NaN,2458385.572741,NaN,NaN,2018,20.350312,20.871204,1.4,15,30,45,0.432371,6.724938,0.1487,0.001216,0.051888,0.001147,355.638188,129.604077,129.604077,2297493.777,3394.477281,2059.652048,2045.409942,2060.152048,2051.090058,0.749926,-15.274715,993368.7163,1368.500306,2376.532531,417.990793,9164.604492,725.881253,2921.099607,2967,13.422122,14.906694,14.876234,14.937153,47.205876,0.997178,2179.392443,1694.586633,2179.892443,2401.913367,0.750846,-15.312548,2000081.199,2529.414937,790.728785,14778.30566,1461.513155,2919.997852,13.820031,15.116417,14.940325,15.292509,57.457596,0.996942,2233.734412,2681.98582,2234.234412,1414.51418,0.751183,-15.205666,297412.5779,2263.743821,131.380846,4879.134277,217.327374,2939.718405,13.240153,14.68464,14.874933,14.494348,30.97805,0.996962
cpt1m010-fl16-20180923-0274-e91.fits,0,58385.56743,2458385.56743,2018,NaN,2458385.573721,NaN,NaN,2018,19.938501,20.580797,1.4,15,30,45,0.435899,6.714905,0.148922,0.001202,0.050595,0.001122,362.683103,132.719918,132.719918,2278152.291,3316.691203,2059.189196,2045.598987,2059.689196,2050.901013,0.749926,-15.274719,993045.2305,1330.681877,2325.242862,427.071618,9251.411133,746.267946,2860.503298,3059,13.105143,14.57394,14.480221,14.667659,50.844427,0.99597,2178.944725,1694.705829,2179.444725,2401.794171,0.750846,-15.312561,1982859.961,2487.439676,797.148964,15606.62793,1490.108189,2863.056017,13.656631,14.731788,14.443255,15.020322,59.744355,0.993672,2233.371459,2682.21507,2233.871459,1414.28493,0.751183,-15.205666,295292.3293,2193.874288,134.598564,4965.614746,221.910537,2881.192721,12.703418,14.435983,14.458239,14.413727,42.922101,0.99819
cpt1m010-fl16-20180923-0275-e91.fits,0,58385.5684,2458385.56840,2018,NaN,2458385.574691,NaN,NaN,2018,19.717771,20.905573,1.4,15,30,45,0.439082,6.746569,0.148223,0.001224,0.052128,0.001145,358.75973,129.422531,129.422531,2249109.05,3329.337674,2059.445402,2045.712903,2059.945402,2050.787097,0.749926,-15.274733,987542.8924,1373.011053,2332.405759,423.400983,9264.129883,719.253418,2773.419801,3002,13.16614,14.777766,14.576718,14.978814,56.21901,0.99492,2179.196674,1694.960554,2179.696674,2401.539446,0.750846,-15.312559,1958772.897,2487.560116,787.427361,15551.16895,1426.62573,2774.526798,13.520501,14.886758,14.517278,15.256239,64.632283,0.993856,2233.608515,2682.195442,2234.108515,1414.304558,0.751184,-15.205693,290336.1534,2212.811338,131.206917,5015.761719,211.459444,2798.883212,12.52817,14.556082,14.54956,14.562604,45.430523,0.996444
cpt1m010-fl16-20180923-0276-e91.fits,0,58385.56939,2458385.56939,2018,NaN,2458385.575681,NaN,NaN,2018,19.527168,20.784072,1.4,15,30,45,0.433234,6.616069,0.151147,0.001362,0.056803,0.001298,318.038674,116.474149,116.474149,2099657.552,3468.965111,2059.806997,2045.197255,2060.306997,2051.302745,0.749926,-15.274727,909642.144,1357.097853,2433.495888,373.800568,9260.864258,670.28486,3175.843891,2935,12.597716,14.744529,14.589428,14.899629,54.296643,0.995647,2179.531651,1694.349414,2180.031651,2402.150586,0.750846,-15.312563,1823969.737,2565.47362,710.968034,14885.06348,1344.02227,3174.45994,13.285316,14.84991,14.520164,15.179657,62.074431,0.993747,2234.018376,2681.735709,2234.518376,1414.764291,0.751183,-15.205683,275687.8155,2334.965534,118.06933,5161.686523,203.145127,3180.214132,12.980701,14.629715,14.801418,14.458011,28.600814,0.998123
cpt1m010-fl16-20180923-0277-e91.fits,0,58385.57036,2458385.57036,2018,NaN,2458385.576651,NaN,NaN,2018,20.084699,21.109245,1.4,15,30,45,0.432563,6.669477,0.149937,0.002274,0.098121,0.002206,190.213985,67.971625,67.971625,1583692.323,4342.119858,2059.887739,2045.742564,2060.387739,2050.757436,0.749926,-15.274709,685046.4216,1399.894435,3072.892457,222.932117,9519.803711,489.355772,5279.58675,3031,13.622287,14.839366,14.688441,14.99029,55.173605,0.996578,2179.646991,1694.799856,2180.146991,2401.700144,0.750847,-15.312554,1377199.459,3137.890726,438.893378,13558.94043,983.78808,5264.83726,14.016067,15.042595,14.700548,15.384642,67.353044,0.995825,2234.105087,2682.189349,2234.605087,1414.310651,0.751184,-15.205676,206492.8637,3001.274171,68.801733,6646.925781,147.506025,5286.240733,13.088576,14.863266,14.867368,14.859164,44.49747,0.99901
cpt1m010-fl16-20180923-0278-e91.fits,0,58385.57134,2458385.57134,2018,NaN,2458385.577631,NaN,NaN,2018,20.508055,21.400319,1.4,15,30,45,0.439055,7.194983,0.138986,0.003188,0.159113,0.003074,137.740501,45.219337,45.219337,1268456.261,4871.35746,2059.390203,2045.484175,2059.890203,2051.015825,0.749927,-15.274703,556922.5099,1438.766728,3431.269981,162.307983,9516.273438,387.083256,6535.436931,2995,13.617695,15.360374,15.387192,15.333555,42.551065,0.998327,2179.195984,1694.60525,2179.695984,2401.89475,0.750847,-15.312539,1113671.774,3500.003741,318.191595,12346.33594,774.046099,6536.238042,14.380008,15.35661,15.187519,15.525701,59.45404,0.997925,2233.570001,2681.974652,2234.070001,1414.525348,0.751183,-15.205667,154784.4875,3388.229229,45.683003,7586.709961,107.581364,6549.82376,13.441763,15.039128,15.283117,14.795139,31.119182,0.99515
