Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
lsc1m009-fa04-20181102-0107-e91.fits,47,132015.6094,58425.55678,2458425.557,2018,NaN,2458425.558,NaN,NaN,42,1.170746,4.019328,12,21,32,0.087666,0.264717,0.199365,0.658599,0.294304,0.000145,0.000282,0.000235,0.000575,0.000303,606.544563,938.899611,847.88483,1146.213668,971.584406,4871060.967,2093.761498,2021.745953,2062.034121,2022.245953,2034.465879,22.196525,-58.946346,427024.2706,452.389342,679.679589,628.272907,32250.88086,943.930882,141.400975,1587,3.167354,6.505609,6.640242,6.370977,18.180033,0.997361,3336.048987,1995.338796,3336.548987,2101.161204,22.214923,-58.953723,1019557.324,968.352116,1052.878707,63290.53906,2253.716498,146.32583,3.669541,6.64973,6.864721,6.434738,8.691309,0.995419,2668.137853,1823.550197,2668.637853,2272.949803,22.205569,-58.972326,809695.125,876.492477,923.790159,60567.48828,1789.819188,142.499299,3.078389,6.544201,6.708232,6.380169,15.491731,0.996585,1267.938771,2005.077602,1268.438771,2091.422398,22.185969,-58.952163,1934208.471,1292.586766,1496.385792,132015.6094,4275.539433,148.759604,3.127136,6.480846,6.541246,6.420445,26.720315,0.999021,1423.008134,1785.417683,1423.508134,2311.082317,22.188124,-58.976042,1107600.047,1003.54959,1103.682426,86536.625,2448.333645,145.383398,2.986225,6.469076,6.55748,6.380672,21.653933,0.99859
lsc1m009-fa04-20181102-0108-e91.fits,48,127706.8359,58425.55758,2458425.558,2018,NaN,2458425.559,NaN,NaN,42,1.17174,4.134069,12,21,32,0.087866,0.264691,0.19968,0.65873,0.293884,0.000145,0.000282,0.000236,0.000575,0.000303,605.372181,937.676986,847.27639,1144.974604,969.708089,4862194.07,2092.493342,2021.629281,2061.850355,2022.129281,2034.649645,22.196525,-58.946345,427219.4107,452.389342,681.342757,627.025688,31716.07813,944.362236,145.013232,1604,3.265068,6.616004,6.753437,6.478571,22.862922,0.996461,3335.909931,1995.139044,3336.409931,2101.360956,22.214923,-58.953724,1017622.93,967.804578,1051.475632,58125.98438,2249.440549,147.747769,3.772513,6.757509,7.02256,6.492458,4.699579,0.993697,2668.022576,1823.390514,2668.522576,2273.109486,22.205569,-58.972322,809285.7038,876.578073,923.232886,56529.86719,1788.914169,144.717856,3.130513,6.652669,6.851921,6.453417,11.756074,0.99574,1267.849195,2004.981385,1268.349195,2091.518615,22.185969,-58.952151,1930919.749,1291.427634,1495.182307,127706.8359,4268.26976,151.842598,3.30228,6.597696,6.686328,6.509064,22.524797,0.998554,1422.903111,1785.305205,1423.403111,2311.194795,22.188124,-58.976033,1104365.687,1002.850056,1101.227128,79725.52344,2441.184139,148.548355,3.180643,6.558685,6.649341,6.468029,23.306772,0.998381
lsc1m009-fa04-20181102-0109-e91.fits,49,141881.0625,58425.55839,2458425.558,2018,NaN,2458425.559,NaN,NaN,42,1.172755,4.061497,12,21,32,0.087471,0.26505,0.199886,0.657696,0.293899,0.000145,0.000282,0.000236,0.000574,0.000303,605.059758,938.849249,848.259597,1145.244029,970.137542,4870322.211,2094.953953,2021.813056,2062.049388,2022.313056,2034.450612,22.196524,-58.946344,426014.0559,452.389342,679.821245,626.655991,31888.61133,941.697817,145.728736,1556,3.1046,6.485207,6.623617,6.346796,24.937382,0.995617,3336.103147,1995.370806,3336.603147,2101.129194,22.214923,-58.953718,1020418.804,968.996117,1053.068001,63166.29688,2255.620788,148.125813,3.714637,6.626144,6.921172,6.331115,8.391795,0.991383,2668.194158,1823.55013,2668.694158,2272.94987,22.205569,-58.972324,811333.5191,877.641284,924.44776,64211.59375,1793.440834,146.080553,3.29395,6.486323,6.702182,6.270464,17.49177,0.993415,1268.0167,2005.127354,1268.5167,2091.372646,22.185968,-58.952157,1932315.675,1292.796695,1494.678694,141881.0625,4271.355435,152.676881,3.110172,6.431163,6.517989,6.344338,29.236252,0.997335,1423.087235,1785.447482,1423.587235,2311.052518,22.188124,-58.976039,1106254.212,1004.141959,1101.691054,91543.80469,2445.358698,149.089133,2.950056,6.403832,6.499129,6.308534,28.722154,0.996942
lsc1m009-fa04-20181102-0110-e91.fits,50,138596.7188,58425.55919,2458425.559,2018,NaN,2458425.56,NaN,NaN,42,1.173783,4.116042,12,21,32,0.087558,0.263951,0.199976,0.659235,0.294008,0.000144,0.000281,0.000236,0.000575,0.000303,606.576261,937.823918,848.351885,1146.48858,970.993478,4876745.652,2096.335052,2021.727146,2061.873909,2022.227146,2034.626091,22.196525,-58.946344,426996.1261,452.389342,679.59361,628.310978,33229.87109,943.868669,144.490357,1543,3.239086,6.486478,6.656756,6.3162,21.62508,0.994811,3335.96306,1995.152386,3336.46306,2101.347614,22.214923,-58.953724,1018410.9,968.737275,1051.276673,62361.92578,2251.182344,147.750693,3.672125,6.629225,6.90098,6.357471,7.5598,0.992812,2668.097778,1823.415352,2668.597778,2273.084648,22.205569,-58.972321,812710.2375,879.150364,924.42689,61791.82422,1796.48405,144.471801,3.309787,6.493505,6.702379,6.284631,16.207526,0.994204,1267.929377,2004.935498,1268.429377,2091.564502,22.185969,-58.952159,1937592.767,1293.710365,1497.702128,138596.7188,4283.020369,150.633667,3.148587,6.450644,6.543355,6.357934,24.789999,0.998035,1422.982117,1785.246091,1423.482117,2311.253909,22.188124,-58.976042,1108031.748,1004.777025,1102.763818,85993.32813,2449.287914,148.27673,3.149129,6.41922,6.53122,6.307221,23.173629,0.997446
lsc1m009-fa04-20181102-0111-e91.fits,51,144154.0313,58425.56,2458425.56,2018,NaN,2458425.561,NaN,NaN,42,1.174837,4.010313,12,21,32,0.087713,0.264998,0.199833,0.658234,0.293687,0.000144,0.000282,0.000235,0.000574,0.000302,607.949516,941.123626,849.879407,1147.621032,972.306414,4875973.959,2092.894626,2021.896216,2061.964249,2022.396216,2034.535751,22.196525,-58.946344,427684.8827,452.389342,679.113719,629.769169,33369.46484,945.391155,139.879887,1624,3.075328,6.391356,6.529862,6.25285,19.324813,0.996923,3336.177371,1995.309869,3336.677371,2101.190131,22.214924,-58.953719,1021443.411,967.530249,1055.722456,64909.05469,2257.885666,141.461276,3.589207,6.563798,6.80013,6.327467,4.121251,0.994719,2668.270891,1823.477946,2668.770891,2273.022054,22.205569,-58.972325,812096.4629,876.840744,926.16187,65685.17969,1795.12731,139.474538,3.041568,6.460783,6.690993,6.230574,12.301174,0.993872,1268.111587,2005.047928,1268.611587,2091.452072,22.185969,-58.952155,1935511.854,1292.400416,1497.610052,144154.0313,4278.420542,147.33715,3.126453,6.402397,6.467787,6.337007,28.190397,0.998639,1423.188783,1785.368092,1423.688783,2311.131908,22.188124,-58.976038,1106922.231,1002.469255,1104.19569,95194.85156,2446.835343,143.193694,3.102967,6.375361,6.448799,6.301923,27.048809,0.998457
lsc1m009-fa04-20181102-0112-e91.fits,52,140121.1719,58425.5608,2458425.561,2018,NaN,2458425.562,NaN,NaN,42,1.175903,4.115712,12,21,32,0.087625,0.264465,0.199793,0.658809,0.293942,0.000144,0.000282,0.000235,0.000575,0.000303,608.258628,939.361473,849.897039,1146.663481,971.553463,4863317.005,2089.278607,2021.872128,2061.710418,2022.372128,2034.789582,22.196525,-58.946349,426148.4571,452.389342,676.261967,630.152926,32519.90234,941.994909,135.518921,1562,3.190007,6.564336,6.673564,6.455107,19.629605,0.998154,3336.16033,1995.042875,3336.66033,2101.457125,22.214923,-58.953722,1017171.578,965.630302,1053.375785,57886.96875,2248.442842,138.249882,3.687508,6.721576,6.970473,6.472679,5.620057,0.994314,2668.252272,1823.259858,2668.752272,2273.240142,22.205569,-58.972325,809852.5842,874.214744,926.377174,60160.30859,1790.167249,136.25631,3.280468,6.605927,6.790172,6.421681,14.418786,0.995951,1268.085164,2004.840622,1268.585164,2091.659378,22.185969,-58.952156,1931504.312,1290.67512,1496.506969,140121.1719,4269.561928,142.870141,3.23579,6.533263,6.596314,6.470212,27.004046,0.998921,1423.164125,1785.172228,1423.664125,2311.327772,22.188124,-58.976037,1104788.531,1001.273954,1103.382872,85239.125,2442.11883,139.50688,3.174473,6.521826,6.592503,6.45115,28.003903,0.998497
lsc1m009-fa04-20181102-0113-e91.fits,53,140970.9688,58425.56161,2458425.562,2018,NaN,2458425.563,NaN,NaN,42,1.176985,4.16557,12,21,32,0.087654,0.264325,0.199912,0.659113,0.293765,0.000144,0.000281,0.000235,0.000575,0.000302,607.783357,939.693996,849.992932,1147.203772,971.932027,4866030.251,2089.596228,2021.934034,2062.048864,2022.434034,2034.451136,22.196525,-58.946343,426525.9381,452.389342,677.449158,629.605828,30147.30078,942.829325,135.992993,1600,3.126268,6.486122,6.601682,6.370561,24.262127,0.997107,3336.25319,1995.304644,3336.75319,2101.195356,22.214923,-58.953725,1017311.671,965.438353,1053.730327,61396.79297,2248.752516,138.804772,3.688312,6.656244,6.899345,6.413143,7.792483,0.994265,2668.304831,1823.537641,2668.804831,2272.962359,22.205569,-58.972325,810708.9036,875.102321,926.416128,61969.46484,1792.060131,136.259807,3.497689,6.526933,6.694712,6.359155,15.696724,0.996377,1268.114219,2005.09762,1268.614219,2091.40238,22.185968,-58.952159,1933119.533,1290.95779,1497.430472,140970.9688,4273.132352,141.856804,3.18737,6.457279,6.522969,6.39159,31.255164,0.998058,1423.182475,1785.401687,1423.682475,2311.098313,22.188124,-58.976042,1104890.143,1000.982066,1103.806133,89749.17969,2442.343442,139.436852,3.212498,6.444954,6.524956,6.364952,29.344577,0.997719
lsc1m009-fa04-20181102-0114-e91.fits,54,137705.4063,58425.56242,2458425.562,2018,NaN,2458425.563,NaN,NaN,42,1.178085,4.223757,12,21,32,0.087439,0.265296,0.199175,0.658116,0.294213,0.000144,0.000282,0.000235,0.000574,0.000302,607.135339,941.15231,849.355122,1147.531821,972.814941,4871498.295,2091.005922,2021.748439,2061.816239,2022.248439,2034.683761,22.196524,-58.946349,425959.3819,452.389342,677.346316,628.864986,33379.16016,941.576961,136.624181,1601,3.263864,6.517995,6.643386,6.392603,29.50207,0.994422,3336.0699,1995.094839,3336.5699,2101.405161,22.214923,-58.953729,1021411.395,967.456373,1055.76998,57220.375,2257.814896,139.441616,3.828606,6.678807,6.916022,6.441591,11.208062,0.99411,2668.158707,1823.340704,2668.658707,2273.159296,22.205569,-58.972327,809122.6796,874.287556,925.465168,57071.30469,1788.553806,136.852503,3.425391,6.553221,6.74554,6.360901,18.216957,0.994687,1267.947921,2004.947147,1268.447921,2091.552853,22.185968,-58.952155,1933526.835,1291.343643,1497.29845,137705.4063,4274.032686,144.36966,3.217282,6.465435,6.530208,6.400663,33.501046,0.99737,1423.035397,1785.264259,1423.535397,2311.235741,22.188124,-58.976037,1107437.386,1002.190998,1105.016297,84179.16406,2447.974085,140.29894,3.218071,6.45769,6.538291,6.377088,32.613633,0.996452
lsc1m009-fa04-20181102-0115-e91.fits,55,139440.0469,58425.56322,2458425.563,2018,NaN,2458425.564,NaN,NaN,42,1.179196,4.1084,12,21,32,0.087964,0.264876,0.199744,0.659196,0.293334,0.000144,0.000282,0.000235,0.000575,0.000302,609.042845,940.477356,849.196136,1147.20716,971.023488,4871175.261,2092.077782,2021.681733,2061.882128,2022.181733,2034.617872,22.196525,-58.946346,428486.4416,452.389342,679.046146,631.012257,34365.92969,947.162989,139.929925,1588,3.155492,6.477384,6.595923,6.358846,23.352762,0.997153,3335.955888,1995.209803,3336.455888,2101.290197,22.214923,-58.953718,1020066.047,966.920542,1054.963674,62801.55859,2254.841024,142.810909,3.79532,6.575046,6.80558,6.344512,1.898573,0.995073,2668.020475,1823.414226,2668.520475,2273.085774,22.205569,-58.972323,810995.224,876.399032,925.372113,58781.63672,1792.693038,141.036756,3.09018,6.454359,6.637729,6.270989,11.999916,0.996138,1267.900538,2004.991846,1268.400538,2091.508154,22.185969,-58.952156,1935309.721,1292.065266,1497.842076,139440.0469,4277.973728,146.6477,3.111796,6.385611,6.450667,6.320555,26.509502,0.998853,1422.967597,1785.292804,1423.467597,2311.207196,22.188125,-58.97604,1104804.269,1002.170741,1102.41122,86653.77344,2442.15362,144.282232,3.165457,6.377555,6.441896,6.313214,29.209214,0.998516
lsc1m009-fa04-20181102-0116-e91.fits,56,128965.3906,58425.56403,2458425.564,2018,NaN,2458425.565,NaN,NaN,42,1.180325,4.195247,12,21,32,0.087446,0.264644,0.199682,0.658542,0.294046,0.000145,0.000282,0.000235,0.000575,0.000303,605.002532,938.844551,848.056689,1145.945625,970.978883,4873008.472,2095.0807,2021.780767,2061.977147,2022.280767,2034.522853,22.196525,-58.946343,426124.7165,452.389342,680.091067,626.570084,30217.9375,941.942431,146.289705,1604,3.317025,6.554581,6.676505,6.432657,28.15252,0.995506,3336.049253,1995.254153,3336.549253,2101.245847,22.214923,-58.953723,1019743.636,968.526925,1052.88104,58995.83594,2254.128339,147.706695,3.850817,6.67476,6.921139,6.428381,7.710895,0.994151,2668.146112,1823.486386,2668.646112,2273.013614,22.205569,-58.972324,811090.2127,877.737894,924.068812,56234.76172,1792.903009,144.281684,3.304119,6.570357,6.756608,6.384106,16.95429,0.995341,1267.944887,2005.041771,1268.444887,2091.458229,22.185968,-58.952158,1934881.303,1293.352158,1496.02047,128965.3906,4277.026718,152.922115,3.297767,6.482391,6.506105,6.458677,40.692095,0.997615,1423.038824,1785.406357,1423.538824,2311.093643,22.188124,-58.976035,1107293.32,1004.059322,1102.816633,82189.35938,2447.65563,148.731079,3.098107,6.485297,6.521469,6.449125,38.809953,0.997293
lsc1m009-fa04-20181102-0117-e91.fits,57,138609.8125,58425.56483,2458425.565,2018,NaN,2458425.566,NaN,NaN,42,1.181476,4.191476,12,21,32,0.087387,0.264586,0.199502,0.658469,0.294361,0.000144,0.000282,0.000235,0.000575,0.000303,605.265952,939.063239,847.784428,1145.912392,971.439485,4872042.879,2094.536751,2021.841578,2061.961737,2022.341578,2034.538263,22.196525,-58.946342,425755.4046,452.389342,679.187488,626.859905,30665.80469,941.126072,144.103301,1593,3.216891,6.568873,6.719009,6.418736,27.298607,0.99378,3336.086909,1995.222348,3336.586909,2101.277652,22.214923,-58.953724,1019366.049,967.884034,1053.190271,55986.86328,2253.293688,147.404803,3.924637,6.736596,7.03437,6.438822,6.575984,0.99179,2668.232581,1823.476017,2668.732581,2273.023983,22.205569,-58.972322,810320.4007,877.264095,923.690375,58036.8125,1791.201351,144.091649,3.264643,6.588709,6.804787,6.372631,15.421563,0.994176,1268.010505,2005.045403,1268.510505,2091.454597,22.185968,-58.952154,1934367.262,1293.285726,1495.699846,138609.8125,4275.890437,151.31231,3.15616,6.518107,6.590974,6.445241,33.446091,0.996755,1423.075302,1785.364327,1423.575302,2311.135673,22.188124,-58.976036,1107989.167,1004.044041,1103.526462,86146.33594,2449.19379,147.067279,3.199801,6.518328,6.606597,6.43006,31.312969,0.996532
lsc1m009-fa04-20181102-0118-e91.fits,58,147259.8906,58425.56564,2458425.566,2018,NaN,2458425.567,NaN,NaN,42,1.182643,4.157186,12,21,32,0.087447,0.264997,0.199529,0.659014,0.293567,0.000144,0.000282,0.000235,0.000574,0.000302,607.301034,940.40479,849.071558,1147.300494,971.663058,4871767.847,2092.066445,2021.663367,2061.746264,2022.163367,2034.753736,22.196524,-58.946348,426019.9621,452.389342,677.222033,629.069849,35653.25781,941.710873,139.579621,1586,3.185635,6.442376,6.588978,6.295773,23.289094,0.99562,3336.01708,1995.080063,3336.51708,2101.419937,22.214924,-58.953722,1020558.981,967.532897,1054.805459,58421.35156,2255.930647,142.172391,3.817315,6.624689,6.887439,6.361939,2.9939,0.993658,2668.064996,1823.28566,2668.564996,2273.21434,22.205569,-58.972325,810367.0412,875.903426,925.178526,57823.17969,1791.304449,139.813494,3.328516,6.494074,6.679242,6.308906,14.889587,0.99569,1267.862257,2004.840688,1268.362257,2091.659312,22.185968,-58.952159,1935224.476,1292.033504,1497.812921,147259.8906,4277.785297,145.095528,3.159873,6.4131,6.484786,6.341413,31.61535,0.997537,1422.942625,1785.17367,1423.442625,2311.32633,22.188124,-58.97604,1105617.348,1002.030297,1103.377165,85226.21094,2443.950919,142.206236,3.103117,6.397164,6.458605,6.335722,32.710582,0.997868
lsc1m009-fa04-20181102-0120-e91.fits,59,148525.8906,58425.56725,2458425.567,2018,NaN,2458425.568,NaN,NaN,42,1.185031,4.003309,12,21,32,0.087495,0.265198,0.199639,0.656885,0.294526,0.000144,0.000281,0.000235,0.000572,0.000302,609.561846,942.716035,851.052672,1149.104506,974.686759,4881991.565,2092.280446,2021.668704,2061.84969,2022.168704,2034.65031,22.196525,-58.946346,427149.6185,452.389342,676.414222,631.491185,38732.80859,944.207961,135.029372,1586,3.067896,6.294038,6.423851,6.164224,27.013998,0.995073,3335.975768,1995.190035,3336.475768,2101.309965,22.214924,-58.953718,1023314.61,967.61045,1057.568787,65439.5,2262.021925,136.931127,3.703052,6.466235,6.776982,6.155488,2.768455,0.990718,2668.04037,1823.393923,2668.54037,2273.106077,22.205569,-58.972322,812440.088,876.031204,927.409988,65569.79688,1795.886889,135.859473,2.972619,6.305904,6.49196,6.119847,15.083566,0.995349,1267.890988,2004.970864,1268.390988,2091.529136,22.185969,-58.952155,1935504.19,1291.415669,1498.746094,148525.8906,4278.403601,141.984264,3.050005,6.221287,6.287359,6.155214,33.86704,0.996858,1422.977201,1785.297036,1423.477201,2311.202964,22.188125,-58.976036,1110732.676,1003.086427,1107.31503,101134.875,2455.258276,137.961092,3.065785,6.210404,6.288049,6.13276,31.284703,0.997055
lsc1m009-fa04-20181102-0121-e91.fits,60,146358.5,58425.56806,2458425.568,2018,NaN,2458425.569,NaN,NaN,42,1.186261,4.179543,12,21,32,0.08744,0.265214,0.199098,0.659254,0.293696,0.000144,0.000282,0.000235,0.000574,0.000302,607.364706,940.89882,848.600663,1147.552849,972.211699,4871067.302,2091.24963,2021.571394,2061.755292,2022.071394,2034.744708,22.196524,-58.946352,425926.1283,452.389342,677.008898,629.129291,34141.32422,941.503454,138.075472,1622,3.299699,6.482189,6.615611,6.348767,26.230888,0.995439,3335.986268,1995.122517,3336.486268,2101.377483,22.214924,-58.953721,1021071.817,967.416842,1055.462106,59336.50391,2257.064263,139.970083,3.912613,6.674593,6.94481,6.404375,5.694015,0.9932,2667.984246,1823.31684,2668.484246,2273.18316,22.205569,-58.972325,808790.6719,874.846262,924.49463,57237.78125,1787.819908,138.587032,3.403729,6.527323,6.712811,6.341835,15.50668,0.99561,1267.715191,2004.881278,1268.215191,2091.618722,22.185968,-58.952159,1935370.96,1291.901872,1498.078919,146358.5,4278.109098,145.168156,3.235563,6.445031,6.490119,6.399944,36.958649,0.997449,1422.804459,1785.218954,1423.304459,2311.281046,22.188124,-58.976038,1105833.852,1001.530448,1104.144017,83564.57813,2444.429497,140.940825,3.042803,6.430708,6.492667,6.368749,35.817121,0.99626
lsc1m009-fa04-20181102-0122-e91.fits,61,147275.9375,58425.56885,2458425.569,2018,NaN,2458425.57,NaN,NaN,42,1.187498,4.189457,12,21,32,0.087782,0.265111,0.199293,0.658103,0.294278,0.000144,0.000282,0.000235,0.000573,0.000303,608.169553,940.635165,849.349659,1147.57955,972.511713,4879041.093,2094.473508,2021.678419,2061.691937,2022.178419,2034.808063,22.196525,-58.946348,428292.3211,452.389342,679.807995,630.019541,34870.90234,946.733889,140.895999,1550,3.297348,6.427624,6.549936,6.305312,30.975368,0.993454,3335.896552,1994.917215,3336.396552,2101.582785,22.214923,-58.953733,1022429.721,969.102881,1055.027017,58822.48438,2260.06589,144.180633,3.832837,6.572123,6.837295,6.306951,8.945243,0.992833,2668.058672,1823.258004,2668.558672,2273.241996,22.20557,-58.972322,810775.8436,876.059166,925.480693,58660.40234,1792.208101,141.067068,3.335856,6.446595,6.633404,6.259785,18.501688,0.994742,1267.835171,2004.809616,1268.335171,2091.690384,22.185968,-58.952157,1936496.639,1292.881782,1497.81416,147275.9375,4280.597395,148.611569,3.205246,6.362013,6.410775,6.313251,37.837811,0.996162,1422.920277,1785.134584,1423.420277,2311.365416,22.188124,-58.976039,1109338.889,1004.308678,1104.579611,86360.75,2452.177329,144.297246,3.096454,6.358836,6.413737,6.303936,36.600938,0.996431
lsc1m009-fa04-20181102-0123-e91.fits,62,147801.2344,58425.56966,2458425.57,2018,NaN,2458425.571,NaN,NaN,42,1.188741,4.215809,12,21,32,0.087677,0.264801,0.199927,0.65762,0.294157,0.000144,0.000282,0.000235,0.000574,0.000303,606.997769,939.682264,848.991459,1146.559822,971.722377,4874843.922,2094.474723,2021.58529,2061.657983,2022.08529,2034.842017,22.196525,-58.946351,427413.9139,452.389342,679.776402,628.756622,35371.15234,944.792183,143.627558,1589,3.328773,6.417837,6.566109,6.269565,27.708657,0.99338,3335.858811,1994.95648,3336.358811,2101.54352,22.214923,-58.953726,1020607.251,968.406733,1053.903506,56676.87109,2256.037347,145.759547,3.886193,6.62939,6.951505,6.307275,8.964911,0.989617,2667.947325,1823.185967,2668.447325,2273.314033,22.205569,-58.972328,812228.5336,877.913703,925.180381,56530.72266,1795.419251,143.987561,3.318472,6.468201,6.676382,6.26002,18.09665,0.993651,1267.78113,2004.798867,1268.28113,2091.701133,22.185969,-58.952158,1933975.104,1292.448805,1496.36496,147801.2344,4275.023578,149.655168,3.265662,6.363222,6.436649,6.289795,35.431032,0.995046,1422.857208,1785.118366,1423.357208,2311.381634,22.188124,-58.97604,1108033.033,1003.920505,1103.705949,84696.3125,2449.290755,146.312542,3.090488,6.36887,6.446328,6.291412,34.907439,0.995032
lsc1m009-fa04-20181102-0124-e91.fits,63,147811.125,58425.57048,2458425.57,2018,NaN,2458425.571,NaN,NaN,42,1.190018,4.165216,12,21,32,0.087818,0.265401,0.198745,0.659418,0.293812,0.000145,0.000282,0.000234,0.000575,0.000302,607.421164,941.023097,847.874293,1147.163711,971.578654,4874059.078,2093.307951,2021.698712,2061.806578,2022.198712,2034.693422,22.196525,-58.946345,428029.7622,452.389342,680.266409,629.209022,36071.48438,946.153506,140.881463,1571,3.205795,6.449129,6.622666,6.275592,22.642932,0.994157,3335.941186,1995.0758,3336.441186,2101.4242,22.214923,-58.953724,1022268.53,968.251838,1055.787854,60051.99609,2259.70958,143.924322,3.852009,6.594185,6.888818,6.299552,5.479592,0.991748,2668.033597,1823.33287,2668.533597,2273.16713,22.205569,-58.972323,808090.9922,874.935305,923.600851,60171.89453,1786.273276,142.295091,3.320246,6.437534,6.650704,6.224364,14.070412,0.994372,1267.927482,2004.888168,1268.427482,2091.611832,22.185969,-58.952159,1936849.412,1293.237429,1497.675035,147811.125,4281.377194,148.530717,3.142727,6.318378,6.37079,6.265965,37.470455,0.995923,1422.972705,1785.217827,1423.472705,2311.282173,22.188124,-58.97604,1106850.144,1003.220673,1103.296785,91049.40625,2446.675994,144.66777,3.089497,6.323236,6.385641,6.260831,35.755565,0.996127
lsc1m009-fa04-20181102-0125-e91.fits,64,146297.2344,58425.57127,2458425.571,2018,NaN,2458425.572,NaN,NaN,42,1.191313,4.264221,12,21,32,0.087887,0.264489,0.199391,0.66006,0.293623,0.000144,0.000281,0.000235,0.000575,0.000302,610.217159,940.423708,850.067381,1148.02724,972.486465,4869972.029,2089.913479,2021.7468,2061.66616,2022.2468,2034.83384,22.196525,-58.946352,428005.9016,452.389342,676.922642,632.281852,33600.64844,946.100763,135.001937,1582,3.371422,6.495266,6.65726,6.333273,27.002661,0.992806,3336.008864,1994.968719,3336.508864,2101.531281,22.214923,-58.953727,1018637.009,965.906719,1054.591494,54646.30078,2251.682157,139.360026,3.961893,6.664297,6.991274,6.337319,6.084241,0.989971,2668.074263,1823.207941,2668.574263,2273.292059,22.205568,-58.972328,809601.9089,873.944309,926.377003,52961.83594,1789.613135,135.498369,3.505052,6.518876,6.739493,6.298259,16.955344,0.993364,1267.938436,2004.811333,1268.438436,2091.688667,22.185968,-58.952158,1936360.391,1291.981132,1498.752841,146297.2344,4280.296221,141.738805,3.205455,6.411451,6.471292,6.35161,37.155383,0.995236,1423.004995,1785.161265,1423.504995,2311.338735,22.188124,-58.976036,1105372.719,1000.88394,1104.396499,85064.04688,2443.410169,137.549102,3.112067,6.428832,6.483722,6.373943,37.203873,0.995965
lsc1m009-fa04-20181102-0126-e91.fits,65,146293.6094,58425.57208,2458425.572,2018,NaN,2458425.573,NaN,NaN,42,1.192619,4.22071,12,21,32,0.08755,0.264927,0.199137,0.657854,0.294804,0.000144,0.000281,0.000234,0.000572,0.000302,609.988546,942.631585,850.769259,1149.236389,975.143215,4873068.543,2088.205089,2021.768376,2061.774088,2022.268376,2034.725912,22.196525,-58.946351,426638.8988,452.389342,675.104197,631.960074,35360.57422,943.079023,130.300053,1591,3.233828,6.440373,6.561339,6.319406,31.798159,0.992869,3335.990839,1995.049053,3336.490839,2101.450947,22.214923,-58.953729,1020618.172,965.217383,1057.397215,56996.78906,2256.061488,132.943768,3.899014,6.626862,6.937692,6.316031,5.726236,0.990879,2668.146629,1823.313689,2668.646629,2273.186311,22.205569,-58.972328,809253.9318,872.975378,927.006594,56315.93359,1788.843937,130.110096,3.461172,6.476669,6.671625,6.281714,16.513547,0.994853,1268.008701,2004.890688,1268.508701,2091.609312,22.185969,-58.952161,1933685.479,1290.010162,1498.969183,146293.6094,4274.383367,137.09681,3.122224,6.348709,6.387801,6.309616,39.864993,0.995229,1423.086559,1785.262388,1423.586559,2311.237612,22.188125,-58.976038,1109510.96,1001.370894,1107.99202,92151.53125,2452.55769,132.84228,3.12309,6.332802,6.379543,6.286061,38.566602,0.995606
