 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
38,cpt1m013-fa14-20190709-0162-e91.fits,38,0,58674.41152,2458674.411522,2458674.416207,1.432204,50.072,7.827854,13,23,35,0.153287,0.650968,0.399329,0.18693,0.194519,0.000266,0.00079,0.000527,0.000323,0.000331,575.370483,823.8493,757.112676,579.233184,588.449433,2786511.219,1674.799227,2083.318895,2082.144149,2083.818895,2014.355851,22.19657,-58.94633,427135.3635,530.929158,696.562593,613.204567,8801.451172,804.505378,146.835989,1860,6.071916,9.693063,9.965248,9.420879,26.579523,0.991241,1481.195275,1812.957695,1481.695275,2283.542305,22.188173,-58.975988,1098706.861,1011.811204,1085.881295,22179.11523,2069.40388,152.240031,6.044149,9.749077,10.192195,9.305958,18.335263,0.987208,2726.300732,1836.618073,2726.800732,2259.881927,22.205602,-58.972216,795191.6226,883.319682,900.230844,15667.79883,1497.735828,149.01936,6.228044,9.773088,10.032555,9.513622,27.859516,0.991126,1891.044821,1251.309848,1891.544821,2845.190152,22.193977,-59.036443,438848.7752,702.30805,624.866503,8721.166992,826.567477,146.892987,6.196941,9.764042,10.155798,9.372286,20.157537,0.98896,3216.518253,1148.916002,3217.018253,2947.583998,22.212585,-59.046031,453763.9602,712.530898,636.834082,7809.874512,854.660086,149.503727,6.790254,9.878528,10.106555,9.6505,24.363452,0.995107
39,cpt1m013-fa14-20190709-0163-e91.fits,39,0,58674.41241,2458674.412408,2458674.417093,1.428039,50.076,7.817751,13,23,35,0.152513,0.65203,0.399252,0.186681,0.194271,0.000265,0.000789,0.000526,0.000321,0.000329,575.454853,826.545132,759.122063,580.727129,590.067802,2800645.718,1678.176921,2083.329754,2082.054416,2083.829754,2014.445584,22.19657,-58.946331,427135.6743,530.929158,696.734318,613.053876,9089.415039,804.505964,146.630713,1896,6.022392,9.558388,9.945145,9.171631,25.367148,0.983705,1481.249666,1812.852689,1481.749666,2283.647311,22.188173,-58.97599,1105370.746,1014.074749,1090.028864,22729.61133,2081.955244,151.037446,6.027064,9.603089,10.092009,9.114168,21.346476,0.980906,2726.385851,1836.502952,2726.885851,2259.997048,22.205603,-58.972219,799115.6418,885.567726,902.376655,16220.36426,1505.12668,149.736178,6.153458,9.630159,9.956563,9.303756,28.570841,0.984426,1891.069826,1251.17929,1891.569826,2845.32071,22.193977,-59.036447,440579.8184,703.328799,626.420842,8590.632812,829.827881,147.27794,6.241114,9.697665,10.154651,9.240679,21.692315,0.983257,3216.609194,1148.872564,3217.109194,2947.627436,22.212586,-59.046025,455579.512,713.462393,638.547339,7947.076172,858.07966,150.397164,6.816875,9.779136,10.051639,9.506634,26.031483,0.991795
40,cpt1m013-fa14-20190709-0164-e91.fits,40,0,58674.4133,2458674.413295,2458674.417980,1.423933,50.068,7.891065,13,23,35,0.152617,0.649635,0.400341,0.186803,0.19461,0.000265,0.000788,0.000528,0.000323,0.00033,575.620587,824.17826,758.08615,578.913774,589.436221,2788158.543,1674.756246,2083.336253,2082.149253,2083.836253,2014.350747,22.19657,-58.94633,425520.6302,530.929158,693.644967,613.455947,8561.075195,801.464044,145.001559,1888,6.087591,9.699761,10.077559,9.321963,21.613735,0.988605,1481.244024,1812.933775,1481.744024,2283.566225,22.188174,-58.975989,1097992.105,1011.312659,1085.70984,22231.13281,2068.057645,150.142418,6.028153,9.747827,10.273612,9.222041,15.767745,0.984073,2726.286731,1836.639947,2726.786731,2259.860053,22.205602,-58.972215,797101.0775,883.888725,901.811569,15839.18066,1501.332268,147.782392,6.339041,9.774407,10.09114,9.457673,23.786817,0.990791,1891.0841,1251.293971,1891.5841,2845.206029,22.193977,-59.036443,438855.7847,702.873736,624.373571,8425.194336,826.58068,145.555239,6.309014,9.763191,10.235327,9.291055,15.337391,0.987413,3216.618248,1148.939279,3217.118248,2947.560721,22.212586,-59.04603,454209.5752,711.87388,638.047817,7781.141113,855.499398,148.004832,6.873775,9.925135,10.208948,9.641323,19.580846,0.994568
41,cpt1m013-fa14-20190709-0165-e91.fits,41,0,58674.41418,2458674.414183,2458674.418868,1.419864,50.172,7.78389,13,23,35,0.152869,0.651488,0.3994,0.187105,0.194019,0.000265,0.000788,0.000525,0.000322,0.000328,577.261252,826.859467,760.131425,581.12136,590.648423,2800773.763,1677.119297,2083.401237,2082.1993,2083.901237,2014.3007,22.196571,-58.946347,428151.8875,530.929158,695.974958,615.182892,9261.029297,806.419992,144.683757,1914,5.946403,9.517798,9.894774,9.140823,21.233342,0.988505,1481.347596,1812.98492,1481.847596,2283.51508,22.188175,-58.976007,1104864.525,1013.881253,1089.737602,23487.16797,2081.001782,149.344755,5.929065,9.560724,10.079065,9.042383,15.694177,0.98396,2726.31634,1836.709528,2726.81634,2259.790472,22.205602,-58.972228,799363.4441,884.27087,903.980297,16378.94629,1505.593414,146.27653,6.19092,9.586737,9.866969,9.306505,26.645405,0.990451,1891.140017,1251.362724,1891.640017,2845.137276,22.193978,-59.036457,441441.6877,704.232308,626.841005,8788.051758,831.451203,145.891921,6.147532,9.623077,10.056614,9.189541,17.416768,0.987999,3216.612583,1149.055082,3217.112583,2947.444918,22.212586,-59.046036,455104.1065,711.96617,639.221533,7948.116699,857.184239,147.707749,6.814464,9.777905,10.044996,9.510814,19.697398,0.99501
42,cpt1m013-fa14-20190709-0166-e91.fits,42,0,58674.41507,2458674.415070,2458674.419755,1.4158,50.068,7.839256,13,23,35,0.152896,0.651773,0.400066,0.186205,0.194296,0.000266,0.000792,0.000528,0.000322,0.00033,574.260697,822.923536,757.07856,577.831697,587.909841,2782168.959,1673.721519,2083.265734,2082.089745,2083.765734,2014.410255,22.19657,-58.946336,425381.9375,530.929158,695.139471,611.93754,8630.311523,801.202817,144.94801,1864,5.977431,9.775204,10.168761,9.381648,21.754034,0.987714,1481.170965,1812.920364,1481.670965,2283.579636,22.188174,-58.975988,1097815.941,1012.480591,1084.283442,21936.64063,2067.725841,150.932776,6.060271,9.820048,10.322575,9.31752,15.842229,0.98561,2726.19352,1836.582192,2726.69352,2259.917808,22.205601,-58.97222,794999.0021,882.611675,900.734745,15580.77441,1497.373029,148.426347,6.273888,9.862554,10.171132,9.553977,24.506695,0.990915,1891.000519,1251.25398,1891.500519,2845.24602,22.193977,-59.036443,436731.7191,700.821777,623.170873,8377.638672,822.580022,145.429305,6.240164,9.888718,10.349477,9.427959,17.775713,0.986937,3216.513092,1148.908768,3217.013092,2947.591232,22.212585,-59.04603,452622.2972,711.387548,636.252769,7585.25,852.509775,148.32074,6.860636,9.971024,10.250444,9.691604,18.37611,0.995115
43,cpt1m013-fa14-20190709-0167-e91.fits,43,0,58674.41596,2458674.415956,2458674.420641,1.411807,50.064,7.619197,13,23,35,0.152566,0.648634,0.400409,0.187505,0.194374,0.000265,0.000785,0.000527,0.000323,0.00033,576.083424,825.803132,759.833995,581.122008,589.480246,2799308.733,1678.121408,2083.321872,2082.195888,2083.821872,2014.304112,22.196571,-58.946341,427080.1273,530.929158,695.739107,613.850972,9862.829102,804.401342,146.000516,1778,5.680225,9.378837,9.789768,8.967905,20.038136,0.986935,1481.183597,1813.025466,1481.683597,2283.474534,22.188174,-58.975994,1101352.561,1012.532065,1087.721169,24315.8418,2074.387031,149.307703,5.727298,9.451653,9.984767,8.918539,15.201885,0.983001,2726.263478,1836.73014,2726.763478,2259.76986,22.205602,-58.972221,800386.5991,885.295875,904.089381,17064.26172,1507.520516,147.652201,6.05044,9.498127,9.845945,9.150309,23.101584,0.988832,1891.061546,1251.392792,1891.561546,2845.107208,22.193978,-59.036446,442005.8911,704.974386,626.98149,9233.583984,832.513875,145.96834,6.05542,9.48726,9.981644,8.992877,16.403789,0.984707,3216.55408,1149.073384,3217.05408,2947.426616,22.212586,-59.04603,455563.6824,714.235679,637.833835,8089.359375,858.049846,148.617369,6.743347,9.652212,9.952453,9.351972,16.758163,0.994443
44,cpt1m013-fa14-20190709-0168-e91.fits,44,0,58674.41684,2458674.416840,2458674.421525,1.407839,50.071,7.848766,13,23,35,0.152323,0.648297,0.400999,0.187114,0.194518,0.000265,0.000785,0.000527,0.000322,0.000329,575.295022,825.88735,760.438894,580.587653,590.717004,2799244.991,1677.440577,2083.300675,2082.057753,2083.800675,2014.442247,22.19657,-58.946339,426388.0745,530.929158,695.72839,612.865711,8823.770508,803.097867,145.487798,1884,6.059188,9.650401,10.006864,9.293937,20.522508,0.990431,1481.169559,1812.867316,1481.669559,2283.632684,22.188173,-58.975995,1100980.075,1012.683746,1087.190428,22107.70703,2073.685458,150.542645,6.122546,9.714309,10.18362,9.244998,16.244778,0.986939,2726.222813,1836.526514,2726.722813,2259.973486,22.205601,-58.972226,801210.2816,885.244057,905.072759,15499.36621,1509.071914,147.932628,6.326785,9.793927,10.020618,9.567235,30.165057,0.991263,1891.034391,1251.216368,1891.534391,2845.283632,22.193977,-59.036449,441220.1568,704.55236,626.241826,8520.368164,831.033952,146.479185,6.219096,9.701742,10.136747,9.266736,18.395177,0.987511,3216.579301,1148.882058,3217.079301,2947.617942,22.212586,-59.046033,455834.4777,712.900732,639.408065,7751.606445,858.559886,148.181445,6.897015,9.90432,10.173076,9.635563,18.152063,0.995472
45,cpt1m013-fa14-20190709-0169-e91.fits,45,0,58674.41773,2458674.417729,2458674.422414,1.403907,50.068,7.771968,13,23,35,0.153389,0.650857,0.398602,0.187498,0.194532,0.000266,0.00079,0.000527,0.000323,0.00033,576.217514,824.359658,756.964273,580.443766,588.615718,2791528.344,1676.953455,2083.31602,2082.178212,2083.81602,2014.321788,22.196569,-58.946328,428188.5257,530.929158,697.162815,614.18727,9186.386719,806.488999,145.860004,1812,5.912663,9.626773,9.973253,9.280292,23.929988,0.98852,1481.289417,1812.972868,1481.789417,2283.527132,22.188174,-58.975983,1100571.707,1012.695309,1086.774766,22322.38672,2072.916301,151.4024,5.969719,9.674985,10.169664,9.180307,16.705689,0.985071,2726.353053,1836.648834,2726.853053,2259.851166,22.205602,-58.972215,795586.3386,884.366068,899.612013,15839.04199,1498.479272,150.038373,6.199064,9.691051,10.000639,9.381463,25.970612,0.98928,1891.095341,1251.292057,1891.595341,2845.207943,22.193977,-59.036439,440764.2014,703.681589,626.368813,9026.905273,830.175164,147.42243,6.064922,9.700846,10.174935,9.226758,17.922067,0.98553,3216.637505,1148.988466,3217.137505,2947.511534,22.212585,-59.046023,454606.0963,713.687593,636.981924,7728.001953,856.246241,149.731425,6.864708,9.871501,10.128931,9.614072,19.225571,0.995571
46,cpt1m013-fa14-20190709-0170-e91.fits,46,0,58674.41862,2458674.418618,2458674.423303,1.4,50.068,7.79829,13,23,35,0.152899,0.649398,0.39973,0.187793,0.194176,0.000266,0.000789,0.000529,0.000324,0.00033,574.011312,822.627061,756.065615,578.971976,587.643974,2786070.469,1676.890831,2083.326748,2082.059853,2083.826748,2014.440147,22.19657,-58.946333,425987.3355,530.929158,696.425932,611.676441,9077.360352,802.343079,150.096991,1922,5.889855,9.597235,10.053029,9.141441,18.240302,0.986108,1481.240646,1812.854603,1481.740646,2283.645397,22.188174,-58.975987,1096927.122,1011.976783,1083.944949,23115.03516,2066.051759,154.919587,6.00788,9.659848,10.241781,9.077914,13.407555,0.981906,2726.289131,1836.535927,2726.789131,2259.964073,22.205601,-58.972219,795636.9245,885.020497,899.003952,15997.30371,1498.57455,153.410005,6.289057,9.707084,10.090069,9.324098,20.215998,0.989287,1891.07567,1251.188867,1891.57567,2845.311133,22.193977,-59.036441,440483.8246,705.116151,624.696831,8632.349609,829.647077,150.771749,6.153828,9.699769,10.222245,9.177293,14.519042,0.984905,3216.624168,1148.842285,3217.124168,2947.657715,22.212585,-59.046031,453022.5982,712.331232,635.971831,7921.368652,853.263738,151.985321,6.878862,9.854418,10.206477,9.502359,13.521532,0.993581
47,cpt1m013-fa14-20190709-0171-e91.fits,47,0,58674.4195,2458674.419503,2458674.424188,1.396163,50.064,7.701238,13,23,35,0.152778,0.652102,0.39988,0.186593,0.193866,0.000265,0.00079,0.000527,0.000322,0.000329,575.531799,825.067742,758.588194,578.656461,588.590053,2799284.461,1680.341479,2083.34434,2082.245378,2083.84434,2014.254622,22.196569,-58.946336,427669.6579,530.929158,697.332034,613.294152,9468.288086,805.511717,150.396434,1915,5.827825,9.487301,9.932527,9.042075,19.301111,0.985639,1481.319139,1813.02245,1481.819139,2283.47755,22.188174,-58.975996,1104907.066,1015.48627,1088.05712,23555.52734,2081.081907,154.964087,5.851802,9.512695,10.114084,8.911306,13.39747,0.980095,2726.347384,1836.736918,2726.847384,2259.763082,22.205601,-58.972221,799624.5181,886.099864,902.409029,16304.61621,1506.085144,152.345745,6.187695,9.593326,9.993616,9.193037,21.477065,0.987044,1891.134736,1251.403048,1891.634736,2845.096952,22.193977,-59.036447,440190.2089,705.480089,623.958373,9113.05957,829.094055,150.632914,6.065634,9.545373,10.115818,8.974928,14.185313,0.981679,3216.675241,1149.063545,3217.175241,2947.436455,22.212586,-59.046033,454562.6677,713.764665,636.852299,7928.795898,856.164444,153.271232,6.774946,9.71765,10.071777,9.363523,16.230435,0.992558
48,cpt1m013-fa14-20190709-0172-e91.fits,48,0,58674.42039,2458674.420386,2458674.425071,1.392367,50.072,7.574644,13,23,35,0.15225,0.648571,0.401179,0.186618,0.194746,0.000265,0.000785,0.000528,0.000322,0.00033,575.491565,826.298696,760.242425,579.998664,591.002131,2810260.387,1683.74011,2083.327179,2082.150012,2083.827179,2014.349988,22.19657,-58.946334,427862.1379,530.929158,697.879855,613.088535,9652.907227,805.874251,150.976455,1876,5.747024,9.354176,9.794143,8.914208,21.204255,0.98384,1481.291094,1812.95456,1481.791094,2283.54544,22.188174,-58.975988,1105596.287,1015.752935,1088.450005,24895.9043,2082.380049,155.166301,5.724591,9.370705,9.948265,8.793145,16.262744,0.978787,2726.306471,1836.674598,2726.806471,2259.825402,22.205601,-58.972216,804619.9429,889.506539,904.568891,17545.79102,1515.493979,153.884522,6.052417,9.41205,9.788159,9.035941,23.81139,0.985985,1891.066162,1251.321901,1891.566162,2845.178099,22.193976,-59.03644,441965.6376,706.625352,625.459639,9396.532227,832.438058,151.631821,6.009044,9.41975,9.932229,8.907271,17.349012,0.982588,3216.605136,1148.995954,3217.105136,2947.504046,22.212585,-59.046027,458078.5192,716.020574,639.756085,8406.426758,862.786517,152.820655,6.638906,9.588881,9.92171,9.256051,19.435501,0.992069
49,cpt1m013-fa14-20190709-0173-e91.fits,49,0,58674.42127,2458674.421274,2458674.425959,1.38857,50.072,7.689554,13,23,35,0.152673,0.649522,0.400482,0.1871,0.194265,0.000265,0.000787,0.000527,0.000323,0.00033,575.348835,825.457417,759.263586,579.278143,589.326765,2804781.474,1682.619822,2083.485866,2082.023612,2083.985866,2014.476388,22.196569,-58.946335,428214.4327,530.929158,698.529802,613.022424,9064.386719,806.537795,149.984453,1874,5.905703,9.492639,9.919306,9.065971,21.875453,0.984575,1481.41713,1812.819951,1481.91713,2283.680049,22.188173,-58.97599,1104421.017,1015.076298,1088.017737,23442.0918,2080.166439,154.990587,5.886844,9.505388,10.071971,8.938804,16.24567,0.980165,2726.517085,1836.497633,2727.017085,2260.002367,22.205601,-58.972222,802055.9579,887.824454,903.394758,16317.79102,1510.664738,152.723429,6.075685,9.544605,9.885243,9.203966,24.871724,0.98783,1891.283741,1251.135519,1891.783741,2845.364481,22.193977,-59.036446,442064.7351,707.663828,624.68183,8815.719727,832.624707,152.107224,6.219852,9.589331,10.098505,9.080158,17.78434,0.983051,3216.819344,1148.836474,3217.319344,2947.663526,22.212585,-59.04603,456239.7644,715.408428,637.733281,8085.305664,859.323239,153.848649,6.78504,9.746624,10.060635,9.432612,20.170306,0.992868
50,cpt1m013-fa14-20190709-0174-e91.fits,50,0,58674.42216,2458674.422162,2458674.426847,1.384837,50.068,7.734806,13,23,35,0.15239,0.650217,0.399454,0.187524,0.19422,0.000265,0.000789,0.000527,0.000323,0.00033,574.582608,824.551846,758.203342,579.797607,588.975436,2797993.982,1680.067216,2083.281143,2082.063225,2083.781143,2014.436775,22.19657,-58.946336,426385.4851,530.929158,696.514138,612.170611,9186.577148,803.09299,149.279502,1861,5.902368,9.482334,9.912969,9.051699,21.403161,0.984736,1481.199903,1812.854241,1481.699903,2283.645759,22.188174,-58.975991,1102463.257,1014.7182,1086.47234,23409.54492,2076.479016,154.038462,5.963129,9.578164,10.197718,8.95861,14.092651,0.978637,2726.214073,1836.555172,2726.714073,2259.944828,22.205601,-58.972221,798647.6885,885.598428,901.816967,16685.70117,1504.245295,152.453518,6.224434,9.576314,9.956716,9.195912,22.921566,0.987035,1891.030894,1251.211156,1891.530894,2845.288844,22.193977,-59.036444,441836.5709,706.409498,625.46805,9023.887695,832.194962,149.810102,6.118344,9.616157,10.167907,9.064407,16.012951,0.981799,3216.57508,1148.911458,3217.07508,2947.588542,22.212585,-59.046029,455046.466,713.914471,637.396333,8056.988281,857.075673,151.271435,6.7762,9.733604,10.055043,9.412164,21.121874,0.992057
51,cpt1m013-fa14-20190709-0175-e91.fits,51,0,58674.42305,2458674.423052,2458674.427737,1.381107,50.068,7.59754,13,23,35,0.15302,0.650958,0.399368,0.187016,0.194409,0.000264,0.000787,0.000525,0.000322,0.000329,578.569412,827.499019,760.512096,581.186366,590.960012,2812829.104,1683.354455,2083.434755,2082.183183,2083.934755,2014.316817,22.196568,-58.94633,430420.2526,530.929158,697.920928,616.71779,9947.171875,810.692436,148.236032,1835,5.766108,9.352017,9.738296,8.965738,24.423887,0.984295,1481.384483,1812.94367,1481.884483,2283.55633,22.188173,-58.975989,1109073.904,1016.618642,1090.943898,24274.28125,2088.930108,152.752694,5.675421,9.386673,9.91708,8.856265,18.901485,0.979672,2726.468792,1836.654872,2726.968792,2259.845128,22.205601,-58.972219,802757.5338,887.631931,904.381091,17329.30469,1511.986149,151.007105,6.080506,9.414621,9.709654,9.119589,27.908657,0.98758,1891.212605,1251.316123,1891.712605,2845.183877,22.193976,-59.036442,443165.2377,706.970177,626.851389,9456.87793,834.697493,150.06479,6.024674,9.402052,9.897909,8.906195,19.328171,0.981857,3216.783828,1148.999665,3217.283828,2947.500335,22.212585,-59.046029,457832.428,715.871136,639.545869,8439.639648,862.323006,151.473778,6.706182,9.579293,9.864934,9.293653,25.257619,0.991219
52,cpt1m013-fa14-20190709-0176-e91.fits,52,0,58674.42394,2458674.423939,2458674.428625,1.377429,50.068,8.062116,13,23,35,0.152899,0.649263,0.400278,0.187044,0.194606,0.000266,0.000788,0.000528,0.000323,0.00033,574.81327,823.731612,757.964645,578.684449,589.010712,2795346.682,1679.878275,2083.247049,2082.06384,2083.747049,2014.43616,22.19657,-58.946335,427405.1274,530.929158,697.782932,612.518747,8170.472656,805.013476,149.359556,1859,6.282624,9.779524,10.183324,9.375724,18.497463,0.989346,1481.157528,1812.856973,1481.657528,2283.643027,22.188174,-58.97599,1100440.313,1014.279214,1084.948107,20868.04297,2072.66882,154.253606,6.329109,9.803278,10.337361,9.269195,13.045732,0.985368,2726.240547,1836.536292,2726.740547,2259.963708,22.205602,-58.972222,799066.5942,886.017443,901.863276,14865.83691,1505.0343,152.153963,6.542584,9.832387,10.169164,9.495611,21.108939,0.991464,1891.010808,1251.190476,1891.510808,2845.309524,22.193978,-59.036443,440466.5808,705.724696,624.133722,7989.144043,829.614599,149.747772,6.515493,9.865065,10.327621,9.40251,15.225532,0.988218,3216.610333,1148.846133,3217.110333,2947.653867,22.212586,-59.046031,455373.1943,714.250965,637.553489,7411.205078,857.691063,151.609148,7.043229,10.009125,10.284537,9.733712,15.37007,0.995907
53,cpt1m013-fa14-20190709-0177-e91.fits,53,0,58674.42483,2458674.424826,2458674.429512,1.373794,50.068,8.056624,13,23,35,0.153267,0.649787,0.400255,0.187263,0.194127,0.000267,0.000789,0.000529,0.000323,0.00033,574.992467,823.468291,757.155226,579.075384,588.09251,2787204.233,1675.824353,2083.54538,2081.985385,2084.04538,2014.514615,22.19657,-58.946338,427185.7738,530.929158,697.130624,612.777231,8359.90332,804.600326,147.565711,1875,6.154692,9.807688,10.192627,9.422748,22.470421,0.987739,1481.423584,1812.780712,1481.923584,2283.719288,22.188173,-58.975993,1097771.879,1011.728244,1085.046192,21538.58984,2067.642851,152.350459,6.14208,9.854388,10.381937,9.326838,16.412909,0.983858,2726.519704,1836.501649,2727.019704,2259.998351,22.205601,-58.972222,796706.9638,884.689606,900.549706,14830.86035,1500.589958,150.065198,6.44002,9.860565,10.165339,9.55579,24.695024,0.990998,1891.329894,1251.127044,1891.829894,2845.372956,22.193977,-59.036449,439615.3938,703.71822,624.703726,8022.387207,828.011396,147.218359,6.514803,9.934101,10.381764,9.486438,16.949279,0.988258,3216.876996,1148.811506,3217.376996,2947.688494,22.212586,-59.046036,453109.9965,711.967831,636.419199,7443.89209,853.428352,149.463901,6.96941,10.078324,10.353092,9.803557,18.002491,0.995464
54,cpt1m013-fa14-20190709-0178-e91.fits,54,0,58674.42572,2458674.425716,2458674.430402,1.370176,50.12,7.745413,13,23,35,0.152399,0.650387,0.400068,0.186042,0.195186,0.000264,0.000786,0.000526,0.000321,0.00033,576.273544,827.164563,760.676805,579.390814,591.756345,2808078.73,1681.101151,2083.455306,2082.148451,2083.955306,2014.351549,22.196569,-58.946337,427947.5127,530.929158,697.018663,613.968514,9470.962891,806.035054,146.996423,1837,5.765271,9.48049,9.919377,9.041603,17.911355,0.987017,1481.369177,1812.926864,1481.869177,2283.573136,22.188173,-58.975995,1106612.206,1014.934671,1090.328509,23396.55078,2084.293522,151.831255,5.814672,9.543331,10.117546,8.969115,12.75731,0.982348,2726.420792,1836.654515,2726.920792,2259.845485,22.205601,-58.972222,802405.1458,886.698258,904.935968,16301.06641,1511.32243,150.076897,6.223697,9.603697,9.991284,9.21611,19.765237,0.989084,1891.239976,1251.285492,1891.739976,2845.214508,22.193977,-59.03645,440473.183,705.234674,624.576753,8780.826172,829.627034,148.999697,6.116547,9.600718,10.113224,9.088212,14.012426,0.985455,3216.744031,1149.00781,3217.244031,2947.49219,22.212585,-59.046032,458588.1953,715.834442,640.634438,8319.53125,863.746487,150.334591,6.750254,9.764326,10.089344,9.439307,13.727165,0.994384
55,cpt1m013-fa14-20190709-0179-e91.fits,55,0,58674.4266,2458674.426601,2458674.431287,1.366622,50.068,7.719235,13,23,35,0.152344,0.650505,0.399352,0.187246,0.194425,0.000265,0.000787,0.000525,0.000322,0.000329,575.958499,826.962774,760.286529,581.583592,591.272047,2806417.631,1680.054333,2083.43513,2082.018875,2083.93513,2014.481125,22.196569,-58.946334,427540.9903,530.929158,696.791818,613.584975,9264.311523,805.269373,146.44376,1881,5.799599,9.494666,9.823369,9.165963,24.788748,0.988625,1481.321683,1812.803254,1481.821683,2283.696746,22.188173,-58.975991,1106078.912,1015.243652,1089.471389,23192.75195,2083.289069,151.354135,5.901241,9.564268,10.071118,9.057417,16.861106,0.983852,2726.450527,1836.471758,2726.950527,2260.028242,22.205602,-58.972224,800905.4109,885.833019,904.126843,16427.56445,1508.497693,149.191722,6.217281,9.590867,9.900689,9.281045,25.361363,0.989607,1891.178632,1251.149342,1891.678632,2845.350658,22.193976,-59.036446,442612.2108,705.463422,627.406322,8972.816406,833.655872,146.951314,6.15078,9.650368,10.084274,9.216462,20.148981,0.986154,3216.753322,1148.827495,3217.253322,2947.672505,22.212585,-59.046031,456821.0967,713.781555,640.001263,8155.995117,860.418173,148.947382,6.78186,9.795959,10.038771,9.553147,19.97471,0.995823
56,cpt1m013-fa14-20190709-0180-e91.fits,56,0,58674.4275,2458674.427495,2458674.432181,1.363058,50.064,7.693413,13,23,35,0.153456,0.649721,0.400538,0.186241,0.194991,0.000265,0.000786,0.000527,0.000321,0.000329,579.190476,826.556175,760.696941,580.209904,592.267355,2804829.741,1679.441149,2083.51902,2082.057261,2084.01902,2014.442739,22.19657,-58.946333,430417.2375,530.929158,697.016088,617.514064,9420.224609,810.686757,143.379493,1907,5.765572,9.449641,9.883833,9.015448,22.324832,0.983384,1481.441408,1812.813921,1481.941408,2283.686079,22.188174,-58.975991,1104645.549,1015.088834,1088.225496,24410.20117,2080.589343,150.374636,5.767883,9.476103,10.082668,8.869539,15.695803,0.977692,2726.573331,1836.5152,2727.073331,2259.9848,22.205602,-58.972222,802149.8225,886.268046,905.087153,16682.88867,1510.841531,147.407415,6.13663,9.518505,9.918247,9.118762,23.494662,0.984892,1891.280715,1251.172894,1891.780715,2845.327106,22.193977,-59.036443,440361.051,703.835293,625.659235,8887.050781,829.415835,145.954103,6.145697,9.530631,10.077507,8.983755,16.627045,0.98129,3216.878374,1148.86067,3217.378374,2947.63933,22.212585,-59.046029,457673.3187,713.625995,641.334987,7925.461426,862.023325,148.079242,6.932049,9.705619,10.01933,9.391908,19.163972,0.993223
