Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6
lsc1m005-fa15-20181120-0196-e91.fits,0,58443.75237,2458443.752,2018,NaN,2458443.752,NaN,1.437013,42,10.781745,12.995155,1.4,10,25,38,0.09578,0.139615,0.105243,0.138622,0.688576,0.338215,0.000241,0.000299,0.000267,0.000298,0.000879,0.00049,397.184512,467.659998,394.553157,465.354132,783.143555,689.549362,2921060.315,1884.099145,2017.902401,2068.289043,2018.402401,2028.210957,7.666905,-72.205331,279779.2389,530.533518,680.898407,410.897185,5432.376465,527.354502,340.402573,2163,8.906106,9.034193,9.380725,8.68766,351.81377,0.993625,2109.794401,1889.75894,2110.294401,2206.74106,7.669132,-72.22452,357862.1608,725.69273,493.131798,6270.020508,674.532614,341.750762,9.280766,9.111632,9.279081,8.944183,328.934237,0.993822,2256.08672,2661.249212,2256.58672,1435.250788,7.672326,-72.1408,278149.0424,680.289177,408.868834,5460.744629,524.281752,340.981158,8.519304,8.884086,9.384951,8.383222,353.491157,0.986691,2514.612799,1698.356599,2515.112799,2398.143401,7.678772,-72.244583,355626.6748,725.191928,490.389732,6305.753418,670.318958,342.259962,9.399875,9.069049,9.325217,8.812881,333.299828,0.991036,928.223346,2133.913871,928.723346,1962.586129,7.641166,-72.199396,1191164.798,1094.848638,1087.972124,24874.57031,2245.220628,350.725383,8.836318,8.926434,9.13804,8.714828,15.946921,0.996885,1242.044266,1924.782708,1242.544266,2171.717292,7.648616,-72.221773,738257.6389,914.226127,807.521922,14204.55176,1391.538167,349.079128,8.822792,8.989701,9.185511,8.793891,1.05139,0.998101
lsc1m005-fa15-20181120-0197-e91.fits,0,58443.75336,2458443.753,2018,NaN,2458443.753,NaN,1.435094,42,10.897257,13.052013,1.4,10,25,38,0.095615,0.139009,0.106068,0.138928,0.687777,0.337925,0.000241,0.000298,0.000268,0.000299,0.000879,0.000491,395.925609,466.057705,396.349678,464.940092,782.385466,688.737704,2921788.926,1886.423095,2017.551525,2068.493748,2018.051525,2028.006252,7.6669,-72.205321,279367.8393,535.186163,682.163761,409.531927,5396.90625,522.001237,340.098636,2185,9.309973,9.005837,9.461022,8.550651,352.372161,0.989077,2109.466027,1889.972369,2109.966027,2206.527631,7.669128,-72.224509,356586.5198,725.818332,491.288941,6466.788086,666.285013,339.992267,9.542447,9.058526,9.35252,8.764532,334.697791,0.989562,2255.758471,2661.519934,2256.258471,1434.980066,7.672321,-72.140783,280188.2574,681.860571,410.91723,6075.481934,523.534196,338.797663,8.756535,8.80542,9.453791,8.157049,351.23795,0.976407,2514.324222,1698.573531,2514.824222,2397.926469,7.678769,-72.244572,356403.4218,727.419736,489.955667,6259.164062,665.942893,342.031184,9.434932,9.090259,9.506965,8.673554,336.767228,0.982357,927.872449,2134.153838,928.372449,1962.346162,7.641161,-72.199384,1190643.078,1095.623964,1086.726027,24300.80273,2224.726946,350.522525,8.64834,8.772403,9.015246,8.52956,12.622594,0.996259,1241.67872,1925.037453,1242.17872,2171.462547,7.64861,-72.221759,737967.6484,915.048994,806.478837,13990.09961,1378.898969,348.430849,8.909567,8.900739,9.147654,8.653825,3.54056,0.996879
lsc1m005-fa15-20181120-0198-e91.fits,0,58443.75435,2458443.754,2018,NaN,2458443.754,NaN,1.433194,42,10.813754,13.022372,1.4,10,25,38,0.095554,0.139234,0.105657,0.138634,0.688318,0.338283,0.000241,0.000297,0.000266,0.000297,0.000877,0.000489,397.267976,468.069642,397.23032,466.448465,784.874156,691.742551,2927053.691,1883.170392,2018.125641,2068.252803,2018.625641,2028.247197,7.6669,-72.205319,279691.7817,532.758098,680.65379,410.916366,6336.331055,524.988325,336.747113,2228,8.747576,8.96315,9.34531,8.58099,359.822385,0.992755,2110.048703,1889.747043,2110.548703,2206.752957,7.669128,-72.224505,357735.4009,724.955492,493.458433,7238.084473,671.47811,337.923143,9.115106,9.058457,9.24633,8.870584,334.31096,0.995587,2256.349105,2661.218425,2256.849105,1435.281575,7.672322,-72.140789,279710.0007,679.256833,411.788276,6761.894043,525.022523,336.276772,8.525091,8.77771,9.287568,8.267853,355.07104,0.98619,2514.824892,1698.347673,2515.324892,2398.152327,7.678767,-72.244568,356381.4751,725.044923,491.530199,7226.137207,668.936758,337.692546,9.617093,9.083559,9.449544,8.717574,341.680575,0.989948,928.376717,2133.887464,928.876717,1962.612536,7.64116,-72.199383,1193343.499,1095.487781,1089.326161,27515.17578,2239.934977,346.401187,8.809031,8.927089,9.200467,8.653711,20.119719,0.993575,1242.269591,1924.774618,1242.769591,2171.725382,7.648611,-72.221757,739883.3154,913.015221,810.373472,15844.91895,1388.779106,342.785438,9.171372,8.973479,9.280947,8.666012,10.576085,0.994614
lsc1m005-fa15-20181120-0199-e91.fits,0,58443.75535,2458443.755,2018,NaN,2458443.755,NaN,1.431307,42,10.558271,12.415697,1.4,10,25,38,0.095377,0.138734,0.105846,0.138565,0.689502,0.338048,0.000235,0.000291,0.000261,0.000291,0.000867,0.000483,406.19068,476.24518,406.133058,476.191266,794.858191,700.082764,2915256.32,1848.984792,2017.962657,2068.356255,2018.462657,2028.143745,7.666907,-72.205316,278048.5255,484.275057,661.421025,420.380537,6859.064453,574.154133,341.637919,2197,8.502966,8.71841,8.91277,8.52405,347.693542,0.997597,2109.84137,1889.880888,2110.34137,2206.619112,7.669133,-72.224503,355171.7575,707.108674,502.287372,7842.260742,733.409149,341.468981,8.796733,8.821105,8.864597,8.777613,319.102657,0.995226,2256.087948,2661.403255,2256.587948,1435.096745,7.67233,-72.140777,279032.7998,662.304815,421.305709,7463.838867,576.186602,341.499528,8.299106,8.564283,8.941376,8.18719,351.196727,0.991497,2514.617791,1698.481691,2515.117791,2398.018309,7.678771,-72.244578,354790.4578,706.437426,502.224889,8433.166992,732.621787,343.027823,9.517636,8.841081,9.021848,8.660314,329.717616,0.993082,928.363456,2133.97574,928.863456,1962.52426,7.641167,-72.199354,1189743.974,1082.835856,1098.729754,31243.18945,2456.752533,349.925916,8.549958,8.625062,8.725735,8.524389,32.67614,0.996867,1242.197599,1924.886013,1242.697599,2171.613987,7.648617,-72.221736,736517.3307,899.170222,819.107787,17818.28516,1520.865714,348.94474,8.869472,8.679925,8.743805,8.616044,30.779249,0.999045
lsc1m005-fa15-20181120-0200-e91.fits,0,58443.75634,2458443.756,2018,NaN,2458443.756,NaN,1.42945,42,10.962199,12.942156,1.4,10,25,38,0.095597,0.138879,0.106154,0.139021,0.687775,0.337852,0.00024,0.000297,0.000268,0.000298,0.000878,0.00049,397.645629,467.302055,396.736531,467.072974,783.149013,689.650165,2912322.835,1877.582127,2018.104646,2068.360384,2018.604646,2028.139616,7.6669,-72.20533,278410.3397,526.214853,676.748327,411.394204,5730.260254,529.081112,339.459895,2149,9.054529,9.128703,9.349278,8.908129,344.843737,0.99687,2110.062742,1889.917201,2110.562742,2206.582799,7.669129,-72.22451,355138.3556,720.826827,492.681935,6804.869629,674.892305,339.662273,9.508098,9.194828,9.261644,9.128012,320.453523,0.994101,2256.220062,2661.435771,2256.720062,1435.064229,7.672319,-72.140788,279486.0872,679.518471,411.300206,6178.430176,531.125424,338.204779,8.915148,8.964854,9.357748,8.57196,348.842202,0.991057,2514.879721,1698.502187,2515.379721,2397.997813,7.678769,-72.244575,355457.451,721.878084,492.406486,7210.089355,675.498703,340.573157,9.751473,9.196493,9.378987,9.014,326.778469,0.990147,928.41831,2134.066077,928.91831,1962.433923,7.641161,-72.199387,1186782.719,1092.391454,1086.407912,25429.32227,2255.319688,349.768915,8.927971,8.939045,8.975834,8.902256,36.969561,0.999115,1242.262634,1924.960387,1242.762634,2171.539613,7.648611,-72.22176,735458.223,910.79686,807.488756,14751.80664,1397.638661,345.372373,9.057703,9.063179,9.142891,8.983468,12.458525,0.999624
lsc1m005-fa15-20181120-0201-e91.fits,0,58443.75734,2458443.757,2018,NaN,2458443.757,NaN,1.427615,42,10.748336,12.837019,1.4,10,25,38,0.095667,0.139802,0.105906,0.138507,0.687514,0.337814,0.000239,0.000296,0.000265,0.000295,0.000873,0.000487,400.467753,471.72621,399.812022,468.842615,787.538458,693.740291,2921665.896,1872.4502,2017.936682,2068.701059,2018.436682,2027.798941,7.666898,-72.205318,279507.7955,517.700099,674.5743,414.346938,6505.273438,539.902921,338.758195,2230,8.832221,8.904856,9.220074,8.589639,1.24911,0.994991,2109.811583,1890.206032,2110.311583,2206.293968,7.669125,-72.224503,358356.6646,720.217228,497.56747,7464.370117,692.208994,339.477718,9.132278,8.995376,9.155014,8.835737,334.308708,0.996768,2256.093584,2661.687992,2256.593584,1434.812008,7.672319,-72.140787,279791.6532,674.919001,414.555899,7124.744629,540.451226,337.827628,8.652791,8.769561,9.244653,8.29447,358.476672,0.988296,2514.608025,1698.894705,2515.108025,2397.605295,7.678764,-72.244559,355440.2497,719.315765,494.136605,7563.486816,686.575588,339.968533,9.62074,9.037812,9.284722,8.790903,336.285631,0.993486,928.192193,2134.208572,928.692193,1962.291428,7.641158,-72.199391,1190322.482,1090.630112,1091.408048,30522.72656,2299.251023,348.113995,8.271016,8.812254,9.010427,8.614081,28.486469,0.993197,1242.08148,1925.143231,1242.58148,2171.356769,7.648609,-72.221762,737754.8467,908.268698,812.26497,16545.12305,1425.06221,345.155934,9.01877,8.894914,9.100906,8.688922,19.704058,0.99641
lsc1m005-fa15-20181120-0202-e91.fits,0,58443.75833,2458443.758,2018,NaN,2458443.758,NaN,1.425802,42,10.398818,12.662442,1.4,10,25,38,0.095035,0.138966,0.105991,0.138806,0.688303,0.337933,0.000237,0.000293,0.000263,0.000293,0.000869,0.000485,401.183045,473.801951,403.004108,472.993604,791.620707,697.02189,2921436.298,1861.852621,2017.923511,2068.48566,2018.423511,2028.01434,7.666901,-72.205327,277637.7602,503.714896,669.045518,414.975891,6439.707031,551.180365,337.407686,2141,8.619044,8.753527,9.079254,8.4278,1.297684,0.994465,2109.796845,1890.054084,2110.296845,2206.445916,7.669128,-72.224505,356446.7713,713.341592,499.68595,7694.097656,707.635954,337.301204,8.878211,8.906003,9.047522,8.764483,333.944424,0.997323,2256.078057,2661.522679,2256.578057,1434.977321,7.672322,-72.140789,279972.0825,669.868414,417.950864,7271.850098,555.814578,337.160369,8.256025,8.658847,9.178138,8.139555,357.512911,0.985608,2514.630197,1698.664719,2515.130197,2397.835281,7.678768,-72.244568,356086.3079,713.998521,498.721352,7612.134766,706.920344,339.319858,9.24126,8.910006,9.155934,8.664078,338.849948,0.994438,928.118698,2134.137415,928.618698,1962.362585,7.641159,-72.199386,1191038.564,1086.661697,1096.052771,29999.50586,2364.509314,345.300519,8.126213,8.651568,8.837883,8.465252,27.319161,0.994466,1241.981322,1925.02172,1242.481322,2171.47828,7.64861,-72.221762,737892.5724,904.592577,815.718138,16958.32031,1464.901232,343.124872,8.523822,8.771917,8.968875,8.574959,19.882634,0.99659
lsc1m005-fa15-20181120-0203-e91.fits,0,58443.75932,2458443.759,2018,NaN,2458443.759,NaN,1.424012,42,11.138656,13.075746,1.4,10,25,38,0.095391,0.139307,0.105153,0.139037,0.690536,0.336974,0.000241,0.000298,0.000267,0.000298,0.000882,0.000489,396.100889,467.10853,393.962177,465.939221,783.202387,689.327983,2920665.21,1883.818965,2018.178874,2068.481963,2018.678874,2028.018037,7.666901,-72.205318,278606.6321,537.134216,680.03032,409.697368,5859.047852,518.690904,333.943655,2211,9.253221,9.054059,9.398343,8.709775,342.42267,0.991373,2110.148996,1889.943355,2110.648996,2206.556645,7.66913,-72.224508,357118.8032,725.150481,492.475442,6771.458496,664.859531,335.013648,9.664454,9.203529,9.367351,9.039707,324.352932,0.987686,2256.353636,2661.407321,2256.853636,1435.092679,7.672322,-72.14079,277894.418,680.772504,408.204527,6398.633789,517.364952,334.384621,9.051904,8.908502,9.431799,8.385205,344.908519,0.981656,2514.925671,1698.585351,2515.425671,2397.914649,7.678769,-72.244568,356512.0821,725.972558,491.082036,6606.077637,663.729979,337.111623,9.827694,9.196858,9.486039,8.907676,328.6732,0.981296,928.460264,2134.087498,928.960264,1962.412502,7.64116,-72.199383,1193008.709,1095.693764,1088.815824,25696.34961,2221.06258,342.503568,9.180989,8.960253,9.131976,8.78853,2.798516,0.998518,1242.349735,1924.985425,1242.849735,2171.514575,7.648611,-72.221758,736131.1982,912.084695,807.086449,14194.46484,1370.479064,340.103072,9.454855,9.031606,9.223403,8.839809,343.803472,0.997472
lsc1m005-fa15-20181120-0204-e91.fits,0,58443.76031,2458443.76,2018,NaN,2458443.76,NaN,1.422252,42,11.093566,12.818647,1.4,10,25,38,0.095273,0.138981,0.105742,0.139455,0.686463,0.33854,0.000239,0.000295,0.000264,0.000296,0.000871,0.000487,399.348441,470.688537,400.351839,471.92045,788.167402,694.661701,2912078.908,1864.247526,2017.849041,2068.280007,2018.349041,2028.219993,7.666899,-72.205324,277441.327,516.219336,671.647794,413.075617,5811.636719,537.448537,331.953504,2197,9.182767,9.008342,9.204154,8.812531,350.739639,0.9979,2109.703286,1889.789858,2110.203286,2206.710142,7.669125,-72.22451,355339.4098,716.03068,496.262827,6826.449707,688.34967,331.93586,9.533161,9.166865,9.191247,9.142483,317.168682,0.995053,2256.04658,2661.310705,2256.54658,1435.189295,7.672321,-72.140785,278482.0811,670.83677,415.126442,6114.214355,539.464645,331.08026,8.864576,8.875533,9.210824,8.540241,350.891674,0.993691,2514.6094,1698.402404,2515.1094,2398.097596,7.678768,-72.244573,356401.0992,716.052783,497.730206,6917.493652,690.406333,332.463162,9.776,9.215778,9.352662,9.078893,325.378491,0.992977,928.235517,2133.874456,928.735517,1962.625544,7.641161,-72.199388,1185341.13,1086.368783,1091.103821,25712.69727,2296.196687,339.174049,9.072016,8.907168,8.981207,8.83313,33.760728,0.99811,1242.106399,1924.828042,1242.606399,2171.671958,7.648612,-72.221757,736515.1878,905.410521,813.45994,14776.63867,1426.748546,337.205016,8.994222,8.93881,8.996966,8.880655,27.57634,0.999481
lsc1m005-fa15-20181120-0205-e91.fits,0,58443.7613,2458443.761,2018,NaN,2458443.761,NaN,1.420513,42,11.089088,12.825222,1.4,10,25,38,0.095507,0.139172,0.105975,0.139263,0.687718,0.337411,0.000238,0.000294,0.000263,0.000294,0.00087,0.000485,402.034414,473.235546,402.457492,473.006807,790.572656,696.076785,2920771.046,1863.877541,2017.712217,2068.521788,2018.212217,2027.978212,7.666901,-72.205323,278955.3563,516.749009,670.635385,415.956811,6577.338379,539.827559,328.611819,2221,9.295505,8.875433,9.213145,8.537722,352.5323,0.993815,2109.60127,1890.050633,2110.10127,2206.449367,7.669128,-72.224507,356828.7198,714.952821,499.094079,7344.848633,690.526181,328.976785,9.238422,9.029567,9.12226,8.936874,322.999506,0.994452,2255.88625,2661.480225,2256.38625,1435.019775,7.672322,-72.140794,279869.3442,670.534277,417.382606,7123.637695,541.596286,328.731688,8.940557,8.746018,9.264762,8.227273,348.461902,0.98349,2514.413958,1698.743311,2514.913958,2397.756689,7.678767,-72.244562,357033.1231,715.756312,498.819385,7268.55127,690.921737,331.652974,10.100082,9.117001,9.392857,8.841144,332.062609,0.988386,927.992678,2134.163566,928.492678,1962.336434,7.64116,-72.19938,1190167.781,1087.499278,1094.407882,29657.10547,2303.18348,336.934756,8.78701,8.719113,8.8953,8.542926,11.662927,0.998065,1241.820388,1925.051391,1242.320388,2171.448609,7.64861,-72.221757,736872.078,904.601547,814.581935,15598.27832,1425.976761,334.150752,9.079385,8.866997,9.076913,8.657081,355.774423,0.997711
lsc1m005-fa15-20181120-0206-e91.fits,0,58443.76229,2458443.762,2018,NaN,2458443.762,NaN,1.41879,42,10.946463,12.883218,1.4,10,25,38,0.095055,0.13901,0.106204,0.138774,0.687465,0.338132,0.000239,0.000296,0.000265,0.000296,0.000873,0.000487,398.058288,470.021097,400.730296,469.396554,787.665343,694.188524,2919951.937,1871.033016,2017.930486,2068.355096,2018.430486,2028.144904,7.666902,-72.205323,277555.0183,521.433085,674.209092,411.674986,6261.405762,532.292688,334.587225,2233,9.159099,8.916872,9.230791,8.602953,347.140254,0.993907,2109.834095,1889.900814,2110.334095,2206.599186,7.669129,-72.224504,356364.8578,719.163858,495.526651,6745.018066,683.433537,333.030581,9.171157,9.080302,9.239745,8.920858,326.243955,0.991575,2256.103552,2661.288349,2256.603552,1435.211651,7.672323,-72.140796,280337.9424,674.567399,415.581813,6509.130859,537.629756,331.732744,8.792033,8.821634,9.343473,8.299796,349.005757,0.983834,2514.739765,1698.485881,2515.239765,2398.014119,7.678771,-72.244571,355834.0195,719.17115,494.783501,7274.501953,682.4155,334.597451,9.795605,9.056915,9.347077,8.766752,332.799931,0.987909,928.208542,2133.936451,928.708542,1962.563549,7.641162,-72.199388,1189574.318,1089.809499,1091.543356,27432.13281,2281.355657,340.801927,8.726074,8.799257,8.962396,8.636119,20.392024,0.997603,1242.04695,1924.826348,1242.54695,2171.673652,7.648611,-72.221764,737840.7988,907.543293,813.008927,14996.36621,1415.024899,338.66566,8.945719,8.93095,9.090309,8.771591,6.251579,0.998665
lsc1m005-fa15-20181120-0207-e91.fits,0,58443.76329,2458443.763,2018,NaN,2458443.763,NaN,1.417089,42,11.06833,12.960186,1.4,10,25,38,0.095168,0.138919,0.10591,0.139261,0.68809,0.337624,0.00024,0.000297,0.000267,0.000298,0.000877,0.000489,396.442184,467.124871,396.974285,467.960501,784.315567,690.96157,2920419.858,1880.143953,2017.925827,2068.247714,2018.425827,2028.252286,7.666921,-72.20531,277931.6213,527.682066,677.846355,410.021562,5800.73291,526.702799,339.461681,2181,9.091723,9.055944,9.340107,8.771781,344.430934,0.994635,2109.788495,1889.806659,2110.288495,2206.693341,7.669149,-72.224493,356216.1769,723.46209,492.377116,6416.850586,675.058335,338.924025,9.477098,9.185307,9.291577,9.079036,321.612521,0.989773,2256.060055,2661.21139,2256.560055,1435.28861,7.672339,-72.140751,279681.1236,679.628732,411.520453,5878.651367,530.018247,338.112397,8.878599,8.926164,9.314914,8.537414,344.552565,0.989735,2514.601371,1698.399103,2515.101371,2398.100897,7.678793,-72.244551,356986.3561,723.565489,493.371176,6680.54541,676.517887,339.662647,9.911171,9.175967,9.379995,8.97194,325.922072,0.98573,928.232524,2133.872063,928.732524,1962.627937,7.641172,-72.199404,1190405.395,1093.784955,1088.335865,25942.74219,2255.914067,346.794774,9.026005,8.933995,9.064488,8.803502,7.211,0.999091,1242.058828,1924.761175,1242.558828,2171.738825,7.648626,-72.221777,737130.8062,910.89853,809.234818,14315.85938,1396.922226,342.972842,9.078921,9.040554,9.152573,8.928534,349.322246,0.999292
lsc1m005-fa15-20181120-0208-e91.fits,0,58443.76428,2458443.764,2018,NaN,2458443.764,NaN,1.41541,42,11.264744,12.91719,1.4,10,25,38,0.095352,0.139694,0.105737,0.137726,0.690001,0.33773,0.000239,0.000297,0.000266,0.000296,0.000878,0.000488,398.294036,469.708148,397.777293,464.851005,785.762029,691.984042,2921812.979,1877.972994,2017.879468,2068.167451,2018.379468,2028.332549,7.666904,-72.205317,278601.8202,524.186701,676.178535,412.024053,5266.654785,531.493492,339.456682,2202,9.31469,9.006487,9.294375,8.7186,348.604917,0.995201,2109.810209,1889.706731,2110.310209,2206.793269,7.669132,-72.224499,358129.8727,722.987293,495.347396,5914.758301,683.210527,339.909605,9.592946,9.100239,9.222379,8.9781,324.583103,0.993317,2256.037835,2661.102154,2256.537835,1435.397846,7.672325,-72.140791,279399.9578,677.548672,412.368837,5624.425781,533.016113,340.023558,9.136598,8.847962,9.316412,8.379512,350.242306,0.98745,2514.623669,1698.314519,2515.123669,2398.185481,7.678771,-72.244563,353697.4062,722.458352,489.574804,6165.227051,674.754635,342.705043,10.058654,9.106972,9.347753,8.866191,330.311551,0.989239,928.175921,2133.825529,928.675921,1962.674471,7.641164,-72.199375,1192930.313,1092.911392,1091.516039,23096.65625,2275.773709,346.692123,9.10467,8.862239,9.011248,8.71323,19.082046,0.998172,1242.003345,1924.720058,1242.503345,2171.779942,7.648614,-72.22175,737655.4292,910.273783,810.366555,13384.48145,1407.237969,344.475701,9.312576,8.983972,9.167221,8.800724,5.512867,0.998274
lsc1m005-fa15-20181120-0209-e91.fits,0,58443.76527,2458443.765,2018,NaN,2458443.765,NaN,1.413752,42,10.991914,12.803761,1.4,10,25,38,0.095185,0.138964,0.105781,0.138741,0.687409,0.338898,0.000239,0.000296,0.000265,0.000295,0.000873,0.000488,398.910081,469.008097,398.824314,469.783157,787.249291,694.382641,2919517.282,1871.911763,2018.155712,2068.589968,2018.655712,2027.910032,7.666903,-72.205316,277894.4682,515.0211,673.4627,412.635278,5330.783203,539.578802,340.690971,2194,9.005619,8.898864,9.220654,8.577073,338.904225,0.990497,2110.071623,1890.089336,2110.571623,2206.410664,7.669131,-72.224503,356207.7847,720.546306,494.357936,6245.018555,691.637264,340.881981,9.444174,9.011428,9.167736,8.85512,323.378692,0.985531,2256.357885,2661.51916,2256.857885,1434.98084,7.672325,-72.14079,279285.2983,675.482767,413.460287,5682.133301,542.279332,339.238591,8.744144,8.724352,9.201835,8.246869,342.342621,0.982113,2514.939875,1698.644912,2515.439875,2397.855088,7.678772,-72.244573,355705.0838,718.180495,495.286472,6431.592773,690.661186,341.385989,9.562101,9.070868,9.339561,8.802176,326.75714,0.97799,928.43907,2134.12593,928.93907,1962.37407,7.641163,-72.199386,1189339.997,1089.927249,1091.210443,23939.74023,2309.303436,347.153571,8.794779,8.729012,8.907984,8.550039,357.330084,0.998305,1242.31868,1925.025387,1242.81868,2171.474613,7.648614,-72.22176,738979.1187,908.220826,813.655773,13540.80859,1434.852122,344.48339,9.135922,8.856847,9.035494,8.6782,341.036166,0.997387
lsc1m005-fa15-20181120-0210-e91.fits,0,58443.76626,2458443.766,2018,NaN,2458443.766,NaN,1.412115,42,10.799001,12.669236,1.4,10,25,38,0.095319,0.139883,0.106311,0.138984,0.68647,0.337109,0.000237,0.000295,0.000264,0.000294,0.000869,0.000485,401.614316,474.08939,402.057969,471.954993,789.61367,694.825747,2916903.53,1863.856875,2017.855631,2068.566361,2018.355631,2027.933639,7.666902,-72.205321,278034.8704,504.255578,669.108975,415.530027,5791.288574,551.376886,342.229821,2130,8.792062,8.771672,9.088884,8.45446,357.412779,0.99474,2109.76479,1890.07009,2110.26479,2206.42991,7.669129,-72.224507,357953.2479,715.625742,500.19616,7014.36084,709.864726,341.339544,9.160644,8.925284,9.066696,8.783873,328.56086,0.995171,2256.005864,2661.482558,2256.505864,1435.017442,7.672323,-72.140798,280300.9271,672.223023,416.976089,6039.320801,555.870751,341.181164,8.709029,8.685984,9.155781,8.216186,353.933979,0.987829,2514.60326,1698.679164,2515.10326,2397.820836,7.678769,-72.244571,355933.2436,715.224127,497.652736,6758.305664,705.858813,342.52163,9.617941,8.932093,9.208421,8.655765,334.914939,0.990686,928.13942,2134.105618,928.63942,1962.394382,7.641163,-72.199389,1187312.471,1086.270614,1093.017205,26369.39844,2354.584703,348.414512,8.734736,8.686675,8.852035,8.521314,26.28295,0.99608,1241.999895,1925.021662,1242.499895,2171.478338,7.648613,-72.221761,735403.641,904.670689,812.896505,15699.42285,1458.394657,346.364744,8.787679,8.759135,8.924908,8.593362,20.639311,0.997465
lsc1m005-fa15-20181120-0211-e91.fits,0,58443.76726,2458443.767,2018,NaN,2458443.767,NaN,1.410502,42,10.773861,12.753869,1.4,10,25,38,0.095798,0.138958,0.105932,0.138817,0.687344,0.33862,0.000239,0.000297,0.000265,0.000296,0.000875,0.000489,400.170455,468.432355,399.518448,468.444433,785.693858,692.601023,2908831.985,1868.563991,2017.739132,2068.463483,2018.239132,2028.036517,7.666902,-72.205325,278661.1262,511.01517,672.955352,414.085608,6251.855957,545.308911,342.665095,2174,8.842387,8.885172,9.167701,8.602644,4.87423,0.995845,2109.63636,1889.985226,2110.13636,2206.514774,7.66913,-72.224508,354890.1304,718.701172,493.793727,6817.416992,694.480616,343.554326,9.162794,9.01008,9.126308,8.893852,330.504716,0.997493,2255.94766,2661.437103,2256.44766,1435.062897,7.672324,-72.140792,278622.2199,672.498877,414.308826,6348.291504,545.232776,341.999442,8.771492,8.762301,9.209932,8.314669,1.324375,0.989593,2514.47738,1698.607497,2514.97738,2397.892503,7.67877,-72.24457,354574.9032,718.039315,493.809873,7147.753906,693.863752,344.757958,9.596137,8.980569,9.213431,8.747707,336.503295,0.994227,928.055714,2134.013071,928.555714,1962.486929,7.641163,-72.199396,1184920.777,1088.336178,1088.745188,27920.0625,2318.758514,350.849344,8.600909,8.74761,8.888268,8.606951,31.82705,0.994752,1241.883452,1924.970562,1242.383452,2171.529438,7.648612,-72.221764,735823.9549,907.022149,811.252466,15802.02832,1439.925853,348.655166,8.870446,8.889176,9.053798,8.724555,24.845898,0.996724
