 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,JD_MOBS,HJD_MOBS,BJD_MOBS,ALT_OBJ,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,Variance_C5
50,lsc1m009-fa04-20200218-0165-e91.fits,50,0,58898.82744,2458898.827,NaN,NaN,NaN,2458898.833160,NaN,1.159973,12.624831,13,23,35,0.125259,0.274384,0.591905,0.337723,0.191058,0.000211,0.000354,0.000636,0.000408,0.000284,592.765621,775.028897,930.612708,828.277536,673.604649,4369506.164,2294.629728,2040.708446,2055.719908,2041.208446,2040.780092,11.046033,-16.406416,547319.1439,530.929158,877.456115,623.756715,9476.459961,1030.870381,327.51323,1885,10.031828,9.710925,9.084121,10.337728,296.939488,0.952441,29.69516,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351909,940786.0446,1079.244548,871.707942,15328.50684,1771.961531,331.794238,15.514283,12.690353,12.831866,12.54884,42.231387,0.946591,30.967311,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.447771,1624677.574,1360.885614,1193.838452,26935.125,3060.064696,330.061065,6.673201,11.068991,9.731456,12.406525,298.421655,0.81033,29.909378,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400093,1103129.287,1150.775257,958.596633,17698.61523,2077.733477,325.483434,9.280789,13.310439,9.802597,16.818281,289.250549,0.603397,32.778486,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402885,700913.2587,961.38621,729.06523,11572.75195,1320.16343,328.145442,8.829383,10.045775,9.356559,10.734991,302.766492,0.891265,30.671593
51,lsc1m009-fa04-20200218-0166-e91.fits,51,0,58898.8289,2458898.829,NaN,NaN,NaN,2458898.834615,NaN,1.16511,12.943953,13,23,35,0.125481,0.27463,0.592103,0.337526,0.190888,0.000212,0.000356,0.000638,0.000409,0.000284,590.50149,772.390537,928.434757,825.328225,670.988836,4365702.371,2299.430429,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406406,547810.6778,530.929158,881.693394,621.316527,8768.948242,1031.796181,336.894707,1911,10.363057,9.89398,9.152977,10.634983,292.507772,0.955602,32.79218,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351898,940627.7601,1082.929991,868.59517,14002.06152,1771.663404,341.256042,15.849585,12.842228,12.816965,12.867492,45.464049,0.941001,35.254712,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.447761,1623604.499,1361.869606,1192.187925,25393.49219,3058.04357,337.819045,7.282713,11.236728,9.771857,12.701599,296.835962,0.812717,31.887587,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400083,1101689.874,1153.738442,954.88703,17158.14453,2075.022358,335.266788,9.527054,13.445273,9.864987,17.025559,288.800367,0.606004,33.239619,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402874,699780.238,963.764347,726.090605,10967.02148,1318.029396,337.548095,9.072527,10.146474,9.363106,10.929841,300.725546,0.896841,32.862082
52,lsc1m009-fa04-20200218-0167-e91.fits,52,0,58898.83036,2458898.83,NaN,NaN,NaN,2458898.836073,NaN,1.170385,13.393806,13,23,35,0.125337,0.274762,0.593376,0.336846,0.1906,0.000215,0.000359,0.000643,0.000411,0.000287,584.100864,766.296267,922.16394,819.509646,664.400009,4353444.324,2309.922641,2040.708446,2055.719908,2041.208446,2040.780092,11.046033,-16.4064,545648.7723,530.929158,888.172158,614.350233,8856.860352,1027.724252,357.608467,1876,10.517334,9.943488,9.322073,10.564902,296.376517,0.957686,31.607003,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351891,938341.3188,1089.113387,861.564398,14353.54492,1767.356914,360.146081,15.937727,12.857253,12.83326,12.881247,45.47693,0.949735,32.614772,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.447755,1621230.615,1367.787205,1185.294473,25514.18945,3053.572382,358.119995,7.297632,11.381183,9.99555,12.766816,298.189244,0.812222,30.992544,1321.374656,2112.69293,1321.874656,1983.80707,11.040619,-16.400076,1096941.048,1156.751754,948.294259,16889.64063,2066.07799,353.781159,10.864618,13.562347,10.076946,17.047748,289.690855,0.610903,33.571324,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402868,696931.3425,969.875342,718.578267,10776.59375,1312.663528,357.713153,9.407763,10.271102,9.590499,10.951704,303.070779,0.893581,33.05641
53,lsc1m009-fa04-20200218-0168-e91.fits,53,0,58898.83186,2458898.832,NaN,NaN,NaN,2458898.837573,NaN,1.175951,13.820565,13,23,35,0.125544,0.274617,0.59359,0.336644,0.190768,0.000216,0.00036,0.000646,0.000413,0.000289,580.035727,762.289421,918.694128,815.31874,660.602466,4356186.088,2321.89995,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406417,546894.0768,530.929158,896.670075,609.916726,8798.699219,1030.069771,376.93357,1880,10.575518,9.982001,9.440326,10.523675,297.800021,0.963314,31.689198,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351909,938543.775,1095.354338,856.840332,13806.41406,1767.738238,381.145704,15.94153,12.882098,13.056139,12.708056,41.529582,0.950022,35.048881,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447772,1622617.662,1372.462804,1182.267132,24057.30859,3056.184873,377.979805,7.793357,11.288238,10.003234,12.573242,298.540875,0.828948,34.338678,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400094,1097139.428,1163.25513,943.163198,16970.45508,2066.451636,375.542886,11.833501,13.488725,10.068171,16.909279,289.208822,0.630089,32.424473,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.402886,697885.222,977.037157,714.287289,10463.16113,1314.460151,376.959068,9.565113,10.270324,9.654685,10.885963,303.779104,0.902077,34.565447
54,lsc1m009-fa04-20200218-0169-e91.fits,54,0,58898.83332,2458898.833,NaN,NaN,NaN,2458898.839034,NaN,1.181521,14.296702,13,23,35,0.12552,0.274962,0.592547,0.33713,0.190664,0.000217,0.000361,0.000645,0.000414,0.000289,579.237724,762.408777,917.977189,815.004759,659.59543,4354904.099,2322.732302,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406414,546626.686,530.929158,897.535004,609.03105,8951.09082,1029.566143,381.417934,1909,10.743978,10.038754,9.53257,10.544939,298.740948,0.964985,30.252706,1523.773697,2557.970821,1524.273697,1538.529179,11.042151,-16.351908,939192.3077,1095.617634,857.226352,14482.69531,1768.959743,384.193049,16.158066,13.00174,13.221786,12.781695,40.668896,0.949518,31.39707,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.44777,1620351.563,1371.975887,1181.035016,24171.64258,3051.916696,381.468271,8.673185,11.325478,10.048919,12.602038,298.503895,0.83288,33.555576,1321.374656,2112.69293,1321.874656,1983.80707,11.040621,-16.400092,1097999.851,1164.456362,942.929153,17135.69922,2068.072235,378.293361,12.168371,13.485498,10.013511,16.957486,288.557206,0.633269,31.76618,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.402883,697360.3766,977.97285,713.067215,10640.58301,1313.47161,381.693803,9.919345,10.327651,9.69834,10.956962,303.47757,0.903792,32.75551
55,lsc1m009-fa04-20200218-0170-e91.fits,55,0,58898.83477,2458898.835,NaN,NaN,NaN,2458898.840487,NaN,1.187211,14.325612,13,23,35,0.126198,0.275013,0.59432,0.335167,0.191188,0.000218,0.000362,0.00065,0.000414,0.000291,578.170417,758.977291,914.917636,810.408371,657.130575,4335983.531,2322.040238,2040.708446,2055.719908,2041.208446,2040.780092,11.046033,-16.406395,547193.0897,530.929158,899.913022,608.051086,8591.256836,1030.632959,386.392587,1862,10.408872,10.045756,9.425062,10.666451,297.1515,0.95549,33.427682,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.35189,935247.6966,1096.132424,853.2251,13130.90723,1761.530106,388.96835,15.997447,12.952082,12.961671,12.942492,44.815458,0.947162,38.393351,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.44775,1616338.608,1371.469753,1178.544845,23822.89063,3044.358333,387.001121,8.602579,11.451368,10.035327,12.867409,297.644392,0.817013,34.853905,1321.374656,2112.69293,1321.874656,1983.80707,11.040619,-16.400073,1088462.587,1161.834873,936.847922,15872.44629,2050.108888,382.09829,13.338178,13.627097,10.049261,17.204934,288.78989,0.615773,36.918887,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402865,695934.6393,979.579003,710.442585,10081.37695,1310.786247,386.305869,8.984282,10.394046,9.708786,11.079306,302.914566,0.897195,36.832754
56,lsc1m009-fa04-20200218-0171-e91.fits,56,0,58898.83624,2458898.836,NaN,NaN,NaN,2458898.841956,NaN,1.193054,14.294555,13,23,35,0.125575,0.274907,0.594199,0.335539,0.191052,0.000217,0.000361,0.000648,0.000413,0.00029,578.190486,760.865815,916.770502,812.843744,658.998917,4340808.936,2319.028545,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406392,545095.1105,530.929158,896.656794,607.919456,7991.833984,1026.681435,380.871627,1897,10.589541,10.047164,9.415767,10.678561,294.178233,0.964505,38.132357,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351885,936004.4964,1094.26527,855.37257,12624.73242,1762.955531,383.720467,16.289056,13.059003,13.123512,12.994493,43.869315,0.93731,41.012518,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447747,1617931.709,1370.886421,1180.208429,22517.93359,3047.358925,381.35075,7.961534,11.448143,9.968712,12.927574,296.493501,0.821678,38.55907,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400069,1090579.086,1160.258915,939.944587,15235.0459,2054.095295,377.967654,13.19958,13.61427,10.009098,17.219443,288.175565,0.622399,39.797109,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.402861,696293.6433,977.213685,712.529567,9565.067383,1311.462428,380.554499,9.107451,10.346688,9.654049,11.039327,302.275006,0.903792,40.7695
57,lsc1m009-fa04-20200218-0172-e91.fits,57,0,58898.83771,2458898.838,NaN,NaN,NaN,2458898.843423,NaN,1.199051,13.444543,13,23,35,0.125672,0.275151,0.591831,0.337213,0.190834,0.000217,0.000361,0.000645,0.000414,0.00029,578.794553,761.337846,917.014403,813.762512,658.625214,4352015.744,2324.188937,2040.708446,2055.719908,2041.208446,2040.780092,11.046033,-16.406416,546925.7402,530.929158,898.663824,608.598817,7934.675293,1030.129409,382.811985,1867,10.485233,9.988642,9.302709,10.674576,294.142133,0.9578,38.522544,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.35191,939073.5772,1097.068478,855.984467,13173.04883,1768.736115,387.405971,15.928239,12.819631,12.850255,12.789008,44.356953,0.95469,37.500483,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.447771,1618046.446,1371.010681,1180.185149,22580.99805,3047.575029,384.301577,7.978539,11.328649,10.030773,12.626524,298.406715,0.829279,37.687671,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400093,1097474.369,1165.815454,941.379157,15512.49121,2067.082495,381.009523,9.157237,13.509174,10.09688,16.921469,289.531056,0.625948,38.191296,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402885,697421.3519,979.540202,711.988492,9928.000977,1313.586456,384.243915,9.378913,10.317932,9.657769,10.978095,302.779908,0.905122,37.791607
58,lsc1m009-fa04-20200218-0173-e91.fits,58,0,58898.83917,2458898.839,NaN,NaN,NaN,2458898.844888,NaN,1.205179,13.631217,13,23,35,0.125565,0.275275,0.592595,0.336632,0.19076,0.000218,0.000363,0.000648,0.000415,0.000291,575.334484,758.440509,914.702654,811.7688,656.165261,4350055.216,2329.782895,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406416,546214.4811,530.929158,903.191334,604.760543,8156.329102,1028.789759,395.187325,1885,10.58144,10.048847,9.424422,10.673271,293.271723,0.967603,35.625953,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351907,938981.7563,1101.540622,852.4259,13399.42481,1768.563171,397.556364,16.081954,12.899692,12.982273,12.81711,43.392995,0.947852,35.717382,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447773,1618629.68,1374.199886,1177.870626,22020.80469,3048.673546,394.088486,8.195993,11.319753,10.010487,12.629018,297.353548,0.843898,39.093107,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400093,1095564.402,1166.406884,939.264349,15778.68457,2063.485089,390.919707,10.350874,13.427845,10.000794,16.854897,288.601956,0.637992,36.419998,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.402885,696879.3774,982.632307,709.196484,10057.92383,1312.565653,394.770924,9.501279,10.324459,9.609641,11.039277,300.903847,0.914909,36.102508
59,lsc1m009-fa04-20200218-0174-e91.fits,59,0,58898.84063,2458898.841,NaN,NaN,NaN,2458898.846346,NaN,1.211439,14.065891,13,23,35,0.125498,0.275682,0.594203,0.334353,0.191319,0.000217,0.000362,0.000649,0.000412,0.00029,577.53397,760.891908,915.998608,811.090594,659.226228,4343950.539,2322.679151,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406401,545155.6142,530.929158,897.802848,607.210832,8026.463867,1026.795393,386.021229,1933,10.646097,9.999789,9.399974,10.599604,294.715265,0.966219,37.256881,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351892,938752.5952,1097.091573,855.673873,12734.48145,1768.131549,387.578261,16.112516,12.930439,12.937008,12.92387,44.875179,0.945623,39.819578,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.447757,1619108.334,1373.023816,1179.228149,22862.08203,3049.575085,384.990059,8.257796,11.416818,10.054905,12.77873,297.540191,0.831129,37.032718,1321.374656,2112.69293,1321.874656,1983.80707,11.040619,-16.400078,1088477.179,1161.295348,937.295737,14916.73242,2050.136373,382.240108,12.260609,13.619476,10.137202,17.10175,288.892743,0.631137,40.449091,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402869,697612.4314,978.482108,712.953692,9995.018555,1313.946353,383.827831,9.421222,10.357443,9.691102,11.023784,302.395805,0.909485,36.814552
60,lsc1m009-fa04-20200218-0175-e91.fits,60,0,58898.84209,2458898.842,NaN,NaN,NaN,2458898.847807,NaN,1.21788,13.998624,13,23,35,0.125302,0.274513,0.592626,0.337415,0.190785,0.000216,0.000361,0.000646,0.000414,0.000289,578.85084,761.228977,917.246242,814.465692,659.077735,4344294.097,2319.140997,2040.708446,2055.719908,2041.208446,2040.780092,11.046035,-16.40645,544348.0854,530.929158,894.369904,608.638644,7962.796875,1025.274421,377.356531,1809,10.825554,10.272274,9.799467,10.745081,300.535974,0.963935,34.973945,1523.773697,2557.970821,1524.273697,1538.529179,11.042152,-16.351942,935703.2171,1093.498235,855.697053,13098.86816,1762.388074,382.056636,16.130364,13.022265,13.487713,12.556817,33.909004,0.964242,35.069313,1306.194728,1672.475015,1306.694728,2424.024985,11.0405,-16.447805,1616539.467,1369.62958,1180.274938,22253.83008,3044.73665,376.84172,9.363781,11.301375,10.192881,12.409869,298.687519,0.870118,35.822446,1321.374656,2112.69293,1321.874656,1983.80707,11.040621,-16.400126,1096016.887,1162.985541,942.416607,15535.83496,2064.337341,374.87336,9.010635,13.322481,10.210868,16.434094,289.170694,0.681045,35.063193,1549.073577,2087.39305,1549.573577,2009.10695,11.042335,-16.402918,696034.5255,976.860286,712.522083,9801.029297,1310.974382,375.919789,10.596894,10.456353,9.873103,11.039603,303.084541,0.924236,35.449199
61,lsc1m009-fa04-20200218-0176-e91.fits,61,0,58898.84355,2458898.844,NaN,NaN,NaN,2458898.849272,NaN,1.224446,14.937491,13,23,35,0.126074,0.275151,0.596021,0.332676,0.192107,0.000219,0.000364,0.000654,0.000413,0.000293,575.461758,755.948732,911.374272,805.139704,655.655141,4297674.909,2311.340416,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406371,541826.7928,530.929158,895.323672,605.174207,6903.548828,1020.52559,382.735912,1853,10.761788,10.507383,9.89753,11.117235,293.982553,0.970147,45.239219,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351868,927348.3105,1091.126738,849.899721,11024.9375,1746.651687,385.166034,16.621685,13.379464,13.290256,13.468673,46.543982,0.938726,47.918335,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447723,1604931.77,1366.132222,1174.799733,18926.82813,3022.873662,384.130496,9.655806,11.965287,10.488784,13.441791,296.246141,0.840592,47.964207,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400048,1072828.804,1153.956435,929.696106,12992.36914,2020.662808,379.642333,14.356895,14.016891,10.490117,17.543665,288.085613,0.656307,48.093468,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.40284,692566.0253,976.629028,709.1393,8412.014648,1304.441495,382.373143,9.292655,10.871094,10.179442,11.562747,302.115532,0.91502,46.935124
62,lsc1m009-fa04-20200218-0177-e91.fits,62,0,58898.84501,2458898.845,NaN,NaN,NaN,2458898.850724,NaN,1.231168,14.610658,13,23,35,0.125893,0.275436,0.592045,0.33636,0.191143,0.000218,0.000362,0.000646,0.000414,0.00029,578.15232,760.315937,915.833844,812.461201,658.72086,4343530.001,2322.450591,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.4064,546822.0552,530.929158,899.482669,607.929506,8363.037109,1029.934119,383.386627,1851,10.578407,10.066652,9.649636,10.483667,301.497243,0.966822,34.676721,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351894,938004.1498,1097.351295,854.789304,13198.60156,1766.721859,385.119795,16.170497,12.980946,13.191556,12.770336,40.94404,0.947146,37.819934,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447758,1615258.715,1370.574447,1178.526799,22937.36133,3042.324366,383.955796,8.555922,11.390223,10.170838,12.609607,299.480381,0.831457,37.192171,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400079,1093259.544,1163.434329,939.683072,15796.52441,2059.143912,379.070335,13.942181,13.60235,10.179782,17.024919,289.167473,0.635965,37.277454,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.40287,697007.5917,978.541328,712.292442,10105.96973,1312.807143,381.252624,8.868792,10.350134,9.865712,10.834556,306.191439,0.90476,36.653558
63,lsc1m009-fa04-20200218-0178-e91.fits,63,0,58898.84647,2458898.846,NaN,NaN,NaN,2458898.852192,NaN,1.238082,14.194345,13,23,35,0.125597,0.274369,0.592767,0.338126,0.190269,0.000216,0.000359,0.000645,0.000414,0.000288,581.361614,763.344541,919.57286,817.069968,660.571923,4360058.87,2321.255129,2040.708446,2055.719908,2041.208446,2040.780092,11.046035,-16.406421,547611.3539,530.929158,895.692556,611.38317,8584.248047,1031.420756,375.86509,1888,10.328857,9.749473,9.293758,10.205188,299.160648,0.968449,34.961872,1523.773697,2557.970821,1524.273697,1538.529179,11.042151,-16.351914,938712.7003,1093.947731,858.096483,13357.13574,1768.056407,380.25927,15.777574,12.637995,12.903249,12.372741,39.928484,0.943233,38.977191,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447776,1622646.9,1371.692437,1182.952429,24610.3457,3056.23994,377.180918,8.265218,11.024676,9.774794,12.274558,298.24257,0.835618,34.562748,1321.374656,2112.69293,1321.874656,1983.80707,11.040621,-16.400098,1101726.432,1165.029844,945.663699,16462.97656,2075.091214,374.875382,12.927011,13.253752,9.849722,16.657781,289.04858,0.625051,36.688033,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.40289,696972.8387,976.047671,714.076637,10311.01856,1312.741686,375.811494,9.062406,9.985424,9.436751,10.534098,304.061782,0.913536,37.399869
64,lsc1m009-fa04-20200218-0179-e91.fits,64,0,58898.84794,2458898.848,NaN,NaN,NaN,2458898.853656,NaN,1.245162,14.081364,13,23,35,0.125635,0.27509,0.592634,0.337424,0.190271,0.000215,0.000359,0.000643,0.000412,0.000287,584.344781,766.913008,922.382136,819.644565,664.01362,4347688.39,2306.377576,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406427,546223.139,530.929158,888.716614,614.62015,8275.238281,1028.806066,355.764444,1890,10.417859,9.858506,9.366411,10.350601,299.308373,0.963432,35.922733,1523.773697,2557.970821,1524.273697,1538.529179,11.042151,-16.351919,937978.3686,1087.583139,862.442912,13272.93848,1766.6733,358.907719,16.002422,12.790951,13.127943,12.453959,38.160858,0.950416,37.507671,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447784,1617814.923,1364.590446,1185.568116,22991.73242,3047.138959,356.565542,8.29498,11.097273,9.923839,12.270707,299.108712,0.842324,37.458285,1321.374656,2112.69293,1321.874656,1983.80707,11.04062,-16.400105,1096894.323,1156.539542,948.42786,15276.07324,2065.989984,352.878793,12.019378,13.320457,9.986318,16.654595,289.137873,0.639898,39.846241,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.402896,695000.7749,967.909934,718.042816,10051.00586,1309.027323,355.537316,9.477836,10.108916,9.519209,10.698623,303.327607,0.9139,37.413032
65,lsc1m009-fa04-20200218-0180-e91.fits,65,0,58898.84941,2458898.849,NaN,NaN,NaN,2458898.855124,NaN,1.252427,14.249344,13,23,35,0.125373,0.274648,0.592046,0.337457,0.190959,0.000215,0.000358,0.000642,0.000412,0.000287,584.265972,766.466696,921.743837,819.415275,664.726444,4334844.237,2300.512633,2040.708446,2055.719908,2041.208446,2040.780092,11.046034,-16.406406,543471.7956,530.929158,884.333288,614.555398,8135.360352,1023.623937,348.897017,1800,10.587268,9.951348,9.432112,10.470583,297.356398,0.967544,35.88164,1523.773697,2557.970821,1524.273697,1538.529179,11.04215,-16.351896,934026.689,1083.695263,861.890534,12963.48242,1759.230349,352.157118,16.093259,12.851538,12.921906,12.781171,43.631855,0.947384,38.495621,1306.194728,1672.475015,1306.694728,2424.024985,11.040498,-16.447762,1612031.381,1361.287242,1184.196349,23346.71875,3036.245713,350.460717,8.17418,11.36801,10.104136,12.631884,299.103601,0.826197,35.500071,1321.374656,2112.69293,1321.874656,1983.80707,11.040619,-16.400082,1093735.784,1153.453679,948.226881,15488.58691,2060.040906,346.017199,12.87568,13.581006,10.142348,17.019664,289.505803,0.624906,38.167548,1549.073577,2087.39305,1549.573577,2009.10695,11.042333,-16.402874,695050.3823,966.646061,719.032964,9672.514648,1309.120758,348.051689,9.43497,10.311735,9.711061,10.912408,303.789611,0.907326,39.263287
66,lsc1m009-fa04-20200218-0181-e91.fits,66,0,58898.85087,2458898.851,NaN,NaN,NaN,2458898.856592,NaN,1.259865,14.50753,13,23,35,0.12534,0.274149,0.592694,0.337806,0.190756,0.000215,0.000359,0.000644,0.000413,0.000287,582.815818,764.381497,920.524792,818.011218,663.522486,4341500.008,2307.901761,2040.708446,2055.719908,2041.208446,2040.780092,11.046035,-16.40642,544165.7208,530.929158,887.742288,612.977131,8739.973633,1024.930939,358.625321,1941,10.667796,10.011658,9.519824,10.503492,298.360989,0.968091,30.895132,1523.773697,2557.970821,1524.273697,1538.529179,11.042151,-16.351911,934127.2329,1087.183191,859.217877,14021.77832,1759.419723,362.18798,16.065535,12.92561,13.162515,12.688706,40.250656,0.950693,32.686903,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447777,1615615.453,1365.333597,1183.311871,24155.55664,3042.996278,362.110511,8.859943,11.287184,10.087457,12.486911,298.740727,0.847095,32.689788,1321.374656,2112.69293,1321.874656,1983.80707,11.040621,-16.400097,1096260.268,1158.124999,946.581992,16455.35742,2064.795747,358.026749,12.381895,13.461723,10.129279,16.794167,289.175102,0.646138,33.560672,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.402889,695497.0535,969.047938,717.711711,10345.92676,1309.962059,360.124426,10.313139,10.301055,9.711856,10.890254,303.387406,0.916396,34.043221
67,lsc1m009-fa04-20200218-0182-e91.fits,67,0,58898.85234,2458898.852,NaN,NaN,NaN,2458898.858063,NaN,1.26748,14.45807,13,23,35,0.1257,0.274707,0.592475,0.337376,0.190732,0.000216,0.00036,0.000645,0.000413,0.000289,581.375941,763.225306,918.866844,816.306245,660.6644,4345951.171,2315.187111,2040.708446,2055.719908,2041.208446,2040.780092,11.046035,-16.406411,546287.498,530.929158,893.443806,611.440243,8574.835938,1028.927286,370.824785,1841,10.406638,9.800247,9.402908,10.197586,301.005327,0.970245,34.871979,1523.773697,2557.970821,1524.273697,1538.529179,11.042151,-16.351904,936578.4265,1091.447267,858.106896,13556.78613,1764.036523,373.304969,15.986337,12.789837,13.130173,12.449502,38.713506,0.940313,37.62834,1306.194728,1672.475015,1306.694728,2424.024985,11.040499,-16.447768,1616895.832,1368.211752,1181.758474,24646.86133,3045.407859,373.621731,8.841732,11.073796,9.810514,12.337079,298.471207,0.829519,34.381723,1321.374656,2112.69293,1321.874656,1983.80707,11.040621,-16.400089,1096340.716,1160.605651,944.628105,16024.92383,2064.94727,368.28615,13.629004,13.309251,9.900874,16.717629,288.930616,0.629345,38.031317,1549.073577,2087.39305,1549.573577,2009.10695,11.042334,-16.40288,696136.1967,974.589835,714.28633,10222.08008,1311.165879,370.782795,8.919109,10.05122,9.538213,10.564227,304.93528,0.912475,37.626583
