 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
26,coj1m011-fa12-20190425-0083-e91.fits,26,0,58598.88416,2458598.884,2019,NaN,2458598.886,NaN,NaN,1.058226,79.984,5.688456,10,18,27,0.142062,0.082372,0.190632,0.189099,0.318434,0.211549,0.153171,0.151944,0.000224,0.000182,0.000285,0.000284,0.000394,0.000302,0.000253,0.000252,633.490006,451.691606,668.358286,666.196856,808.490443,700.113875,606.109277,602.984284,3667832.588,2000.036281,2084.83369,2098.876459,2085.33369,1997.623541,8.939283,-12.930656,521059.5961,314.159265,771.889507,675.044279,16566.69141,1658.584207,428.374636,1092,5.137359,7.91887,7.404197,8.433542,284.060606,0.97846,2073.959591,2059.910555,2074.459591,2036.589445,8.939206,-12.934884,302125.8,648.270057,466.04929,9949.663086,961.69629,430.948965,4.917521,7.920765,7.364712,8.476818,283.51887,0.975395,2238.382849,2222.737217,2238.882849,1873.762783,8.940409,-12.917071,587255.9091,806.410805,728.234177,17828.20117,1869.293616,434.39085,4.647153,7.88468,7.355709,8.413651,284.789005,0.97641,2434.128127,2417.011525,2434.628127,1679.488475,8.941841,-12.895816,583286.1145,804.155048,725.340363,18571.44531,1856.657367,435.03427,4.744505,7.905707,7.387945,8.423469,285.061137,0.977263,1449.752665,1553.150097,1450.252665,2543.349903,8.934629,-12.99045,885871.5672,940.569869,941.845573,28707.55273,2819.816777,429.440054,5.343076,7.878898,7.350952,8.406844,280.241172,0.979717,2718.143939,1360.634455,2718.643939,2735.865545,8.944032,-13.009732,640441.6261,829.818352,771.785324,19337.64844,2038.589011,424.314462,4.948173,7.876514,7.306954,8.446074,280.566493,0.976209,2162.801335,1208.09277,2163.301335,2888.40723,8.939934,-13.026917,487183.1744,751.99274,647.856221,15508.9834,1550.752208,424.255006,5.319213,7.963205,7.413916,8.512494,281.282731,0.977892,1739.324084,2554.926798,1739.824084,1541.573202,8.936689,-12.881743,483794.1966,751.277673,643.961899,15512.65234,1539.964757,430.204792,4.697335,7.923576,7.444552,8.4026,286.231468,0.979613
27,coj1m011-fa12-20190425-0084-e91.fits,27,0,58598.8854,2458598.885,2019,NaN,2458598.888,NaN,NaN,1.05903,79.972,5.788047,10,18,27,0.142512,0.082593,0.190284,0.189471,0.318765,0.212067,0.15277,0.151601,0.000224,0.000182,0.000285,0.000284,0.000395,0.000303,0.000253,0.000252,635.670471,453.511383,667.911435,667.094589,807.804559,699.608907,604.291604,601.506715,3664583.8,2000.052511,2084.73147,2098.764128,2085.23147,1997.735872,8.939283,-12.930651,522247.791,314.159265,770.541452,677.767289,16117.63184,1662.366349,431.621987,1085,5.026113,7.933858,7.482812,8.384903,284.680741,0.98309,2073.859609,2059.809096,2074.359609,2036.690904,8.939206,-12.934878,302667.555,646.620197,468.076247,9467.785156,963.42075,433.401807,5.036397,7.972459,7.494296,8.450622,283.854563,0.981773,2238.28928,2222.651274,2238.78928,1873.848726,8.940409,-12.917063,585836.4617,804.956974,727.786056,17044.74805,1864.775374,435.40532,4.836698,7.910839,7.425203,8.396475,283.78887,0.980957,2434.048424,2416.852595,2434.548424,1679.647405,8.941841,-12.895815,583732.0856,803.27339,726.691675,17799.92188,1858.076937,437.200378,4.847879,7.952175,7.442207,8.462142,283.529851,0.979427,1449.605566,1552.942824,1450.105566,2543.557176,8.934628,-12.990457,885784.3693,941.243804,941.078566,26605.83789,2819.539218,427.714065,5.425007,7.899039,7.410675,8.387402,279.458002,0.983045,2718.153672,1360.35297,2718.653672,2736.14703,8.944033,-13.00975,641167.07,831.317535,771.266144,18622.15039,2040.898171,425.656456,5.186135,7.898916,7.386859,8.410973,280.62177,0.980811,2162.71424,1207.896714,2163.21424,2888.603286,8.939934,-13.026925,485645.3885,752.139762,645.685035,14877.76563,1545.857283,428.164642,5.59187,7.955227,7.399365,8.511088,280.880205,0.977578,1739.20348,2554.791376,1739.70348,1541.708624,8.936689,-12.881737,482418.4251,751.174556,642.218804,14777.83203,1535.58554,432.334764,4.66582,7.930932,7.489262,8.372603,286.960035,0.982096
28,coj1m011-fa12-20190425-0085-e91.fits,28,0,58598.88665,2458598.887,2019,NaN,2458598.889,NaN,NaN,1.059898,79.968,5.882568,10,18,27,0.141776,0.082269,0.190805,0.189565,0.318151,0.211734,0.152614,0.151949,0.000225,0.000183,0.000286,0.000285,0.000394,0.000303,0.000253,0.000253,631.472657,450.284968,668.281812,665.696867,807.110582,699.168531,604.117953,601.069198,3659956.861,1999.014207,2084.889201,2098.809384,2085.389201,1997.690616,8.939284,-12.930658,518893.8055,314.159265,771.298632,672.753437,15393.19531,1651.690282,432.349811,1038,5.084652,7.963988,7.41919,8.508785,282.276418,0.977585,2074.005678,2059.819169,2074.505678,2036.680831,8.939206,-12.934888,301100.3518,648.149882,464.553586,9142.082031,958.432187,434.620612,5.120081,7.989465,7.414564,8.564365,279.600796,0.977015,2238.439728,2222.671191,2238.939728,1873.828809,8.940409,-12.917072,586443.1258,805.101985,728.408496,16234.63574,1866.706446,434.628384,4.875011,7.958384,7.385351,8.531416,281.286158,0.975929,2434.23796,2416.904601,2434.73796,1679.595399,8.941842,-12.895821,583238.9857,804.531112,724.942736,16757.98047,1856.507352,437.484282,4.908615,7.988797,7.38725,8.590344,281.016956,0.973902,1449.771843,1553.099587,1450.271843,2543.400413,8.934629,-12.990451,883371.9443,939.561548,940.195931,26433.37695,2811.860231,429.764561,5.604574,7.960355,7.413479,8.507232,277.125701,0.980092,2718.297493,1360.429957,2718.797493,2736.070043,8.944033,-13.009748,639528.3596,829.690051,770.803939,17714.53516,2035.681994,423.095836,5.206613,7.99433,7.399133,8.589527,278.578647,0.975981,2162.896181,1207.984028,2163.396181,2888.515972,8.939935,-13.026923,484603.5859,750.682922,645.5503,14146.62598,1542.541123,428.175651,5.535136,8.01089,7.415119,8.606662,278.159763,0.976243,1739.343448,2554.847156,1739.843448,1541.652844,8.93669,-12.881746,482770.86,752.271195,641.751091,13957.68848,1536.707375,430.97209,4.937812,7.999106,7.512851,8.485361,284.349363,0.98093
29,coj1m011-fa12-20190425-0086-e91.fits,29,0,58598.88789,2458598.888,2019,NaN,2458598.89,NaN,NaN,1.06082,79.98,5.722199,10,18,27,0.142427,0.082553,0.190497,0.189348,0.318075,0.211428,0.153175,0.152217,0.000225,0.000182,0.000285,0.000284,0.000394,0.000302,0.000253,0.000252,634.309879,452.737317,667.573194,665.847074,806.770441,699.110624,605.908295,603.262202,3657310.414,1996.448299,2084.729708,2098.743639,2085.229708,1997.756361,8.939283,-12.930663,520900.7396,314.159265,770.408608,676.135669,16218.83203,1658.078551,427.870769,1122,4.96019,7.908748,7.422279,8.395218,284.432188,0.980416,2073.842166,2059.806936,2074.342166,2036.693064,8.939206,-12.934888,301921.0795,646.192469,467.230886,9745.347656,961.044644,429.18039,4.944334,7.919822,7.404444,8.435201,282.786827,0.979357,2238.303244,2222.62066,2238.803244,1873.87934,8.940409,-12.917076,585223.4552,804.582929,727.362506,18012.85547,1862.824114,432.152144,4.776285,7.896736,7.380732,8.41274,283.893231,0.978364,2434.062958,2416.868246,2434.562958,1679.631754,8.941841,-12.895824,582256.1105,803.055527,725.050872,18278.80469,1853.378763,434.693954,4.745444,7.920787,7.427446,8.414128,283.556732,0.980566,1449.607704,1553.051713,1450.107704,2543.448287,8.934628,-12.990453,882573.8515,939.580545,939.327508,27238.02344,2809.319822,427.809405,5.106205,7.894076,7.387778,8.400375,279.120241,0.981908,2718.153962,1360.423393,2718.653962,2736.076607,8.944033,-13.009748,638302.035,828.313605,770.604311,18806.86328,2031.778481,422.587616,5.311802,7.913443,7.38154,8.445346,280.170176,0.979629,2162.741607,1207.944693,2163.241607,2888.555307,8.939935,-13.026926,485795.2724,750.00406,647.723524,14665.28125,1546.334379,424.452334,5.532598,7.949084,7.398575,8.499593,278.772043,0.979099,1739.189247,2554.814815,1739.689247,1541.685185,8.936689,-12.881746,483159.6898,749.755177,644.42328,15259.50781,1537.945059,427.972967,4.51817,7.934405,7.480947,8.387862,285.151102,0.982587
30,coj1m011-fa12-20190425-0087-e91.fits,30,0,58598.88914,2458598.889,2019,NaN,2458598.891,NaN,NaN,1.061807,80.028,5.608052,10,18,27,0.142352,0.082588,0.190678,0.188705,0.318707,0.212035,0.153002,0.151792,0.000225,0.000183,0.000285,0.000284,0.000395,0.000303,0.000253,0.000252,632.862514,451.776195,668.425789,665.077565,807.256015,700.088659,604.87329,601.290247,3657278.954,1996.759587,2084.87344,2098.771674,2085.37344,1997.728326,8.939283,-12.93065,520620.3862,314.159265,771.97732,674.398551,16959.04492,1657.186159,430.348918,1067,4.884445,7.87265,7.352576,8.392725,280.77507,0.979996,2074.002019,2059.811172,2074.502019,2036.688828,8.939206,-12.934877,302045.9277,647.917435,466.179657,10189.25391,961.442049,429.970063,4.82523,7.895634,7.373081,8.418186,282.01976,0.979176,2238.462376,2222.665089,2238.962376,1873.834911,8.940409,-12.917061,585685.7474,803.92268,728.534922,17423.91992,1864.295636,431.985883,4.732519,7.839405,7.298479,8.380332,282.05365,0.977358,2434.207782,2416.863199,2434.707782,1679.636801,8.941841,-12.895814,580587.358,801.861272,724.049631,18359.4375,1848.066958,436.133759,4.632453,7.878671,7.36453,8.392812,282.948421,0.979129,1449.791389,1553.061122,1450.291389,2543.438878,8.934629,-12.990442,883895.799,940.036126,940.278543,28809.71289,2813.527712,427.071929,5.28445,7.855077,7.363074,8.34708,277.34512,0.98336,2718.251298,1360.423185,2718.751298,2736.076815,8.944033,-13.009736,639809.6668,828.755476,772.012597,19403.44336,2036.577422,422.690567,5.050142,7.855111,7.300377,8.409845,279.10317,0.978112,2162.917581,1207.897583,2163.417581,2888.602417,8.939935,-13.02692,485316.6394,750.743038,646.448405,15603.00098,1544.810843,423.623276,5.08902,7.909899,7.365446,8.454351,278.461508,0.979489,1739.361957,2554.877321,1739.861957,1541.622679,8.936689,-12.88173,481983.7439,750.770943,641.98508,15174.04688,1534.201907,429.45951,4.643959,7.876405,7.413657,8.339153,284.053023,0.982377
31,coj1m011-fa12-20190425-0088-e91.fits,31,0,58598.89039,2458598.89,2019,NaN,2458598.893,NaN,NaN,1.062855,80.028,5.713877,10,18,27,0.142082,0.082502,0.190497,0.189431,0.318048,0.211206,0.153277,0.152258,0.000224,0.000183,0.000285,0.000285,0.000394,0.000302,0.000253,0.000253,633.646489,451.865625,668.036709,664.951458,806.554178,699.521203,605.576719,602.723139,3657397.485,1997.026589,2084.824543,2098.757387,2085.324543,1997.742613,8.939284,-12.930651,519650.6897,314.159265,769.446171,675.356782,16319.88867,1654.099519,428.483738,1088,4.842284,7.921402,7.417177,8.425628,285.259666,0.978337,2073.957632,2059.80643,2074.457632,2036.69357,8.939207,-12.934877,301741.1998,647.123115,466.28098,9735.890625,960.47207,430.402296,4.887641,7.940077,7.418957,8.461196,284.188739,0.977933,2238.403427,2222.552479,2238.903427,1873.947521,8.94041,-12.917072,585237.8172,803.865271,728.029731,16734.26953,1862.86983,434.683229,4.685456,7.956778,7.428747,8.48481,284.686693,0.977006,2434.145964,2416.798091,2434.645964,1679.701909,8.941842,-12.89582,582483.0178,804.650243,723.895908,17668.15625,1854.101031,434.903003,4.791607,7.948017,7.42449,8.471544,285.161475,0.976909,1449.729821,1552.964411,1450.229821,2543.535589,8.934629,-12.990453,882539.0867,939.797337,939.073832,27500.06641,2809.209162,427.556268,5.368349,7.930049,7.435588,8.42451,281.134675,0.981981,2718.206046,1360.401231,2718.706046,2736.098769,8.944033,-13.009743,637764.8997,826.939517,771.235243,18408.28906,2030.068726,422.626442,5.34495,7.914016,7.383189,8.444843,283.616022,0.977441,2162.80453,1207.915096,2163.30453,2888.584904,8.939935,-13.026922,486087.9441,750.903511,647.337424,15109.75977,1547.265982,423.892954,5.483002,7.964159,7.45824,8.470078,283.484276,0.979842,1739.332828,2554.744799,1739.832828,1541.755201,8.93669,-12.881741,483284.72,750.699494,643.779201,14353.49902,1538.343042,428.328678,4.699673,7.965884,7.473236,8.458532,286.103309,0.978793
32,coj1m011-fa12-20190425-0089-e91.fits,32,0,58598.89163,2458598.892,2019,NaN,2458598.894,NaN,NaN,1.063948,79.976,5.687852,10,18,27,0.142194,0.082728,0.190736,0.189486,0.318225,0.212283,0.152779,0.151372,0.000225,0.000183,0.000286,0.000285,0.000395,0.000303,0.000253,0.000252,632.711675,451.741494,666.878728,665.144247,805.44444,699.734417,604.234852,600.13906,3656349.067,1999.047741,2084.804911,2098.847473,2085.304911,1997.652527,8.939284,-12.930662,519910.9034,314.159265,770.987544,674.344102,16263.30469,1654.927805,433.410136,1091,5.132035,7.889749,7.349012,8.430485,281.610162,0.97796,2073.932561,2059.910337,2074.432561,2036.589663,8.939207,-12.934888,302480.9922,648.844851,466.183852,9592.4375,962.826902,432.250547,5.043935,7.943332,7.37695,8.509715,283.093369,0.975,2238.364143,2222.722437,2238.864143,1873.777563,8.94041,-12.917075,585687.1328,805.961628,726.69357,17446.34375,1864.300046,438.42639,4.701266,7.85526,7.32741,8.38311,282.407142,0.978274,2434.12022,2416.991164,2434.62022,1679.508836,8.941842,-12.89582,582458.7472,804.090241,724.369875,18195.63477,1854.023775,438.046545,4.856342,7.878329,7.313394,8.443264,281.461792,0.976001,1449.693149,1553.081273,1450.193149,2543.418727,8.934629,-12.990463,882656.9712,941.25024,937.749531,27906.00391,2809.584401,431.617637,5.344827,7.850825,7.291316,8.410335,277.913587,0.978272,2718.133558,1360.539966,2718.633558,2735.960034,8.944033,-13.009749,640262.679,829.558541,771.811328,18657.88672,2038.019405,426.795335,4.853687,7.861896,7.275711,8.448081,279.155938,0.9756,2162.773787,1207.994201,2163.273787,2888.505799,8.939935,-13.026935,484580.9307,750.351701,645.805067,15039.30566,1542.469009,429.109909,5.263971,7.934887,7.358081,8.511694,278.063061,0.977336,1739.285827,2554.931457,1739.785827,1541.568543,8.93669,-12.881743,480702.6058,750.272983,640.703606,14838.4541,1530.123917,433.073394,4.592874,7.901696,7.360701,8.442692,283.394217,0.976689
33,coj1m011-fa12-20190425-0090-e91.fits,33,0,58598.89286,2458598.893,2019,NaN,2458598.895,NaN,NaN,1.065101,79.972,5.456074,10,18,27,0.141901,0.08258,0.190996,0.188613,0.318427,0.212023,0.153261,0.151547,0.000225,0.000183,0.000286,0.000284,0.000395,0.000303,0.000254,0.000252,631.616122,451.214107,668.115627,664.25876,806.242187,698.978964,604.001794,600.188317,3663147.095,2002.558833,2084.762564,2098.809182,2085.262564,1997.690818,8.939284,-12.930656,519803.6777,314.159265,772.357854,673.008858,17474.78125,1654.586495,439.978053,1061,4.785499,7.77916,7.24261,8.31571,283.687412,0.976097,2073.897961,2059.873983,2074.397961,2036.626017,8.939206,-12.934881,302501.7724,649.701422,465.601216,10179.89063,962.893047,437.718146,4.891997,7.825261,7.267313,8.383208,282.047756,0.975844,2238.334694,2222.683706,2238.834694,1873.816294,8.94041,-12.917069,587447.6653,806.559481,728.337685,18376.33008,1869.903995,441.891114,4.575158,7.79287,7.253427,8.332312,283.195904,0.97634,2434.104632,2416.890778,2434.604632,1679.609222,8.941842,-12.895821,581280.7359,803.796331,723.169183,18890.16406,1850.274049,442.829638,4.615594,7.818816,7.260293,8.37734,283.793515,0.97428,1449.661672,1553.058714,1450.161672,2543.441286,8.934629,-12.990453,884723.7511,942.089025,939.108436,29100.48242,2816.163165,434.518516,4.899164,7.775985,7.285649,8.266322,282.443386,0.980825,2718.191515,1360.478792,2718.691515,2736.021208,8.944033,-13.009742,640805.4227,831.428839,770.727924,20271.98633,2039.747012,429.169325,4.556515,7.776469,7.224154,8.328784,281.819636,0.976197,2162.773486,1207.933019,2163.273486,2888.566981,8.939935,-13.026928,486808.1548,754.157274,645.499515,15654.44336,1549.558483,433.733894,5.245792,7.818548,7.253366,8.383731,280.286428,0.976401,1739.237779,2554.838819,1739.737779,1541.661181,8.93669,-12.881744,482081.3653,752.367132,640.752825,15658.85352,1534.512645,435.886639,4.391025,7.790762,7.304295,8.277229,284.728953,0.979589
34,coj1m011-fa12-20190425-0091-e91.fits,34,0,58598.8941,2458598.894,2019,NaN,2458598.896,NaN,NaN,1.06632,79.976,5.519145,10,18,27,0.141977,0.082472,0.19048,0.189405,0.318571,0.212192,0.152501,0.151783,0.000225,0.000183,0.000286,0.000285,0.000395,0.000304,0.000253,0.000253,631.591356,449.564672,665.937088,664.046434,805.772854,698.061377,601.894784,599.48206,3660434.271,2004.105438,2084.734652,2098.838624,2085.234652,1997.661376,8.939284,-12.930651,519696.5814,314.159265,772.074716,673.116954,16883.1582,1654.245597,440.929897,1057,4.905048,7.843417,7.205726,8.481108,282.199413,0.968537,2073.854516,2059.83793,2074.354516,2036.66207,8.939207,-12.934883,301881.8145,650.839162,463.834741,10364.82324,960.91966,440.848568,4.939674,7.859888,7.228539,8.491238,282.736059,0.968739,2238.319662,2222.689184,2238.819662,1873.810816,8.94041,-12.917066,585679.83,807.091156,725.66751,18331.50195,1864.2768,445.588982,4.623475,7.838183,7.193308,8.483057,282.058563,0.967933,2434.08694,2416.919277,2434.58694,1679.580723,8.941842,-12.895815,582901.0058,806.07575,723.134278,19266.39648,1855.431528,447.745518,4.602509,7.877028,7.21453,8.539525,281.827512,0.966748,1449.560708,1553.009225,1450.060708,2543.490775,8.934628,-12.990457,884372.0999,941.810981,939.012305,28033.63672,2815.043824,439.785439,4.5385,7.825,7.162379,8.48762,277.532894,0.969675,2718.160744,1360.397362,2718.660744,2736.102638,8.944034,-13.009752,640752.5253,832.407239,769.758473,20531.22461,2039.578634,432.199311,5.030626,7.820131,7.125761,8.514501,278.975567,0.965696,2162.718871,1207.90698,2163.218871,2888.59302,8.939935,-13.026932,484354.0326,753.22877,643.037085,15670.65527,1541.74677,438.683871,5.410515,7.857818,7.182192,8.533444,279.056182,0.967744,1739.263257,2554.828972,1739.763257,1541.671028,8.93669,-12.881741,482374.777,753.671706,640.033019,15566.67578,1535.446604,440.714317,4.646738,7.846047,7.231653,8.460442,283.642009,0.969325
35,coj1m011-fa12-20190425-0092-e91.fits,35,0,58598.89534,2458598.895,2019,NaN,2458598.898,NaN,NaN,1.067595,79.988,5.706289,10,18,27,0.141773,0.08271,0.190537,0.189497,0.31855,0.211217,0.153356,0.151688,0.000224,0.000183,0.000286,0.000285,0.000395,0.000302,0.000253,0.000252,632.482952,451.240171,667.27559,664.644851,807.124422,698.464232,605.038981,601.717316,3666248.221,2003.082416,2084.828766,2098.705094,2085.328766,1997.794906,8.939284,-12.93065,519776.5116,314.159265,771.176816,674.004328,16206.70996,1654.500023,438.623658,1125,4.889033,7.774947,7.308125,8.241769,282.973076,0.982294,2073.957384,2059.740841,2074.457384,2036.759159,8.939206,-12.934878,303233.5897,651.257798,465.612221,9790.775391,965.222494,439.442248,5.016744,7.778584,7.301612,8.255556,282.971378,0.98154,2238.409086,2222.572526,2238.909086,1873.927474,8.94041,-12.917064,586756.5113,806.96986,727.110813,17386.95313,1867.703983,443.029834,4.689417,7.792772,7.296544,8.289,284.109973,0.979278,2434.167746,2416.803513,2434.667746,1679.696487,8.941842,-12.895813,584063.9118,807.178819,723.586767,18150.84375,1859.133173,444.36183,4.825985,7.800927,7.284945,8.316909,283.825652,0.97789,1449.694663,1552.882644,1450.194663,2543.617356,8.934629,-12.990456,885733.1829,941.884565,940.384008,27976.41211,2819.376286,436.396451,5.349316,7.733207,7.260788,8.205627,279.232501,0.983531,2718.194312,1360.341766,2718.694312,2736.158234,8.944033,-13.00974,639335.0543,830.433414,769.881178,19413.26367,2035.066684,433.58726,5.14714,7.74118,7.191401,8.29096,279.888618,0.977444,2162.802793,1207.878507,2163.302793,2888.621493,8.939935,-13.026917,487481.6745,753.76198,646.731577,15181.29492,1551.702363,432.416828,5.479306,7.84134,7.322537,8.360143,280.931457,0.979848,1739.340524,2554.756998,1739.840524,1541.743002,8.93669,-12.881736,482877.8861,751.450498,642.594406,15202.81445,1537.04805,436.907954,4.734225,7.779042,7.30761,8.250474,285.411599,0.980225
36,coj1m011-fa12-20190425-0093-e91.fits,36,0,58598.89659,2458598.897,2019,NaN,2458598.899,NaN,NaN,1.068938,80.028,5.583796,10,18,27,0.14253,0.082218,0.190573,0.188599,0.319187,0.211602,0.152929,0.152087,0.000225,0.000182,0.000285,0.000284,0.000395,0.000303,0.000253,0.000253,633.489223,450.883873,668.275142,664.19474,807.653744,699.44943,603.498613,602.243752,3665607.986,2002.005533,2084.756818,2098.66708,2085.256818,1997.83292,8.939284,-12.930657,522460.1324,314.159265,773.798216,675.189115,16128.94727,1663.042253,437.600151,1106,4.960171,7.779594,7.312182,8.247007,285.063329,0.980837,2073.871476,2059.719588,2074.371476,2036.780412,8.939207,-12.934883,301380.0393,647.836678,465.209904,9547.850586,959.32246,439.377492,4.847157,7.756326,7.265524,8.247129,283.313142,0.980118,2238.267552,2222.507518,2238.767552,1873.992482,8.94041,-12.917074,586748.5445,805.539681,728.391858,17914.44727,1867.678624,440.604037,4.470496,7.737624,7.265793,8.209455,285.576048,0.979842,2434.0454,2416.787329,2434.5454,1679.712671,8.941842,-12.895819,581634.4161,804.554982,722.926872,18166.63281,1851.399848,445.045047,4.865407,7.724303,7.221358,8.227248,284.207698,0.978262,1449.523413,1552.868405,1450.023413,2543.631595,8.934629,-12.990457,886919.9517,942.367825,941.161113,27829.26172,2823.153889,437.249846,4.607031,7.696612,7.20975,8.183474,278.520988,0.98263,2718.092911,1360.298665,2718.592911,2736.201335,8.944033,-13.009745,640186.2658,830.130282,771.187704,19944.375,2037.776174,432.524597,5.039885,7.746829,7.240758,8.252901,281.264158,0.980163,2162.685479,1207.811864,2163.185479,2888.688136,8.939935,-13.026923,486221.7072,754.10153,644.769554,14839.42481,1547.691763,435.381024,5.390475,7.772085,7.267683,8.276486,281.478101,0.980296,1739.204097,2554.74069,1739.704097,1541.75931,8.93669,-12.881742,483897.1009,752.316914,643.209121,15145.44043,1540.292311,436.342638,4.783456,7.760315,7.293283,8.227347,284.386865,0.981279
37,coj1m011-fa12-20190425-0094-e91.fits,37,0,58598.89784,2458598.898,2019,NaN,2458598.9,NaN,NaN,1.070345,79.972,5.634918,10,18,27,0.141715,0.082123,0.190337,0.189226,0.319535,0.211695,0.152616,0.151684,0.000224,0.000182,0.000285,0.000284,0.000395,0.000303,0.000252,0.000252,631.980065,450.514553,668.566032,665.848789,808.375062,699.797766,604.605536,601.773336,3667647.433,2001.220763,2084.830424,2098.909031,2085.330424,1997.590969,8.939284,-12.93066,519759.7526,314.159265,771.985578,673.276506,17781.37109,1654.446677,434.079418,1073,5.099128,7.727255,7.203781,8.250729,283.244386,0.977293,2073.965202,2059.950858,2074.465202,2036.549142,8.939207,-12.934888,301198.2627,648.050508,464.775907,10412.62695,958.743847,434.782401,4.998447,7.744433,7.203335,8.285531,282.047258,0.976795,2238.414975,2222.793484,2238.914975,1873.706516,8.94041,-12.917072,586463.7784,804.894029,728.622349,18541.82813,1866.772185,436.890032,4.765701,7.743877,7.209045,8.278709,283.659684,0.976058,2434.167712,2416.997402,2434.667712,1679.502598,8.941842,-12.895824,583584.5727,804.965276,724.981052,19018.75977,1857.607389,440.07716,4.716157,7.768651,7.248882,8.28842,283.234263,0.977854,1449.672967,1553.189058,1450.172967,2543.310942,8.934628,-12.990455,888146.7852,942.845476,941.985519,28829.12891,2827.059021,432.56536,5.145332,7.724842,7.219207,8.230477,279.510529,0.980989,2718.254431,1360.583965,2718.754431,2735.916035,8.944034,-13.009749,640774.5955,830.581255,771.477314,19714.59766,2039.648886,427.853511,4.855819,7.718997,7.157993,8.280002,280.175331,0.976216,2162.79559,1208.062982,2163.29559,2888.437018,8.939935,-13.026932,485626.5311,751.684908,646.05066,16159.98145,1545.797258,429.876623,5.408566,7.761999,7.216173,8.307825,280.35929,0.977612,1739.322577,2554.943565,1739.822577,1541.556435,8.93669,-12.881746,483051.17,751.80319,642.523438,16301.61621,1537.59963,432.30653,4.506399,7.720923,7.219475,8.222371,285.460557,0.977266
