 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7
11,lsc1m005-fa15-20190407-0068-e91.fits,11,0,58581.48434,2458581.484,2019,NaN,2458581.484,NaN,NaN,42,1.290604,8.181175,15,28,42,0.1115,0.157558,0.128338,0.171024,0.596459,0.134808,0.125738,0.000136,0.000173,0.000155,0.000181,0.000444,0.000159,0.000154,819.796288,910.800407,825.738015,945.303723,1344.49192,847.318598,817.505936,7520934.821,2773.513137,2010.279541,2016.306132,2010.779541,2080.193868,5.056417,-54.177927,838584.9529,706.858347,975.053317,860.040101,7629.414551,1186.355026,273.744082,2679,7.090224,14.208587,14.018756,14.398417,57.602194,0.996064,1768.280494,2258.377224,1768.780494,1838.122776,5.053407,-54.15198,1023691.052,1048.615241,976.231331,9238.367188,1448.226587,276.829638,6.770888,14.349505,14.148055,14.550955,61.862579,0.997444,2347.663114,2511.757898,2348.163114,1584.742102,5.060511,-54.123938,855434.6353,981.006633,871.99679,7547.574707,1210.192451,271.324718,7.190795,14.366168,13.985757,14.746579,63.900219,0.992545,2205.671837,2740.562257,2206.171837,1355.937743,5.058734,-54.099339,1098407.197,1076.597244,1020.258229,9583.962891,1553.928311,276.528119,7.171212,14.378259,13.888964,14.867554,70.984057,0.992551,2267.3059,911.22828,2267.8059,3185.27172,5.059729,-54.297231,2809924.088,1591.240347,1765.870311,26694.89844,3975.229407,282.012523,6.87326,13.745407,13.861245,13.62957,39.643628,0.99178,2971.248336,935.514035,2971.748336,3160.985965,5.068427,-54.293733,893437.4863,994.996642,897.930153,8466.108398,1263.955487,268.436134,6.78367,13.725706,13.799976,13.651435,42.329292,0.986486,2910.351935,1123.616075,2910.851935,2972.883925,5.067646,-54.273458,840040.3624,974.310729,862.189379,7973.436523,1188.41401,273.072117,6.783035,13.892151,13.926018,13.858284,43.806745,0.98629
12,lsc1m005-fa15-20190407-0069-e91.fits,12,0,58581.48513,2458581.485,2019,NaN,2458581.485,NaN,NaN,42,1.293504,7.888321,15,28,42,0.111079,0.157719,0.128355,0.170731,0.596895,0.134367,0.126056,0.000135,0.000172,0.000155,0.00018,0.000442,0.000158,0.000153,822.787809,915.625889,830.6237,949.114761,1349.662002,851.238465,823.195388,7538847.352,2767.543153,2010.297175,2016.321939,2010.797175,2080.178061,5.056419,-54.17793,837405.4375,706.858347,970.228593,863.101173,8095.570312,1184.686353,263.837984,2625,6.551006,14.159732,13.937264,14.3822,59.316815,0.995702,1768.330508,2258.563012,1768.830508,1837.936988,5.053409,-54.151964,1027037.218,1046.359765,981.533553,9805.798828,1452.960444,266.589667,6.384989,14.292154,14.097954,14.486355,62.056634,0.997653,2347.693401,2511.791752,2348.193401,1584.708248,5.060512,-54.123938,857574.8163,977.49753,877.316607,7726.10498,1213.220187,259.863691,6.979352,14.276362,13.912123,14.640601,63.430419,0.992774,2205.621138,2740.57095,2206.121138,1355.92905,5.058734,-54.099342,1099410.174,1073.361146,1024.268652,10013.59863,1555.347233,264.12946,6.689412,14.339745,13.906267,14.773223,69.729419,0.993682,2267.350814,911.253998,2267.850814,3185.246002,5.05973,-54.297234,2817907.478,1591.417302,1770.690488,27497.8418,3986.523594,270.645923,6.488724,13.663471,13.814914,13.512027,37.59327,0.992484,2971.271724,935.415817,2971.771724,3161.084183,5.068429,-54.293748,892983.4019,989.895241,902.098893,8723.498047,1263.313089,256.814301,6.896719,13.66116,13.750561,13.571759,41.611577,0.987699,2910.388747,1123.566878,2910.888747,2972.933122,5.067648,-54.273468,843934.2631,971.760852,868.458799,8077.709473,1193.922752,260.15966,7.046872,13.751776,13.784812,13.718741,43.643711,0.989694
13,lsc1m005-fa15-20190407-0070-e91.fits,13,0,58581.48593,2458581.486,2019,NaN,2458581.486,NaN,NaN,42,1.296483,7.480735,15,28,42,0.11141,0.15808,0.128434,0.171211,0.594997,0.134825,0.125686,0.000135,0.000172,0.000154,0.00018,0.00044,0.000158,0.000152,828.078089,919.594838,834.28896,953.529701,1353.281238,855.980753,825.375551,7546961.623,2761.27419,2010.414913,2016.094736,2010.914913,2080.405264,5.05642,-54.177945,840804.0101,706.858347,967.643779,868.918944,8356.334961,1189.49435,252.996943,2639,6.196917,14.115586,13.873403,14.357768,60.710715,0.99567,1768.443097,2258.238202,1768.943097,1838.261798,5.05341,-54.151992,1030171.227,1044.842381,985.9585,10171.06152,1457.39416,255.883655,6.242532,14.14057,13.871982,14.409157,65.159112,0.996555,2347.831823,2511.675164,2348.331823,1584.824836,5.060513,-54.123942,858963.8512,974.641469,881.312645,8200.922852,1215.18527,251.543965,6.483226,14.190958,13.825863,14.556054,64.59741,0.993379,2205.755186,2740.417611,2206.255186,1356.082389,5.058735,-54.099352,1103237.214,1071.835004,1029.297615,10520.09668,1560.761386,254.708289,6.638025,14.281002,13.811158,14.750846,69.368058,0.992354,2267.30806,911.055892,2267.80806,3185.444108,5.05973,-54.297238,2815316.791,1587.820714,1773.069697,28521.25391,3982.858521,260.262748,6.312887,13.608444,13.740553,13.476334,38.65047,0.992201,2971.089097,935.434999,2971.589097,3161.065001,5.068426,-54.293726,896632.4246,988.123084,907.409653,9574.317383,1268.4754,246.825294,6.277989,13.57161,13.630436,13.512783,42.878716,0.986269,2910.262821,1123.489156,2910.762821,2973.010844,5.067646,-54.273458,842640.1164,967.79204,870.683041,8568.37207,1192.091909,251.289537,6.325245,13.638797,13.640114,13.63748,44.948723,0.988366
14,lsc1m005-fa15-20190407-0071-e91.fits,14,0,58581.48672,2458581.487,2019,NaN,2458581.486,NaN,NaN,42,1.299426,7.282604,15,28,42,0.111526,0.157494,0.128821,0.171081,0.595754,0.13466,0.125761,0.000134,0.000171,0.000154,0.000179,0.00044,0.000157,0.000152,830.475257,919.969097,837.166731,954.68684,1354.561111,856.689396,827.639873,7537384.468,2754.157231,2010.240793,2016.142051,2010.740793,2080.357949,5.056419,-54.177942,840613.9288,706.858347,964.478272,871.573734,8333.399414,1189.22544,244.849111,2715,6.221188,14.116935,13.946642,14.287229,56.75272,0.996342,1768.171047,2258.218354,1768.671047,1838.281646,5.053407,-54.151996,1025569.064,1039.914958,986.204743,10405.00391,1450.883432,248.435106,6.070993,14.214975,14.048638,14.381312,58.226107,0.997241,2347.638368,2511.637343,2348.138368,1584.862657,5.060512,-54.123946,860166.0855,972.374816,884.603417,8073.504883,1216.886083,242.883197,6.469127,14.25818,13.990549,14.525812,58.902745,0.993528,2205.614985,2740.445556,2206.114985,1356.054444,5.058734,-54.099348,1101119.715,1068.501424,1030.527139,10330.94336,1557.765739,247.216048,6.559966,14.323688,13.945064,14.702312,65.572381,0.993553,2267.234577,911.077575,2267.734577,3185.422425,5.05973,-54.297243,2813984.907,1586.391086,1773.827987,29638.26172,3980.97429,253.79321,5.830414,13.660277,13.885604,13.43495,35.140311,0.990446,2970.971394,935.378661,2971.471394,3161.121339,5.068426,-54.293738,894526.7904,985.05433,908.098937,9531.569336,1265.496537,239.522008,6.31719,13.59516,13.760527,13.429793,38.942955,0.986566,2910.122895,1123.538026,2910.622895,2972.961974,5.067646,-54.273458,842017.9059,964.252118,873.234178,8826.916992,1191.211661,244.570026,6.028614,13.691839,13.815295,13.568383,40.386883,0.987351
15,lsc1m005-fa15-20190407-0072-e91.fits,15,0,58581.48751,2458581.488,2019,NaN,2458581.487,NaN,NaN,42,1.302398,6.752541,15,28,42,0.111353,0.157744,0.128466,0.170774,0.596922,0.134537,0.125702,0.000134,0.000171,0.000153,0.000179,0.00044,0.000157,0.000152,831.542956,923.123187,838.829309,956.691141,1357.924772,858.318964,829.214926,7553115.2,2753.092218,2010.522606,2016.26551,2011.022606,2080.23449,5.05642,-54.177923,841059.0118,706.858347,963.865758,872.589368,9101.373047,1189.855104,240.786942,2618,5.492599,14.036014,13.899076,14.172952,55.263529,0.996904,1768.519591,2258.296355,1769.019591,1838.203645,5.053409,-54.151982,1029119.784,1039.775136,989.752254,10712.63281,1455.906673,243.841734,5.833887,14.103813,13.892552,14.315073,62.301605,0.997218,2347.839565,2511.682865,2348.339565,1584.817135,5.060512,-54.123937,859854.4288,970.156138,886.305199,9065.316406,1216.445179,238.187764,5.851193,14.160794,13.802556,14.519032,64.464824,0.993525,2205.906193,2740.370607,2206.406193,1356.129393,5.058736,-54.099352,1101729.502,1066.93164,1032.614894,11514.2334,1558.628411,242.563157,5.840353,14.256983,13.850647,14.663319,69.138915,0.994177,2267.486538,911.012519,2267.986538,3185.487481,5.059731,-54.297242,2823319.006,1587.47408,1778.497704,31421.29492,3994.17934,249.446243,5.558606,13.462323,13.628703,13.295944,37.054083,0.991854,2971.284001,935.3667,2971.784001,3161.1333,5.068427,-54.293732,895672.8748,984.523751,909.75243,10415.70313,1267.117915,236.475115,5.750454,13.442553,13.550571,13.334536,41.13569,0.985721,2910.436287,1123.483118,2910.936287,2973.016882,5.067647,-54.273457,843419.6038,964.094085,874.831219,9524.208008,1193.194658,239.854223,5.658089,13.541741,13.650456,13.433026,40.718527,0.988373
16,lsc1m005-fa15-20190407-0073-e91.fits,16,0,58581.4883,2458581.488,2019,NaN,2458581.488,NaN,NaN,42,1.305413,7.011922,15,28,42,0.111274,0.157983,0.128828,0.170755,0.595956,0.134403,0.125745,0.000134,0.000171,0.000153,0.000178,0.000439,0.000156,0.000151,832.442812,924.673233,840.977606,957.796116,1358.864985,860.474476,830.409904,7546445.505,2747.476908,2010.530873,2016.098546,2011.030873,2080.401454,5.05642,-54.17793,839719.8308,706.858347,961.298234,873.526863,8637.004883,1187.96055,235.674309,2600,5.843435,14.002697,13.887596,14.117798,53.497578,0.996837,1768.523372,2258.228595,1769.023372,1838.271405,5.05341,-54.151977,1029559.541,1038.380932,991.504668,10395.74121,1456.528802,238.326039,6.014031,14.089138,13.964094,14.214181,57.742627,0.998298,2347.941843,2511.568219,2348.441843,1584.931781,5.060514,-54.123939,861238.7843,969.055964,888.739986,8704.816406,1218.403642,233.162551,6.171651,14.101362,13.863774,14.33895,58.59243,0.994563,2205.904644,2740.411183,2206.404644,1356.088817,5.058737,-54.099336,1100653.503,1064.66069,1033.806839,11084.29492,1557.106184,237.228621,6.232854,14.185482,13.872489,14.498475,64.827626,0.995223,2267.481759,911.02654,2267.981759,3185.47346,5.059731,-54.297231,2817966.677,1584.768779,1778.156356,29934.57422,3986.607343,243.684567,5.888244,13.49212,13.731918,13.252323,33.262757,0.992042,2971.323617,935.397103,2971.823617,3161.102897,5.068428,-54.293722,894094.6612,980.134784,912.21603,9669.8125,1264.885199,229.314449,6.146709,13.486883,13.720335,13.253431,36.356838,0.986435,2910.445709,1123.546151,2910.945709,2972.953849,5.067647,-54.273443,842932.3389,962.115522,876.123833,9068.68457,1192.505319,234.575967,6.033988,13.592274,13.780982,13.403566,37.667444,0.987975
17,lsc1m005-fa15-20190407-0074-e91.fits,17,0,58581.48908,2458581.489,2019,NaN,2458581.489,NaN,NaN,42,1.308427,6.796632,15,28,42,0.11145,0.157598,0.128966,0.170957,0.595205,0.134839,0.125729,0.000134,0.00017,0.000153,0.000178,0.000438,0.000156,0.000151,834.35157,924.975337,842.268158,959.255742,1359.707707,862.256443,831.250959,7549012.12,2746.006676,2010.287081,2016.196427,2010.787081,2080.303573,5.05642,-54.17793,841337.8851,706.858347,960.809409,875.655335,9070.726562,1190.249629,233.482211,2554,5.592536,14.070833,13.950162,14.191505,56.309429,0.998011,1768.346436,2258.253361,1768.846436,1838.246639,5.05341,-54.151983,1027741.142,1036.307319,991.733942,10905.13281,1453.956293,236.296573,5.577139,14.132614,13.981973,14.283255,62.436412,0.99861,2347.734484,2511.632699,2348.234484,1584.867301,5.060514,-54.12394,862350.4252,968.734911,890.182047,9039.720703,1219.976292,230.719229,5.948077,14.137996,13.855831,14.420161,62.97438,0.995381,2205.653881,2740.406284,2206.153881,1356.093716,5.058736,-54.099344,1102139.278,1064.338779,1035.515477,11552.59375,1559.208125,236.02419,6.073572,14.238563,13.912712,14.564415,67.724445,0.995879,2267.263901,911.122265,2267.763901,3185.377735,5.059731,-54.297237,2816697.495,1583.875188,1778.358242,30985.10938,3984.811817,240.69293,5.582031,13.533582,13.741761,13.325404,33.17354,0.994123,2971.075837,935.503431,2971.575837,3160.996569,5.068428,-54.293726,896958.851,981.077015,914.259368,10320.04395,1268.937199,227.253582,5.771954,13.438672,13.647286,13.230058,37.115558,0.986955,2910.224178,1123.575497,2910.724178,2972.924503,5.067647,-54.273455,843124.9291,961.344228,877.027089,9350.300781,1192.777779,230.967634,6.019196,13.630328,13.713622,13.547034,41.352325,0.990737
18,lsc1m005-fa15-20190407-0075-e91.fits,18,0,58581.48987,2458581.49,2019,NaN,2458581.49,NaN,NaN,42,1.311496,7.305789,15,28,42,0.111456,0.157912,0.128792,0.171192,0.595091,0.134889,0.125396,0.000134,0.000171,0.000153,0.000178,0.000438,0.000157,0.000151,834.043893,925.477956,842.010249,959.59747,1358.970667,860.963264,830.626062,7539952.733,2743.83685,2010.138456,2016.078639,2010.638456,2080.421361,5.056419,-54.177942,840374.9352,706.858347,960.059714,875.33611,8477.228516,1188.887333,229.827882,2597,6.115329,14.046869,13.77113,14.322608,62.571227,0.995352,1768.150704,2258.173339,1768.650704,1838.326661,5.053409,-54.151993,1028275.208,1036.108088,992.440093,10478.71484,1454.711841,233.005917,6.137654,14.064106,13.770031,14.358181,66.142653,0.99614,2347.594528,2511.546215,2348.094528,1584.953785,5.060513,-54.123951,860285.333,966.695606,889.923703,8124.608398,1217.054784,228.199912,6.616012,14.091394,13.66866,14.514129,65.332206,0.991537,2205.510787,2740.421652,2206.010787,1356.078348,5.058735,-54.099346,1102108.359,1063.767527,1036.042491,10581.0918,1559.164383,232.017694,6.681087,14.192022,13.677578,14.706465,69.843872,0.990984,2267.142343,911.012145,2267.642343,3185.487855,5.05973,-54.29724,2812978.758,1583.006248,1776.985253,28874.80078,3979.550881,238.028416,6.18755,13.540686,13.591172,13.490201,42.391344,0.993276,2970.923558,935.337511,2971.423558,3161.162489,5.068426,-54.293735,896173.2946,981.845708,912.743507,9696.46875,1267.825864,224.616086,6.372893,13.491713,13.468918,13.514507,45.832272,0.986468,2910.031532,1123.43736,2910.531532,2973.06264,5.067645,-54.273462,840131.7815,958.691385,876.331836,8977.335938,1188.543341,228.461561,6.233366,13.58315,13.545518,13.620783,46.466381,0.988271
19,lsc1m005-fa15-20190407-0076-e91.fits,19,0,58581.49066,2458581.491,2019,NaN,2458581.49,NaN,NaN,42,1.31458,6.66975,15,28,42,0.111253,0.158023,0.128628,0.170915,0.596899,0.134406,0.125287,0.000133,0.00017,0.000153,0.000178,0.000438,0.000156,0.000151,835.145887,927.057577,843.39074,960.990509,1361.457323,862.111535,831.44725,7546456.568,2741.369005,2010.456606,2016.045126,2010.956606,2080.454874,5.056423,-54.177926,839567.8744,706.858347,957.915013,876.453405,9308.479492,1187.745576,228.078359,2581,5.638506,13.922838,13.802781,14.042894,53.365419,0.996412,1768.301194,2258.08285,1768.801194,1838.41715,5.05341,-54.151982,1029786.029,1035.873737,994.123118,11539.5625,1456.849217,230.159975,5.317018,14.025523,13.857714,14.193331,58.215159,0.997111,2347.727113,2511.394029,2348.227113,1585.105971,5.060515,-54.123945,860057.0245,964.871726,891.369289,9062.022461,1216.731794,225.712544,6.023252,14.056445,13.777738,14.335152,59.279632,0.993125,2205.776325,2740.27196,2206.276325,1356.22804,5.058738,-54.099338,1101532.376,1061.735317,1037.483032,11635.99414,1558.349534,229.157434,5.928733,14.134741,13.791355,14.478128,63.858041,0.993699,2267.276839,910.99199,2267.776839,3185.50801,5.059732,-54.297231,2820763.644,1583.996441,1780.78913,33185.69531,3990.564242,235.747429,5.176507,13.409366,13.626233,13.192499,34.94379,0.991156,2971.113448,935.38194,2971.613448,3161.11806,5.068429,-54.293718,894113.7995,978.340713,913.908404,10837.81055,1264.912275,221.669815,5.658864,13.380793,13.593865,13.167722,37.631262,0.984335,2910.275906,1123.394933,2910.775906,2973.105067,5.067649,-54.273453,840203.6946,957.922239,877.110542,9782.015625,1188.645077,225.880533,5.639576,13.550858,13.686342,13.415374,39.842256,0.987532
20,lsc1m005-fa15-20190407-0077-e91.fits,20,0,58581.49144,2458581.491,2019,NaN,2458581.491,NaN,NaN,42,1.317696,7.198217,15,28,42,0.111494,0.157934,0.128935,0.170837,0.596033,0.134371,0.125602,0.000133,0.00017,0.000153,0.000178,0.000438,0.000156,0.000151,836.250637,926.689289,843.382259,959.694329,1360.106372,861.655795,832.065521,7531773.046,2738.134269,2010.881253,2016.40474,2011.381253,2080.09526,5.056422,-54.177926,839744.3393,706.858347,956.647547,877.799083,8896.764648,1187.995223,224.742447,2581,6.009835,14.046543,14.112281,13.980805,40.231179,0.996809,1768.7162,2258.56195,1769.2162,1837.93805,5.053409,-54.151971,1027278.628,1033.692975,993.794727,10767.42481,1453.301969,228.542536,6.189699,14.101967,14.138832,14.065103,41.395616,0.998264,2348.302246,2511.977774,2348.802246,1584.522226,5.060515,-54.123924,860200.9505,964.946702,891.449184,8427.458984,1216.935407,223.202966,6.20873,14.147866,14.057703,14.238029,50.515062,0.995562,2206.279276,2740.734103,2206.779276,1355.765897,5.058738,-54.099331,1098961.619,1060.811594,1035.963054,11055.67676,1554.712657,227.474143,6.098437,14.228245,14.028944,14.427546,57.75423,0.99577,2267.734989,911.425495,2268.234989,3185.074505,5.059731,-54.297216,2812713.789,1581.787063,1778.187377,30712.17188,3979.176026,234.481354,6.183418,13.539988,13.972257,13.107718,27.18806,0.988007,2971.55064,935.680064,2972.05064,3160.819936,5.068428,-54.293719,892171.5634,976.697911,913.45702,9469.132812,1262.164572,219.797755,6.576621,13.51662,13.842139,13.191102,33.836853,0.983943,2910.668106,1123.769391,2911.168106,2972.730609,5.067647,-54.273447,840446.4969,957.301211,877.933181,8840.151367,1188.988572,223.959747,6.451029,13.648373,13.936347,13.3604,34.549037,0.986022
21,lsc1m005-fa15-20190407-0078-e91.fits,21,0,58581.49223,2458581.492,2019,NaN,2458581.492,NaN,NaN,42,1.320828,7.350258,15,28,42,0.111242,0.15758,0.128374,0.171477,0.595545,0.134521,0.125999,0.000134,0.000171,0.000153,0.000179,0.000439,0.000156,0.000151,833.037234,923.318372,840.039346,959.511347,1357.57506,860.794135,832.426182,7499087.518,2731.153739,2010.690079,2016.1078,2011.190079,2080.3922,5.05642,-54.177912,834214.0496,706.858347,954.212369,874.243592,8260.191406,1180.171463,224.773377,2652,6.220103,14.359091,14.354418,14.363765,45.382289,0.99762,1768.655814,2258.156345,1769.155814,1838.343655,5.053409,-54.151968,1020844.016,1031.306939,989.854696,10110.59668,1444.198856,228.371268,6.24025,14.428005,14.366736,14.489274,51.102926,0.998386,2348.052152,2511.4614,2348.552152,1585.0386,5.060513,-54.123933,853163.7862,961.139153,887.658965,7789.770508,1206.979856,222.974661,6.368618,14.451076,14.30798,14.594173,54.191832,0.996058,2205.983386,2740.278702,2206.483386,1356.221298,5.058735,-54.099334,1097693.984,1059.451643,1036.096354,10254.09863,1552.919321,225.757785,6.480671,14.568137,14.348952,14.787322,60.381381,0.996541,2267.663301,910.856488,2268.163301,3185.643512,5.059731,-54.297231,2799070.905,1577.306991,1774.588537,28590.96484,3959.875295,231.639155,6.284509,13.843306,14.173703,13.51291,30.067425,0.990822,2971.503852,935.17118,2972.003852,3161.32882,5.068428,-54.293726,889170.6822,974.27628,912.647368,9134.907227,1257.919194,217.592663,6.267311,13.807249,14.013759,13.600739,36.768421,0.988864,2910.624821,1123.280784,2911.124821,2973.219216,5.067647,-54.273452,839144.1436,955.127677,878.567509,8575.081055,1187.146119,221.57212,6.392126,13.91176,14.131076,13.692445,35.998391,0.989598
22,lsc1m005-fa15-20190407-0079-e91.fits,22,0,58581.49301,2458581.493,2019,NaN,2458581.493,NaN,NaN,42,1.324018,7.294814,15,28,42,0.111469,0.15755,0.128426,0.170577,0.597443,0.134734,0.125655,0.000133,0.00017,0.000153,0.000178,0.000439,0.000156,0.000151,835.50175,924.366244,841.189107,958.894317,1359.557601,862.677385,831.607505,7510045.619,2731.978521,2010.987045,2016.060816,2011.487045,2080.439184,5.056419,-54.177922,837134.8214,706.858347,954.554601,876.989981,8166.285156,1184.30351,221.912361,2543,6.245734,14.166707,14.232591,14.100824,39.737154,0.997408,1769.066503,2258.17988,1769.566503,1838.32012,5.05341,-54.151969,1022164.796,1031.474831,990.974056,10100.99219,1446.067378,225.426379,6.337471,14.272465,14.235252,14.309677,48.91852,0.998538,2348.444196,2511.685501,2348.944196,1584.814499,5.060514,-54.123915,854716.4587,961.545492,888.898618,8289.40625,1209.176439,219.943766,6.08774,14.263824,14.14018,14.387468,52.810035,0.995855,2206.442666,2740.461047,2206.942666,1356.038953,5.058737,-54.099319,1094365.518,1057.296479,1035.060212,10961.61523,1548.210504,223.0554,6.199768,14.323902,14.099249,14.548555,61.563706,0.996707,2267.920293,911.003991,2268.420293,3185.496009,5.05973,-54.297223,2808752.581,1579.337217,1778.437531,29485.46484,3973.572064,228.135752,6.174082,13.677436,14.022979,13.331892,28.559806,0.991349,2971.746769,935.36501,2972.246769,3161.13499,5.068426,-54.293717,891714.0176,974.786802,914.778509,9367.8125,1261.517278,215.324534,6.389624,13.643477,13.878337,13.408616,36.879561,0.984855,2910.821877,1123.464403,2911.321877,2973.035597,5.067645,-54.273443,838332.248,955.40849,877.459492,8758.695312,1185.997522,220.205727,6.279024,13.719386,13.938817,13.499954,36.334925,0.988474
23,lsc1m005-fa15-20190407-0080-e91.fits,23,0,58581.4938,2458581.494,2019,NaN,2458581.493,NaN,NaN,42,1.327207,7.57327,15,28,42,0.1113,0.15756,0.128411,0.171076,0.596861,0.1348,0.125423,0.000134,0.00017,0.000153,0.000178,0.00044,0.000156,0.000151,833.657959,924.151442,840.59384,959.50741,1357.619889,861.380123,830.654944,7480076.987,2723.879293,2011.185146,2016.017126,2011.685146,2080.482874,5.056421,-54.17791,832529.4756,706.858347,951.516955,874.949701,7737.377441,1177.788278,218.383355,2649,6.48305,14.372855,14.45538,14.29033,40.734275,0.994009,1769.178676,2258.042434,1769.678676,1838.457566,5.053411,-54.151969,1018139.851,1027.505713,990.884856,9386.110352,1440.373244,221.780193,6.516289,14.463256,14.52042,14.406093,40.928994,0.996885,2348.526188,2511.459781,2349.026188,1585.040219,5.060514,-54.123925,851216.0337,958.243804,888.308414,8139.728516,1204.22435,216.700956,6.604395,14.444393,14.384371,14.504416,47.770256,0.992591,2206.453751,2740.214959,2206.953751,1356.285041,5.058736,-54.099332,1092722.92,1054.68432,1036.066336,9926.632812,1545.886703,219.988564,6.470986,14.557614,14.393955,14.721272,54.185353,0.994912,2268.172615,910.761575,2268.672615,3185.738425,5.059732,-54.297228,2795838.353,1575.455854,1774.621831,27670.82227,3955.302168,226.694285,6.337765,13.913654,14.284394,13.542913,30.462643,0.987991,2971.90627,935.209052,2972.40627,3161.290948,5.068427,-54.293712,888538.6347,972.846163,913.339301,8577.554688,1257.02503,212.065728,6.683875,13.952321,14.256212,13.648429,35.596375,0.981759,2910.987079,1123.222305,2911.487079,2973.277695,5.067646,-54.273448,833621.1949,951.141105,876.443244,8103.996094,1179.332745,217.051418,6.621713,14.057341,14.326251,13.788431,36.251514,0.983819
