Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6
lsc1m009-fa04-20181106-0127-e91.fits,0,58429.76769,2458429.768,2018,NaN,NaN,NaN,NaN,2018,23.882585,22.665844,1.4,15,34,51,0.436475,0.519912,0.458291,0.523616,0,0,0.000219,0.000307,0.000277,0.000308,0,0,1988.724783,1695.462546,1655.598023,1698.948315,0,0,11573979.89,3239.35692,1989.225385,2054.081341,1989.725385,2042.418659,8.302199,-68.314674,5051758.169,1613.963272,2110.332218,2393.821279,32257.47656,3130.032918,113.195035,3880,17.774728,14.531237,12.97614,16.086334,284.899436,0.940535,2820.11067,1933.98806,2820.61067,2162.51194,8.318429,-68.327219,3959080.871,1893.517418,2090.86055,26974.60156,2453.017947,112.589369,17.226923,14.195096,12.41705,15.973142,277.669896,0.934588,2068.964264,2760.94833,2069.464264,1335.55167,8.303709,-68.238189,3637306.03,1822.105715,1996.210209,21393.77734,2253.648577,110.116719,18.288875,14.839626,12.962794,16.716459,286.296139,0.91268,1093.960817,1827.146651,1094.460817,2269.353349,8.284722,-68.339302,3977592.992,1894.190012,2099.891229,24520.89258,2464.487923,109.067956,18.238172,14.995087,14.006555,15.983619,295.246558,0.957418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0128-e91.fits,0,58429.76821,2458429.768,2018,NaN,NaN,NaN,NaN,2018,23.429758,22.065408,1.4,15,34,51,0.436527,0.522121,0.457897,0.521833,0,0,0.000218,0.000306,0.000275,0.000306,0,0,1997.93684,1705.646053,1663.942984,1706.641065,0,0,11580436.16,3224.398957,1989.198981,2054.023079,1989.698981,2042.476921,8.302227,-68.314874,5055170.992,1529.5856,2102.553301,2404.300994,30772.16016,3304.928466,109.007102,3935,17.42441,14.249594,12.863187,15.636002,284.859256,0.950735,2820.088349,1933.823422,2820.588349,2162.676578,8.318464,-68.327446,3972344.095,1886.863576,2105.263012,26343.99023,2597.006728,108.810631,16.784331,13.873083,12.170685,15.57548,276.533946,0.938391,2068.936833,2760.939814,2069.436833,1335.560186,8.303739,-68.238353,3637188.501,1813.146922,2006.008701,22989.19531,2377.891437,106.092787,18.042556,14.564989,12.808874,16.321103,285.97058,0.921547,1094.08088,1827.070828,1094.58088,2269.429172,8.284745,-68.339504,3970903.56,1883.877045,2107.835843,25418.73242,2596.064946,106.132949,17.585152,14.635356,13.759275,15.511437,294.765734,0.966216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0129-e91.fits,0,58429.76874,2458429.769,2018,NaN,NaN,NaN,NaN,2018,23.778643,22.860102,1.4,15,34,51,0.436084,0.520374,0.457608,0.523898,0,0,0.00022,0.000307,0.000277,0.000309,0,0,1986.405419,1694.733885,1654.045774,1698.049462,0,0,11570561.4,3240.375894,1988.714198,2054.096377,1989.214198,2042.403623,8.302227,-68.314859,5045735.262,1641.746863,2110.804615,2390.432173,33151.41797,3073.394186,110.611896,3900,17.810456,14.578762,12.982403,16.175121,286.133724,0.934501,2819.652138,1933.960653,2820.152138,2162.539347,8.318466,-68.327424,3960224.141,1894.507586,2090.371224,28752.1875,2412.201436,110.675718,17.333022,14.254095,12.365478,16.142713,278.007326,0.926594,2068.526016,2761.036131,2069.026016,1335.463869,8.303741,-68.238335,3632514.008,1821.909465,1993.795015,24935.43945,2212.590802,107.315158,18.339347,14.850421,12.834883,16.86596,286.828732,0.897463,1093.607308,1827.109942,1094.107308,2269.390058,8.284746,-68.339491,3977823.249,1895.131354,2098.969679,26420.08789,2422.921182,106.356993,18.201986,14.995447,13.860111,16.130783,293.99337,0.949397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0130-e91.fits,0,58429.76926,2458429.769,2018,NaN,NaN,NaN,NaN,2018,23.707136,22.727686,1.4,15,34,51,0.434232,0.521061,0.458047,0.522729,0,0,0.000218,0.000306,0.000276,0.000307,0,0,1990.135762,1701.007114,1659.948427,1703.579267,0,0,11632194.6,3246.269474,1988.678926,2054.28244,1989.178926,2042.21756,8.302202,-68.314821,5051070.916,1622.782547,2110.603509,2393.187965,35205.61328,3112.598744,112.024687,3977,17.653595,14.521804,12.938226,16.105382,285.763875,0.936062,2819.604582,1934.068696,2820.104582,2162.431304,8.318446,-68.327451,3984775.432,1898.809405,2098.565249,29385.76953,2455.520267,111.09845,17.170874,14.109768,12.2037,16.015836,277.168966,0.924998,2068.476436,2761.13539,2068.976436,1335.36461,8.303724,-68.238278,3654266.842,1826.203356,2001.018578,25400.86523,2251.852443,108.585141,18.104569,14.823056,12.870215,16.775898,286.6268,0.904082,1093.432572,1827.246192,1093.932572,2269.253808,8.284708,-68.339416,3993152.326,1896.778754,2105.228307,26420.57422,2460.682323,107.663899,18.120863,14.899783,13.760435,16.039131,293.510875,0.950257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0131-e91.fits,0,58429.76978,2458429.77,2018,NaN,NaN,NaN,NaN,2018,23.578077,22.332104,1.4,15,34,51,0.436052,0.521288,0.45802,0.522532,0,0,0.000219,0.000307,0.000276,0.000307,0,0,1992.676428,1700.345128,1660.00883,1702.556288,0,0,11581795.66,3233.309312,1988.581316,2054.106145,1989.081316,2042.393855,8.302248,-68.315076,5050260.986,1566.784032,2106.050714,2397.976911,32459.75586,3223.329369,112.315036,3791,17.611387,14.405418,12.961488,15.849348,283.704403,0.950015,2819.424749,1933.972283,2819.924749,2162.527717,8.318478,-68.327721,3968642.544,1891.955562,2097.640465,28352.83984,2532.986336,111.334406,16.801191,13.96234,12.200534,15.724145,275.916373,0.935584,2068.312071,2760.966798,2068.812071,1335.533202,8.303772,-68.238591,3638287.133,1817.574022,2001.727076,22186.83203,2322.136975,108.747124,18.158032,14.653085,12.8663,16.43987,285.470299,0.921503,1093.539224,1827.166687,1094.039224,2269.333313,8.284768,-68.339608,3974865.98,1889.766634,2103.363403,26565.36133,2536.958444,107.969448,18.034564,14.801249,13.80985,15.792647,293.539411,0.961648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0132-e91.fits,0,58429.77031,2458429.77,2018,NaN,NaN,NaN,NaN,2018,23.767543,22.772873,1.4,15,34,51,0.435444,0.520364,0.459199,0.522173,0,0,0.000219,0.000307,0.000277,0.000308,0,0,1985.554701,1695.433243,1655.662956,1697.587149,0,0,11569689.95,3239.078315,1989.01526,2054.244063,1989.51526,2042.255937,8.302209,-68.314656,5037951.754,1629.241654,2109.162899,2388.60249,36047.51953,3092.206574,110.905192,3830,17.800313,14.647172,13.127138,16.167206,288.405322,0.934219,2819.788727,1934.170658,2820.288727,2162.329342,8.318463,-68.327158,3959874.395,1893.379121,2091.432377,31077.24609,2430.501568,110.715794,17.337142,14.234166,12.412111,16.056222,280.487716,0.927229,2068.802073,2761.130856,2069.302073,1335.369144,8.303713,-68.238049,3640896.971,1823.342366,1996.825741,26377.22852,2234.71881,107.61433,18.168879,14.901084,13.018921,16.783246,288.409621,0.903521,1093.945456,1827.304545,1094.445456,2269.195455,8.284713,-68.339387,3968918.583,1892.661209,2097.004242,26981.27734,2436.052733,106.151843,18.185762,15.008034,13.957392,16.058676,296.911547,0.944287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0133-e91.fits,0,58429.77083,2458429.771,2018,NaN,NaN,NaN,NaN,2018,23.931374,22.794102,1.4,15,34,51,0.435584,0.520608,0.45908,0.522059,0,0,0.000219,0.000307,0.000277,0.000307,0,0,1989.501676,1698.016408,1658.018173,1700.468216,0,0,11608145.7,3244.794939,1988.731575,2054.069727,1989.231575,2042.430273,8.302214,-68.314854,5056325.817,1632.280704,2112.248367,2393.812156,34620.04688,3097.706053,110.915431,3936,17.886005,14.472997,12.810268,16.135726,284.995797,0.931441,2819.347911,1933.946625,2819.847911,2162.553375,8.318448,-68.327424,3974259.159,1897.432885,2094.545315,28990.54102,2434.789034,110.33834,17.390922,14.189992,12.22943,16.150553,277.99675,0.920435,2068.329801,2760.794662,2068.829801,1335.705338,8.303724,-68.238344,3652346.95,1826.682862,1999.442282,24757.17969,2237.572827,107.345882,18.43408,14.809225,12.804982,16.813467,285.125107,0.905317,1093.420505,1827.177257,1093.920505,2269.322743,8.284725,-68.339476,3981539.593,1895.170801,2100.886944,25901.45313,2439.249317,107.075573,18.246945,14.903944,13.781629,16.026259,293.549378,0.951603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0134-e91.fits,0,58429.77137,2458429.771,2018,NaN,NaN,NaN,NaN,2018,24.236426,23.114855,1.4,15,34,51,0.433743,0.520121,0.457041,0.524774,0,0,0.000219,0.000307,0.000277,0.000309,0,0,1982.468098,1693.846159,1652.40468,1697.634393,0,0,11601949.42,3250.973919,1988.649321,2053.86513,1989.149321,2042.63487,8.302209,-68.314701,5032259.095,1678.541956,2110.695557,2384.170981,31762.08594,2997.994227,110.958061,3846,18.112696,14.786868,13.169585,16.404152,283.537177,0.941066,2819.532487,1933.756502,2820.032487,2162.743498,8.318465,-68.32722,3969695.126,1899.96759,2089.348865,26001.41211,2364.96628,110.809863,17.647283,14.40249,12.508303,16.296677,276.55632,0.929517,2068.41211,2760.585343,2068.91211,1335.914657,8.303714,-68.238114,3639267.988,1827.772668,1991.094435,23187.92969,2168.112614,107.654087,18.780731,15.087323,13.096652,17.077994,284.667173,0.911482,1093.713515,1826.858178,1094.213515,2269.641822,8.284714,-68.339424,3992986.307,1902.157106,2099.188492,22723.14258,2378.842121,106.78112,18.473619,15.182464,14.101309,16.263618,292.991849,0.958413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0135-e91.fits,0,58429.77189,2458429.772,2018,NaN,NaN,NaN,NaN,2018,24.821753,23.332064,1.4,15,34,51,0.435955,0.522556,0.45663,0.52278,0,0,0.00022,0.00031,0.000277,0.000309,0,0,1978.633556,1688.199704,1645.585556,1689.592543,0,0,11554602.13,3250.919917,1988.350672,2054.347325,1988.850672,2042.152675,8.302181,-68.314775,5037287.016,1710.236613,2114.875032,2381.836723,37560.26953,2945.374329,112.498339,3838,18.718675,15.026202,13.491758,16.560646,285.978787,0.943244,2819.284579,1934.188886,2819.784579,2162.311114,8.318424,-68.327371,3965653.815,1902.852055,2084.057878,31116.24219,2318.774949,112.068486,18.165466,14.64913,12.834033,16.464228,278.186224,0.935292,2068.093535,2761.215439,2068.593535,1335.284561,8.303697,-68.238234,3622181.215,1826.821849,1982.777476,27592.64453,2117.941569,108.877651,19.371771,15.35067,13.492988,17.208352,287.164419,0.916564,1093.196697,1827.384953,1093.696697,2269.115047,8.284691,-68.339388,3966767.099,1900.093761,2087.669136,29416.2832,2319.425902,107.980131,18.794675,15.472505,14.515195,16.429815,296.138806,0.959407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0136-e91.fits,0,58429.77242,2458429.772,2018,NaN,NaN,NaN,NaN,2018,24.684789,23.217659,1.4,15,34,51,0.437643,0.520806,0.456718,0.524438,0,0,0.00022,0.000308,0.000277,0.000309,0,0,1986.643973,1691.370023,1649.350114,1695.257507,0,0,11595655.42,3254.256074,1988.584311,2054.102889,1989.084311,2042.397111,8.302212,-68.314866,5074752.644,1693.505946,2120.563343,2393.11533,31855.5957,2996.595704,112.510101,3904,18.218017,14.878438,13.279841,16.477035,283.609322,0.942933,2819.440687,1934.164923,2819.940687,2162.335077,8.318451,-68.327417,3970977.606,1903.178687,2086.497517,25721.77148,2344.826491,111.911049,17.836342,14.467515,12.528956,16.406075,275.817495,0.927755,2068.262836,2760.920737,2068.762836,1335.579263,8.303724,-68.238344,3635532.723,1829.73131,1986.921633,21868.33789,2146.749311,109.411962,19.119596,15.205372,13.261674,17.14907,284.993387,0.915653,1093.434267,1827.266498,1093.934267,2269.233502,8.284727,-68.339481,3989145.088,1902.676223,2096.596909,24158.01172,2355.554226,107.841105,18.743447,15.271007,14.238024,16.303989,293.593412,0.960733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0137-e91.fits,0,58429.77294,2458429.773,2018,NaN,NaN,NaN,NaN,2018,24.801656,23.363807,1.4,15,34,51,0.435162,0.522185,0.456286,0.523527,0,0,0.00022,0.000309,0.000277,0.000309,0,0,1981.968686,1691.898085,1648.99435,1694.638073,0,0,11605295.32,3257.228304,1988.329508,2054.399796,1988.829508,2042.100204,8.302211,-68.314853,5050188.401,1714.893271,2117.440655,2385.043656,35330.30469,2944.899538,111.200128,3977,18.525347,14.901871,13.228069,16.575673,284.768892,0.934983,2819.186719,1934.332925,2819.686719,2162.167075,8.31845,-68.327425,3981194.552,1906.657488,2088.049152,29921.59961,2321.540716,110.278924,18.065768,14.476186,12.477077,16.475294,277.548687,0.9212,2068.128648,2761.173948,2068.628648,1335.326052,8.303726,-68.238336,3636191.083,1830.657793,1986.275696,24339.97266,2120.359993,108.429787,19.027032,15.211365,13.149405,17.273325,285.605168,0.903114,1093.395846,1827.343829,1093.895846,2269.156171,8.284729,-68.339485,3987909.681,1903.387898,2095.163937,26229.28711,2325.456487,107.364286,18.903689,15.276815,14.124188,16.429442,293.618989,0.951162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0138-e91.fits,0,58429.77346,2458429.773,2018,NaN,NaN,NaN,NaN,2018,24.455612,23.033877,1.4,15,34,51,0.434685,0.521214,0.460411,0.520008,0,0,0.000219,0.000307,0.000278,0.000306,0,0,1988.575325,1699.26282,1658.925354,1699.840218,0,0,11644024.11,3253.906691,1988.86177,2054.212663,1989.36177,2042.287337,8.302213,-68.314874,5061484.69,1666.801768,2116.095842,2391.897659,33596.05469,3036.644661,111.042634,3925,18.053087,14.752183,13.201067,16.303298,282.899775,0.946631,2819.762424,1934.061039,2820.262424,2162.438961,8.318453,-68.327451,3989594.061,1902.418916,2097.11648,28962.1582,2393.562412,110.635285,17.721912,14.41476,12.564862,16.264658,275.324694,0.933985,2068.673284,2761.059833,2069.173284,1335.440167,8.303728,-68.23835,3670908.977,1834.562662,2000.97225,22984.50781,2202.36686,108.081102,18.619059,15.050485,13.152821,16.94815,283.866807,0.921351,1093.786159,1827.304484,1094.286159,2269.195516,8.284729,-68.339493,3983521.073,1898.180935,2098.599243,24180.21484,2389.918915,106.189262,18.626734,15.2353,14.17563,16.29497,292.049776,0.962838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0139-e91.fits,0,58429.77399,2458429.774,2018,NaN,NaN,NaN,NaN,2018,24.333282,22.92067,1.4,15,34,51,0.436015,0.519876,0.458228,0.523722,0,0,0.000219,0.000306,0.000276,0.000308,0,0,1990.183614,1697.352228,1657.260725,1700.870572,0,0,11623533.11,3249.68704,1988.575981,2054.060908,1989.075981,2042.439092,8.302212,-68.314655,5068037.375,1650.45811,2115.917959,2395.195595,30754.32422,3070.685251,111.130627,3888,18.211651,14.79217,13.283747,16.300593,282.801692,0.949901,2819.415958,1933.817845,2819.915958,2162.682155,8.318448,-68.327269,3975849.832,1899.368074,2093.248743,26334.32422,2408.937136,111.655102,17.706335,14.378005,12.570935,16.185074,274.390949,0.937304,2068.402035,2760.782468,2068.902035,1335.717532,8.303731,-68.238153,3652533.263,1828.027568,1998.073403,21801.70313,2213.04209,108.795487,18.560495,15.040446,13.196538,16.884355,284.164984,0.924687,1093.493808,1827.064414,1093.993808,2269.435586,8.284728,-68.339251,3995150.019,1900.311026,2102.366384,24253.98047,2420.630973,107.739973,18.399037,15.115978,14.114349,16.117608,292.205587,0.965881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0140-e91.fits,0,58429.77451,2458429.775,2018,NaN,NaN,NaN,NaN,2018,24.623213,23.385451,1.4,15,34,51,0.435083,0.521677,0.45772,0.52247,0,0,0.00022,0.000309,0.000278,0.000309,0,0,1980.67249,1690.882116,1648.823224,1692.78853,0,0,11602582.19,3258.547909,1988.516586,2054.309411,1989.016586,2042.190589,8.302199,-68.314488,5048090.753,1718.072043,2117.960845,2383.467459,28214.20703,2938.229961,111.951121,3899,18.37271,15.058328,13.511999,16.604657,287.316321,0.938991,2819.292213,1934.265889,2819.792213,2162.234111,8.31845,-68.326993,3977715.499,1906.057431,2086.881242,26154.22656,2315.220432,112.299144,17.869813,14.509952,12.557633,16.462271,277.759788,0.92475,2068.275013,2761.166691,2068.775013,1335.333309,8.303704,-68.237897,3643176.843,1833.558474,1986.943365,20740.46484,2120.502954,108.873581,19.080724,15.313478,13.400102,17.226854,287.705368,0.908857,1093.45316,1827.324571,1093.95316,2269.175429,8.284705,-68.339209,3981689.852,1903.455507,2091.821866,21753.17383,2317.533695,108.158485,18.836325,15.361091,14.200389,16.521792,293.827973,0.950234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0141-e91.fits,0,58429.77505,2458429.775,2018,NaN,NaN,NaN,NaN,2018,24.31352,22.89483,1.4,15,34,51,0.435581,0.518657,0.45786,0.525352,0,0,0.000219,0.000306,0.000277,0.000309,0,0,1987.82114,1694.955279,1654.784107,1700.152915,0,0,11608313.77,3248.934012,1988.666397,2054.468236,1989.166397,2042.031764,8.302231,-68.31476,5056361.81,1646.738802,2113.655885,2392.235106,33275.72266,3070.530556,112.995053,3862,18.104075,14.66807,13.145473,16.190667,283.836615,0.946212,2819.473309,1934.241094,2819.973309,2162.258906,8.318484,-68.327267,3964512.269,1897.319163,2089.533668,25921.37109,2407.493079,112.611657,17.512375,14.254962,12.331939,16.177985,276.334052,0.926237,2068.359325,2761.206418,2068.859325,1335.293582,8.303732,-68.238177,3645740.741,1827.995388,1994.392746,22678.79102,2213.915611,109.094258,18.660302,15.035281,13.172672,16.89789,285.37108,0.919391,1093.530353,1827.34682,1094.030353,2269.15318,8.284736,-68.339517,3998060.758,1901.101015,2103.023841,24231.49609,2427.865763,108.303522,18.354116,15.109195,14.071133,16.147257,293.336944,0.960272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0142-e91.fits,0,58429.77557,2458429.776,2018,NaN,NaN,NaN,NaN,2018,24.381466,23.019911,1.4,15,34,51,0.436106,0.521265,0.456834,0.523851,0,0,0.000219,0.000307,0.000276,0.000308,0,0,1990.325735,1698.304951,1655.764863,1700.866697,0,0,11645908.3,3256.131871,1988.200999,2054.109311,1988.700999,2042.390689,8.302213,-68.314677,5078845.209,1664.781107,2120.15568,2395.505791,29240.43164,3050.758557,113.396839,3867,18.094438,14.843262,13.432804,16.25372,283.96235,0.95456,2819.039579,1934.062531,2819.539579,2162.437469,8.318451,-68.327269,3990495.208,1904.009051,2095.838361,26593.88867,2397.008946,112.698347,17.701191,14.462388,12.673194,16.251583,276.721446,0.937219,2067.891178,2760.946007,2068.391178,1335.553993,8.30373,-68.238159,3651923.715,1830.657116,1994.870411,21783.17188,2193.635967,110.229666,18.726455,15.130891,13.258444,17.003337,285.289909,0.919828,1093.119042,1827.253313,1093.619042,2269.246687,8.284728,-68.339262,4003489.379,1904.163549,2102.492394,23030.84375,2404.814279,109.113715,18.690262,15.304506,14.346479,16.262533,293.444129,0.966703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0143-e91.fits,0,58429.77609,2458429.776,2018,NaN,NaN,NaN,NaN,2018,24.601971,23.219877,1.4,15,34,51,0.43741,0.523229,0.45604,0.522752,0,0,0.00022,0.000309,0.000276,0.000308,0,0,1987.306989,1694.695976,1651.383373,1695.803488,0,0,11611268.71,3254.835848,1988.623416,2054.254434,1989.123416,2042.245566,8.302231,-68.314967,5078884.413,1693.829509,2122.378876,2393.014965,32785.10938,2998.462588,112.439097,3863,18.27006,14.89662,13.348805,16.444434,286.52456,0.939842,2819.500442,1934.148756,2820.000442,2162.351244,8.318468,-68.327509,3988468.126,1906.142838,2092.428777,27012.46094,2354.704594,111.783758,17.789372,14.511916,12.659423,16.364409,278.950039,0.930308,2068.360602,2761.158674,2068.860602,1335.341326,8.30374,-68.238447,3636716.634,1827.969786,1989.483996,22789.14648,2147.038185,109.055366,19.034439,15.260194,13.354342,17.166046,287.052077,0.911775,1093.384154,1827.31875,1093.884154,2269.18125,8.284747,-68.339615,3986083.951,1902.393846,2095.299015,23556.42383,2353.297029,107.784711,18.932546,15.366853,14.366089,16.367616,296.190624,0.954852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0144-e91.fits,0,58429.77661,2458429.777,2018,NaN,NaN,NaN,NaN,2018,24.925053,23.876164,1.4,15,34,51,0.435698,0.522263,0.45704,0.522626,0,0,0.00022,0.000309,0.000278,0.000309,0,0,1979.745011,1688.644858,1645.828045,1690.000457,0,0,11647222.87,3276.255639,1988.880088,2054.25661,1989.380088,2042.24339,8.302213,-68.314675,5074670.945,1790.931512,2129.048292,2383.539614,33462.92578,2833.537134,113.0469,3815,18.643463,15.076634,13.236044,16.917224,282.148108,0.930326,2819.748331,1934.082005,2820.248331,2162.417995,8.318471,-68.327192,3995965.487,1916.801878,2084.704493,28705.83789,2231.22183,112.395594,18.103234,14.637229,12.448095,16.826363,275.38118,0.911308,2068.690274,2761.054703,2069.190274,1335.445297,8.303718,-68.238067,3653466.199,1842.444991,1982.94452,23097.42188,2039.980967,109.010637,19.33572,15.410716,13.174661,17.646772,283.649445,0.897707,1093.690424,1827.289929,1094.190424,2269.210071,8.284711,-68.339408,3997791.187,1914.449798,2088.219389,24840.00195,2232.241244,108.825933,19.015823,15.508015,14.188776,16.827253,289.61195,0.952457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0145-e91.fits,0,58429.77714,2458429.777,2018,NaN,NaN,NaN,NaN,2018,24.380963,22.994662,1.4,15,34,51,0.436097,0.521991,0.457214,0.522708,0,0,0.000219,0.000307,0.000276,0.000307,0,0,1989.22328,1697.902824,1655.341563,1699.932287,0,0,11629585.44,3252.727276,1988.727425,2054.256574,1989.227425,2042.243426,8.302227,-68.314874,5071626.535,1661.131143,2118.503353,2393.966725,31745.93555,3053.11628,112.970667,3947,18.016776,14.786958,13.254399,16.319517,283.494592,0.947032,2819.710411,1934.081459,2820.210411,2162.418541,8.318467,-68.327443,3988549,1903.280505,2095.61806,25210.08008,2401.104222,111.734319,17.548781,14.336885,12.49586,16.177909,275.584624,0.933676,2068.584647,2761.030383,2069.084647,1335.469617,8.303741,-68.238363,3648889.288,1829.453073,1994.524671,23198.03516,2196.629269,109.062636,18.605647,15.049842,13.11351,16.986174,285.593382,0.912447,1093.629103,1827.312227,1094.129103,2269.187773,8.284744,-68.339506,3992147.15,1900.226172,2100.879995,22999.29102,2403.270306,107.98549,18.427596,15.160798,14.106163,16.215434,292.79339,0.960858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
