Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
coj1m003-fl11-20181104-0103-e91.fits,0,58426.99996,2458426.999963,2018,NaN,2458427.005067,NaN,NaN,2018,14.278051,19.281753,1.4,15,30,45,0.436814,6.753787,0.148065,0.000367,0.010722,0.000235,1190.941461,629.881939,629.881939,4441215.78,2037.959732,2056.513668,2030.316006,2057.013668,2066.183994,0.749997,-15.276628,1939986.773,1168.00017,1364.188953,1422.080694,11260.87988,1660.947337,117.503097,3014,14.295906,12.977879,13.813502,12.142257,3.47372,0.983309,2177.043586,1679.543221,2177.543586,2416.956779,0.750897,-15.314546,3868435.549,1844.161154,2097.666758,22681.07813,3312.016254,120.903425,14.10049,12.894067,13.888005,11.900129,5.060148,0.975763,2229.462564,2667.932166,2229.962564,1428.567834,0.751288,-15.207701,572780.2304,867.380833,660.356108,3359.351318,490.393961,111.364017,14.437757,13.087716,13.616535,12.558896,3.650216,0.993384
coj1m003-fl11-20181104-0104-e91.fits,0,58427.00104,2458427.001041,2018,NaN,2458427.006145,NaN,NaN,2018,19.018936,19.301289,1.4,15,30,45,0.43718,6.773497,0.147634,0.000367,0.010794,0.000235,1189.748743,627.498595,627.498595,4429856.798,2036.108583,2056.424639,2030.300109,2056.924639,2066.199891,0.749996,-15.27663,1936644.703,1170.36819,1362.826351,1421.050233,11392.125,1654.731153,117.323712,3037,14.236013,12.971893,13.80688,12.136906,1.782186,0.983499,2176.950021,1679.557943,2177.450021,2416.942057,0.750896,-15.314545,3859990.12,1842.549144,2094.918409,23032.07227,3298.09897,120.524157,14.001147,12.903202,13.859147,11.947257,3.879567,0.977881,2229.378045,2667.888503,2229.878045,1428.611497,0.751287,-15.207706,569866.6784,866.458779,657.696237,3252.530518,486.91231,111.821645,14.541596,13.139169,13.693879,12.58446,1.882831,0.992865
coj1m003-fl11-20181104-0105-e91.fits,0,58427.00211,2458427.002114,2018,NaN,2458427.007217,NaN,NaN,2018,20.811215,19.531167,1.4,15,30,45,0.43753,6.752441,0.148095,0.000368,0.010772,0.000236,1190.03532,626.846183,626.846183,4443310.16,2043.078799,2056.301604,2030.120553,2056.801604,2066.379447,0.749995,-15.276649,1944079.379,1198.412344,1367.363214,1421.772474,10926.44434,1622.212412,116.653951,3055,14.539703,13.129368,13.968548,12.290188,2.512937,0.983666,2176.807418,1679.400756,2177.307418,2417.099244,0.750895,-15.314562,3870160.309,1847.433222,2094.885088,22043.29492,3229.406247,120.251077,14.151131,13.060959,14.054543,12.067376,4.05628,0.976652,2229.250262,2667.753115,2229.750262,1428.746885,0.751287,-15.20772,573149.8514,872.445682,656.946173,3235.523682,478.257633,111.232076,14.723875,13.267489,13.829411,12.705567,1.478946,0.992831
coj1m003-fl11-20181104-0106-e91.fits,0,58427.00319,2458427.003194,2018,NaN,2458427.008297,NaN,NaN,2018,21.084744,18.977976,1.4,15,30,45,0.436173,6.774176,0.147619,0.000365,0.010687,0.000233,1194.480328,633.890062,633.890062,4436888.451,2030.806581,2056.345737,2030.283082,2056.845737,2066.216918,0.749995,-15.276632,1935253.115,1131.4872,1356.582337,1426.565172,11595.28906,1710.362357,115.549124,3071,14.227451,12.792199,13.582225,12.002172,2.856189,0.984708,2176.847869,1679.503679,2177.347869,2416.996321,0.750896,-15.314551,3866167.094,1840.479674,2100.630149,23357.66016,3416.889818,119.623503,13.808579,12.6976,13.658975,11.736226,5.240875,0.976555,2229.310201,2667.857296,2229.810201,1428.642704,0.751287,-15.207709,570721.3574,858.376338,664.884774,3441.353271,504.399305,110.734971,14.406988,12.932308,13.42589,12.438725,3.18153,0.994118
coj1m003-fl11-20181104-0107-e91.fits,0,58427.00427,2458427.004268,2018,NaN,2458427.009371,NaN,NaN,2018,21.372277,19.274203,1.4,15,30,45,0.436854,6.787878,0.147321,0.000375,0.011088,0.000241,1165.734357,612.160763,612.160763,4273239.518,2003.852689,2056.446639,2030.339101,2056.946639,2066.160899,0.749996,-15.276626,1866781.052,1167.08569,1340.933166,1392.150705,11101.60352,1599.523556,115.995763,3049,14.477515,12.916444,13.777153,12.055735,1.564053,0.982342,2176.955871,1679.571111,2177.455871,2416.928889,0.750896,-15.314543,3724535.582,1811.976678,2055.509669,22228.28125,3191.31287,119.641422,14.100268,12.871478,13.879592,11.863365,3.096357,0.975476,2229.384674,2667.94805,2229.884674,1428.55195,0.751288,-15.207699,548703.9359,855.667059,641.258688,3257.790771,470.148799,111.606994,14.454305,13.078483,13.645119,12.511846,1.568963,0.992497
coj1m003-fl11-20181104-0108-e91.fits,0,58427.00536,2458427.005355,2018,NaN,2458427.010458,NaN,NaN,2018,21.46443,19.298436,1.4,15,30,45,0.436932,6.671956,0.149881,0.000387,0.01123,0.000252,1128.28638,594.109264,594.109264,4039916.366,1956.679945,2056.369221,2030.374038,2056.869221,2066.125962,0.749995,-15.276622,1765169.006,1170.022152,1310.208824,1347.242496,10234.92676,1508.662894,115.309284,2957,14.385966,12.954921,13.825789,12.084053,0.529853,0.98208,2176.893417,1679.630062,2177.393417,2416.869938,0.750896,-15.314537,3513334.026,1764.349484,1991.29144,21232.09375,3002.792741,118.505833,14.085204,12.853314,13.864382,11.842246,3.573344,0.975168,2229.33907,2667.927771,2229.83907,1428.572229,0.751287,-15.207701,526582.3401,845.971219,622.45893,3136.614746,450.061855,109.860245,14.549843,13.0792,13.66362,12.494779,1.248574,0.99203
coj1m003-fl11-20181104-0109-e91.fits,0,58427.00644,2458427.006435,2018,NaN,2458427.011538,NaN,NaN,2018,21.468171,18.84374,1.4,15,30,45,0.436399,6.768196,0.14775,0.000364,0.010622,0.000232,1199.584011,637.167572,637.167572,4454854.356,2031.967252,2056.401201,2030.227997,2056.901201,2066.272003,0.749996,-15.276638,1944094.585,1115.537219,1356.522281,1433.146077,11697.0332,1742.742915,115.127301,2961,14.369563,12.586723,13.487111,11.686336,2.022208,0.979638,2176.916258,1679.469494,2177.416258,2417.030506,0.750896,-15.314554,3881380.883,1841.980956,2107.177531,23926.99609,3479.382683,118.779472,14.055109,12.480567,13.535693,11.425441,3.920559,0.971281,2229.322996,2667.92564,2229.822996,1428.57436,0.751287,-15.207702,573473.4726,857.902715,668.459794,3424.302979,514.078296,110.13255,14.51541,12.731974,13.356638,12.10731,0.674505,0.990412
coj1m003-fl11-20181104-0110-e91.fits,0,58427.00751,2458427.007511,2018,NaN,2458427.012614,NaN,NaN,2018,21.63002,18.725749,1.4,15,30,45,0.436897,6.773737,0.147629,0.000364,0.010622,0.000231,1199.240418,637.712579,637.712579,4446366.401,2028.606141,2056.389534,2030.347205,2056.889534,2066.152795,0.749996,-15.276625,1942603.887,1101.611037,1355.890648,1432.714275,12000.6543,1763.420863,116.502522,2991,14.487804,12.49353,13.411702,11.575357,2.673863,0.97844,2176.898604,1679.600857,2177.398604,2416.899143,0.750896,-15.31454,3874393.59,1839.715652,2105.974141,23815.77344,3517.025028,119.627143,14.17091,12.401142,13.468856,11.333428,4.529363,0.970041,2229.334688,2667.953018,2229.834688,1428.546982,0.751287,-15.207699,571972.8115,854.8036,669.127752,3514.850586,519.214852,110.987211,14.763174,12.645411,13.246047,12.044774,1.733176,0.990983
coj1m003-fl11-20181104-0111-e91.fits,0,58427.0086,2458427.008598,2018,NaN,2458427.013701,NaN,NaN,2018,21.601212,19.038936,1.4,15,30,45,0.436532,6.740603,0.148355,0.000366,0.010651,0.000234,1191.899572,632.856464,632.856464,4421925.032,2028.8966,2056.196848,2030.382824,2056.696848,2066.117176,0.749994,-15.276621,1930312.018,1138.767856,1355.889871,1423.64956,11408.76367,1695.088254,115.922556,3034,14.426381,12.70469,13.628188,11.781192,0.412989,0.979082,2176.735697,1679.555649,2177.235697,2416.944351,0.750895,-15.314545,3850661.378,1837.362233,2095.755159,23092.30078,3381.42788,120.728929,14.144058,12.601078,13.658423,11.543734,3.506576,0.971809,2229.192957,2667.941825,2229.692957,1428.558175,0.751286,-15.2077,571263.6539,860.535553,663.846661,3477.33667,501.650666,110.777954,14.603176,12.851829,13.511108,12.192551,359.639867,0.989527
coj1m003-fl11-20181104-0112-e91.fits,0,58427.00967,2458427.009674,2018,NaN,2458427.014777,NaN,NaN,2018,21.626227,19.039026,1.4,15,30,45,0.436307,6.76039,0.14792,0.000366,0.010702,0.000234,1191.182251,631.685311,631.685311,4418104.4,2027.520116,2056.470213,2030.196891,2056.970213,2066.303109,0.749996,-15.276641,1927651.49,1138.778688,1355.076971,1422.540218,11806.94141,1692.735832,117.184084,3097,14.418752,12.761326,13.613986,11.908667,2.790795,0.982132,2176.982873,1679.399845,2177.482873,2417.100155,0.750897,-15.314562,3848789.664,1836.396208,2095.838386,23116.51172,3379.752102,119.705704,14.19651,12.70057,13.708842,11.692298,3.768943,0.974669,2229.44938,2667.861524,2229.94938,1428.638476,0.751288,-15.207709,569314.7362,859.35254,662.492644,3493.369385,499.934484,111.656752,14.662209,12.899727,13.475086,12.324368,2.051149,0.992033
coj1m003-fl11-20181104-0113-e91.fits,0,58427.01075,2458427.010746,2018,NaN,2458427.015849,NaN,NaN,2018,21.526839,18.738525,1.4,15,30,45,0.437297,6.773534,0.147633,0.000365,0.01066,0.000232,1197.274333,635.392506,635.392506,4429854.77,2026.081046,2056.322086,2030.312965,2056.822086,2066.187035,0.749995,-15.276629,1937162.895,1103.114729,1353.830125,1430.875897,12053.24414,1756.084697,118.674352,3087,14.328588,12.495723,13.438107,11.553339,2.043736,0.977391,2176.813043,1679.670728,2177.313043,2416.829272,0.750895,-15.314532,3859991.106,1836.892243,2101.370464,24287.67773,3499.174659,122.468884,14.11295,12.407085,13.487584,11.326586,4.191531,0.969469,2229.273989,2668.002988,2229.773989,1428.497012,0.751287,-15.207693,569863.6642,854.886713,666.595533,3589.049561,516.5951,114.033116,14.512751,12.607021,13.228291,11.98575,2.494225,0.990259
coj1m003-fl11-20181104-0114-e91.fits,0,58427.01183,2458427.011828,2018,NaN,2458427.016931,NaN,NaN,2018,21.422945,18.454701,1.4,15,30,45,0.436696,6.7917,0.147239,0.000365,0.010681,0.000232,1197.213088,635.889369,635.889369,4423084.723,2021.766149,2056.460505,2030.10635,2056.960505,2066.39365,0.749996,-15.276651,1931542.432,1069.950983,1350.348825,1430.402572,12916.04395,1805.262542,121.39699,2976,14.17575,12.325891,13.215416,11.436366,2.462884,0.97923,2176.996116,1679.29471,2177.496116,2417.20529,0.750897,-15.314573,3855418.536,1833.990659,2102.20184,25358.38477,3603.359964,124.395112,13.96763,12.246319,13.285613,11.207025,4.332173,0.970942,2229.453842,2667.757229,2229.953842,1428.742771,0.751288,-15.20772,567666.1872,850.891666,667.142728,3777.506348,530.553452,116.42192,14.598615,12.455037,13.044758,11.865316,2.897644,0.990981
coj1m003-fl11-20181104-0115-e91.fits,0,58427.0129,2458427.012902,2018,NaN,2458427.018005,NaN,NaN,2018,21.286798,18.286261,1.4,15,30,45,0.436081,6.756626,0.148003,0.000364,0.010563,0.000231,1196.823048,639.671445,639.671445,4416177.693,2018.003457,2056.641717,2030.049376,2057.141717,2066.450624,0.749997,-15.276657,1925809.412,1050.508817,1347.139675,1429.554372,12168.18262,1833.215847,122.302901,3031,14.159722,12.215665,13.086948,11.344383,2.999861,0.979634,2177.173091,1679.292466,2177.673091,2417.207534,0.750898,-15.314573,3846835.07,1831.283858,2100.621951,25314.68555,3661.877946,125.965705,13.93231,12.12009,13.158866,11.081315,4.80675,0.970214,2229.560231,2667.746232,2230.060231,1428.753768,0.751289,-15.207721,569342.6225,847.783807,671.565814,3660.938477,541.968438,117.133645,14.345418,12.356728,12.939031,11.774425,3.534029,0.991021
coj1m003-fl11-20181104-0116-e91.fits,0,58427.01398,2458427.013980,2018,NaN,2458427.019083,NaN,NaN,2018,21.408303,18.662062,1.4,15,30,45,0.438438,6.734612,0.148487,0.000445,0.013361,0.000295,986.10505,504.036561,504.036561,3194160.321,1770.609753,2056.135554,2030.257016,2056.635554,2066.242984,0.749994,-15.276635,1400440.477,1094.130469,1189.221739,1177.610896,8610.362305,1279.957478,128.725909,3044,14.316898,12.46654,13.372787,11.560293,3.514832,0.978766,2176.681177,1679.531603,2177.181177,2416.968397,0.750894,-15.314548,2781190.653,1587.234147,1752.224559,17792.0332,2541.918656,131.275099,14.02567,12.36706,13.410817,11.323304,4.81057,0.971102,2229.136654,2667.824721,2229.636654,1428.675279,0.751286,-15.207713,412969.6682,784.695267,526.28031,2610.979492,377.440972,124.326744,14.595542,12.566062,13.206528,11.925595,4.284498,0.989428
coj1m003-fl11-20181104-0117-e91.fits,0,58427.01506,2458427.015056,2018,NaN,2458427.020159,NaN,NaN,2018,21.438496,18.387417,1.4,15,30,45,0.43712,6.737796,0.148416,0.000369,0.010681,0.000235,1184.660041,630.843543,630.843543,4345037.965,2006.612464,2056.414431,2030.108044,2056.914431,2066.391956,0.749996,-15.276651,1899302.857,1062.163334,1342.029727,1415.246487,12137.05664,1788.145755,125.535528,3045,14.346002,12.231548,13.168611,11.294485,2.774812,0.976578,2176.940814,1679.333023,2177.440814,2417.166977,0.750896,-15.314569,3783503.665,1818.516612,2080.543912,24798.13086,3562.073311,129.349183,14.102829,12.154642,13.217035,11.09225,4.60591,0.969111,2229.340796,2667.808155,2229.840796,1428.691845,0.751287,-15.207714,561534.3005,848.228102,662.008602,3561.854736,528.670387,120.307716,14.458354,12.384522,13.015962,11.753081,3.86892,0.989464
coj1m003-fl11-20181104-0118-e91.fits,0,58427.01613,2458427.016130,2018,NaN,2458427.021233,NaN,NaN,2018,21.441539,18.479389,1.4,15,30,45,0.436796,6.786436,0.147353,0.000374,0.010986,0.000239,1168.570201,617.733935,617.733935,4254507.437,1991.103599,2056.215538,2030.185148,2056.715538,2066.314852,0.749994,-15.276642,1858353.731,1072.815624,1331.390255,1395.799409,11699.66016,1732.22098,127.907609,3081,14.322603,12.283185,13.23696,11.32941,2.653341,0.975965,2176.778976,1679.420097,2177.278976,2417.079903,0.750895,-15.31456,3708107.596,1803.535104,2056.021859,23544.21484,3456.425795,130.84236,14.090393,12.209092,13.281115,11.13707,4.522927,0.968861,2229.25157,2667.704127,2229.75157,1428.795873,0.751287,-15.207726,546399.841,843.655541,647.657503,3377.097168,509.313836,121.851268,14.473125,12.447232,13.080615,11.813849,3.06002,0.989578
coj1m003-fl11-20181104-0119-e91.fits,0,58427.0172,2458427.017203,2018,NaN,2458427.022306,NaN,NaN,2018,21.34043,18.332868,1.4,15,30,45,0.435793,6.792007,0.147232,0.000384,0.011369,0.000246,1136.190348,597.390195,597.390195,4057689.438,1951.207948,2056.399713,2030.208944,2056.899713,2066.291056,0.749996,-15.27664,1768314.056,1055.870593,1303.528634,1356.559427,11435.97168,1674.745058,129.988836,2959,14.242966,12.201212,13.110216,11.292207,3.913428,0.977628,2176.952606,1679.422075,2177.452606,2417.077925,0.750896,-15.314559,3536939.222,1764.896008,2004.049647,23435.75,3349.784762,132.56641,13.900299,12.136361,13.207513,11.065209,5.195671,0.968289,2229.367853,2667.877053,2229.867853,1428.622947,0.751287,-15.207707,520750.2164,832.078442,625.842697,3350.400146,493.195113,125.103321,14.436485,12.371273,12.966988,11.775557,5.255255,0.99045
